C21001A_001E,C21001A_001EA,C21001A_001M,C21001A_001MA,C21001A_002E,C21001A_002EA,C21001A_002M,C21001A_002MA,C21001A_003E,C21001A_003EA,C21001A_003M,C21001A_003MA,C21001A_004E,C21001A_004EA,C21001A_004M,C21001A_004MA,C21001A_005E,C21001A_005EA,C21001A_005M,C21001A_005MA,C21001A_006E,C21001A_006EA,C21001A_006M,C21001A_006MA,C21001A_007E,C21001A_007EA,C21001A_007M,C21001A_007MA,C21001A_008E,C21001A_008EA,C21001A_008M,C21001A_008MA,C21001A_009E,C21001A_009EA,C21001A_009M,C21001A_009MA,C21001A_010E,C21001A_010EA,C21001A_010M,C21001A_010MA,C21001A_011E,C21001A_011EA,C21001A_011M,C21001A_011MA,C21001A_012E,C21001A_012EA,C21001A_012M,C21001A_012MA,C21001A_013E,C21001A_013EA,C21001A_013M,C21001A_013MA,C21001A_014E,C21001A_014EA,C21001A_014M,C21001A_014MA,C21001A_015E,C21001A_015EA,C21001A_015M,C21001A_015MA,GEO_ID,NAME,state
2521614,null,3971,null,1215902,null,2856,null,1005682,null,2830,null,169331,null,5121,null,836351,null,5241,null,210220,null,958,null,127493,null,3293,null,82727,null,3112,null,1305712,null,2103,null,1014473,null,1977,null,14547,null,2233,null,999926,null,3070,null,291239,null,842,null,3819,null,903,null,287420,null,1318,null,0400000US01,Alabama,01
344418,null,2148,null,176419,null,1794,null,159331,null,1790,null,40238,null,2758,null,119093,null,3074,null,17088,null,216,null,12010,null,760,null,5078,null,789,null,167999,null,1214,null,149812,null,1169,null,7094,null,1482,null,142718,null,1873,null,18187,null,428,null,233,null,178,null,17954,null,451,null,0400000US02,Alaska,02
3681379,null,13343,null,1813930,null,8163,null,1480565,null,8046,null,247392,null,6713,null,1233173,null,10084,null,333365,null,1496,null,209668,null,3934,null,123697,null,4040,null,1867449,null,7570,null,1459472,null,6745,null,27041,null,3034,null,1432431,null,6874,null,407977,null,1847,null,8040,null,1368,null,399937,null,2179,null,0400000US04,Arizona,04
1723197,null,3654,null,836123,null,2812,null,685615,null,2868,null,116353,null,5408,null,569262,null,5795,null,150508,null,554,null,91797,null,2641,null,58711,null,2661,null,887074,null,2155,null,687759,null,2136,null,8221,null,1363,null,679538,null,2507,null,199315,null,458,null,2388,null,666,null,196927,null,888,null,0400000US05,Arkansas,05
16796748,null,39861,null,8302756,null,24779,null,7044621,null,24694,null,824061,null,14261,null,6220560,null,28571,null,1258135,null,4087,null,703866,null,6427,null,554269,null,7339,null,8493992,null,21478,null,6817257,null,21495,null,70939,null,4880,null,6746318,null,21757,null,1676735,null,4586,null,29912,null,2512,null,1646823,null,5178,null,0400000US06,California,06
3106314,null,10374,null,1546689,null,6513,null,1351114,null,6289,null,216958,null,5510,null,1134156,null,8061,null,195575,null,1252,null,121436,null,2794,null,74139,null,2937,null,1559625,null,5556,null,1305082,null,5311,null,22776,null,2312,null,1282306,null,5774,null,254543,null,1457,null,5129,null,919,null,249414,null,1671,null,0400000US08,Colorado,08
2178857,null,6742,null,1041188,null,4773,null,865496,null,4755,null,108229,null,4582,null,757267,null,6678,null,175692,null,838,null,105085,null,2912,null,70607,null,2998,null,1137669,null,3676,null,885949,null,3475,null,6479,null,1065,null,879470,null,3693,null,251720,null,777,null,4278,null,882,null,247442,null,1141,null,0400000US09,Connecticut,09
491258,null,1726,null,234215,null,1225,null,190907,null,1157,null,32572,null,2253,null,158335,null,2379,null,43308,null,359,null,26153,null,1219,null,17155,null,1191,null,257043,null,865,null,200750,null,874,null,3170,null,838,null,197580,null,1264,null,56293,null,304,null,882,null,430,null,55411,null,562,null,0400000US10,Delaware,10
180645,null,2769,null,88364,null,2122,null,78570,null,2049,null,5567,null,1229,null,73003,null,2247,null,9794,null,274,null,4994,null,705,null,4800,null,765,null,92281,null,1615,null,80619,null,1559,null,751,null,402,null,79868,null,1656,null,11662,null,318,null,114,null,131,null,11548,null,329,null,0400000US11,District of Columbia,11
11149716,null,18180,null,5402409,null,12498,null,4174823,null,11876,null,696379,null,12277,null,3478444,null,16744,null,1227586,null,3022,null,725276,null,6657,null,502310,null,6795,null,5747307,null,10313,null,4198513,null,9287,null,63869,null,4124,null,4134644,null,9905,null,1548794,null,3771,null,26251,null,2261,null,1522543,null,4350,null,0400000US12,Florida,12
4479468,null,9842,null,2186550,null,7907,null,1883475,null,8142,null,290397,null,7483,null,1593078,null,10611,null,303075,null,1327,null,179526,null,3417,null,123549,null,3345,null,2292918,null,4464,null,1874073,null,4439,null,28617,null,3322,null,1845456,null,5641,null,418845,null,1183,null,4452,null,976,null,414393,null,1687,null,0400000US13,Georgia,13
258294,null,2763,null,132034,null,1853,null,111160,null,1842,null,26752,null,2157,null,84408,null,2374,null,20874,null,435,null,14180,null,903,null,6694,null,901,null,126260,null,1644,null,103962,null,1562,null,4197,null,1081,null,99765,null,1653,null,22298,null,509,null,986,null,467,null,21312,null,754,null,0400000US15,Hawaii,15
1019561,null,2897,null,506596,null,2031,null,429967,null,2029,null,71481,null,3428,null,358486,null,3849,null,76629,null,495,null,45431,null,1757,null,31198,null,1832,null,512965,null,1740,null,420285,null,1768,null,6951,null,1335,null,413334,null,2339,null,92680,null,628,null,1437,null,463,null,91243,null,791,null,0400000US16,Idaho,16
7024200,null,13513,null,3418440,null,8639,null,2890927,null,8247,null,346770,null,6983,null,2544157,null,10867,null,527513,null,1669,null,293612,null,4865,null,233901,null,5125,null,3605760,null,6868,null,2850562,null,6533,null,25235,null,2154,null,2825327,null,7003,null,755198,null,2240,null,8190,null,1226,null,747008,null,2489,null,0400000US17,Illinois,17
4149774,null,5576,null,2013547,null,3867,null,1709129,null,3878,null,256480,null,6551,null,1452649,null,6823,null,304418,null,572,null,169152,null,3902,null,135266,null,3874,null,2136227,null,2966,null,1707170,null,3081,null,16310,null,1646,null,1690860,null,3587,null,429057,null,728,null,4825,null,995,null,424232,null,1223,null,0400000US18,Indiana,18
