C19201_001E,C19201_001EA,C19201_001M,C19201_001MA,C19201_002E,C19201_002EA,C19201_002M,C19201_002MA,C19201_003E,C19201_003EA,C19201_003M,C19201_003MA,C19201_004E,C19201_004EA,C19201_004M,C19201_004MA,C19201_005E,C19201_005EA,C19201_005M,C19201_005MA,C19201_006E,C19201_006EA,C19201_006M,C19201_006MA,C19201_007E,C19201_007EA,C19201_007M,C19201_007MA,C19201_008E,C19201_008EA,C19201_008M,C19201_008MA,C19201_009E,C19201_009EA,C19201_009M,C19201_009MA,C19201_010E,C19201_010EA,C19201_010M,C19201_010MA,C19201_011E,C19201_011EA,C19201_011M,C19201_011MA,GEO_ID,NAME,state
571187,null,8529,null,116693,null,4365,null,84482,null,3895,null,110862,null,4755,null,75472,null,4672,null,78573,null,4023,null,63841,null,3823,null,20661,null,2090,null,12803,null,1536,null,4260,null,989,null,3540,null,788,null,0400000US01,Alabama,01
74076,null,3420,null,6935,null,1186,null,7391,null,1286,null,9938,null,1558,null,7764,null,1324,null,10836,null,1486,null,14670,null,1961,null,8671,null,1464,null,5575,null,1042,null,1349,null,490,null,947,null,474,null,0400000US02,Alaska,02
759774,null,12127,null,91728,null,4243,null,75164,null,4128,null,124556,null,4372,null,111068,null,5129,null,126846,null,5177,null,118933,null,5030,null,54989,null,3251,null,36302,null,2972,null,10968,null,1679,null,9220,null,1735,null,0400000US04,Arizona,04
346621,null,7440,null,75776,null,4835,null,54092,null,3410,null,67959,null,3930,null,49621,null,4017,null,44285,null,3187,null,34596,null,2849,null,11267,null,1624,null,5235,null,1297,null,1864,null,847,null,1926,null,738,null,0400000US05,Arkansas,05
3869988,null,28032,null,407571,null,10722,null,384320,null,9473,null,514856,null,12852,null,423143,null,9521,null,543981,null,11602,null,648508,null,14244,null,371595,null,8632,null,347342,null,10994,null,114192,null,5797,null,114480,null,5528,null,0400000US06,California,06
657480,null,10979,null,81874,null,4429,null,58376,null,3891,null,93769,null,5086,null,90697,null,4241,null,113236,null,5503,null,110994,null,4844,null,49808,null,3413,null,37971,null,3472,null,11175,null,1859,null,9580,null,1581,null,0400000US08,Colorado,08
435243,null,6838,null,45912,null,3709,null,36981,null,2876,null,66500,null,3951,null,52365,null,3858,null,66751,null,3797,null,76761,null,4543,null,39936,null,2650,null,31060,null,2114,null,9222,null,1275,null,9755,null,1646,null,0400000US09,Connecticut,09
104026,null,3771,null,13613,null,1858,null,8221,null,1392,null,16959,null,1893,null,13589,null,1785,null,17605,null,2061,null,18754,null,2174,null,7475,null,1357,null,5291,null,907,null,1159,null,450,null,1360,null,494,null,0400000US10,Delaware,10
142858,null,4384,null,18073,null,2232,null,9408,null,1582,null,14522,null,1770,null,13621,null,1875,null,18163,null,1943,null,23375,null,2108,null,15157,null,1945,null,16990,null,1798,null,7068,null,1524,null,6481,null,1201,null,0400000US11,District of Columbia,11
2462745,null,20438,null,324005,null,9260,null,260904,null,8468,null,428504,null,9791,null,355039,null,10655,null,392098,null,10473,null,361500,null,9814,null,156283,null,6450,null,116913,null,6553,null,29713,null,2999,null,37786,null,3276,null,0400000US12,Florida,12
1088546,null,15201,null,164129,null,7446,null,111997,null,4856,null,169823,null,6803,null,149596,null,6155,null,180952,null,8002,null,166579,null,7785,null,66753,null,4106,null,48010,null,3258,null,14462,null,2098,null,16245,null,2173,null,0400000US13,Georgia,13
133062,null,4167,null,18345,null,2262,null,9631,null,1292,null,17878,null,1731,null,16377,null,2280,null,20051,null,2517,null,22915,null,2228,null,13294,null,1709,null,9968,null,1523,null,2453,null,810,null,2150,null,582,null,0400000US15,Hawaii,15
162991,null,5560,null,21272,null,2019,null,19802,null,1750,null,31070,null,2712,null,27904,null,2670,null,27084,null,2580,null,22948,null,2318,null,6436,null,1285,null,3916,null,865,null,682,null,351,null,1877,null,738,null,0400000US16,Idaho,16
1579492,null,16375,null,213731,null,8040,null,151818,null,5630,null,262648,null,7373,null,202740,null,6457,null,240996,null,7716,null,257735,null,7672,null,117928,null,5097,null,80412,null,3703,null,26747,null,2765,null,24737,null,2168,null,0400000US17,Illinois,17
799875,null,10353,null,112200,null,4835,null,92906,null,4766,null,147417,null,5321,null,133539,null,5179,null,130223,null,5136,null,115722,null,4775,null,36848,null,2616,null,20939,null,2296,null,5108,null,1231,null,4973,null,1127,null,0400000US18,Indiana,18
420033,null,7030,null,57708,null,3355,null,52359,null,3041,null,88575,null,4113,null,70024,null,3683,null,63560,null,3727,null,55324,null,3576,null,18861,null,1918,null,9121,null,1235,null,2085,null,595,null,2416,null,623,null,0400000US19,Iowa,19
360699,null,7072,null,49627,null,3010,null,40666,null,2806,null,74708,null,3666,null,59481,null,3918,null,60623,null,3909,null,47136,null,3389,null,15489,null,2018,null,8753,null,1281,null,2303,null,651,null,1913,null,582,null,0400000US20,Kansas,20
541621,null,10920,null,115540,null,5118,null,69843,null,4224,null,101112,null,5404,null,80244,null,4481,null,76260,null,4186,null,59482,null,3451,null,21882,null,2420,null,11589,null,1870,null,2482,null,691,null,3187,null,718,null,0400000US21,Kentucky,21
517086,null,8767,null,109415,null,4916,null,73631,null,4225,null,92163,null,5348,null,63348,null,3587,null,73395,null,3951,null,56609,null,4638,null,24807,null,2306,null,15191,null,1988,null,3587,null,935,null,4940,null,996,null,0400000US22,Louisiana,22
188405,null,4716,null,31074,null,2236,null,23455,null,1767,null,36706,null,2310,null,27051,null,2036,null,28054,null,2757,null,24918,null,2107,null,9471,null,1417,null,4802,null,902,null,1216,null,523,null,1658,null,486,null,0400000US23,Maine,23
690211,null,10642,null,70903,null,4064,null,52360,null,3912,null,87724,null,5035,null,77984,null,5436,null,108588,null,5120,null,134002,null,5731,null,73147,null,4062,null,56290,null,3704,null,16900,null,1880,null,12313,null,1679,null,0400000US24,Maryland,24
887935,null,12091,null,117806,null,5381,null,84807,null,4960,null,121262,null,5850,null,102230,null,5215,null,125367,null,6362,null,151606,null,5604,null,82042,null,4321,null,65315,null,3943,null,19632,null,2478,null,17868,null,1965,null,0400000US25,Massachusetts,25
1288326,null,13813,null,198084,null,5628,null,138274,null,5381,null,232226,null,6356,null,197769,null,6288,null,204534,null,6813,null,182981,null,6114,null,68437,null,3969,null,45371,null,3032,null,9494,null,1454,null,11156,null,1744,null,0400000US26,Michigan,26
709291,null,8697,null,84676,null,4758,null,68623,null,2823,null,119157,null,5033,null,100367,null,3429,null,126035,null,4477,null,119520,null,4787,null,45464,null,3137,null,31614,null,2467,null,8114,null,1245,null,5721,null,1039,null,0400000US27,Minnesota,27
326242,null,8202,null,78111,null,4334,null,51395,null,3578,null,59804,null,3508,null,45199,null,3784,null,40008,null,3365,null,31633,null,2896,null,10222,null,1367,null,6521,null,1246,null,1634,null,671,null,1715,null,823,null,0400000US28,Mississippi,28
