B17012_001E,B17012_001EA,B17012_001M,B17012_001MA,B17012_002E,B17012_002EA,B17012_002M,B17012_002MA,B17012_003E,B17012_003EA,B17012_003M,B17012_003MA,B17012_004E,B17012_004EA,B17012_004M,B17012_004MA,B17012_005E,B17012_005EA,B17012_005M,B17012_005MA,B17012_006E,B17012_006EA,B17012_006M,B17012_006MA,B17012_007E,B17012_007EA,B17012_007M,B17012_007MA,B17012_008E,B17012_008EA,B17012_008M,B17012_008MA,B17012_009E,B17012_009EA,B17012_009M,B17012_009MA,B17012_010E,B17012_010EA,B17012_010M,B17012_010MA,B17012_011E,B17012_011EA,B17012_011M,B17012_011MA,B17012_012E,B17012_012EA,B17012_012M,B17012_012MA,B17012_013E,B17012_013EA,B17012_013M,B17012_013MA,B17012_014E,B17012_014EA,B17012_014M,B17012_014MA,B17012_015E,B17012_015EA,B17012_015M,B17012_015MA,B17012_016E,B17012_016EA,B17012_016M,B17012_016MA,B17012_017E,B17012_017EA,B17012_017M,B17012_017MA,B17012_018E,B17012_018EA,B17012_018M,B17012_018MA,B17012_019E,B17012_019EA,B17012_019M,B17012_019MA,B17012_020E,B17012_020EA,B17012_020M,B17012_020MA,B17012_021E,B17012_021EA,B17012_021M,B17012_021MA,B17012_022E,B17012_022EA,B17012_022M,B17012_022MA,B17012_023E,B17012_023EA,B17012_023M,B17012_023MA,B17012_024E,B17012_024EA,B17012_024M,B17012_024MA,B17012_025E,B17012_025EA,B17012_025M,B17012_025MA,B17012_026E,B17012_026EA,B17012_026M,B17012_026MA,B17012_027E,B17012_027EA,B17012_027M,B17012_027MA,B17012_028E,B17012_028EA,B17012_028M,B17012_028MA,B17012_029E,B17012_029EA,B17012_029M,B17012_029MA,B17012_030E,B17012_030EA,B17012_030M,B17012_030MA,B17012_031E,B17012_031EA,B17012_031M,B17012_031MA,B17012_032E,B17012_032EA,B17012_032M,B17012_032MA,B17012_033E,B17012_033EA,B17012_033M,B17012_033MA,B17012_034E,B17012_034EA,B17012_034M,B17012_034MA,B17012_035E,B17012_035EA,B17012_035M,B17012_035MA,GEO_ID,NAME,state
2328569,null,18597,null,249293,null,7851,null,77461,null,4849,null,30176,null,3007,null,29078,null,3086,null,15869,null,2027,null,2338,null,882,null,171832,null,7171,null,21859,null,2656,null,5087,null,1363,null,11928,null,2057,null,3660,null,1210,null,1184,null,653,null,149973,null,6229,null,17577,null,2044,null,88800,null,5149,null,38543,null,3043,null,5053,null,1407,null,2079276,null,17761,null,1592964,null,16437,null,822711,null,11647,null,625970,null,10576,null,137725,null,6107,null,6558,null,1539,null,486312,null,11771,null,130823,null,6851,null,66103,null,4756,null,57437,null,4388,null,7109,null,1579,null,174,null,182,null,355489,null,9727,null,130049,null,5485,null,195900,null,7833,null,27270,null,2906,null,2270,null,902,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,6127,null,1192,null,2374,null,748,null,1954,null,749,null,1474,null,561,null,325,null,332,null,10319,null,1640,null,1260,null,509,null,541,null,393,null,524,null,269,null,195,null,240,null,0,null,271,null,9059,null,1635,null,1456,null,646,null,5142,null,1307,null,2062,null,729,null,399,null,363,null,290177,null,4295,null,220982,null,5020,null,117686,null,3802,null,78172,null,3976,null,23064,null,2501,null,2060,null,636,null,69195,null,4030,null,21405,null,2347,null,11528,null,1694,null,8667,null,1644,null,1133,null,597,null,77,null,88,null,47790,null,3245,null,21074,null,2084,null,23643,null,2618,null,2936,null,970,null,137,null,97,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,16930,null,1878,null,5769,null,1042,null,5366,null,1147,null,5054,null,1079,null,741,null,417,null,18310,null,2080,null,2564,null,958,null,335,null,296,null,1504,null,781,null,680,null,341,null,45,null,78,null,15746,null,1919,null,1655,null,599,null,9267,null,1512,null,4110,null,1215,null,714,null,526,null,362336,null,5560,null,306494,null,5906,null,165790,null,4582,null,101854,null,4793,null,34622,null,2376,null,4228,null,917,null,55842,null,3769,null,22153,null,2259,null,7249,null,1235,null,13463,null,2029,null,1358,null,539,null,83,null,112,null,33689,null,3051,null,10931,null,1536,null,19744,null,2475,null,2966,null,796,null,48,null,78,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,94944,null,5218,null,31445,null,2783,null,33472,null,3312,null,26141,null,2817,null,3886,null,909,null,184579,null,7853,null,27296,null,3075,null,6888,null,1299,null,13766,null,2262,null,4928,null,1546,null,1714,null,653,null,157283,null,6755,null,17471,null,2104,null,93199,null,5055,null,38165,null,3082,null,8448,null,1557,null,2900564,null,19034,null,2263259,null,16809,null,1195771,null,11626,null,828823,null,12257,null,223543,null,7586,null,15122,null,1857,null,637305,null,11806,null,190877,null,6728,null,92209,null,4747,null,87825,null,4819,null,9898,null,1672,null,945,null,507,null,446428,null,9980,null,176905,null,5635,null,229913,null,6963,null,36628,null,2823,null,2982,null,926,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,45105,null,2939,null,16067,null,1764,null,15952,null,2009,null,10568,null,1502,null,2518,null,828,null,100009,null,4681,null,14861,null,2542,null,3372,null,933,null,8903,null,1820,null,2507,null,928,null,79,null,104,null,85148,null,4003,null,7434,null,1310,null,53442,null,3726,null,22238,null,2274,null,2034,null,761,null,1517289,null,13135,null,1220874,null,12550,null,701434,null,9467,null,404733,null,9353,null,107113,null,4725,null,7594,null,1099,null,296415,null,8189,null,93637,null,5172,null,38161,null,3076,null,48503,null,3719,null,6773,null,1705,null,200,null,174,null,202778,null,6751,null,72965,null,4006,null,112312,null,4951,null,16872,null,2552,null,629,null,420,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,19777,null,2147,null,7954,null,1194,null,6562,null,1273,null,4139,null,1131,null,1122,null,626,null,38656,null,2611,null,5527,null,1087,null,1009,null,443,null,3789,null,848,null,634,null,329,null,95,null,106,null,33129,null,2364,null,2735,null,581,null,20830,null,1999,null,8385,null,1490,null,1179,null,705,null,735887,null,8721,null,620498,null,8456,null,366514,null,6306,null,192975,null,5314,null,57643,null,3340,null,3366,null,676,null,115389,null,4644,null,38047,null,2813,null,14396,null,1916,null,20761,null,2242,null,2774,null,768,null,116,null,125,null,77342,null,3316,null,25805,null,2000,null,44743,null,2633,null,6707,null,1247,null,87,null,96,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,21491,null,2058,null,7516,null,1104,null,7481,null,1411,null,5041,null,985,null,1453,null,603,null,34418,null,2912,null,5298,null,1342,null,1430,null,617,null,2954,null,1038,null,695,null,407,null,219,null,274,null,29120,null,2651,null,2616,null,705,null,19288,null,2253,null,6022,null,1199,null,1194,null,491,null,672227,null,7896,null,553678,null,8474,null,303957,null,5550,null,189267,null,5651,null,56635,null,3090,null,3819,null,743,null,118549,null,4867,null,39320,null,3457,null,15126,null,1889,null,21135,null,2383,null,2716,null,835,null,343,null,288,null,79229,null,4298,null,26891,null,2347,null,44345,null,3282,null,7696,null,1530,null,297,null,299,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,57929,null,3743,null,23530,null,2281,null,21769,null,2504,null,10779,null,2036,null,1851,null,678,null,89432,null,5355,null,14280,null,2062,null,4117,null,1043,null,8778,null,1787,null,1385,null,688,null,0,null,271,null,75152,null,4900,null,9497,null,1561,null,49530,null,3931,null,14906,null,2218,null,1219,null,643,null,966785,null,13798,null,775071,null,13112,null,449826,null,8826,null,269413,null,7683,null,52983,null,3537,null,2849,null,864,null,191714,null,6959,null,59143,null,4115,null,26958,null,2361,null,29027,null,3353,null,3057,null,978,null,101,null,120,null,132571,null,5747,null,55696,null,3376,null,70238,null,4345,null,6561,null,1380,null,76,null,91,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,42100,null,3018,null,18573,null,2085,null,14604,null,1674,null,7896,null,1588,null,1027,null,444,null,115882,null,4709,null,11995,null,1960,null,3404,null,934,null,6190,null,1222,null,2196,null,937,null,205,null,236,null,103887,null,4719,null,11494,null,1975,null,62816,null,4690,null,24244,null,2401,null,5333,null,1434,null,922043,null,11204,null,703888,null,10530,null,398236,null,7295,null,247738,null,7189,null,54214,null,3284,null,3700,null,1146,null,218155,null,7066,null,65201,null,4366,null,32738,null,2888,null,28579,null,3343,null,3727,null,1005,null,157,null,153,null,152954,null,5803,null,63432,null,3467,null,79317,null,4782,null,9406,null,1587,null,799,null,528,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,10586,null,1249,null,4421,null,866,null,3647,null,882,null,1938,null,623,null,580,null,445,null,17336,null,2130,null,2188,null,597,null,376,null,192,null,1445,null,442,null,367,null,350,null,0,null,226,null,15148,null,2030,null,1187,null,489,null,10588,null,1583,null,3172,null,903,null,201,null,142,null,327625,null,6225,null,272620,null,5676,null,167524,null,4241,null,88823,null,3651,null,15336,null,2004,null,937,null,422,null,55005,null,3903,null,18948,null,2185,null,7489,null,1153,null,10552,null,1669,null,907,null,464,null,0,null,226,null,36057,null,2808,null,13204,null,1599,null,20071,null,2019,null,2721,null,933,null,61,null,99,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,20178,null,2604,null,8537,null,1562,null,7510,null,1594,null,3159,null,1006,null,972,null,442,null,55570,null,4211,null,6526,null,1342,null,1179,null,518,null,4368,null,1214,null,938,null,531,null,41,null,67,null,49044,null,4059,null,5742,null,1371,null,31504,null,3335,null,10004,null,1596,null,1794,null,765,null,1316499,null,11844,null,988719,null,11565,null,528974,null,6905,null,369335,null,10499,null,85824,null,4185,null,4586,null,1250,null,327780,null,8268,null,93917,null,4767,null,41890,null,3008,null,45730,null,3332,null,5796,null,1349,null,501,null,385,null,233863,null,6955,null,86494,null,4059,null,129251,null,5852,null,17012,null,2299,null,1106,null,533,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,30935,null,3098,null,13727,null,1895,null,12342,null,2124,null,4384,null,1138,null,482,null,284,null,82365,null,5135,null,9403,null,1952,null,2038,null,712,null,6363,null,1560,null,833,null,521,null,169,null,277,null,72962,null,4430,null,7343,null,1542,null,47595,null,4114,null,16749,null,1915,null,1275,null,618,null,1447898,null,12396,null,1135088,null,11370,null,613899,null,9735,null,425421,null,7317,null,91369,null,4250,null,4399,null,1208,null,312810,null,8886,null,90727,null,4938,null,44329,null,3364,null,42356,null,3546,null,3823,null,1063,null,219,null,189,null,222083,null,7293,null,94049,null,4794,null,113659,null,5589,null,13941,null,2063,null,434,null,232,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,81798,null,4066,null,31360,null,2150,null,29025,null,2900,null,17010,null,1678,null,4403,null,1034,null,175690,null,6202,null,26445,null,2682,null,6527,null,1237,null,16108,null,2342,null,3591,null,1019,null,219,null,219,null,149245,null,5284,null,18398,null,2143,null,86987,null,4227,null,37347,null,3381,null,6513,null,1145,null,2303193,null,13485,null,1831669,null,13897,null,1048105,null,10374,null,609629,null,9195,null,161929,null,5349,null,12006,null,1433,null,471524,null,8467,null,137926,null,5551,null,65168,null,3638,null,64874,null,3125,null,7632,null,1456,null,252,null,255,null,333598,null,7122,null,131818,null,4438,null,177623,null,5962,null,22560,null,2234,null,1597,null,675,null,0400000US26,Michigan,26
1353390,null,9195,null,87456,null,3998,null,27367,null,2226,null,10829,null,1083,null,8158,null,1400,null,5628,null,1110,null,2752,null,831,null,60089,null,3523,null,9338,null,1448,null,1586,null,514,null,6608,null,1503,null,1030,null,485,null,114,null,124,null,50751,null,3351,null,3731,null,896,null,33171,null,2757,null,11607,null,1733,null,2242,null,739,null,1265934,null,9347,null,1046971,null,9588,null,580294,null,6704,null,361457,null,6386,null,97143,null,3455,null,8077,null,1393,null,218963,null,6768,null,75494,null,3548,null,28061,null,2696,null,40613,null,2848,null,5956,null,1104,null,864,null,630,null,143469,null,6053,null,50981,null,3088,null,79852,null,3600,null,11938,null,1646,null,698,null,400,null,0400000US27,Minnesota,27
753797,null,9564,null,122687,null,5688,null,34416,null,2977,null,14041,null,1717,null,13338,null,2021,null,5880,null,1360,null,1157,null,601,null,88271,null,4367,null,10112,null,2048,null,2895,null,933,null,4611,null,1180,null,2323,null,925,null,283,null,304,null,78159,null,4033,null,11184,null,1786,null,47122,null,3801,null,17256,null,2262,null,2597,null,802,null,631110,null,8813,null,477267,null,9482,null,275288,null,6922,null,166086,null,6479,null,33349,null,3147,null,2544,null,908,null,153843,null,5789,null,39101,null,3127,null,19541,null,2371,null,17694,null,2379,null,1838,null,699,null,28,null,49,null,114742,null,5088,null,46816,null,3411,null,58273,null,3850,null,9644,null,1913,null,9,null,15,null,0400000US28,Mississippi,28
1534274,null,13026,null,145777,null,5606,null,48503,null,2628,null,19397,null,1463,null,18193,null,1986,null,8643,null,1570,null,2270,null,764,null,97274,null,5229,null,14419,null,1897,null,3462,null,858,null,8321,null,1385,null,2373,null,944,null,263,null,276,null,82855,null,4685,null,7376,null,1144,null,53451,null,3823,null,19612,null,2621,null,2416,null,840,null,1388497,null,12337,null,1108243,null,12764,null,636762,null,8753,null,372234,null,9173,null,92596,null,4293,null,6651,null,1228,null,280254,null,8729,null,86152,null,5255,null,40615,null,3473,null,38660,null,2967,null,6714,null,1471,null,163,null,123,null,194102,null,6561,null,73432,null,3479,null,104209,null,5079,null,15542,null,2053,null,919,null,518,null,0400000US29,Missouri,29
240727,null,4609,null,23434,null,2306,null,10278,null,1528,null,3980,null,1056,null,3647,null,891,null,2256,null,607,null,395,null,298,null,13156,null,1918,null,1992,null,737,null,457,null,374,null,1299,null,573,null,193,null,267,null,43,null,69,null,11164,null,1650,null,944,null,442,null,8570,null,1453,null,1498,null,531,null,152,null,187,null,217293,null,4367,null,184719,null,4140,null,116615,null,2956,null,52807,null,2878,null,13648,null,1720,null,1649,null,505,null,32574,null,2729,null,12415,null,1858,null,4790,null,1295,null,6626,null,1072,null,939,null,428,null,60,null,81,null,20159,null,1993,null,7248,null,1197,null,11079,null,1437,null,1699,null,593,null,133,null,199,null,0400000US30,Montana,30
459503,null,6026,null,37578,null,2632,null,13441,null,1591,null,5884,null,1012,null,3207,null,862,null,3722,null,929,null,628,null,334,null,24137,null,2153,null,3413,null,1003,null,517,null,325,null,2528,null,866,null,368,null,272,null,0,null,218,null,20724,null,1986,null,1365,null,496,null,12763,null,1510,null,5660,null,1095,null,936,null,543,null,421925,null,5888,null,351087,null,5980,null,196824,null,4030,null,116551,null,4669,null,35761,null,2702,null,1951,null,609,null,70838,null,3611,null,23189,null,2215,null,8991,null,1267,null,12515,null,1622,null,1318,null,551,null,365,null,317,null,47649,null,2829,null,16432,null,1610,null,26831,null,2663,null,3944,null,790,null,442,null,372,null,0400000US31,Nebraska,31
631720,null,7910,null,47307,null,4364,null,17470,null,1878,null,6377,null,1235,null,5722,null,1174,null,4638,null,1205,null,733,null,477,null,29837,null,3202,null,4481,null,1056,null,1129,null,564,null,2060,null,680,null,963,null,633,null,329,null,337,null,25356,null,2886,null,2371,null,858,null,13782,null,2148,null,7761,null,1588,null,1442,null,672,null,584413,null,8030,null,442087,null,7308,null,237911,null,5005,null,153984,null,5364,null,47390,null,3057,null,2802,null,800,null,142326,null,5673,null,55140,null,3723,null,23071,null,2436,null,27943,null,2764,null,4126,null,1238,null,0,null,298,null,87186,null,4576,null,32120,null,2814,null,45686,null,3745,null,8312,null,1602,null,1068,null,600,null,0400000US32,Nevada,32
341922,null,5518,null,15562,null,2012,null,4344,null,994,null,2535,null,673,null,1143,null,474,null,666,null,456,null,0,null,253,null,11218,null,1816,null,2799,null,868,null,293,null,189,null,1687,null,712,null,819,null,562,null,0,null,253,null,8419,null,1506,null,436,null,329,null,6679,null,1355,null,1008,null,594,null,296,null,291,null,326360,null,5865,null,271330,null,5614,null,153992,null,4201,null,95809,null,4081,null,19900,null,2309,null,1629,null,657,null,55030,null,3701,null,16793,null,2084,null,7214,null,1190,null,8813,null,1509,null,709,null,400,null,57,null,96,null,38237,null,3109,null,13730,null,1856,null,22067,null,2495,null,2302,null,968,null,138,null,144,null,0400000US33,New Hampshire,33
2185324,null,16317,null,138357,null,6889,null,49031,null,4070,null,19323,null,2136,null,19231,null,2700,null,8501,null,1473,null,1976,null,835,null,89326,null,5248,null,12210,null,2249,null,2893,null,821,null,7251,null,1890,null,1791,null,764,null,275,null,327,null,77116,null,5078,null,9569,null,1666,null,48926,null,3820,null,16480,null,2016,null,2141,null,739,null,2046967,null,14608,null,1584233,null,14752,null,813548,null,11380,null,628073,null,11299,null,135241,null,5912,null,7371,null,1315,null,462734,null,10968,null,136670,null,6334,null,70867,null,4390,null,57245,null,4533,null,7896,null,1395,null,662,null,490,null,326064,null,8383,null,141050,null,5413,null,162246,null,6284,null,21701,null,2770,null,1067,null,499,null,0400000US34,New Jersey,34
482543,null,6995,null,68677,null,4194,null,25382,null,2404,null,9560,null,1534,null,8905,null,1407,null,6139,null,1317,null,778,null,470,null,43295,null,3416,null,7057,null,1247,null,1452,null,632,null,4232,null,1031,null,1320,null,708,null,53,null,86,null,36238,null,3432,null,2611,null,863,null,23703,null,3120,null,8992,null,1517,null,932,null,487,null,413866,null,7934,null,313465,null,6909,null,179613,null,4705,null,103813,null,4939,null,28294,null,2600,null,1745,null,719,null,100401,null,4906,null,34747,null,2794,null,13961,null,1504,null,19209,null,2396,null,1469,null,561,null,108,null,124,null,65654,null,4067,null,25991,null,2626,null,33894,null,2790,null,5589,null,1473,null,180,null,306,null,0400000US35,New Mexico,35
4594823,null,21017,null,473910,null,10787,null,159672,null,6372,null,60313,null,3506,null,55798,null,4426,null,31663,null,2887,null,11898,null,1523,null,314238,null,9011,null,44441,null,3653,null,11556,null,1857,null,24447,null,2808,null,6915,null,1442,null,1523,null,661,null,269797,null,7769,null,34093,null,2933,null,170060,null,7233,null,56582,null,3663,null,9062,null,1646,null,4120913,null,20967,null,3062440,null,21491,null,1675797,null,15639,null,1115430,null,15471,null,251820,null,8328,null,19393,null,2317,null,1058473,null,14437,null,305547,null,9023,null,157961,null,6789,null,131470,null,5963,null,15254,null,1965,null,862,null,490,null,752926,null,10715,null,336433,null,7822,null,369894,null,9059,null,43369,null,3533,null,3230,null,1048,null,0400000US36,New York,36
