C18033_001E,C18033_001EA,C18033_001M,C18033_001MA,C18033_002E,C18033_002EA,C18033_002M,C18033_002MA,C18033_003E,C18033_003EA,C18033_003M,C18033_003MA,C18033_004E,C18033_004EA,C18033_004M,C18033_004MA,C18033_005E,C18033_005EA,C18033_005M,C18033_005MA,C18033_006E,C18033_006EA,C18033_006M,C18033_006MA,C18033_007E,C18033_007EA,C18033_007M,C18033_007MA,C18033_008E,C18033_008EA,C18033_008M,C18033_008MA,C18033_009E,C18033_009EA,C18033_009M,C18033_009MA,C18033_010E,C18033_010EA,C18033_010M,C18033_010MA,C18033_011E,C18033_011EA,C18033_011M,C18033_011MA,C18033_012E,C18033_012EA,C18033_012M,C18033_012MA,C18033_013E,C18033_013EA,C18033_013M,C18033_013MA,C18033_014E,C18033_014EA,C18033_014M,C18033_014MA,C18033_015E,C18033_015EA,C18033_015M,C18033_015MA,GEO_ID,NAME,state
4191504,null,4866,null,338497,null,8932,null,162009,null,6578,null,43863,null,3836,null,118146,null,5517,null,176488,null,5423,null,57543,null,4405,null,118945,null,4645,null,3853007,null,10075,null,1842143,null,7767,null,232568,null,10853,null,1609575,null,12364,null,2010864,null,6600,null,341647,null,12275,null,1669217,null,13383,null,0400000US01,Alabama,01
605600,null,1791,null,37092,null,2917,null,17698,null,1741,null,2302,null,620,null,15396,null,1879,null,19394,null,2534,null,2678,null,744,null,16716,null,2347,null,568508,null,3388,null,291125,null,2757,null,24193,null,2855,null,266932,null,3380,null,277383,null,3110,null,22874,null,2307,null,254509,null,3858,null,0400000US02,Alaska,02
5721472,null,3769,null,305887,null,8763,null,149166,null,5532,null,32087,null,3326,null,117079,null,5114,null,156721,null,6550,null,44122,null,3528,null,112599,null,5637,null,5415585,null,8796,null,2685176,null,5587,null,315076,null,14085,null,2370100,null,14877,null,2730409,null,6955,null,377147,null,14693,null,2353262,null,16538,null,0400000US04,Arizona,04
2555108,null,2801,null,219254,null,8932,null,107220,null,6204,null,33275,null,3882,null,73945,null,4697,null,112034,null,5971,null,37215,null,2854,null,74819,null,4908,null,2335854,null,9340,null,1134334,null,7580,null,154695,null,7160,null,979639,null,9206,null,1201520,null,5971,null,210702,null,9165,null,990818,null,8494,null,0400000US05,Arkansas,05
33077163,null,8479,null,1683865,null,27385,null,809788,null,15025,null,165697,null,7704,null,644091,null,13822,null,874077,null,17009,null,198944,null,7868,null,675133,null,14957,null,31393298,null,28612,null,15553268,null,17097,null,1587078,null,27691,null,13966190,null,31817,null,15840030,null,18243,null,1990481,null,29603,null,13849549,null,35450,null,0400000US06,California,06
4393190,null,4028,null,206808,null,7204,null,104602,null,5332,null,20070,null,1954,null,84532,null,4858,null,102206,null,5152,null,25967,null,2977,null,76239,null,4390,null,4186382,null,7585,null,2089493,null,7127,null,199869,null,9530,null,1889624,null,10527,null,2096889,null,6037,null,258190,null,10107,null,1838699,null,11326,null,0400000US08,Colorado,08
3174416,null,2230,null,152036,null,6524,null,73851,null,4792,null,13599,null,1837,null,60252,null,4388,null,78185,null,3674,null,17221,null,2173,null,60964,null,3254,null,3022380,null,6775,null,1462263,null,5164,null,88924,null,6200,null,1373339,null,7760,null,1560117,null,5076,null,122556,null,7400,null,1437561,null,8067,null,0400000US09,Connecticut,09
778178,null,1609,null,41580,null,3063,null,19603,null,2026,null,3254,null,1087,null,16349,null,1782,null,21977,null,2297,null,5135,null,1161,null,16842,null,1868,null,736598,null,3419,null,355063,null,2442,null,27659,null,2891,null,327404,null,3641,null,381535,null,2418,null,41486,null,4384,null,340049,null,4881,null,0400000US10,Delaware,10
521456,null,759,null,31384,null,2632,null,15021,null,1992,null,6265,null,1364,null,8756,null,1514,null,16363,null,1868,null,6757,null,1265,null,9606,null,1690,null,490072,null,2849,null,226891,null,2519,null,29037,null,3331,null,197854,null,3765,null,263181,null,2574,null,42876,null,4686,null,220305,null,5246,null,0400000US11,District of Columbia,11
16682722,null,6639,null,949977,null,15691,null,468889,null,10456,null,94437,null,6117,null,374452,null,8646,null,481088,null,10010,null,118139,null,6228,null,362949,null,8730,null,15732745,null,17074,null,7631783,null,12490,null,730286,null,18209,null,6901497,null,19438,null,8100962,null,12092,null,991608,null,21844,null,7109354,null,24535,null,0400000US12,Florida,12
