B19025B_001E,B19025B_001EA,B19025B_001M,B19025B_001MA,GEO_ID,NAME,state
16441908700,null,451357212,null,0400000US01,Alabama,01
580370800,null,105755672,null,0400000US02,Alaska,02
3829124400,null,246707680,null,0400000US04,Arizona,04
5514390600,null,236795449,null,0400000US05,Arkansas,05
45612164600,null,894198934,null,0400000US06,California,06
3438147200,null,195680131,null,0400000US08,Colorado,08
6238252800,null,284665090,null,0400000US09,Connecticut,09
3154901400,null,214967721,null,0400000US10,Delaware,10
6831983700,null,394496140,null,0400000US11,District of Columbia,11
41591426400,null,973356879,null,0400000US12,Florida,12
45806766800,null,730418950,null,0400000US13,Georgia,13
558288700,null,106482156,null,0400000US15,Hawaii,15
109792800,null,38514954,null,0400000US16,Idaho,16
30484629100,null,651220360,null,0400000US17,Illinois,17
8726862100,null,276215179,null,0400000US18,Indiana,18
862145700,null,93981578,null,0400000US19,Iowa,19
2553094300,null,188681149,null,0400000US20,Kansas,20
4636630800,null,353054279,null,0400000US21,Kentucky,21
16766275200,null,464562609,null,0400000US22,Louisiana,22
134149400,null,54701375,null,0400000US23,Maine,23
39146230900,null,763299776,null,0400000US24,Maryland,24
6490382700,null,301378538,null,0400000US25,Massachusetts,25
21110337400,null,479666479,null,0400000US26,Michigan,26
3107191400,null,183684805,null,0400000US27,Minnesota,27
12398485300,null,374562060,null,0400000US28,Mississippi,28
9668054600,null,323213727,null,0400000US29,Missouri,29
40170500,null,23557991,null,0400000US30,Montana,30
999159500,null,99760840,null,0400000US31,Nebraska,31
3640731000,null,218136363,null,0400000US32,Nevada,32
215503300,null,67569943,null,0400000US33,New Hampshire,33
24180901600,null,643863264,null,0400000US34,New Jersey,34
844356800,null,170389752,null,0400000US35,New Mexico,35
52987260400,null,857146003,null,0400000US36,New York,36
30013034500,null,565318016,null,0400000US37,North Carolina,37
69933300,null,34705369,null,0400000US38,North Dakota,38
20200535200,null,498346257,null,0400000US39,Ohio,39
3673107300,null,176159173,null,0400000US40,Oklahoma,40
980786200,null,124021986,null,0400000US41,Oregon,41
19514630700,null,491629389,null,0400000US42,Pennsylvania,42
913260700,null,121536019,null,0400000US44,Rhode Island,44
16890575800,null,423363696,null,0400000US45,South Carolina,45
103966500,null,48306926,null,0400000US46,South Dakota,46
15433439900,null,405000740,null,0400000US47,Tennessee,47
44657518300,null,880666687,null,0400000US48,Texas,48
326737100,null,65404358,null,0400000US49,Utah,49
36362700,null,14471872,null,0400000US50,Vermont,50
28902132400,null,656208416,null,0400000US51,Virginia,51
3862044500,null,239110511,null,0400000US53,Washington,53
908299300,null,105723174,null,0400000US54,West Virginia,54
3960888500,null,196520077,null,0400000US55,Wisconsin,55
27266600,null,20214650,null,0400000US56,Wyoming,56
2272816200,null,149963248,null,0400000US72,Puerto Rico,72
