B18003_001E,B18003_001EA,B18003_001M,B18003_001MA,B18003_002E,B18003_002EA,B18003_002M,B18003_002MA,B18003_003E,B18003_003EA,B18003_003M,B18003_003MA,B18003_004E,B18003_004EA,B18003_004M,B18003_004MA,B18003_005E,B18003_005EA,B18003_005M,B18003_005MA,B18003_006E,B18003_006EA,B18003_006M,B18003_006MA,B18003_007E,B18003_007EA,B18003_007M,B18003_007MA,B18003_008E,B18003_008EA,B18003_008M,B18003_008MA,B18003_009E,B18003_009EA,B18003_009M,B18003_009MA,B18003_010E,B18003_010EA,B18003_010M,B18003_010MA,B18003_011E,B18003_011EA,B18003_011M,B18003_011MA,B18003_012E,B18003_012EA,B18003_012M,B18003_012MA,B18003_013E,B18003_013EA,B18003_013M,B18003_013MA,B18003_014E,B18003_014EA,B18003_014M,B18003_014MA,B18003_015E,B18003_015EA,B18003_015M,B18003_015MA,B18003_016E,B18003_016EA,B18003_016M,B18003_016MA,B18003_017E,B18003_017EA,B18003_017M,B18003_017MA,B18003_018E,B18003_018EA,B18003_018M,B18003_018MA,B18003_019E,B18003_019EA,B18003_019M,B18003_019MA,B18003_020E,B18003_020EA,B18003_020M,B18003_020MA,B18003_021E,B18003_021EA,B18003_021M,B18003_021MA,B18003_022E,B18003_022EA,B18003_022M,B18003_022MA,B18003_023E,B18003_023EA,B18003_023M,B18003_023MA,B18003_024E,B18003_024EA,B18003_024M,B18003_024MA,B18003_025E,B18003_025EA,B18003_025M,B18003_025MA,B18003_026E,B18003_026EA,B18003_026M,B18003_026MA,B18003_027E,B18003_027EA,B18003_027M,B18003_027MA,B18003_028E,B18003_028EA,B18003_028M,B18003_028MA,B18003_029E,B18003_029EA,B18003_029M,B18003_029MA,B18003_030E,B18003_030EA,B18003_030M,B18003_030MA,B18003_031E,B18003_031EA,B18003_031M,B18003_031MA,B18003_032E,B18003_032EA,B18003_032M,B18003_032MA,B18003_033E,B18003_033EA,B18003_033M,B18003_033MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,5191,null,1347,null,340918,null,4170,null,170316,null,4760,null,2625,null,827,null,167691,null,4681,null,1260250,null,5140,null,68727,null,4175,null,1191523,null,6697,null,150666,null,1914,null,25644,null,2426,null,125022,null,2558,null,99765,null,1733,null,31880,null,2331,null,67885,null,2636,null,2210647,null,4311,null,335649,null,3454,null,5435,null,1267,null,330214,null,3450,null,165576,null,4462,null,1896,null,547,null,163680,null,4500,null,1360485,null,4823,null,49555,null,3618,null,1310930,null,6215,null,181094,null,1611,null,21371,null,2084,null,159723,null,2678,null,167843,null,1755,null,46428,null,2292,null,121415,null,2829,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,639,null,354,null,54595,null,1244,null,28863,null,2171,null,246,null,174,null,28617,null,2195,null,204828,null,2467,null,10951,null,1493,null,193877,null,2919,null,14320,null,619,null,3696,null,759,null,10624,null,835,null,7677,null,646,null,2422,null,546,null,5255,null,702,null,298619,null,1753,null,50386,null,1355,null,244,null,197,null,50142,null,1337,null,26637,null,1813,null,60,null,74,null,26577,null,1835,null,197430,null,1796,null,6971,null,1215,null,190459,null,2034,null,15032,null,1016,null,1970,null,612,null,13062,null,944,null,9134,null,610,null,2696,null,519,null,6438,null,714,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,6458,null,1191,null,499314,null,3791,null,222594,null,5666,null,3469,null,849,null,219125,null,5757,null,1762636,null,4885,null,57671,null,4240,null,1704965,null,6586,null,196878,null,1155,null,19528,null,1672,null,177350,null,1919,null,165479,null,1023,null,43679,null,2512,null,121800,null,2379,null,2903633,null,2372,null,485718,null,3282,null,4634,null,1158,null,481084,null,3577,null,207673,null,5758,null,3460,null,1049,null,204213,null,5912,null,1765924,null,4530,null,42515,null,3573,null,1723409,null,5190,null,222355,null,1218,null,17081,null,1916,null,205274,null,2214,null,221963,null,1263,null,51483,null,3125,null,170480,null,3262,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,3095,null,888,null,214108,null,2584,null,102874,null,4106,null,2405,null,700,null,100469,null,3933,null,770162,null,4824,null,41561,null,3217,null,728601,null,4946,null,95538,null,1513,null,17513,null,1804,null,78025,null,2193,null,69315,null,1266,null,22057,null,1688,null,47258,null,2032,null,1330407,null,3933,null,207246,null,2812,null,4383,null,1024,null,202863,null,2889,null,98697,null,3628,null,1876,null,698,null,96821,null,3776,null,811567,null,3718,null,29080,null,2846,null,782487,null,4551,null,110788,null,1406,null,13956,null,1532,null,96832,null,1857,null,102109,null,1387,null,28010,null,2298,null,74099,null,2670,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,27972,null,2978,null,2848612,null,7323,null,1398614,null,12805,null,18030,null,2333,null,1380584,null,13037,null,10530871,null,12230,null,274726,null,9025,null,10256145,null,13825,null,931379,null,2616,null,96672,null,5110,null,834707,null,5171,null,739295,null,2944,null,184642,null,5630,null,554653,null,5848,null,16844718,null,5704,null,2734679,null,6775,null,24530,null,2228,null,2710149,null,6697,null,1335963,null,11972,null,15244,null,2318,null,1320719,null,11990,null,10548409,null,10258,null,208541,null,7572,null,10339868,null,11972,null,1095115,null,2650,null,88305,null,5059,null,1006810,null,5618,null,1130552,null,3552,null,258797,null,6590,null,871755,null,7468,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4499,null,1452,null,357454,null,3240,null,168341,null,5191,null,2713,null,996,null,165628,null,5153,null,1473143,null,4712,null,42077,null,3859,null,1431066,null,5821,null,124653,null,1484,null,14212,null,1571,null,110441,null,2156,null,84526,null,1342,null,22303,null,1728,null,62223,null,1954,null,2215111,null,3192,null,345193,null,3320,null,2356,null,912,null,342837,null,3356,null,159152,null,4389,null,2445,null,1013,null,156707,null,4469,null,1443741,null,4376,null,33140,null,3505,null,1410601,null,5152,null,138656,null,1639,null,8890,null,1357,null,129766,null,1969,null,128369,null,1616,null,29627,null,1924,null,98742,null,2354,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,2987,null,779,null,252901,null,2465,null,129491,null,3337,null,1811,null,698,null,127680,null,3503,null,988184,null,3096,null,24463,null,2501,null,963721,null,3920,null,102910,null,902,null,10002,null,1439,null,92908,null,1594,null,83215,null,1141,null,18587,null,1752,null,64628,null,2070,null,1667707,null,2345,null,247371,null,2548,null,1705,null,752,null,245666,null,2498,null,123979,null,3167,null,773,null,348,null,123206,null,3141,null,1039301,null,2437,null,16794,null,1927,null,1022507,null,3408,null,122141,null,1162,null,6515,null,1070,null,115626,null,1726,null,134915,null,1417,null,27636,null,2485,null,107279,null,2491,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,258,null,233,null,62550,null,1209,null,31207,null,1582,null,760,null,467,null,30447,null,1596,null,237138,null,1727,null,7955,null,1342,null,229183,null,2068,null,28408,null,699,null,2514,null,576,null,25894,null,887,null,20668,null,473,null,5021,null,896,null,15647,null,962,null,411831,null,765,null,59713,null,1069,null,447,null,242,null,59266,null,1080,null,31120,null,1543,null,268,null,208,null,30852,null,1534,null,257867,null,1363,null,5272,null,1063,null,252595,null,1583,null,32410,null,596,null,2637,null,784,null,29773,null,990,null,30721,null,607,null,6037,null,1024,null,24684,null,1210,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,612,null,462,null,31763,null,942,null,18422,null,1512,null,311,null,229,null,18111,null,1523,null,170510,null,1526,null,4483,null,1151,null,166027,null,1826,null,15241,null,461,null,1452,null,500,null,13789,null,680,null,10909,null,487,null,1635,null,534,null,9274,null,720,null,288074,null,1543,null,32134,null,1069,null,353,null,370,null,31781,null,1138,null,21454,null,1491,null,0,null,300,null,21454,null,1491,null,193813,null,1695,null,4870,null,1232,null,188943,null,2048,null,20170,null,507,null,2223,null,840,null,17947,null,869,null,20503,null,610,null,4048,null,909,null,16455,null,1170,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,12205,null,1972,null,1230144,null,6767,null,598900,null,9118,null,7119,null,1678,null,591781,null,9339,null,4979559,null,8274,null,151812,null,7312,null,4827747,null,10103,null,677196,null,3254,null,66980,null,4224,null,610216,null,4959,null,654316,null,3249,null,152513,null,5421,null,501803,null,5922,null,8635487,null,6673,null,1172777,null,5497,null,9638,null,1621,null,1163139,null,5854,null,571830,null,9858,null,4543,null,1137,null,567287,null,10042,null,5212392,null,7630,null,124399,null,6371,null,5087993,null,9863,null,794749,null,3267,null,58000,null,4108,null,736749,null,5094,null,883739,null,4054,null,182803,null,6199,null,700936,null,6544,null,0400000US12,Florida,12
