B18003_001E,B18003_001EA,B18003_001M,B18003_001MA,B18003_002E,B18003_002EA,B18003_002M,B18003_002MA,B18003_003E,B18003_003EA,B18003_003M,B18003_003MA,B18003_004E,B18003_004EA,B18003_004M,B18003_004MA,B18003_005E,B18003_005EA,B18003_005M,B18003_005MA,B18003_006E,B18003_006EA,B18003_006M,B18003_006MA,B18003_007E,B18003_007EA,B18003_007M,B18003_007MA,B18003_008E,B18003_008EA,B18003_008M,B18003_008MA,B18003_009E,B18003_009EA,B18003_009M,B18003_009MA,B18003_010E,B18003_010EA,B18003_010M,B18003_010MA,B18003_011E,B18003_011EA,B18003_011M,B18003_011MA,B18003_012E,B18003_012EA,B18003_012M,B18003_012MA,B18003_013E,B18003_013EA,B18003_013M,B18003_013MA,B18003_014E,B18003_014EA,B18003_014M,B18003_014MA,B18003_015E,B18003_015EA,B18003_015M,B18003_015MA,B18003_016E,B18003_016EA,B18003_016M,B18003_016MA,B18003_017E,B18003_017EA,B18003_017M,B18003_017MA,B18003_018E,B18003_018EA,B18003_018M,B18003_018MA,B18003_019E,B18003_019EA,B18003_019M,B18003_019MA,B18003_020E,B18003_020EA,B18003_020M,B18003_020MA,B18003_021E,B18003_021EA,B18003_021M,B18003_021MA,B18003_022E,B18003_022EA,B18003_022M,B18003_022MA,B18003_023E,B18003_023EA,B18003_023M,B18003_023MA,B18003_024E,B18003_024EA,B18003_024M,B18003_024MA,B18003_025E,B18003_025EA,B18003_025M,B18003_025MA,B18003_026E,B18003_026EA,B18003_026M,B18003_026MA,B18003_027E,B18003_027EA,B18003_027M,B18003_027MA,B18003_028E,B18003_028EA,B18003_028M,B18003_028MA,B18003_029E,B18003_029EA,B18003_029M,B18003_029MA,B18003_030E,B18003_030EA,B18003_030M,B18003_030MA,B18003_031E,B18003_031EA,B18003_031M,B18003_031MA,B18003_032E,B18003_032EA,B18003_032M,B18003_032MA,B18003_033E,B18003_033EA,B18003_033M,B18003_033MA,GEO_ID,NAME,state
8622558,null,4258,null,4177264,null,5985,null,784267,null,5379,null,9229,null,1737,null,775038,null,5675,null,353293,null,8086,null,4865,null,1444,null,348428,null,7932,null,2666512,null,7299,null,83141,null,5010,null,2583371,null,9013,null,234211,null,2567,null,32703,null,2195,null,201508,null,3047,null,138981,null,1906,null,38885,null,2532,null,100096,null,2731,null,4445294,null,6353,null,736958,null,5414,null,4902,null,1200,null,732056,null,5599,null,334326,null,6331,null,2603,null,1138,null,331723,null,6291,null,2842953,null,7040,null,77505,null,5681,null,2765448,null,9142,null,285595,null,2797,null,26839,null,2350,null,258756,null,3473,null,245462,null,2725,null,59564,null,2848,null,185898,null,4024,null,0400000US13,Georgia,13
1149836,null,3199,null,562693,null,3008,null,85793,null,1736,null,401,null,317,null,85392,null,1789,null,40680,null,1917,null,289,null,199,null,40391,null,1920,null,357536,null,3093,null,12142,null,1689,null,345394,null,3808,null,40187,null,650,null,4037,null,880,null,36150,null,1095,null,38497,null,801,null,9397,null,1230,null,29100,null,1458,null,587143,null,1835,null,79621,null,1578,null,729,null,465,null,78892,null,1693,null,37879,null,2215,null,753,null,602,null,37126,null,2201,null,367938,null,1920,null,7525,null,1462,null,360413,null,2306,null,47000,null,642,null,3047,null,856,null,43953,null,907,null,54705,null,764,null,9308,null,1314,null,45397,null,1560,null,0400000US15,Hawaii,15
1359408,null,1583,null,677990,null,2698,null,127176,null,2455,null,1455,null,659,null,125721,null,2584,null,50744,null,2805,null,463,null,286,null,50281,null,2837,null,423566,null,3220,null,18516,null,1884,null,405050,null,3409,null,44261,null,769,null,5492,null,903,null,38769,null,1175,null,32243,null,767,null,10245,null,1177,null,21998,null,1335,null,681418,null,2104,null,120310,null,2049,null,1073,null,447,null,119237,null,2090,null,53040,null,2515,null,524,null,292,null,52516,null,2538,null,418217,null,2415,null,11094,null,1660,null,407123,null,2932,null,46112,null,1023,null,3537,null,765,null,42575,null,1227,null,43739,null,961,null,11072,null,1309,null,32667,null,1489,null,0400000US16,Idaho,16
11771611,null,2649,null,5761534,null,4546,null,988654,null,4119,null,10339,null,1491,null,978315,null,4351,null,484047,null,6271,null,5603,null,1457,null,478444,null,6031,null,3675804,null,5803,null,93997,null,5483,null,3581807,null,8057,null,352225,null,1629,null,33240,null,2294,null,318985,null,2764,null,260804,null,2248,null,57465,null,3047,null,203339,null,3676,null,6010077,null,3788,null,942448,null,4147,null,7526,null,1459,null,934922,null,4551,null,456949,null,5799,null,4160,null,1057,null,452789,null,5724,null,3754447,null,5346,null,72806,null,4483,null,3681641,null,6949,null,423656,null,2301,null,30372,null,2880,null,393284,null,3514,null,432577,null,2467,null,91459,null,3399,null,341118,null,3811,null,0400000US17,Illinois,17
5802627,null,2407,null,2838705,null,3271,null,490715,null,3210,null,7206,null,1122,null,483509,null,3381,null,238181,null,5276,null,2404,null,722,null,235777,null,5101,null,1793812,null,4568,null,67334,null,3954,null,1726478,null,5901,null,185088,null,1120,null,21633,null,1837,null,163455,null,2264,null,130909,null,1772,null,34801,null,2398,null,96108,null,2803,null,2963922,null,3169,null,467046,null,2861,null,5675,null,1240,null,461371,null,3139,null,231095,null,4800,null,2456,null,723,null,228639,null,4731,null,1833293,null,4752,null,46911,null,3103,null,1786382,null,5138,null,216367,null,1446,null,17349,null,1607,null,199018,null,1925,null,216121,null,1484,null,46587,null,2671,null,169534,null,2868,null,0400000US18,Indiana,18
2740690,null,2085,null,1348468,null,3109,null,218516,null,2422,null,2634,null,652,null,215882,null,2644,null,111634,null,2846,null,1744,null,745,null,109890,null,2858,null,844246,null,3241,null,27847,null,2464,null,816399,null,4064,null,95526,null,973,null,9800,null,1239,null,85726,null,1387,null,78546,null,943,null,18993,null,1569,null,59553,null,1689,null,1392222,null,2734,null,207549,null,1889,null,2940,null,826,null,204609,null,1973,null,109024,null,3185,null,1210,null,496,null,107814,null,3270,null,841220,null,3486,null,19757,null,2052,null,821463,null,3848,null,109110,null,980,null,5860,null,893,null,103250,null,1310,null,125319,null,1250,null,26304,null,1934,null,99015,null,2003,null,0400000US19,Iowa,19
2523924,null,2490,null,1241001,null,3548,null,214153,null,2445,null,3360,null,918,null,210793,null,2471,null,107945,null,3167,null,1347,null,518,null,106598,null,3182,null,777515,null,4338,null,28588,null,2332,null,748927,null,4714,null,78842,null,1108,null,9287,null,1168,null,69555,null,1635,null,62546,null,1086,null,15413,null,1280,null,47133,null,1301,null,1282923,null,2979,null,205089,null,2446,null,2890,null,894,null,202199,null,2347,null,98130,null,3144,null,989,null,480,null,97141,null,3100,null,788414,null,3345,null,19734,null,2385,null,768680,null,4093,null,93822,null,1218,null,6629,null,1118,null,87193,null,1450,null,97468,null,1230,null,20710,null,1869,null,76758,null,2021,null,0400000US20,Kansas,20
3884900,null,2832,null,1880628,null,4276,null,310356,null,3345,null,5362,null,1093,null,304994,null,3663,null,151486,null,5329,null,2100,null,656,null,149386,null,5332,null,1198846,null,5356,null,67091,null,4174,null,1131755,null,6518,null,133971,null,1365,null,24592,null,1827,null,109379,null,2031,null,85969,null,1287,null,28024,null,2182,null,57945,null,2110,null,2004272,null,4001,null,295255,null,2449,null,4344,null,1239,null,290911,null,2900,null,145026,null,3676,null,3858,null,1045,null,141168,null,3667,null,1263450,null,4284,null,49729,null,3351,null,1213721,null,5959,null,157785,null,1333,null,18035,null,1853,null,139750,null,2129,null,142756,null,1517,null,39719,null,2702,null,103037,null,2905,null,0400000US21,Kentucky,21
3900769,null,2461,null,1867840,null,4384,null,335570,null,3511,null,6243,null,1441,null,329327,null,3789,null,163011,null,5027,null,3056,null,1027,null,159955,null,5008,null,1160096,null,4410,null,54277,null,3449,null,1105819,null,5381,null,122042,null,1628,null,17700,null,1612,null,104342,null,2200,null,87121,null,1766,null,27659,null,1969,null,59462,null,2190,null,2032929,null,4068,null,318306,null,3388,null,4436,null,1072,null,313870,null,3559,null,161974,null,5022,null,2567,null,751,null,159407,null,5090,null,1263680,null,4238,null,42977,null,3010,null,1220703,null,5141,null,148776,null,1756,null,15665,null,1820,null,133111,null,2773,null,140193,null,1935,null,36138,null,2723,null,104055,null,2780,null,0400000US22,Louisiana,22
1231203,null,1487,null,598425,null,1781,null,87304,null,1658,null,890,null,311,null,86414,null,1728,null,48004,null,2009,null,507,null,336,null,47497,null,1974,null,380998,null,2119,null,20500,null,1794,null,360498,null,2599,null,46550,null,475,null,6638,null,1026,null,39912,null,1091,null,35569,null,468,null,10680,null,1261,null,24889,null,1302,null,632778,null,1503,null,83436,null,1216,null,783,null,417,null,82653,null,1301,null,44941,null,1851,null,735,null,449,null,44206,null,1789,null,399885,null,1620,null,11485,null,1552,null,388400,null,2147,null,51784,null,521,null,5344,null,1117,null,46440,null,1267,null,52732,null,588,null,12764,null,1139,null,39968,null,1279,null,0400000US23,Maine,23
5145309,null,2312,null,2457922,null,3594,null,416551,null,2890,null,4612,null,1348,null,411939,null,3140,null,206688,null,4562,null,1960,null,917,null,204728,null,4422,null,1565904,null,4762,null,46778,null,3658,null,1519126,null,6555,null,157249,null,1443,null,14239,null,1863,null,143010,null,2358,null,111530,null,1306,null,22713,null,2067,null,88817,null,2303,null,2687387,null,2930,null,400115,null,3145,null,3344,null,873,null,396771,null,3149,null,202796,null,4256,null,1607,null,677,null,201189,null,4157,null,1714857,null,3937,null,36326,null,2958,null,1678531,null,4710,null,188796,null,1572,null,12216,null,1572,null,176580,null,2076,null,180823,null,1843,null,35473,null,2995,null,145350,null,3334,null,0400000US24,Maryland,24
5981289,null,1696,null,2888983,null,3101,null,446783,null,2883,null,3453,null,850,null,443330,null,2952,null,236624,null,5442,null,2814,null,952,null,233810,null,5467,null,1867635,null,4848,null,53970,null,4322,null,1813665,null,5786,null,185901,null,1581,null,17466,null,1922,null,168435,null,2551,null,152040,null,1684,null,35382,null,2073,null,116658,null,2137,null,3092306,null,2994,null,431370,null,2538,null,4347,null,1152,null,427023,null,2743,null,226549,null,4496,null,2485,null,861,null,224064,null,4469,null,1963397,null,4315,null,40630,null,3733,null,1922767,null,6163,null,223018,null,1380,null,15295,null,1800,null,207723,null,2207,null,247972,null,1640,null,51902,null,2928,null,196070,null,2980,null,0400000US25,Massachusetts,25
9299595,null,2053,null,4537517,null,3628,null,766458,null,3397,null,9921,null,1583,null,756537,null,3762,null,382422,null,5567,null,4487,null,1006,null,377935,null,5703,null,2864266,null,5664,null,99920,null,4944,null,2764346,null,7482,null,297414,null,1389,null,33659,null,2301,null,263755,null,2343,null,226957,null,1606,null,57991,null,2237,null,168966,null,2813,null,4762078,null,3183,null,734376,null,3096,null,9114,null,1632,null,725262,null,3473,null,371647,null,5819,null,2544,null,648,null,369103,null,5834,null,2948757,null,5139,null,71518,null,4270,null,2877239,null,5501,null,350207,null,1495,null,26348,null,1739,null,323859,null,2076,null,357091,null,1763,null,79928,null,3085,null,277163,null,3155,null,0400000US26,Michigan,26
4775740,null,1920,null,2372253,null,2606,null,385828,null,2728,null,3613,null,711,null,382215,null,2750,null,190328,null,4251,null,2433,null,604,null,187895,null,4257,null,1535875,null,3813,null,43632,null,2918,null,1492243,null,4800,null,147958,null,861,null,14446,null,1361,null,133512,null,1563,null,112264,null,1089,null,27877,null,1677,null,84387,null,1837,null,2403487,null,2265,null,365261,null,2431,null,2916,null,927,null,362345,null,2501,null,181570,null,3887,null,2450,null,742,null,179120,null,3903,null,1518110,null,3447,null,27972,null,2475,null,1490138,null,4196,null,165259,null,1232,null,7768,null,995,null,157491,null,1563,null,173287,null,1310,null,34496,null,2094,null,138791,null,2323,null,0400000US27,Minnesota,27
2639780,null,2428,null,1258463,null,3896,null,234902,null,3196,null,3975,null,1133,null,230927,null,3107,null,122316,null,4474,null,2809,null,1028,null,119507,null,4358,null,760547,null,4791,null,44390,null,3237,null,716157,null,5561,null,85846,null,1965,null,15666,null,1724,null,70180,null,2544,null,54852,null,1976,null,19296,null,1822,null,35556,null,2128,null,1381317,null,3897,null,223456,null,3605,null,2355,null,760,null,221101,null,3686,null,115068,null,4199,null,1650,null,620,null,113418,null,4145,null,839391,null,4448,null,32158,null,2649,null,807233,null,4746,null,104248,null,1645,null,12849,null,1636,null,91399,null,2296,null,99154,null,1969,null,28245,null,2645,null,70909,null,2859,null,0400000US28,Mississippi,28
5374393,null,2591,null,2598338,null,4043,null,438015,null,3348,null,5623,null,1421,null,432392,null,3607,null,208814,null,4942,null,3074,null,897,null,205740,null,5078,null,1633228,null,5173,null,69416,null,4603,null,1563812,null,7310,null,182972,null,1402,null,24025,null,2062,null,158947,null,2492,null,135309,null,1203,null,36624,null,2059,null,98685,null,2430,null,2776055,null,3880,null,422974,null,3291,null,5643,null,1057,null,417331,null,3431,null,205442,null,4133,null,2402,null,753,null,203040,null,4171,null,1720805,null,4378,null,46112,null,3080,null,1674693,null,5493,null,211892,null,1207,null,17642,null,1857,null,194250,null,2096,null,214942,null,1553,null,47123,null,2935,null,167819,null,3308,null,0400000US29,Missouri,29
882608,null,1226,null,439507,null,1868,null,69189,null,1793,null,1041,null,478,null,68148,null,1893,null,36209,null,2504,null,669,null,429,null,35540,null,2431,null,277184,null,2362,null,14427,null,2210,null,262757,null,3185,null,32166,null,432,null,4847,null,806,null,27319,null,849,null,24759,null,549,null,8181,null,942,null,16578,null,1045,null,443101,null,1703,null,64652,null,1609,null,704,null,342,null,63948,null,1603,null,36470,null,2026,null,443,null,329,null,36027,null,2049,null,274515,null,2042,null,6506,null,1206,null,268009,null,2331,null,34149,null,499,null,3476,null,845,null,30673,null,979,null,33315,null,690,null,8113,null,1326,null,25202,null,1436,null,0400000US30,Montana,30
1609965,null,1980,null,794703,null,2796,null,136000,null,1974,null,2029,null,685,null,133971,null,2125,null,66440,null,2981,null,634,null,366,null,65806,null,3066,null,497863,null,2748,null,17950,null,1867,null,479913,null,3295,null,52712,null,784,null,6465,null,875,null,46247,null,1180,null,41688,null,923,null,10727,null,856,null,30961,null,1254,null,815262,null,2614,null,127782,null,1823,null,1047,null,439,null,126735,null,1763,null,64912,null,2253,null,389,null,231,null,64523,null,2244,null,497676,null,2517,null,10957,null,1488,null,486719,null,2644,null,59444,null,715,null,3114,null,729,null,56330,null,933,null,65448,null,954,null,12094,null,1259,null,53354,null,1565,null,0400000US31,Nebraska,31
2340814,null,1751,null,1178998,null,2725,null,202383,null,2386,null,948,null,557,null,201435,null,2325,null,82613,null,3722,null,715,null,432,null,81898,null,3796,null,761539,null,3302,null,19613,null,2662,null,741926,null,3749,null,79938,null,1034,null,8269,null,1319,null,71669,null,1769,null,52525,null,1062,null,13082,null,1945,null,39443,null,1908,null,1161816,null,2100,null,197521,null,2880,null,1734,null,791,null,195787,null,2959,null,77083,null,3691,null,1286,null,687,null,75797,null,3655,null,739368,null,2765,null,15901,null,2245,null,723467,null,4029,null,83162,null,1035,null,6957,null,1209,null,76205,null,1475,null,64682,null,853,null,12815,null,1596,null,51867,null,1560,null,0400000US32,Nevada,32
1224245,null,1004,null,600179,null,1621,null,94440,null,1592,null,807,null,389,null,93633,null,1669,null,51433,null,1916,null,735,null,344,null,50698,null,1993,null,386618,null,2025,null,12467,null,1443,null,374151,null,2303,null,39278,null,565,null,3934,null,744,null,35344,null,922,null,28410,null,700,null,8337,null,981,null,20073,null,1007,null,624066,null,1601,null,88327,null,1651,null,648,null,464,null,87679,null,1766,null,49141,null,2106,null,448,null,294,null,48693,null,2032,null,398593,null,1836,null,7424,null,1209,null,391169,null,2249,null,44819,null,760,null,3541,null,1076,null,41278,null,1143,null,43186,null,819,null,9111,null,1248,null,34075,null,1464,null,0400000US33,New Hampshire,33
8010192,null,1994,null,3892981,null,3072,null,644840,null,3666,null,5205,null,1134,null,639635,null,3961,null,304518,null,5026,null,3737,null,1087,null,300781,null,5016,null,2495761,null,4212,null,54037,null,4179,null,2441724,null,5514,null,255615,null,2242,null,20578,null,2047,null,235037,null,2947,null,192247,null,2208,null,36370,null,2653,null,155877,null,3157,null,4117211,null,2627,null,612075,null,3221,null,5770,null,1377,null,606305,null,3657,null,285172,null,4441,null,1841,null,590,null,283331,null,4484,null,2583235,null,4612,null,46045,null,3319,null,2537190,null,5481,null,311325,null,1996,null,18545,null,2342,null,292780,null,2807,null,325404,null,2320,null,60865,null,3334,null,264539,null,3623,null,0400000US34,New Jersey,34
1797792,null,1933,null,880642,null,3213,null,153055,null,2254,null,1719,null,650,null,151336,null,2118,null,81180,null,4103,null,2203,null,890,null,78977,null,4127,null,537381,null,3719,null,28171,null,2743,null,509210,null,3548,null,63077,null,1336,null,9269,null,1175,null,53808,null,1659,null,45949,null,1254,null,14597,null,1657,null,31352,null,1660,null,917150,null,2511,null,141799,null,2158,null,1471,null,600,null,140328,null,2080,null,73113,null,3205,null,1210,null,559,null,71903,null,3288,null,564970,null,3500,null,15851,null,2153,null,549119,null,4239,null,70650,null,1114,null,8256,null,1207,null,62394,null,1487,null,66618,null,1437,null,18954,null,1828,null,47664,null,2096,null,0400000US35,New Mexico,35
17820923,null,3667,null,8580359,null,5030,null,1366086,null,5330,null,13338,null,1733,null,1352748,null,5199,null,721249,null,8553,null,9019,null,1619,null,712230,null,8805,null,5483780,null,6604,null,140577,null,5785,null,5343203,null,8989,null,564038,null,2158,null,49987,null,3157,null,514051,null,3513,null,445206,null,2402,null,103944,null,4294,null,341262,null,4736,null,9240564,null,5131,null,1306455,null,5254,null,9685,null,1772,null,1296770,null,5494,null,701451,null,6793,null,6934,null,1493,null,694517,null,7111,null,5805091,null,7599,null,114055,null,5265,null,5691036,null,8477,null,700979,null,2604,null,51253,null,3331,null,649726,null,4205,null,726588,null,2716,null,159320,null,5176,null,567268,null,5464,null,0400000US36,New York,36
8235419,null,3958,null,3959378,null,6804,null,675821,null,4596,null,8800,null,1852,null,667021,null,4595,null,323086,null,6714,null,4663,null,1127,null,318423,null,6946,null,2519569,null,6989,null,101052,null,5045,null,2418517,null,9163,null,266459,null,2490,null,34545,null,2774,null,231914,null,3937,null,174443,null,1982,null,46375,null,3057,null,128068,null,3355,null,4276041,null,5485,null,652481,null,5330,null,6547,null,1507,null,645934,null,5482,null,310267,null,7082,null,4242,null,1275,null,306025,null,7104,null,2698328,null,7013,null,76149,null,5015,null,2622179,null,9017,null,320940,null,2649,null,27350,null,2521,null,293590,null,3603,null,294025,null,2272,null,74108,null,3872,null,219917,null,4324,null,0400000US37,North Carolina,37
583410,null,1504,null,292703,null,1762,null,44327,null,1125,null,578,null,325,null,43749,null,1222,null,27327,null,1634,null,281,null,291,null,27046,null,1619,null,183803,null,1750,null,6774,null,1029,null,177029,null,2189,null,19404,null,321,null,2696,null,419,null,16708,null,515,null,17842,null,489,null,5421,null,675,null,12421,null,699,null,290707,null,1643,null,41003,null,1287,null,510,null,252,null,40493,null,1290,null,25258,null,1554,null,141,null,152,null,25117,null,1552,null,177052,null,1640,null,2642,null,658,null,174410,null,1782,null,21837,null,325,null,1142,null,366,null,20695,null,444,null,25557,null,546,null,5339,null,881,null,20218,null,936,null,0400000US38,North Dakota,38
