C15002A_001E,C15002A_001EA,C15002A_001M,C15002A_001MA,C15002A_002E,C15002A_002EA,C15002A_002M,C15002A_002MA,C15002A_003E,C15002A_003EA,C15002A_003M,C15002A_003MA,C15002A_004E,C15002A_004EA,C15002A_004M,C15002A_004MA,C15002A_005E,C15002A_005EA,C15002A_005M,C15002A_005MA,C15002A_006E,C15002A_006EA,C15002A_006M,C15002A_006MA,C15002A_007E,C15002A_007EA,C15002A_007M,C15002A_007MA,C15002A_008E,C15002A_008EA,C15002A_008M,C15002A_008MA,C15002A_009E,C15002A_009EA,C15002A_009M,C15002A_009MA,C15002A_010E,C15002A_010EA,C15002A_010M,C15002A_010MA,C15002A_011E,C15002A_011EA,C15002A_011M,C15002A_011MA,GEO_ID,NAME,state
2238411,null,3811,null,1072780,null,2514,null,193230,null,6293,null,329382,null,7512,null,283074,null,6516,null,267094,null,6961,null,1165631,null,2274,null,201361,null,6482,null,376486,null,8780,null,327902,null,7924,null,259882,null,7412,null,0400000US01,Alabama,01
305980,null,2165,null,158926,null,1570,null,9439,null,1482,null,44877,null,2901,null,57057,null,3205,null,47553,null,2691,null,147054,null,1251,null,7037,null,1332,null,39133,null,2506,null,52538,null,2555,null,48346,null,2135,null,0400000US02,Alaska,02
3276696,null,11511,null,1606742,null,7279,null,235003,null,8219,null,410228,null,10700,null,500102,null,11943,null,461409,null,9186,null,1669954,null,6707,null,214403,null,7275,null,460303,null,10184,null,561870,null,10183,null,433378,null,7630,null,0400000US04,Arizona,04
1527789,null,3685,null,737006,null,2510,null,130651,null,4585,null,261145,null,5924,null,187578,null,5334,null,157632,null,5422,null,790783,null,2381,null,131181,null,5293,null,283439,null,6311,null,218678,null,6317,null,157485,null,5639,null,0400000US05,Arkansas,05
14713617,null,33065,null,7254310,null,21369,null,1195459,null,21396,null,1630274,null,22016,null,2012924,null,20637,null,2415653,null,19685,null,7459307,null,17497,null,1153069,null,17194,null,1742095,null,19279,null,2337458,null,20039,null,2226685,null,18498,null,0400000US06,California,06
2748520,null,8575,null,1364898,null,5545,null,135300,null,6309,null,331875,null,8550,null,379560,null,9907,null,518163,null,10477,null,1383622,null,4983,null,120752,null,4926,null,335873,null,9084,null,428187,null,8458,null,498810,null,8879,null,0400000US08,Colorado,08
1942142,null,5709,null,922818,null,3823,null,87689,null,3961,null,271287,null,6203,null,214374,null,6526,null,349468,null,5958,null,1019324,null,3235,null,100237,null,4209,null,297604,null,6801,null,258157,null,5545,null,363326,null,5581,null,0400000US09,Connecticut,09
433452,null,1540,null,205992,null,943,null,26655,null,2360,null,65798,null,3521,null,55801,null,2744,null,57738,null,2852,null,227460,null,891,null,23328,null,1955,null,76831,null,3542,null,65204,null,3219,null,62097,null,2967,null,0400000US10,Delaware,10
152069,null,2252,null,76634,null,1569,null,3028,null,1194,null,3687,null,1225,null,6499,null,1299,null,63420,null,2006,null,75435,null,1278,null,3999,null,1162,null,3349,null,925,null,5033,null,932,null,63054,null,1597,null,0400000US11,District of Columbia,11
10075023,null,17423,null,4860998,null,11996,null,667715,null,13596,null,1451300,null,19566,null,1315493,null,17012,null,1426490,null,15717,null,5214025,null,10147,null,643084,null,12385,null,1706688,null,18391,null,1541111,null,19287,null,1323142,null,13716,null,0400000US12,Florida,12
3972006,null,9208,null,1927906,null,6711,null,305137,null,8706,null,559356,null,11897,null,462412,null,10001,null,601001,null,10724,null,2044100,null,4740,null,280753,null,8664,null,627755,null,11899,null,539323,null,10971,null,596269,null,11292,null,0400000US13,Georgia,13
248534,null,2516,null,133252,null,1738,null,6124,null,1290,null,30364,null,2675,null,41721,null,2598,null,55043,null,2756,null,115282,null,1340,null,6834,null,1113,null,23410,null,2179,null,36757,null,2389,null,48281,null,2778,null,0400000US15,Hawaii,15
887843,null,2855,null,439024,null,2055,null,48925,null,3162,null,129641,null,5226,null,144459,null,5158,null,115999,null,4357,null,448819,null,1614,null,47902,null,3353,null,138484,null,4371,null,157140,null,4109,null,105293,null,3867,null,0400000US16,Idaho,16
6167659,null,11742,null,2980885,null,7498,null,326103,null,7486,null,857741,null,12657,null,811567,null,11631,null,985474,null,9385,null,3186774,null,5804,null,337207,null,9015,null,959900,null,12577,null,914138,null,12404,null,975529,null,11076,null,0400000US17,Illinois,17
3643476,null,4959,null,1755505,null,3653,null,236905,null,7254,null,657448,null,9915,null,452343,null,8672,null,408809,null,7718,null,1887971,null,2647,null,245900,null,6522,null,720522,null,9392,null,510090,null,9485,null,411459,null,6789,null,0400000US18,Indiana,18
1861208,null,3630,null,896290,null,2396,null,89715,null,3788,null,335152,null,5408,null,252324,null,5711,null,219099,null,5489,null,964918,null,1887,null,86192,null,3306,null,337928,null,5425,null,307827,null,6030,null,232971,null,4715,null,0400000US19,Iowa,19
1570897,null,4276,null,758002,null,3225,null,77428,null,3904,null,230050,null,5941,null,216855,null,5610,null,233669,null,5124,null,812895,null,2239,null,72104,null,3516,null,243572,null,5944,null,260393,null,5551,null,236826,null,5372,null,0400000US20,Kansas,20
2582181,null,3195,null,1233996,null,2660,null,260153,null,5716,null,445194,null,7037,null,276428,null,7387,null,252221,null,6902,null,1348185,null,1879,null,250520,null,7797,null,470581,null,9247,null,354493,null,8188,null,272591,null,7154,null,0400000US21,Kentucky,21
1868135,null,3629,null,898665,null,2576,null,159875,null,5765,null,305640,null,6845,null,216190,null,6818,null,216960,null,5923,null,969470,null,2111,null,151484,null,5442,null,349933,null,5852,null,242399,null,5278,null,225654,null,6722,null,0400000US22,Louisiana,22
892569,null,1980,null,425336,null,1299,null,48489,null,3299,null,157013,null,4790,null,106774,null,4717,null,113060,null,3901,null,467233,null,1395,null,41839,null,2343,null,169312,null,4642,null,128392,null,4282,null,127690,null,4392,null,0400000US23,Maine,23
2352659,null,6357,null,1127263,null,4206,null,122519,null,5517,null,290616,null,8206,null,256231,null,5677,null,457897,null,8647,null,1225396,null,3268,null,123836,null,4948,null,335005,null,6223,null,312767,null,8231,null,453788,null,7413,null,0400000US24,Maryland,24
3719672,null,7303,null,1757880,null,5217,null,179623,null,6722,null,499529,null,11123,null,378361,null,8021,null,700367,null,10791,null,1961792,null,4236,null,182349,null,6727,null,538693,null,10074,null,483905,null,8964,null,756845,null,10814,null,0400000US25,Massachusetts,25
5442689,null,5799,null,2644509,null,3879,null,300418,null,6924,null,848907,null,11852,null,789646,null,10996,null,705538,null,10580,null,2798180,null,3209,null,296740,null,7122,null,935326,null,10297,null,876687,null,11566,null,689427,null,9796,null,0400000US26,Michigan,26
3103517,null,4125,null,1517877,null,3109,null,126486,null,4236,null,442644,null,7056,null,472860,null,6761,null,475887,null,6988,null,1585640,null,2206,null,109589,null,3227,null,452209,null,6797,null,523415,null,6514,null,500427,null,6122,null,0400000US27,Minnesota,27
1185558,null,3063,null,566292,null,2444,null,103758,null,4619,null,174794,null,5775,null,158011,null,5743,null,129729,null,4738,null,619266,null,1961,null,98352,null,4935,null,197558,null,6516,null,184671,null,5749,null,138685,null,5776,null,0400000US28,Mississippi,28
3341587,null,4209,null,1602161,null,2983,null,213933,null,6536,null,548300,null,8271,null,423892,null,8173,null,416036,null,7407,null,1739426,null,2477,null,231597,null,6460,null,581495,null,8960,null,490232,null,8308,null,436102,null,8396,null,0400000US29,Missouri,29
591459,null,1735,null,290997,null,1126,null,28079,null,2342,null,97170,null,3303,null,81057,null,3078,null,84691,null,3169,null,300462,null,1141,null,26089,null,2435,null,94850,null,3692,null,97113,null,4232,null,82410,null,4198,null,0400000US30,Montana,30
1041759,null,2541,null,504682,null,2048,null,48473,null,3061,null,158300,null,4169,null,155270,null,4963,null,142639,null,3953,null,537077,null,1197,null,47163,null,3050,null,164195,null,4307,null,174276,null,5150,null,151443,null,4781,null,0400000US31,Nebraska,31
1292408,null,7223,null,658122,null,4757,null,94298,null,5927,null,201760,null,6882,null,207287,null,6671,null,154777,null,5481,null,634286,null,4072,null,90511,null,5195,null,201619,null,5650,null,207526,null,7246,null,134630,null,5418,null,0400000US32,Nevada,32
859208,null,1902,null,415789,null,1269,null,44173,null,3763,null,130109,null,4816,null,102678,null,4583,null,138829,null,4727,null,443419,null,1208,null,35834,null,2938,null,138372,null,5066,null,130898,null,5253,null,138315,null,5516,null,0400000US33,New Hampshire,33
4214714,null,11928,null,2010276,null,7072,null,220814,null,6685,null,610115,null,11153,null,437967,null,8674,null,741380,null,11469,null,2204438,null,6548,null,238758,null,7302,null,727545,null,11408,null,510167,null,9906,null,727968,null,9393,null,0400000US34,New Jersey,34
920242,null,6945,null,442555,null,4437,null,72872,null,4944,null,115469,null,4107,null,122850,null,4667,null,131364,null,4388,null,477687,null,4273,null,71450,null,3794,null,129956,null,5777,null,140609,null,5119,null,135672,null,5455,null,0400000US35,New Mexico,35
8871926,null,21481,null,4237522,null,12329,null,493660,null,11675,null,1225310,null,14833,null,988922,null,15303,null,1529630,null,14832,null,4634404,null,11391,null,536399,null,11896,null,1391038,null,15579,null,1119021,null,15030,null,1587946,null,14463,null,0400000US36,New York,36
4372316,null,8858,null,2082473,null,6046,null,332172,null,8827,null,594324,null,10208,null,552189,null,10323,null,603788,null,9334,null,2289843,null,4329,null,299850,null,8683,null,648097,null,12264,null,698783,null,11654,null,643113,null,10110,null,0400000US37,North Carolina,37
386332,null,1283,null,189934,null,802,null,22050,null,1770,null,54638,null,2432,null,65267,null,2666,null,47979,null,2218,null,196398,null,809,null,19469,null,1346,null,55014,null,2366,null,69167,null,2880,null,52748,null,2440,null,0400000US38,North Dakota,38
6572642,null,4258,null,3145426,null,2902,null,388085,null,9835,null,1165055,null,13410,null,782399,null,11000,null,809887,null,10912,null,3427216,null,2681,null,401597,null,8700,null,1278294,null,12800,null,928919,null,11730,null,818406,null,11110,null,0400000US39,Ohio,39
1840645,null,4266,null,882982,null,2645,null,122257,null,5467,null,280325,null,6885,null,254233,null,5794,null,226167,null,5043,null,957663,null,2539,null,127474,null,4371,null,320861,null,6753,null,284817,null,6288,null,224511,null,5989,null,0400000US40,Oklahoma,40
2249923,null,6326,null,1093752,null,4180,null,116465,null,6145,null,303628,null,7618,null,347300,null,7047,null,326359,null,7012,null,1156171,null,3420,null,108633,null,5313,null,323349,null,7709,null,403380,null,7094,null,320809,null,6828,null,0400000US41,Oregon,41
7281814,null,6031,null,3467105,null,4049,null,415003,null,7459,null,1318521,null,13983,null,765389,null,10783,null,968192,null,11787,null,3814709,null,4029,null,453667,null,8591,null,1523950,null,12576,null,869287,null,11585,null,967805,null,10721,null,0400000US42,Pennsylvania,42
613853,null,3071,null,288752,null,1788,null,46587,null,3799,null,77997,null,3725,null,71776,null,3966,null,92392,null,3714,null,325101,null,2111,null,45915,null,3191,null,98750,null,4396,null,79641,null,4053,null,100795,null,4140,null,0400000US44,Rhode Island,44
2056848,null,3625,null,986693,null,2595,null,153188,null,6105,null,294514,null,7877,null,258464,null,7096,null,280527,null,6773,null,1070155,null,2052,null,147241,null,5624,null,338443,null,8581,null,304828,null,8232,null,279643,null,7538,null,0400000US45,South Carolina,45
467003,null,2311,null,228142,null,1373,null,26698,null,2123,null,76498,null,3541,null,65269,null,2975,null,59677,null,2797,null,238861,null,1542,null,24611,null,2307,null,80305,null,2699,null,72210,null,3034,null,61735,null,2757,null,0400000US46,South Dakota,46
3376233,null,4330,null,1619531,null,2892,null,302189,null,7560,null,545744,null,8515,null,389646,null,7935,null,381952,null,6833,null,1756702,null,2528,null,295604,null,7612,null,615476,null,10624,null,457002,null,9686,null,388620,null,8692,null,0400000US47,Tennessee,47
10780670,null,28343,null,5261119,null,17723,null,984080,null,18983,null,1352014,null,18384,null,1407335,null,16903,null,1517690,null,14849,null,5519551,null,15888,null,987363,null,17648,null,1493282,null,19800,null,1594679,null,16668,null,1444227,null,16551,null,0400000US48,Texas,48
1370810,null,3944,null,677764,null,2533,null,59407,null,4019,null,171559,null,6171,null,223820,null,6410,null,222978,null,5427,null,693046,null,2247,null,57747,null,3380,null,192073,null,5774,null,262804,null,5841,null,180422,null,4913,null,0400000US49,Utah,49
415032,null,692,null,200317,null,477,null,22185,null,1653,null,69212,null,3068,null,43042,null,2548,null,65878,null,2873,null,214715,null,531,null,17472,null,1698,null,66159,null,2750,null,57298,null,2362,null,73786,null,2787,null,0400000US50,Vermont,50
3728580,null,7085,null,1796184,null,4599,null,227492,null,8181,null,461876,null,8516,null,423087,null,9405,null,683729,null,9697,null,1932396,null,4002,null,216337,null,6520,null,515157,null,10207,null,522357,null,10319,null,678545,null,8991,null,0400000US51,Virginia,51
3608503,null,6996,null,1766043,null,4701,null,166463,null,7190,null,453155,null,9549,null,578196,null,10481,null,568229,null,8050,null,1842460,null,4165,null,150652,null,6449,null,476006,null,10286,null,669013,null,11035,null,546789,null,8037,null,0400000US53,Washington,53
1202194,null,2632,null,575104,null,1770,null,113292,null,4368,null,245256,null,5157,null,118910,null,4798,null,97646,null,4401,null,627090,null,1629,null,114078,null,4463,null,253790,null,5937,null,150821,null,5702,null,108401,null,4511,null,0400000US54,West Virginia,54
3360536,null,3568,null,1641520,null,2417,null,166915,null,5341,null,574711,null,7851,null,463204,null,6709,null,436690,null,6703,null,1719016,null,2150,null,148746,null,4542,null,605047,null,8552,null,518939,null,7044,null,446284,null,7637,null,0400000US55,Wisconsin,55
321795,null,1895,null,160813,null,1544,null,13515,null,1881,null,53946,null,3297,null,54077,null,2999,null,39275,null,3169,null,160982,null,851,null,13079,null,1847,null,48649,null,2844,null,61565,null,2913,null,37689,null,2209,null,0400000US56,Wyoming,56
1935612,null,13539,null,886123,null,8091,null,312834,null,7176,null,240401,null,7791,null,165133,null,6699,null,167755,null,5620,null,1049489,null,8249,null,332666,null,6470,null,243096,null,6682,null,210419,null,7009,null,263308,null,7946,null,0400000US72,Puerto Rico,72
