B07402_001E,B07402_001EA,B07402_001M,B07402_001MA,B07402_002E,B07402_002EA,B07402_002M,B07402_002MA,B07402_003E,B07402_003EA,B07402_003M,B07402_003MA,B07402_004E,B07402_004EA,B07402_004M,B07402_004MA,B07402_005E,B07402_005EA,B07402_005M,B07402_005MA,GEO_ID,NAME,state
37.9,null,0.2,null,41.1,null,0.3,null,26.1,null,0.5,null,25.8,null,0.7,null,28.6,null,1.0,null,0400000US01,Alabama,01
33.7,null,0.5,null,37.8,null,0.5,null,26.1,null,1.1,null,27.1,null,1.3,null,26.3,null,1.0,null,0400000US02,Alaska,02
35.4,null,0.2,null,38.1,null,0.2,null,26.4,null,0.4,null,27.2,null,1.1,null,28.5,null,1.0,null,0400000US04,Arizona,04
37.6,null,0.2,null,41.3,null,0.3,null,25.9,null,0.6,null,26.3,null,0.6,null,25.8,null,1.1,null,0400000US05,Arkansas,05
35.3,null,0.1,null,37.3,null,0.1,null,27.1,null,0.2,null,27.2,null,0.3,null,28.9,null,0.4,null,0400000US06,California,06
36.4,null,0.2,null,39.4,null,0.2,null,26.5,null,0.6,null,26.9,null,0.7,null,28.3,null,0.9,null,0400000US08,Colorado,08
39.6,null,0.2,null,41.5,null,0.2,null,29.5,null,0.8,null,27.2,null,0.8,null,26.8,null,1.0,null,0400000US09,Connecticut,09
38.5,null,0.4,null,40.8,null,0.5,null,26.1,null,1.1,null,28.1,null,3.9,null,26.0,null,2.0,null,0400000US10,Delaware,10
35.8,null,0.5,null,38.7,null,0.6,null,27.1,null,1.1,null,-666666666.0,-,0.0,**,28.4,null,1.5,null,0400000US11,District of Columbia,11
40.4,null,0.2,null,43.1,null,0.2,null,28.0,null,0.3,null,28.7,null,0.5,null,29.9,null,0.7,null,0400000US12,Florida,12
35.4,null,0.2,null,37.8,null,0.2,null,26.3,null,0.4,null,26.9,null,0.6,null,26.8,null,0.5,null,0400000US13,Georgia,13
38.4,null,0.4,null,41.2,null,0.4,null,29.6,null,0.9,null,31.0,null,6.0,null,27.2,null,0.7,null,0400000US15,Hawaii,15
35.3,null,0.3,null,38.9,null,0.4,null,25.5,null,0.5,null,23.9,null,1.0,null,24.5,null,1.0,null,0400000US16,Idaho,16
36.4,null,0.1,null,38.7,null,0.1,null,27.1,null,0.3,null,25.2,null,0.4,null,26.8,null,0.6,null,0400000US17,Illinois,17
37.1,null,0.1,null,40.1,null,0.2,null,26.1,null,0.4,null,25.2,null,0.5,null,26.8,null,0.6,null,0400000US18,Indiana,18
38.8,null,0.2,null,42.2,null,0.3,null,25.4,null,0.5,null,23.9,null,0.5,null,26.1,null,1.1,null,0400000US19,Iowa,19
36.8,null,0.2,null,40.4,null,0.3,null,25.9,null,0.5,null,24.0,null,0.6,null,26.3,null,0.8,null,0400000US20,Kansas,20
38.0,null,0.2,null,41.0,null,0.3,null,26.5,null,0.6,null,25.8,null,0.6,null,27.0,null,0.9,null,0400000US21,Kentucky,21
