C17019_001E,C17019_001EA,C17019_001M,C17019_001MA,C17019_002E,C17019_002EA,C17019_002M,C17019_002MA,C17019_003E,C17019_003EA,C17019_003M,C17019_003MA,C17019_004E,C17019_004EA,C17019_004M,C17019_004MA,C17019_005E,C17019_005EA,C17019_005M,C17019_005MA,C17019_006E,C17019_006EA,C17019_006M,C17019_006MA,C17019_007E,C17019_007EA,C17019_007M,C17019_007MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,60784,null,3715,null,102159,null,5498,null,1082183,null,10796,null,895198,null,9953,null,186985,null,6304,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,3710,null,674,null,6769,null,1386,null,151866,null,3431,null,109439,null,3424,null,42427,null,2729,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,57307,null,3719,null,94666,null,5899,null,1339799,null,14101,null,1054032,null,12615,null,285767,null,10285,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,35170,null,3036,null,68359,null,4952,null,652584,null,8478,null,524051,null,8930,null,128533,null,5889,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,187123,null,6350,null,587060,null,12893,null,7556501,null,27990,null,5176122,null,26524,null,2380379,null,22813,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,33869,null,3247,null,66893,null,4557,null,1101723,null,9674,null,890146,null,8304,null,211577,null,7472,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,10861,null,1747,null,39492,null,3266,null,835118,null,6915,null,683259,null,7220,null,151859,null,4822,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,6125,null,1390,null,10791,null,1649,null,207535,null,4750,null,167130,null,4506,null,40405,null,2763,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,1983,null,686,null,12115,null,1835,null,94083,null,3637,null,57827,null,2462,null,36256,null,2840,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,162701,null,6410,null,235070,null,8936,null,4228444,null,24996,null,3345757,null,23610,null,882687,null,17527,null,0400000US12,Florida,12
2328569,null,18597,null,249293,null,7851,null,85405,null,5225,null,163888,null,7099,null,2079276,null,17761,null,1653980,null,17299,null,425296,null,11141,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,5594,null,1131,null,10852,null,1579,null,290177,null,4295,null,195532,null,5082,null,94645,null,4649,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,13479,null,1586,null,21761,null,2340,null,362336,null,5560,null,297100,null,5700,null,65236,null,4105,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,87538,null,4408,null,191985,null,8564,null,2900564,null,19034,null,2392012,null,17105,null,508552,null,11479,null,0400000US17,Illinois,17
