B17020C_001E,B17020C_001EA,B17020C_001M,B17020C_001MA,B17020C_002E,B17020C_002EA,B17020C_002M,B17020C_002MA,B17020C_003E,B17020C_003EA,B17020C_003M,B17020C_003MA,B17020C_004E,B17020C_004EA,B17020C_004M,B17020C_004MA,B17020C_005E,B17020C_005EA,B17020C_005M,B17020C_005MA,B17020C_006E,B17020C_006EA,B17020C_006M,B17020C_006MA,B17020C_007E,B17020C_007EA,B17020C_007M,B17020C_007MA,B17020C_008E,B17020C_008EA,B17020C_008M,B17020C_008MA,B17020C_009E,B17020C_009EA,B17020C_009M,B17020C_009MA,B17020C_010E,B17020C_010EA,B17020C_010M,B17020C_010MA,B17020C_011E,B17020C_011EA,B17020C_011M,B17020C_011MA,B17020C_012E,B17020C_012EA,B17020C_012M,B17020C_012MA,B17020C_013E,B17020C_013EA,B17020C_013M,B17020C_013MA,B17020C_014E,B17020C_014EA,B17020C_014M,B17020C_014MA,B17020C_015E,B17020C_015EA,B17020C_015M,B17020C_015MA,B17020C_016E,B17020C_016EA,B17020C_016M,B17020C_016MA,B17020C_017E,B17020C_017EA,B17020C_017M,B17020C_017MA,GEO_ID,NAME,state
20012,null,1926,null,3960,null,1182,null,88,null,98,null,54,null,92,null,375,null,270,null,865,null,708,null,2458,null,728,null,64,null,77,null,56,null,83,null,16052,null,1860,null,1003,null,493,null,0,null,267,null,859,null,441,null,1247,null,549,null,11623,null,1546,null,519,null,284,null,801,null,466,null,0400000US01,Alabama,01
88731,null,3214,null,20570,null,2422,null,2689,null,799,null,463,null,229,null,2041,null,450,null,2165,null,450,null,12336,null,1500,null,302,null,247,null,574,null,331,null,68161,null,3070,null,5295,null,723,null,909,null,292,null,6643,null,876,null,8484,null,1117,null,41119,null,2034,null,3652,null,644,null,2059,null,529,null,0400000US02,Alaska,02
272863,null,5184,null,90750,null,6920,null,10684,null,1454,null,1435,null,520,null,10733,null,1835,null,12275,null,2509,null,49969,null,4045,null,3372,null,770,null,2282,null,490,null,182113,null,7992,null,12966,null,1760,null,2386,null,897,null,17190,null,2256,null,21031,null,2108,null,116044,null,4865,null,7049,null,1026,null,5447,null,879,null,0400000US04,Arizona,04
16825,null,2052,null,3738,null,1107,null,593,null,355,null,319,null,230,null,538,null,302,null,319,null,208,null,1845,null,629,null,97,null,144,null,27,null,33,null,13087,null,1843,null,708,null,426,null,111,null,153,null,1319,null,493,null,957,null,527,null,8906,null,1295,null,602,null,312,null,484,null,299,null,0400000US05,Arkansas,05
256659,null,10078,null,46454,null,5794,null,4477,null,1238,null,594,null,412,null,4166,null,1249,null,5681,null,1301,null,29531,null,3648,null,1075,null,478,null,930,null,485,null,210205,null,8785,null,10455,null,1655,null,1671,null,708,null,13279,null,1916,null,17896,null,2173,null,147131,null,6657,null,12173,null,1611,null,7600,null,1164,null,0400000US06,California,06
44020,null,4348,null,9561,null,2174,null,1264,null,844,null,0,null,275,null,1390,null,498,null,1005,null,683,null,5416,null,1262,null,314,null,280,null,172,null,153,null,34459,null,3850,null,1539,null,539,null,751,null,426,null,2546,null,951,null,3406,null,1179,null,24178,null,2527,null,1420,null,554,null,619,null,324,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
52151,null,4281,null,9158,null,2163,null,593,null,525,null,154,null,171,null,702,null,473,null,1547,null,605,null,5370,null,1429,null,329,null,256,null,463,null,330,null,42993,null,4064,null,1579,null,599,null,569,null,307,null,2781,null,987,null,3321,null,904,null,28874,null,2841,null,3176,null,1162,null,2693,null,845,null,0400000US12,Florida,12
