C23002H_001E,C23002H_001EA,C23002H_001M,C23002H_001MA,C23002H_002E,C23002H_002EA,C23002H_002M,C23002H_002MA,C23002H_003E,C23002H_003EA,C23002H_003M,C23002H_003MA,C23002H_004E,C23002H_004EA,C23002H_004M,C23002H_004MA,C23002H_005E,C23002H_005EA,C23002H_005M,C23002H_005MA,C23002H_006E,C23002H_006EA,C23002H_006M,C23002H_006MA,C23002H_007E,C23002H_007EA,C23002H_007M,C23002H_007MA,C23002H_008E,C23002H_008EA,C23002H_008M,C23002H_008MA,C23002H_009E,C23002H_009EA,C23002H_009M,C23002H_009MA,C23002H_010E,C23002H_010EA,C23002H_010M,C23002H_010MA,C23002H_011E,C23002H_011EA,C23002H_011M,C23002H_011MA,C23002H_012E,C23002H_012EA,C23002H_012M,C23002H_012MA,C23002H_013E,C23002H_013EA,C23002H_013M,C23002H_013MA,C23002H_014E,C23002H_014EA,C23002H_014M,C23002H_014MA,C23002H_015E,C23002H_015EA,C23002H_015M,C23002H_015MA,C23002H_016E,C23002H_016EA,C23002H_016M,C23002H_016MA,C23002H_017E,C23002H_017EA,C23002H_017M,C23002H_017MA,C23002H_018E,C23002H_018EA,C23002H_018M,C23002H_018MA,C23002H_019E,C23002H_019EA,C23002H_019M,C23002H_019MA,C23002H_020E,C23002H_020EA,C23002H_020M,C23002H_020MA,C23002H_021E,C23002H_021EA,C23002H_021M,C23002H_021MA,C23002H_022E,C23002H_022EA,C23002H_022M,C23002H_022MA,C23002H_023E,C23002H_023EA,C23002H_023M,C23002H_023MA,C23002H_024E,C23002H_024EA,C23002H_024M,C23002H_024MA,C23002H_025E,C23002H_025EA,C23002H_025M,C23002H_025MA,C23002H_026E,C23002H_026EA,C23002H_026M,C23002H_026MA,C23002H_027E,C23002H_027EA,C23002H_027M,C23002H_027MA,GEO_ID,NAME,state
4429600,null,4561,null,2155565,null,3440,null,1857759,null,3347,null,1507692,null,9169,null,26829,null,2262,null,1480863,null,9256,null,1410637,null,9245,null,70226,null,4678,null,350067,null,8588,null,297806,null,378,null,65575,null,3234,null,63009,null,3237,null,2566,null,798,null,232231,null,3266,null,2274035,null,2999,null,1861560,null,3015,null,1259844,null,9379,null,2231,null,690,null,1257613,null,9377,null,1191228,null,9120,null,66385,null,5697,null,601716,null,9825,null,412475,null,406,null,47300,null,2860,null,46193,null,2839,null,1107,null,524,null,365175,null,2823,null,0400000US13,Georgia,13
268767,null,806,null,146339,null,645,null,126283,null,618,null,103708,null,2171,null,19955,null,1488,null,83753,null,2236,null,80209,null,2317,null,3544,null,945,null,22575,null,2155,null,20056,null,114,null,5209,null,752,null,5159,null,753,null,50,null,80,null,14847,null,764,null,122428,null,586,null,101131,null,586,null,69484,null,2005,null,2185,null,567,null,67299,null,1954,null,64407,null,2043,null,2892,null,795,null,31647,null,2020,null,21297,null,271,null,3353,null,601,null,3353,null,601,null,0,null,271,null,17944,null,601,null,0400000US15,Hawaii,15
995101,null,1831,null,492311,null,1466,null,417070,null,1464,null,346461,null,3495,null,2089,null,603,null,344372,null,3475,null,326500,null,3772,null,17872,null,2149,null,70609,null,3764,null,75241,null,155,null,14664,null,1530,null,14223,null,1451,null,441,null,278,null,60577,null,1527,null,502790,null,1326,null,412073,null,1327,null,286619,null,4562,null,490,null,326,null,286129,null,4533,null,273842,null,4407,null,12287,null,1596,null,125454,null,4705,null,90717,null,10,null,9263,null,1341,null,8837,null,1279,null,426,null,251,null,81454,null,1341,null,0400000US16,Idaho,16
6792119,null,4731,null,3288929,null,3094,null,2775869,null,3101,null,2307072,null,8790,null,10639,null,1644,null,2296433,null,8986,null,2159304,null,9181,null,137129,null,6882,null,468797,null,8793,null,513060,null,451,null,110875,null,3725,null,107075,null,3740,null,3800,null,758,null,402185,null,3819,null,3503190,null,2920,null,2766974,null,3010,null,2020772,null,10951,null,1727,null,616,null,2019045,null,11085,null,1913709,null,10645,null,105336,null,5004,null,746202,null,10774,null,736216,null,576,null,86275,null,3867,null,84123,null,3776,null,2152,null,584,null,649941,null,3914,null,0400000US17,Illinois,17
4206955,null,3750,null,2041699,null,2851,null,1739971,null,2843,null,1422868,null,7834,null,3314,null,1042,null,1419554,null,7822,null,1337136,null,8543,null,82418,null,4719,null,317103,null,7350,null,301728,null,168,null,65715,null,2657,null,63343,null,2627,null,2372,null,661,null,236013,null,2673,null,2165256,null,2513,null,1739201,null,2500,null,1231494,null,8651,null,325,null,303,null,1231169,null,8630,null,1156920,null,9683,null,74249,null,3490,null,507707,null,8921,null,426055,null,411,null,52411,null,2698,null,50552,null,2677,null,1859,null,569,null,373644,null,2772,null,0400000US18,Indiana,18
2177644,null,2214,null,1055908,null,1713,null,878826,null,1685,null,746990,null,4477,null,1285,null,479,null,745705,null,4462,null,711283,null,5055,null,34422,null,2666,null,131836,null,4703,null,177082,null,146,null,41633,null,1775,null,40761,null,1899,null,872,null,388,null,135449,null,1751,null,1121736,null,1572,null,872447,null,1566,null,681191,null,4974,null,64,null,83,null,681127,null,4984,null,650473,null,5831,null,30654,null,2734,null,191256,null,4660,null,249289,null,181,null,30522,null,1805,null,29881,null,1784,null,641,null,314,null,218767,null,1856,null,0400000US19,Iowa,19
1792492,null,1739,null,870469,null,1437,null,732861,null,1414,null,617693,null,4430,null,8162,null,1402,null,609531,null,4507,null,580850,null,5284,null,28681,null,2965,null,115168,null,4202,null,137608,null,132,null,35867,null,1869,null,35097,null,1847,null,770,null,374,null,101741,null,1852,null,922023,null,1522,null,728899,null,1502,null,550706,null,5042,null,914,null,474,null,549792,null,5030,null,526973,null,5360,null,22819,null,2024,null,178193,null,5037,null,193124,null,190,null,25516,null,1679,null,24836,null,1705,null,680,null,314,null,167608,null,1654,null,0400000US20,Kansas,20
2992221,null,3012,null,1444035,null,2561,null,1230455,null,2484,null,933222,null,7035,null,10688,null,1472,null,922534,null,6934,null,861274,null,7606,null,61260,null,4397,null,297233,null,7041,null,213580,null,366,null,35362,null,2520,null,34613,null,2468,null,749,null,353,null,178218,null,2470,null,1548186,null,2045,null,1250162,null,1991,null,823099,null,7733,null,484,null,360,null,822615,null,7751,null,775510,null,7831,null,47105,null,3402,null,427063,null,7947,null,298024,null,288,null,28928,null,2292,null,28389,null,2288,null,539,null,317,null,269096,null,2340,null,0400000US21,Kentucky,21
2154064,null,2466,null,1044111,null,1969,null,881075,null,1969,null,698828,null,6251,null,9187,null,1177,null,689641,null,6181,null,662235,null,6804,null,27406,null,3257,null,182247,null,5813,null,163036,null,19,null,36622,null,2040,null,35728,null,2031,null,894,null,384,null,126414,null,2042,null,1109953,null,2003,null,886867,null,1989,null,571997,null,7074,null,976,null,397,null,571021,null,7152,null,546993,null,7572,null,24028,null,2300,null,314870,null,7336,null,223086,null,128,null,22437,null,1678,null,21978,null,1647,null,459,null,259,null,200649,null,1691,null,0400000US22,Louisiana,22
1028320,null,2183,null,495608,null,1453,null,413635,null,1445,null,335683,null,3677,null,1799,null,695,null,333884,null,3820,null,313021,null,3845,null,20863,null,2213,null,77952,null,3424,null,81973,null,102,null,17054,null,1247,null,16382,null,1236,null,672,null,444,null,64919,null,1253,null,532712,null,1450,null,423456,null,1401,null,311744,null,4486,null,256,null,233,null,311488,null,4479,null,294446,null,4640,null,17042,null,1897,null,111712,null,4391,null,109256,null,441,null,12926,null,1295,null,12644,null,1291,null,282,null,166,null,96330,null,1324,null,0400000US23,Maine,23
2647117,null,3890,null,1278037,null,2081,null,1075418,null,2068,null,901607,null,5125,null,13559,null,1665,null,888048,null,5388,null,849790,null,6339,null,38258,null,3063,null,173811,null,5249,null,202619,null,267,null,52671,null,2681,null,51289,null,2543,null,1382,null,585,null,149948,null,2740,null,1369080,null,2595,null,1091572,null,2581,null,803458,null,6793,null,2994,null,850,null,800464,null,6694,null,769204,null,6934,null,31260,null,2868,null,288114,null,6963,null,277508,null,320,null,35982,null,2257,null,34668,null,2282,null,1314,null,479,null,241526,null,2216,null,0400000US24,Maryland,24
4200947,null,5785,null,2002779,null,4428,null,1684333,null,4393,null,1389739,null,9130,null,3617,null,955,null,1386122,null,9122,null,1299273,null,8950,null,86849,null,5405,null,294594,null,7905,null,318446,null,430,null,71666,null,3453,null,69499,null,3490,null,2167,null,662,null,246780,null,3476,null,2198168,null,3665,null,1733754,null,3655,null,1305941,null,9735,null,723,null,471,null,1305218,null,9749,null,1248120,null,9126,null,57098,null,3249,null,427813,null,9757,null,464414,null,448,null,61248,null,3568,null,59199,null,3483,null,2049,null,580,null,403166,null,3546,null,0400000US25,Massachusetts,25
6294269,null,3527,null,3078640,null,2569,null,2606183,null,2558,null,2074521,null,9590,null,3885,null,883,null,2070636,null,9699,null,1888473,null,9402,null,182163,null,4921,null,531662,null,9202,null,472457,null,102,null,80724,null,3808,null,77442,null,3661,null,3282,null,669,null,391733,null,3812,null,3215629,null,2474,null,2575155,null,2494,null,1816698,null,10752,null,545,null,259,null,1816153,null,10798,null,1677523,null,10513,null,138630,null,5657,null,758457,null,11091,null,640474,null,162,null,58295,null,2959,null,55582,null,2906,null,2713,null,627,null,582179,null,2972,null,0400000US26,Michigan,26
3591957,null,3272,null,1762047,null,2162,null,1502920,null,2177,null,1292035,null,5820,null,2450,null,648,null,1289585,null,5886,null,1216977,null,6138,null,72608,null,3315,null,210885,null,5630,null,259127,null,226,null,55610,null,2104,null,54078,null,2104,null,1532,null,462,null,203517,null,2136,null,1829910,null,1935,null,1480189,null,1911,null,1166738,null,7274,null,327,null,220,null,1166411,null,7255,null,1122536,null,7211,null,43875,null,2561,null,313451,null,7104,null,349721,null,177,null,41980,null,2326,null,40692,null,2340,null,1288,null,440,null,307741,null,2313,null,0400000US27,Minnesota,27
1377620,null,2015,null,665889,null,1920,null,554929,null,1905,null,430528,null,5229,null,7166,null,1120,null,423362,null,5233,null,401570,null,5630,null,21792,null,2790,null,124401,null,5365,null,110960,null,313,null,23070,null,1997,null,22396,null,1975,null,674,null,351,null,87890,null,1974,null,711731,null,1585,null,554973,null,1622,null,354912,null,5216,null,1248,null,744,null,353664,null,5371,null,332217,null,5881,null,21447,null,2459,null,200061,null,5503,null,156758,null,364,null,16489,null,1667,null,16265,null,1635,null,224,null,218,null,140269,null,1693,null,0400000US28,Mississippi,28
3874103,null,3266,null,1874512,null,2266,null,1576424,null,2270,null,1281528,null,6117,null,10748,null,1341,null,1270780,null,6288,null,1197673,null,7687,null,73107,null,4458,null,294896,null,6197,null,298088,null,338,null,57873,null,2589,null,56228,null,2636,null,1645,null,499,null,240215,null,2630,null,1999591,null,2208,null,1588348,null,2182,null,1151444,null,8683,null,1759,null,732,null,1149685,null,8689,null,1091444,null,8621,null,58241,null,3891,null,436904,null,8896,null,411243,null,233,null,45924,null,2386,null,44417,null,2379,null,1507,null,585,null,365319,null,2395,null,0400000US29,Missouri,29
688772,null,1363,null,342251,null,1119,null,285146,null,1118,null,232390,null,3251,null,1921,null,510,null,230469,null,3214,null,218191,null,3530,null,12278,null,2039,null,52756,null,3071,null,57105,null,11,null,10972,null,1168,null,10577,null,1152,null,395,null,300,null,46133,null,1168,null,346521,null,744,null,276935,null,745,null,199978,null,3530,null,254,null,219,null,199724,null,3524,null,192210,null,3753,null,7514,null,1446,null,76957,null,3453,null,69586,null,9,null,7205,null,1020,null,7154,null,1020,null,51,null,86,null,62381,null,1019,null,0400000US30,Montana,30
1201878,null,1932,null,584645,null,1265,null,490600,null,1263,null,422495,null,3122,null,5221,null,1196,null,417274,null,3363,null,400258,null,3584,null,17016,null,1878,null,68105,null,3117,null,94045,null,29,null,24395,null,1524,null,23992,null,1512,null,403,null,213,null,69650,null,1521,null,617233,null,1215,null,486703,null,1228,null,382196,null,4208,null,625,null,294,null,381571,null,4237,null,365923,null,4349,null,15648,null,2136,null,104507,null,4347,null,130530,null,119,null,18662,null,1477,null,18312,null,1504,null,350,null,223,null,111868,null,1473,null,0400000US31,Nebraska,31
1222198,null,1938,null,619624,null,1508,null,514493,null,1529,null,424265,null,4445,null,5205,null,876,null,419060,null,4580,null,396451,null,4982,null,22609,null,2648,null,90228,null,4664,null,105131,null,240,null,23792,null,1927,null,22691,null,1841,null,1101,null,433,null,81339,null,1892,null,602574,null,1468,null,486328,null,1465,null,344621,null,5043,null,902,null,442,null,343719,null,5107,null,328826,null,5137,null,14893,null,2112,null,141707,null,4689,null,116246,null,82,null,16712,null,1664,null,16018,null,1623,null,694,null,346,null,99534,null,1658,null,0400000US32,Nevada,32
995394,null,1956,null,484649,null,1526,null,415465,null,1526,null,350392,null,3460,null,849,null,582,null,349543,null,3481,null,331157,null,3438,null,18386,null,2012,null,65073,null,3161,null,69184,null,253,null,15946,null,1433,null,15409,null,1459,null,537,null,342,null,53238,null,1433,null,510745,null,1056,null,418402,null,1056,null,316918,null,4030,null,59,null,97,null,316859,null,4031,null,303314,null,4510,null,13545,null,2053,null,101484,null,3862,null,92343,null,253,null,11958,null,1623,null,11404,null,1529,null,554,null,316,null,80385,null,1623,null,0400000US33,New Hampshire,33
4389602,null,4774,null,2107519,null,3079,null,1744071,null,3091,null,1451344,null,7817,null,4626,null,1140,null,1446718,null,8031,null,1373605,null,8051,null,73113,null,3668,null,292727,null,8009,null,363448,null,313,null,78498,null,2704,null,75213,null,2661,null,3285,null,739,null,284950,null,2754,null,2282083,null,3088,null,1759914,null,2942,null,1258571,null,10699,null,402,null,218,null,1258169,null,10686,null,1195969,null,11120,null,62200,null,3432,null,501343,null,10332,null,522169,null,494,null,66488,null,3022,null,64400,null,2986,null,2088,null,580,null,455681,null,3118,null,0400000US34,New Jersey,34
700195,null,1503,null,341057,null,1184,null,273626,null,1179,null,217269,null,3718,null,3921,null,843,null,213348,null,3790,null,204178,null,3543,null,9170,null,1286,null,56357,null,3512,null,67431,null,398,null,14165,null,1308,null,13648,null,1205,null,517,null,329,null,53266,null,1317,null,359138,null,1054,null,275328,null,1112,null,193274,null,3560,null,427,null,261,null,192847,null,3601,null,183606,null,4065,null,9241,null,1906,null,82054,null,3429,null,83810,null,402,null,9930,null,1238,null,9748,null,1256,null,182,null,174,null,73880,null,1229,null,0400000US35,New Mexico,35
9546905,null,7065,null,4593462,null,4457,null,3808218,null,4479,null,3040769,null,12192,null,14203,null,1828,null,3026566,null,12415,null,2866805,null,13833,null,159761,null,6150,null,767449,null,12039,null,785244,null,662,null,157318,null,4449,null,151997,null,4483,null,5321,null,817,null,627926,null,4504,null,4953443,null,4658,null,3845765,null,4563,null,2719456,null,15977,null,1221,null,464,null,2718235,null,15946,null,2598706,null,16115,null,119529,null,4990,null,1126309,null,15196,null,1107678,null,994,null,126856,null,4384,null,123129,null,4347,null,3727,null,852,null,980822,null,4531,null,0400000US36,New York,36
4961787,null,5090,null,2387285,null,3754,null,2012052,null,3660,null,1637842,null,8640,null,50732,null,2644,null,1587110,null,8805,null,1507422,null,10039,null,79688,null,5082,null,374210,null,8804,null,375233,null,611,null,78671,null,3597,null,76228,null,3527,null,2443,null,688,null,296562,null,3601,null,2574502,null,3645,null,2055457,null,3649,null,1433031,null,11362,null,4178,null,1021,null,1428853,null,11445,null,1347616,null,12188,null,81237,null,4686,null,622426,null,11628,null,519045,null,346,null,52614,null,2708,null,50533,null,2629,null,2081,null,632,null,466431,null,2678,null,0400000US37,North Carolina,37
471677,null,981,null,235269,null,767,null,196825,null,772,null,168816,null,1924,null,3739,null,972,null,165077,null,2099,null,160097,null,2259,null,4980,null,975,null,28009,null,1947,null,38444,null,19,null,8676,null,827,null,8560,null,806,null,116,null,86,null,29768,null,829,null,236408,null,649,null,184382,null,641,null,146267,null,2549,null,408,null,300,null,145859,null,2597,null,142128,null,2570,null,3731,null,868,null,38115,null,2440,null,52026,null,44,null,7530,null,745,null,7470,null,738,null,60,null,68,null,44496,null,750,null,0400000US38,North Dakota,38
7612949,null,4197,null,3671637,null,3262,null,3101507,null,3283,null,2516862,null,8933,null,6473,null,1248,null,2510389,null,8811,null,2344252,null,9932,null,166137,null,6361,null,584645,null,8618,null,570130,null,292,null,108992,null,4001,null,105856,null,4107,null,3136,null,724,null,461138,null,3994,null,3941312,null,2844,null,3132245,null,2827,null,2259366,null,12001,null,754,null,358,null,2258612,null,12007,null,2126469,null,12189,null,132143,null,5328,null,872879,null,11898,null,809067,null,187,null,86846,null,3374,null,84466,null,3280,null,2380,null,619,null,722221,null,3379,null,0400000US39,Ohio,39
2099662,null,2646,null,1016914,null,2247,null,843239,null,2241,null,679924,null,6204,null,15503,null,1806,null,664421,null,6532,null,635515,null,6193,null,28906,null,2711,null,163315,null,5871,null,173675,null,72,null,36198,null,1864,null,35509,null,1862,null,689,null,337,null,137477,null,1873,null,1082748,null,2137,null,846529,null,2145,null,575273,null,7015,null,1123,null,417,null,574150,null,7017,null,546443,null,7352,null,27707,null,2514,null,271256,null,6942,null,236219,null,101,null,25353,null,2103,null,24904,null,2089,null,449,null,240,null,210866,null,2103,null,0400000US40,Oklahoma,40
2481587,null,2878,null,1206305,null,2283,null,1007518,null,2274,null,807259,null,6217,null,893,null,433,null,806366,null,6234,null,751252,null,6464,null,55114,null,4467,null,200259,null,6564,null,198787,null,160,null,31590,null,2659,null,30724,null,2555,null,866,null,505,null,167197,null,2660,null,1275282,null,1839,null,1020712,null,1832,null,719559,null,7459,null,244,null,238,null,719315,null,7437,null,677808,null,7755,null,41507,null,3289,null,301153,null,7893,null,254570,null,119,null,25386,null,2164,null,24382,null,2158,null,1004,null,450,null,229184,null,2175,null,0400000US41,Oregon,41
8350395,null,4501,null,4011471,null,2857,null,3310488,null,2836,null,2676860,null,10983,null,6133,null,1105,null,2670727,null,11104,null,2532406,null,10345,null,138321,null,5070,null,633628,null,11010,null,700983,null,299,null,135486,null,3134,null,131430,null,2950,null,4056,null,853,null,565497,null,3073,null,4338924,null,3233,null,3328360,null,3132,null,2384191,null,12029,null,883,null,435,null,2383308,null,12029,null,2274258,null,12207,null,109050,null,5263,null,944169,null,12672,null,1010564,null,336,null,107587,null,3806,null,103748,null,3791,null,3839,null,696,null,902977,null,3800,null,0400000US42,Pennsylvania,42
697849,null,1532,null,331648,null,1139,null,277601,null,1102,null,222904,null,3059,null,1434,null,510,null,221470,null,3004,null,208432,null,3622,null,13038,null,1801,null,54697,null,3139,null,54047,null,261,null,10577,null,1142,null,10406,null,1137,null,171,null,165,null,43470,null,1137,null,366201,null,1020,null,285435,null,1026,null,211156,null,3991,null,451,null,429,null,210705,null,3981,null,199686,null,4107,null,11019,null,1698,null,74279,null,4079,null,80766,null,263,null,8269,null,1050,null,7887,null,1033,null,382,null,260,null,72497,null,1066,null,0400000US44,Rhode Island,44
2337760,null,2786,null,1131518,null,1872,null,941158,null,1864,null,757446,null,5350,null,16451,null,1952,null,740995,null,5452,null,707515,null,6456,null,33480,null,3386,null,183712,null,5363,null,190360,null,367,null,38839,null,2661,null,37356,null,2575,null,1483,null,510,null,151521,null,2637,null,1206242,null,2047,null,953522,null,2047,null,644284,null,8651,null,3781,null,803,null,640503,null,8653,null,604540,null,8406,null,35963,null,3440,null,309238,null,8400,null,252720,null,7,null,26167,null,2091,null,25159,null,2049,null,1008,null,385,null,226553,null,2092,null,0400000US45,South Carolina,45
553096,null,1442,null,271832,null,925,null,225040,null,1063,null,192047,null,2820,null,1670,null,635,null,190377,null,2871,null,185246,null,3084,null,5131,null,909,null,32993,null,2666,null,46792,null,390,null,13217,null,1270,null,13039,null,1241,null,178,null,167,null,33575,null,1281,null,281264,null,1048,null,218598,null,1115,null,174930,null,2854,null,63,null,120,null,174867,null,2860,null,170660,null,2997,null,4207,null,971,null,43668,null,2725,null,62666,null,480,null,10351,null,1272,null,10195,null,1253,null,156,null,183,null,52315,null,1198,null,0400000US46,South Dakota,46
3844777,null,2905,null,1855007,null,2503,null,1563004,null,2508,null,1240426,null,7375,null,10896,null,1157,null,1229530,null,7326,null,1161328,null,8290,null,68202,null,4300,null,322578,null,7358,null,292003,null,90,null,54872,null,2522,null,53725,null,2489,null,1147,null,452,null,237131,null,2524,null,1989770,null,2122,null,1587911,null,2121,null,1061826,null,9107,null,1506,null,525,null,1060320,null,9014,null,997182,null,9209,null,63138,null,3690,null,526085,null,8872,null,401859,null,15,null,40911,null,2543,null,39440,null,2526,null,1471,null,605,null,360948,null,2542,null,0400000US47,Tennessee,47
