C01001H_001E,C01001H_001EA,C01001H_001M,C01001H_001MA,C01001H_002E,C01001H_002EA,C01001H_002M,C01001H_002MA,C01001H_003E,C01001H_003EA,C01001H_003M,C01001H_003MA,C01001H_004E,C01001H_004EA,C01001H_004M,C01001H_004MA,C01001H_005E,C01001H_005EA,C01001H_005M,C01001H_005MA,C01001H_006E,C01001H_006EA,C01001H_006M,C01001H_006MA,C01001H_007E,C01001H_007EA,C01001H_007M,C01001H_007MA,C01001H_008E,C01001H_008EA,C01001H_008M,C01001H_008MA,C01001H_009E,C01001H_009EA,C01001H_009M,C01001H_009MA,GEO_ID,NAME,state
3176698,null,3091,null,1550828,null,2078,null,353610,null,1671,null,988471,null,1945,null,208747,null,659,null,1625870,null,2586,null,339691,null,2404,null,996638,null,893,null,289541,null,705,null,0400000US01,Alabama,01
451084,null,559,null,237662,null,555,null,53812,null,495,null,166926,null,162,null,16924,null,129,null,213422,null,520,null,49542,null,485,null,146025,null,361,null,17855,null,312,null,0400000US02,Alaska,02
3728592,null,2905,null,1837739,null,2099,null,374555,null,1545,null,1154936,null,1039,null,308248,null,372,null,1890853,null,1963,null,355918,null,1207,null,1160291,null,1158,null,374644,null,498,null,0400000US04,Arizona,04
2151732,null,1043,null,1052198,null,2061,null,241535,null,1756,null,661041,null,793,null,149622,null,144,null,1099534,null,1927,null,231675,null,1800,null,669037,null,586,null,198822,null,256,null,0400000US05,Arkansas,05
15523249,null,8158,null,7696389,null,5118,null,1470453,null,3098,null,5130320,null,3434,null,1095616,null,676,null,7826860,null,5288,null,1395749,null,2671,null,4977709,null,4090,null,1453402,null,1247,null,0400000US06,California,06
3459571,null,2474,null,1725861,null,1925,null,371589,null,1672,null,1173348,null,670,null,180924,null,176,null,1733710,null,2307,null,351114,null,1647,null,1146665,null,1337,null,235931,null,159,null,0400000US08,Colorado,08
2592457,null,3033,null,1258649,null,1726,null,276811,null,680,null,810154,null,1354,null,171684,null,147,null,1333808,null,1828,null,262096,null,892,null,826230,null,1453,null,245482,null,220,null,0400000US09,Connecticut,09
592385,null,1294,null,286846,null,951,null,61686,null,863,null,182375,null,309,null,42785,null,261,null,305539,null,881,null,58558,null,776,null,191109,null,163,null,55872,null,261,null,0400000US10,Delaware,10
190282,null,600,null,95093,null,491,null,11351,null,300,null,74282,null,491,null,9460,null,300,null,95189,null,402,null,10309,null,232,null,73986,null,329,null,10894,null,300,null,0400000US11,District of Columbia,11
11054036,null,6480,null,5408088,null,5927,null,1035301,null,2977,null,3288637,null,4744,null,1084150,null,1773,null,5645948,null,5232,null,982941,null,2865,null,3315509,null,4265,null,1347498,null,2106,null,0400000US12,Florida,12
5565461,null,4154,null,2740909,null,3898,null,659425,null,2990,null,1783678,null,2146,null,297806,null,378,null,2824552,null,2878,null,622788,null,2669,null,1789289,null,1463,null,412475,null,406,null,0400000US13,Georgia,13
315502,null,706,null,170746,null,760,null,27289,null,623,null,123401,null,285,null,20056,null,114,null,144756,null,622,null,24903,null,617,null,98556,null,216,null,21297,null,271,null,0400000US15,Hawaii,15
1282040,null,1257,null,639686,null,874,null,164964,null,599,null,399481,null,713,null,75241,null,155,null,642354,null,1070,null,156911,null,827,null,394726,null,386,null,90717,null,10,null,0400000US16,Idaho,16
8341761,null,3440,null,4085552,null,1957,null,909838,null,811,null,2662654,null,1570,null,513060,null,451,null,4256209,null,2178,null,864377,null,1312,null,2655616,null,1659,null,736216,null,576,null,0400000US17,Illinois,17
5291210,null,3486,null,2599742,null,2503,null,633032,null,1593,null,1664982,null,1401,null,301728,null,168,null,2691468,null,2030,null,597182,null,1309,null,1668231,null,1330,null,426055,null,411,null,0400000US18,Indiana,18
2704497,null,2074,null,1327147,null,1393,null,310455,null,1259,null,839610,null,873,null,177082,null,146,null,1377350,null,1708,null,293207,null,1244,null,834854,null,767,null,249289,null,181,null,0400000US19,Iowa,19
2238342,null,801,null,1099318,null,1197,null,261436,null,1063,null,700274,null,494,null,137608,null,132,null,1139024,null,1053,null,248006,null,1043,null,697894,null,254,null,193124,null,190,null,0400000US20,Kansas,20
3732791,null,2535,null,1824635,null,2404,null,434130,null,2115,null,1176925,null,789,null,213580,null,366,null,1908156,null,2086,null,408077,null,1853,null,1202055,null,758,null,298024,null,288,null,0400000US21,Kentucky,21
2671485,null,846,null,1309582,null,1793,null,302066,null,1578,null,844480,null,754,null,163036,null,19,null,1361903,null,1628,null,286635,null,1535,null,852182,null,275,null,223086,null,128,null,0400000US22,Louisiana,22
1244734,null,3068,null,606067,null,2077,null,128923,null,1507,null,395171,null,977,null,81973,null,102,null,638667,null,1853,null,122646,null,1457,null,406765,null,972,null,109256,null,441,null,0400000US23,Maine,23
3252109,null,3753,null,1587348,null,1890,null,356959,null,1195,null,1027770,null,1223,null,202619,null,267,null,1664761,null,2475,null,339193,null,1194,null,1048060,null,1790,null,277508,null,320,null,0400000US24,Maryland,24
5101330,null,6021,null,2462607,null,3674,null,527931,null,1610,null,1616230,null,3045,null,318446,null,430,null,2638723,null,3773,null,502720,null,1796,null,1671589,null,3026,null,464414,null,448,null,0400000US25,Massachusetts,25
7801815,null,2711,null,3853054,null,1799,null,889573,null,1152,null,2491024,null,966,null,472457,null,102,null,3948761,null,1509,null,841501,null,914,null,2466786,null,1034,null,640474,null,162,null,0400000US26,Michigan,26
4451045,null,2021,null,2202023,null,1236,null,503235,null,816,null,1439661,null,791,null,259127,null,226,null,2249022,null,1215,null,479930,null,667,null,1419371,null,825,null,349721,null,177,null,0400000US27,Minnesota,27
1717014,null,839,null,840519,null,2492,null,198512,null,2490,null,531047,null,364,null,110960,null,313,null,876495,null,2494,null,187516,null,2483,null,532221,null,472,null,156758,null,364,null,0400000US28,Mississippi,28
4832220,null,2156,null,2364271,null,1831,null,558035,null,1807,null,1508148,null,902,null,298088,null,338,null,2467949,null,2250,null,531654,null,1892,null,1525052,null,781,null,411243,null,233,null,0400000US29,Missouri,29
844672,null,313,null,424187,null,760,null,93072,null,746,null,274010,null,213,null,57105,null,11,null,420485,null,778,null,85381,null,765,null,265518,null,72,null,69586,null,9,null,0400000US30,Montana,30
1503006,null,1437,null,738691,null,857,null,176073,null,645,null,468573,null,610,null,94045,null,29,null,764315,null,958,null,168274,null,603,null,465511,null,604,null,130530,null,119,null,0400000US31,Nebraska,31
1484173,null,907,null,753265,null,1166,null,152208,null,1022,null,495926,null,348,null,105131,null,240,null,730908,null,1160,null,143948,null,1095,null,470714,null,388,null,116246,null,82,null,0400000US32,Nevada,32
1225848,null,1746,null,603260,null,802,null,137296,null,371,null,396780,null,650,null,69184,null,253,null,622588,null,1016,null,130203,null,531,null,400042,null,577,null,92343,null,253,null,0400000US33,New Hampshire,33
5376931,null,4590,null,2614997,null,2521,null,582278,null,1181,null,1669271,null,2151,null,363448,null,313,null,2761934,null,2812,null,552020,null,1237,null,1687745,null,1740,null,522169,null,494,null,0400000US34,New Jersey,34
829766,null,1457,null,409399,null,1852,null,80264,null,1782,null,261704,null,724,null,67431,null,398,null,420367,null,2000,null,69043,null,1735,null,267514,null,844,null,83810,null,402,null,0400000US35,New Mexico,35
11581226,null,7055,null,5636311,null,3835,null,1195533,null,1986,null,3655534,null,2812,null,785244,null,662,null,5944915,null,3967,null,1134083,null,1786,null,3703154,null,2744,null,1107678,null,994,null,0400000US36,New York,36
6110019,null,5523,null,2975622,null,4074,null,669554,null,3084,null,1930835,null,2424,null,375233,null,611,null,3134397,null,3667,null,634487,null,2811,null,1980865,null,2269,null,519045,null,346,null,0400000US37,North Carolina,37
575166,null,499,null,288206,null,648,null,60845,null,573,null,188917,null,158,null,38444,null,19,null,286960,null,523,null,57740,null,505,null,177194,null,119,null,52026,null,44,null,0400000US38,North Dakota,38
9472789,null,2719,null,4626291,null,1649,null,1088713,null,1283,null,2967448,null,954,null,570130,null,292,null,4846498,null,1893,null,1034594,null,1357,null,3002837,null,979,null,809067,null,187,null,0400000US39,Ohio,39
2593289,null,2213,null,1273894,null,1942,null,291023,null,1672,null,809196,null,743,null,173675,null,72,null,1319395,null,2470,null,269259,null,2045,null,813917,null,693,null,236219,null,101,null,0400000US40,Oklahoma,40
3009497,null,2039,null,1478091,null,1660,null,310598,null,653,null,968706,null,1431,null,198787,null,160,null,1531406,null,845,null,296521,null,486,null,980315,null,665,null,254570,null,119,null,0400000US41,Oregon,41
10151098,null,3598,null,4934100,null,2031,null,1061706,null,1448,null,3171411,null,1124,null,700983,null,299,null,5216998,null,2141,null,1008872,null,1261,null,3197562,null,1372,null,1010564,null,336,null,0400000US42,Pennsylvania,42
833827,null,1532,null,401370,null,775,null,81833,null,270,null,265490,null,612,null,54047,null,261,null,432457,null,1112,null,77078,null,545,null,274613,null,750,null,80766,null,263,null,0400000US44,Rhode Island,44
2872159,null,1848,null,1406386,null,1472,null,311448,null,1270,null,904578,null,923,null,190360,null,367,null,1465773,null,1707,null,294357,null,1398,null,918696,null,603,null,252720,null,7,null,0400000US45,South Carolina,45
688783,null,1138,null,342626,null,1177,null,79193,null,1071,null,216641,null,681,null,46792,null,390,null,346157,null,1226,null,74948,null,1050,null,208543,null,787,null,62666,null,480,null,0400000US46,South Dakota,46
4749310,null,1534,null,2317883,null,1967,null,526564,null,1620,null,1499316,null,792,null,292003,null,90,null,2431427,null,1700,null,502527,null,1667,null,1527041,null,369,null,401859,null,15,null,0400000US47,Tennessee,47
11405417,null,5712,null,5618697,null,4322,null,1269582,null,3507,null,3646219,null,2473,null,702896,null,718,null,5786720,null,4470,null,1202681,null,3740,null,3644606,null,2093,null,939433,null,1118,null,0400000US48,Texas,48
2174405,null,865,null,1089678,null,443,null,326448,null,278,null,666540,null,320,null,96690,null,7,null,1084727,null,673,null,307174,null,402,null,658643,null,507,null,118910,null,139,null,0400000US49,Utah,49
591489,null,321,null,290921,null,302,null,62794,null,207,null,192680,null,224,null,35447,null,3,null,300568,null,290,null,59189,null,238,null,194328,null,191,null,47051,null,3,null,0400000US50,Vermont,50
5174855,null,3346,null,2543578,null,3138,null,563713,null,2967,null,1673659,null,1211,null,306206,null,414,null,2631277,null,2997,null,533828,null,2639,null,1684440,null,1042,null,413009,null,336,null,0400000US51,Virginia,51
4908774,null,2495,null,2433206,null,1602,null,526709,null,1058,null,1611141,null,1022,null,295356,null,96,null,2475568,null,2181,null,498287,null,1186,null,1601688,null,1471,null,375593,null,169,null,0400000US53,Washington,53
1696951,null,1591,null,827078,null,2145,null,180208,null,1973,null,532445,null,699,null,114425,null,193,null,869873,null,1803,null,172896,null,1721,null,541444,null,593,null,155533,null,140,null,0400000US54,West Virginia,54
4779285,null,1190,null,2366915,null,980,null,523971,null,583,null,1546387,null,869,null,296557,null,150,null,2412370,null,986,null,497182,null,602,null,1513561,null,549,null,401627,null,731,null,0400000US55,Wisconsin,55
457260,null,364,null,231434,null,1206,null,53335,null,1110,null,151041,null,247,null,27058,null,6,null,225826,null,1136,null,48760,null,1136,null,144401,null,8,null,32665,null,6,null,0400000US56,Wyoming,56
41963,null,3812,null,22101,null,2770,null,3389,null,1184,null,15591,null,2256,null,3121,null,790,null,19862,null,2520,null,4404,null,1393,null,13090,null,1771,null,2368,null,898,null,0400000US72,Puerto Rico,72
