C18006_001E,C18006_001EA,C18006_001M,C18006_001MA,C18006_002E,C18006_002EA,C18006_002M,C18006_002MA,C18006_003E,C18006_003EA,C18006_003M,C18006_003MA,C18006_004E,C18006_004EA,C18006_004M,C18006_004MA,C18006_005E,C18006_005EA,C18006_005M,C18006_005MA,C18006_006E,C18006_006EA,C18006_006M,C18006_006MA,C18006_007E,C18006_007EA,C18006_007M,C18006_007MA,C18006_008E,C18006_008EA,C18006_008M,C18006_008MA,C18006_009E,C18006_009EA,C18006_009M,C18006_009MA,C18006_010E,C18006_010EA,C18006_010M,C18006_010MA,C18006_011E,C18006_011EA,C18006_011M,C18006_011MA,C18006_012E,C18006_012EA,C18006_012M,C18006_012MA,C18006_013E,C18006_013EA,C18006_013M,C18006_013MA,C18006_014E,C18006_014EA,C18006_014M,C18006_014MA,C18006_015E,C18006_015EA,C18006_015M,C18006_015MA,C18006_016E,C18006_016EA,C18006_016M,C18006_016MA,C18006_017E,C18006_017EA,C18006_017M,C18006_017MA,C18006_018E,C18006_018EA,C18006_018M,C18006_018MA,C18006_019E,C18006_019EA,C18006_019M,C18006_019MA,C18006_020E,C18006_020EA,C18006_020M,C18006_020MA,C18006_021E,C18006_021EA,C18006_021M,C18006_021MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,3887,null,1106,null,342222,null,4413,null,1430566,null,5516,null,42525,null,3472,null,1388041,null,5978,null,250431,null,1815,null,26222,null,2065,null,224209,null,2884,null,2210647,null,4311,null,335649,null,3454,null,1810,null,656,null,333839,null,3506,null,1526061,null,3555,null,57496,null,3796,null,1468565,null,5197,null,348937,null,1926,null,57182,null,3035,null,291755,null,3397,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,572,null,371,null,54662,null,1281,null,233691,null,2523,null,3760,null,964,null,229931,null,2552,null,21997,null,597,null,1723,null,457,null,20274,null,794,null,298619,null,1753,null,50386,null,1355,null,211,null,204,null,50175,null,1400,null,224067,null,1724,null,5434,null,1151,null,218633,null,1773,null,24166,null,1070,null,3629,null,874,null,20537,null,1049,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,4450,null,1432,null,501322,null,4119,null,1985230,null,3993,null,33677,null,3185,null,1951553,null,5028,null,362357,null,1230,null,23995,null,2230,null,338362,null,2294,null,2903633,null,2372,null,485718,null,3282,null,2817,null,829,null,482901,null,3406,null,1973597,null,3069,null,45991,null,3819,null,1927606,null,4812,null,444318,null,1449,null,48718,null,3639,null,395600,null,3765,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,2491,null,698,null,214712,null,2590,null,873036,null,4382,null,28427,null,2787,null,844609,null,4842,null,164853,null,1551,null,15361,null,1466,null,149492,null,2101,null,1330407,null,3933,null,207246,null,2812,null,1795,null,595,null,205451,null,2961,null,910264,null,3380,null,34298,null,2712,null,875966,null,3973,null,212897,null,1509,null,27979,null,2166,null,184918,null,2316,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,29475,null,2681,null,2847109,null,7573,null,11929485,null,10150,null,195618,null,7514,null,11733867,null,12763,null,1670674,null,3427,null,149344,null,6121,null,1521330,null,6772,null,16844718,null,5704,null,2734679,null,6775,null,19524,null,1991,null,2715155,null,6892,null,11884372,null,7561,null,235394,null,8520,null,11648978,null,10557,null,2225667,null,3483,null,307626,null,8269,null,1918041,null,8833,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4376,null,1371,null,357577,null,3452,null,1641484,null,4000,null,24957,null,2854,null,1616527,null,4674,null,209179,null,1340,null,13957,null,1824,null,195222,null,2356,null,2215111,null,3192,null,345193,null,3320,null,1691,null,687,null,343502,null,3336,null,1602893,null,3423,null,29455,null,2837,null,1573438,null,4340,null,267025,null,1432,null,26598,null,2117,null,240427,null,2523,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,2860,null,959,null,253028,null,2675,null,1117675,null,3327,null,15478,null,2200,null,1102197,null,3713,null,186125,null,1177,null,12441,null,1475,null,173684,null,1986,null,1667707,null,2345,null,247371,null,2548,null,1308,null,485,null,246063,null,2594,null,1163280,null,2359,null,19678,null,2073,null,1143602,null,3055,null,257056,null,1518,null,26726,null,2060,null,230330,null,2103,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,365,null,206,null,62443,null,1212,null,268345,null,1328,null,5152,null,971,null,263193,null,1725,null,49076,null,680,null,3284,null,600,null,45792,null,925,null,411831,null,765,null,59713,null,1069,null,102,null,112,null,59611,null,1066,null,288987,null,1246,null,6163,null,1181,null,282824,null,1703,null,63131,null,732,null,6639,null,1185,null,56492,null,1375,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,462,null,328,null,31913,null,860,null,188932,null,1848,null,2766,null,911,null,186166,null,2053,null,26150,null,604,null,2304,null,609,null,23846,null,832,null,288074,null,1543,null,32134,null,1069,null,301,null,199,null,31833,null,1083,null,215267,null,1601,null,3242,null,974,null,212025,null,1699,null,40673,null,653,null,5340,null,954,null,35333,null,1211,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,12210,null,1995,null,1230139,null,6631,null,5578459,null,8617,null,106999,null,5845,null,5471460,null,9861,null,1331512,null,3477,null,96491,null,4849,null,1235021,null,5760,null,8635487,null,6673,null,1172777,null,5497,null,7314,null,1488,null,1165463,null,5734,null,5784222,null,7819,null,131661,null,6141,null,5652561,null,10477,null,1678488,null,4570,null,172188,null,6160,null,1506300,null,7494,null,0400000US12,Florida,12
8622558,null,4258,null,4177264,null,5985,null,784267,null,5379,null,7580,null,1350,null,776687,null,5764,null,3019805,null,6126,null,58458,null,4203,null,2961347,null,7007,null,373192,null,2499,null,34178,null,2721,null,339014,null,3379,null,4445294,null,6353,null,736958,null,5414,null,4304,null,1111,null,732654,null,5559,null,3177279,null,5729,null,77219,null,5116,null,3100060,null,7396,null,531057,null,2842,null,70843,null,4152,null,460214,null,4696,null,0400000US13,Georgia,13
1149836,null,3199,null,562693,null,3008,null,85793,null,1736,null,620,null,396,null,85173,null,1738,null,398216,null,2995,null,6777,null,1334,null,391439,null,3147,null,78684,null,732,null,6666,null,1198,null,72018,null,1386,null,587143,null,1835,null,79621,null,1578,null,99,null,91,null,79522,null,1592,null,405817,null,1650,null,5485,null,1345,null,400332,null,2146,null,101705,null,647,null,10915,null,1455,null,90790,null,1516,null,0400000US15,Hawaii,15
1359408,null,1583,null,677990,null,2698,null,127176,null,2455,null,1064,null,434,null,126112,null,2506,null,474310,null,2789,null,7882,null,1221,null,466428,null,2923,null,76504,null,957,null,6019,null,1069,null,70485,null,1288,null,681418,null,2104,null,120310,null,2049,null,347,null,217,null,119963,null,2045,null,471257,null,2287,null,9348,null,1475,null,461909,null,2592,null,89851,null,1117,null,7787,null,1205,null,82064,null,1629,null,0400000US16,Idaho,16
11771611,null,2649,null,5761534,null,4546,null,988654,null,4119,null,7755,null,1345,null,980899,null,4231,null,4159851,null,5161,null,70018,null,4906,null,4089833,null,7094,null,613029,null,2368,null,45685,null,3140,null,567344,null,3945,null,6010077,null,3788,null,942448,null,4147,null,5678,null,1161,null,936770,null,4371,null,4211396,null,4452,null,81712,null,4778,null,4129684,null,6551,null,856233,null,2796,null,94349,null,4427,null,761884,null,5213,null,0400000US17,Illinois,17
5802627,null,2407,null,2838705,null,3271,null,490715,null,3210,null,5798,null,1080,null,484917,null,3388,null,2031993,null,3255,null,43354,null,3137,null,1988639,null,4503,null,315997,null,1898,null,24173,null,2296,null,291824,null,2691,null,2963922,null,3169,null,467046,null,2861,null,2239,null,654,null,464807,null,2780,null,2064388,null,3696,null,56278,null,3172,null,2008110,null,4938,null,432488,null,1901,null,47995,null,3250,null,384493,null,3659,null,0400000US18,Indiana,18
