B17023_001E,B17023_001EA,B17023_001M,B17023_001MA,B17023_002E,B17023_002EA,B17023_002M,B17023_002MA,B17023_003E,B17023_003EA,B17023_003M,B17023_003MA,B17023_004E,B17023_004EA,B17023_004M,B17023_004MA,B17023_005E,B17023_005EA,B17023_005M,B17023_005MA,B17023_006E,B17023_006EA,B17023_006M,B17023_006MA,B17023_007E,B17023_007EA,B17023_007M,B17023_007MA,B17023_008E,B17023_008EA,B17023_008M,B17023_008MA,B17023_009E,B17023_009EA,B17023_009M,B17023_009MA,B17023_010E,B17023_010EA,B17023_010M,B17023_010MA,B17023_011E,B17023_011EA,B17023_011M,B17023_011MA,B17023_012E,B17023_012EA,B17023_012M,B17023_012MA,B17023_013E,B17023_013EA,B17023_013M,B17023_013MA,B17023_014E,B17023_014EA,B17023_014M,B17023_014MA,B17023_015E,B17023_015EA,B17023_015M,B17023_015MA,B17023_016E,B17023_016EA,B17023_016M,B17023_016MA,B17023_017E,B17023_017EA,B17023_017M,B17023_017MA,B17023_018E,B17023_018EA,B17023_018M,B17023_018MA,B17023_019E,B17023_019EA,B17023_019M,B17023_019MA,B17023_020E,B17023_020EA,B17023_020M,B17023_020MA,B17023_021E,B17023_021EA,B17023_021M,B17023_021MA,B17023_022E,B17023_022EA,B17023_022M,B17023_022MA,B17023_023E,B17023_023EA,B17023_023M,B17023_023MA,B17023_024E,B17023_024EA,B17023_024M,B17023_024MA,B17023_025E,B17023_025EA,B17023_025M,B17023_025MA,B17023_026E,B17023_026EA,B17023_026M,B17023_026MA,B17023_027E,B17023_027EA,B17023_027M,B17023_027MA,B17023_028E,B17023_028EA,B17023_028M,B17023_028MA,B17023_029E,B17023_029EA,B17023_029M,B17023_029MA,B17023_030E,B17023_030EA,B17023_030M,B17023_030MA,B17023_031E,B17023_031EA,B17023_031M,B17023_031MA,B17023_032E,B17023_032EA,B17023_032M,B17023_032MA,B17023_033E,B17023_033EA,B17023_033M,B17023_033MA,B17023_034E,B17023_034EA,B17023_034M,B17023_034MA,B17023_035E,B17023_035EA,B17023_035M,B17023_035MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,47410,null,3265,null,21644,null,2008,null,17110,null,1798,null,7812,null,1511,null,844,null,440,null,115533,null,5973,null,14196,null,2492,null,5646,null,1374,null,6874,null,1525,null,1112,null,749,null,564,null,484,null,101337,null,5260,null,23611,null,2451,null,56163,null,4246,null,19732,null,2609,null,1831,null,783,null,1082183,null,10796,null,844063,null,11532,null,520405,null,8575,null,268465,null,7244,null,52457,null,3928,null,2736,null,846,null,238120,null,7617,null,69330,null,4513,null,38956,null,3069,null,26391,null,2572,null,3941,null,1419,null,42,null,54,null,168790,null,6197,null,89076,null,4517,null,72344,null,4263,null,7236,null,1329,null,134,null,172,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,2763,null,655,null,1077,null,350,null,936,null,520,null,563,null,242,null,187,null,86,null,7716,null,1347,null,1883,null,491,null,516,null,215,null,1116,null,489,null,234,null,135,null,17,null,28,null,5833,null,1275,null,652,null,252,null,3474,null,956,null,1555,null,664,null,152,null,142,null,151866,null,3431,null,119498,null,3693,null,63685,null,2408,null,41527,null,2466,null,12383,null,1447,null,1903,null,683,null,32368,null,2434,null,11556,null,1713,null,5461,null,1102,null,4951,null,1267,null,1115,null,428,null,29,null,34,null,20812,null,1761,null,7985,null,1248,null,11376,null,1553,null,1257,null,471,null,194,null,290,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,61105,null,4394,null,21876,null,2536,null,21723,null,3122,null,14100,null,2236,null,3406,null,922,null,90868,null,5411,null,17000,null,2498,null,6024,null,1458,null,7980,null,1828,null,2869,null,1023,null,127,null,121,null,73868,null,4510,null,14938,null,2351,null,36605,null,3305,null,19230,null,2580,null,3095,null,911,null,1339799,null,14101,null,1053439,null,13199,null,626026,null,8698,null,323078,null,9282,null,95463,null,4795,null,8872,null,1514,null,286360,null,8101,null,95701,null,5924,null,44768,null,3361,null,45111,null,4090,null,5629,null,1173,null,193,null,146,null,190659,null,6341,null,86969,null,3783,null,90107,null,5239,null,12884,null,2236,null,699,null,413,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,39058,null,3164,null,14881,null,1588,null,15274,null,2091,null,8247,null,1468,null,656,null,372,null,64471,null,4545,null,8333,null,1515,null,3220,null,991,null,4323,null,1262,null,745,null,416,null,45,null,77,null,56138,null,4189,null,10941,null,1567,null,32505,null,3129,null,11373,null,2074,null,1319,null,753,null,652584,null,8478,null,531017,null,8564,null,330520,null,6593,null,165307,null,5513,null,33584,null,2422,null,1606,null,629,null,121567,null,5267,null,36544,null,3490,null,19247,null,2608,null,16191,null,2044,null,1068,null,619,null,38,null,78,null,85023,null,4446,null,41994,null,3387,null,37882,null,3382,null,5147,null,1189,null,0,null,267,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,324337,null,8008,null,97094,null,4570,null,121353,null,5095,null,91986,null,4777,null,13904,null,1883,null,449846,null,10788,null,75843,null,5463,null,23417,null,2551,null,36855,null,4183,null,13418,null,2091,null,2153,null,793,null,374003,null,9905,null,69877,null,3795,null,205011,null,7365,null,87342,null,5366,null,11773,null,1975,null,7556501,null,27990,null,5741409,null,29582,null,2979069,null,18455,null,2180001,null,21715,null,553310,null,11090,null,29029,null,3149,null,1815092,null,18672,null,625609,null,12139,null,347433,null,10249,null,241033,null,8608,null,34455,null,3292,null,2688,null,986,null,1189483,null,15516,null,603905,null,12219,null,511988,null,11401,null,70659,null,4770,null,2931,null,853,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,42466,null,3763,null,13786,null,2111,null,17556,null,2849,null,9507,null,1880,null,1617,null,784,null,58296,null,4342,null,9708,null,1845,null,2641,null,890,null,5277,null,1409,null,1648,null,707,null,142,null,148,null,48588,null,3847,null,7996,null,1503,null,28172,null,3023,null,11472,null,1935,null,948,null,504,null,1101723,null,9674,null,891960,null,8790,null,503684,null,8542,null,309761,null,7461,null,73447,null,4579,null,5068,null,1041,null,209763,null,7543,null,78093,null,4952,null,34691,null,3477,null,38001,null,3561,null,5346,null,1388,null,55,null,95,null,131670,null,5798,null,56369,null,3804,null,68675,null,3909,null,6503,null,1502,null,123,null,152,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,12002,null,1758,null,5604,null,1274,null,3675,null,954,null,2324,null,756,null,399,null,314,null,38351,null,3207,null,4965,null,1087,null,1147,null,528,null,3345,null,973,null,414,null,287,null,59,null,100,null,33386,null,2966,null,5354,null,1279,null,19276,null,2281,null,7849,null,1474,null,907,null,556,null,835118,null,6915,null,661740,null,8003,null,366479,null,6220,null,241145,null,5093,null,52269,null,3177,null,1847,null,722,null,173378,null,6463,null,46656,null,3822,null,26296,null,3230,null,18166,null,2023,null,2126,null,767,null,68,null,112,null,126722,null,4738,null,60695,null,3278,null,57110,null,3546,null,8769,null,1825,null,148,null,170,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,4532,null,966,null,2010,null,617,null,974,null,487,null,1277,null,552,null,271,null,287,null,12384,null,1845,null,1922,null,784,null,891,null,577,null,656,null,404,null,375,null,359,null,0,null,261,null,10462,null,1635,null,1988,null,771,null,5832,null,1356,null,2642,null,906,null,0,null,261,null,207535,null,4750,null,158450,null,5204,null,97552,null,3490,null,50249,null,3136,null,10037,null,1489,null,612,null,319,null,49085,null,3391,null,14286,null,2066,null,8076,null,1384,null,5803,null,1509,null,407,null,271,null,0,null,261,null,34799,null,2648,null,15837,null,1905,null,17356,null,2354,null,1566,null,719,null,40,null,67,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,1841,null,751,null,1327,null,616,null,342,null,245,null,172,null,208,null,0,null,300,null,12257,null,1930,null,701,null,357,null,177,null,152,null,524,null,347,null,0,null,300,null,0,null,300,null,11556,null,1898,null,3570,null,978,null,5286,null,1175,null,2525,null,907,null,175,null,174,null,94083,null,3637,null,53949,null,2793,null,35711,null,2471,null,15118,null,1878,null,2944,null,978,null,176,null,232,null,40134,null,2974,null,8733,null,1480,null,5839,null,1189,null,2825,null,1025,null,69,null,115,null,0,null,300,null,31401,null,2731,null,16468,null,1918,null,12669,null,1624,null,2096,null,788,null,168,null,283,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,150096,null,5696,null,76574,null,3760,null,48833,null,4621,null,20020,null,2286,null,4669,null,1272,null,247675,null,8906,null,34598,null,3680,null,12433,null,2196,null,18421,null,2768,null,3744,null,1092,null,0,null,303,null,213077,null,8911,null,43632,null,3762,null,119109,null,6512,null,43779,null,4797,null,6557,null,1789,null,4228444,null,24996,null,3264916,null,24612,null,2089502,null,19143,null,967421,null,13071,null,197445,null,7577,null,10548,null,1701,null,963528,null,16986,null,296716,null,9012,null,164372,null,7179,null,119703,null,5941,null,11789,null,1933,null,852,null,688,null,666812,null,14215,null,327828,null,9284,null,302740,null,9044,null,34353,null,3255,null,1891,null,885,null,0400000US12,Florida,12
