B13002_001E,B13002_001EA,B13002_001M,B13002_001MA,B13002_002E,B13002_002EA,B13002_002M,B13002_002MA,B13002_003E,B13002_003EA,B13002_003M,B13002_003MA,B13002_004E,B13002_004EA,B13002_004M,B13002_004MA,B13002_005E,B13002_005EA,B13002_005M,B13002_005MA,B13002_006E,B13002_006EA,B13002_006M,B13002_006MA,B13002_007E,B13002_007EA,B13002_007M,B13002_007MA,B13002_008E,B13002_008EA,B13002_008M,B13002_008MA,B13002_009E,B13002_009EA,B13002_009M,B13002_009MA,B13002_010E,B13002_010EA,B13002_010M,B13002_010MA,B13002_011E,B13002_011EA,B13002_011M,B13002_011MA,B13002_012E,B13002_012EA,B13002_012M,B13002_012MA,B13002_013E,B13002_013EA,B13002_013M,B13002_013MA,B13002_014E,B13002_014EA,B13002_014M,B13002_014MA,B13002_015E,B13002_015EA,B13002_015M,B13002_015MA,B13002_016E,B13002_016EA,B13002_016M,B13002_016MA,B13002_017E,B13002_017EA,B13002_017M,B13002_017MA,B13002_018E,B13002_018EA,B13002_018M,B13002_018MA,B13002_019E,B13002_019EA,B13002_019M,B13002_019MA,GEO_ID,NAME,state
1156208,null,4367,null,66013,null,4332,null,38804,null,3425,null,1927,null,910,null,30221,null,3123,null,6656,null,1131,null,27209,null,2752,null,4343,null,1047,null,20778,null,2492,null,2088,null,848,null,1090195,null,6410,null,534321,null,8265,null,4395,null,1288,null,176733,null,5434,null,353193,null,5621,null,555874,null,9196,null,151823,null,3627,null,232145,null,6094,null,171906,null,5827,null,0400000US01,Alabama,01
176899,null,2006,null,11563,null,1674,null,7460,null,1352,null,133,null,153,null,6156,null,1155,null,1171,null,524,null,4103,null,996,null,552,null,251,null,3485,null,993,null,66,null,64,null,165336,null,2331,null,83077,null,3398,null,528,null,387,null,26024,null,2157,null,56525,null,2618,null,82259,null,3637,null,25130,null,1693,null,33049,null,2201,null,24080,null,2433,null,0400000US02,Alaska,02
1533610,null,3957,null,98302,null,5980,null,60916,null,4621,null,1965,null,975,null,47518,null,3905,null,11433,null,1889,null,37386,null,3310,null,6260,null,1260,null,25597,null,2984,null,5529,null,1232,null,1435308,null,7373,null,672079,null,10137,null,3931,null,944,null,237389,null,7043,null,430759,null,7969,null,763229,null,9963,null,196857,null,2912,null,326753,null,6978,null,239619,null,7548,null,0400000US04,Arizona,04
688782,null,3370,null,39564,null,3403,null,22992,null,2364,null,644,null,361,null,18954,null,2031,null,3394,null,817,null,16572,null,2292,null,4254,null,1198,null,10844,null,1785,null,1474,null,755,null,649218,null,4458,null,342728,null,6807,null,2332,null,734,null,120667,null,4333,null,219729,null,5177,null,306490,null,7557,null,92217,null,2997,null,122485,null,4810,null,91788,null,4999,null,0400000US05,Arkansas,05
9423963,null,10083,null,514812,null,12482,null,351695,null,9485,null,5709,null,1325,null,249789,null,7016,null,96197,null,5007,null,163117,null,7993,null,26309,null,3138,null,116031,null,5821,null,20777,null,2679,null,8909151,null,15388,null,4125222,null,29933,null,25544,null,3266,null,1310631,null,17949,null,2789047,null,21041,null,4783929,null,29184,null,1287396,null,5685,null,2117497,null,17889,null,1379036,null,21147,null,0400000US06,California,06
1242857,null,3759,null,67174,null,4133,null,50657,null,3390,null,568,null,319,null,37117,null,2784,null,12972,null,2039,null,16517,null,2207,null,3058,null,950,null,11822,null,1911,null,1637,null,654,null,1175683,null,5556,null,588312,null,8220,null,3278,null,897,null,194877,null,5477,null,390157,null,6314,null,587371,null,8092,null,150820,null,2539,null,257962,null,5579,null,178589,null,5958,null,0400000US08,Colorado,08
878931,null,2778,null,43504,null,3229,null,30960,null,2691,null,142,null,161,null,20392,null,2246,null,10426,null,1545,null,12544,null,1899,null,2826,null,1013,null,7945,null,1423,null,1773,null,695,null,835427,null,3849,null,392499,null,6835,null,1002,null,439,null,94488,null,3640,null,297009,null,4936,null,442928,null,6408,null,118697,null,1593,null,185615,null,3510,null,138616,null,4690,null,0400000US09,Connecticut,09
220015,null,1295,null,8834,null,1528,null,5893,null,1182,null,0,null,261,null,4142,null,995,null,1751,null,699,null,2941,null,1049,null,696,null,414,null,2047,null,857,null,198,null,145,null,211181,null,1853,null,96975,null,4529,null,208,null,159,null,29395,null,2308,null,67372,null,3399,null,114206,null,4332,null,29821,null,822,null,48449,null,2291,null,35936,null,3116,null,0400000US10,Delaware,10
172814,null,1199,null,7515,null,1547,null,3422,null,937,null,0,null,300,null,2421,null,855,null,1001,null,463,null,4093,null,1183,null,927,null,491,null,2629,null,1082,null,537,null,333,null,165299,null,1829,null,39070,null,2826,null,271,null,209,null,13572,null,1622,null,25227,null,2228,null,126229,null,3141,null,19272,null,771,null,66256,null,2203,null,40701,null,2092,null,0400000US11,District of Columbia,11
4331520,null,8829,null,217991,null,8770,null,139224,null,6403,null,1917,null,672,null,101617,null,5655,null,35690,null,2868,null,78767,null,5627,null,12328,null,1884,null,57741,null,4914,null,8698,null,1530,null,4113529,null,12172,null,1923459,null,18883,null,9462,null,1627,null,585053,null,12369,null,1328944,null,13066,null,2190070,null,18868,null,551245,null,5592,null,905623,null,13385,null,733202,null,13428,null,0400000US12,Florida,12
2496793,null,5997,null,137324,null,7595,null,85499,null,6120,null,1449,null,535,null,64068,null,5295,null,19982,null,2152,null,51825,null,4386,null,8862,null,1791,null,38859,null,3632,null,4104,null,1193,null,2359469,null,10004,null,1114945,null,13775,null,6176,null,1338,null,362550,null,9519,null,746219,null,9729,null,1244524,null,13145,null,323835,null,5515,null,516879,null,8929,null,403810,null,7248,null,0400000US13,Georgia,13
308993,null,1983,null,17545,null,2213,null,12784,null,1808,null,213,null,209,null,8451,null,1712,null,4120,null,924,null,4761,null,1366,null,346,null,185,null,3771,null,1277,null,644,null,350,null,291448,null,3074,null,140988,null,4371,null,1070,null,448,null,43315,null,3153,null,96603,null,3350,null,150460,null,4312,null,38882,null,1743,null,66870,null,3109,null,44708,null,3208,null,0400000US15,Hawaii,15
366542,null,2674,null,28040,null,2665,null,21251,null,2302,null,152,null,160,null,18201,null,2088,null,2898,null,844,null,6789,null,1481,null,1577,null,645,null,4991,null,1236,null,221,null,223,null,338502,null,4092,null,186776,null,5146,null,1292,null,552,null,68537,null,3683,null,116947,null,3565,null,151726,null,5493,null,52782,null,1920,null,57924,null,3605,null,41020,null,3054,null,0400000US16,Idaho,16
3275263,null,4435,null,183996,null,7033,null,122000,null,5552,null,1293,null,587,null,91418,null,5170,null,29289,null,2339,null,61996,null,4705,null,11283,null,1834,null,44984,null,4000,null,5729,null,1269,null,3091267,null,8605,null,1439090,null,12517,null,5267,null,1078,null,436682,null,8513,null,997141,null,10618,null,1652177,null,14155,null,438935,null,3633,null,734549,null,10051,null,478693,null,10124,null,0400000US17,Illinois,17
1583949,null,4063,null,90047,null,4924,null,58907,null,3631,null,1205,null,676,null,46252,null,3086,null,11450,null,1695,null,31140,null,3311,null,6472,null,1301,null,22916,null,2807,null,1752,null,675,null,1493902,null,6442,null,738392,null,9572,null,3301,null,984,null,244053,null,6025,null,491038,null,7375,null,755510,null,10606,null,216426,null,3155,null,308681,null,6635,null,230403,null,6602,null,0400000US18,Indiana,18
722446,null,2759,null,42480,null,2833,null,30130,null,2335,null,354,null,240,null,24416,null,2068,null,5360,null,913,null,12350,null,1838,null,2204,null,682,null,8961,null,1485,null,1185,null,470,null,679966,null,4078,null,349688,null,6187,null,1450,null,757,null,113032,null,4814,null,235206,null,4563,null,330278,null,6623,null,101935,null,2153,null,137995,null,4923,null,90348,null,3838,null,0400000US19,Iowa,19
684094,null,3443,null,45391,null,2982,null,32800,null,2814,null,617,null,385,null,26144,null,2427,null,6039,null,1235,null,12591,null,1587,null,2077,null,722,null,9874,null,1605,null,640,null,344,null,638703,null,4958,null,331457,null,7203,null,1884,null,671,null,110918,null,4035,null,218655,null,4682,null,307246,null,7894,null,94808,null,2532,null,125610,null,4765,null,86828,null,4737,null,0400000US20,Kansas,20
1065131,null,4164,null,62628,null,3906,null,41066,null,3192,null,821,null,510,null,32320,null,2790,null,7925,null,1166,null,21562,null,2366,null,4287,null,1225,null,15033,null,1906,null,2242,null,957,null,1002503,null,6084,null,510460,null,9213,null,2885,null,907,null,175485,null,6162,null,332090,null,6202,null,492043,null,8366,null,136175,null,2970,null,198666,null,6196,null,157202,null,5398,null,0400000US21,Kentucky,21
1105709,null,3512,null,63397,null,4112,null,34760,null,2974,null,1156,null,612,null,29044,null,2715,null,4560,null,1082,null,28637,null,3096,null,5758,null,1339,null,21312,null,2804,null,1567,null,821,null,1042312,null,5495,null,462708,null,6524,null,1972,null,657,null,153673,null,5138,null,307063,null,5645,null,579604,null,7749,null,150234,null,3342,null,245577,null,6348,null,183793,null,4903,null,0400000US22,Louisiana,22
323470,null,1790,null,16345,null,2158,null,11657,null,1762,null,0,null,226,null,9189,null,1505,null,2468,null,751,null,4688,null,1022,null,353,null,299,null,3982,null,930,null,353,null,328,null,307125,null,2607,null,151953,null,4226,null,574,null,418,null,42226,null,2530,null,109153,null,3350,null,155172,null,4039,null,43711,null,1060,null,57751,null,2863,null,53710,null,3125,null,0400000US23,Maine,23
1477347,null,3379,null,82057,null,4996,null,54963,null,4060,null,90,null,105,null,35590,null,3372,null,19283,null,2397,null,27094,null,3055,null,4287,null,1258,null,20544,null,2738,null,2263,null,688,null,1395290,null,6007,null,633857,null,8777,null,2590,null,795,null,171199,null,6021,null,460068,null,6707,null,761433,null,9845,null,195241,null,2988,null,323783,null,7665,null,242409,null,6270,null,0400000US24,Maryland,24
1678073,null,3273,null,74626,null,4238,null,54850,null,3666,null,209,null,217,null,35289,null,3128,null,19352,null,1971,null,19776,null,2229,null,2708,null,794,null,14444,null,1991,null,2624,null,921,null,1603447,null,5621,null,695678,null,9214,null,2698,null,893,null,175987,null,6252,null,516993,null,8072,null,907769,null,10334,null,219529,null,2687,null,409410,null,6538,null,278830,null,8128,null,0400000US25,Massachusetts,25
2522449,null,4188,null,134403,null,5351,null,84881,null,4136,null,758,null,392,null,65782,null,3324,null,18341,null,2011,null,49522,null,4031,null,7977,null,1294,null,36897,null,3539,null,4648,null,1099,null,2388046,null,6285,null,1088367,null,11510,null,3180,null,668,null,309052,null,6750,null,776135,null,8491,null,1299679,null,12513,null,358096,null,3038,null,541716,null,8317,null,399867,null,8047,null,0400000US26,Michigan,26
1306977,null,3152,null,77894,null,3685,null,55627,null,3124,null,389,null,326,null,41229,null,2836,null,14009,null,1643,null,22267,null,2345,null,3360,null,826,null,17509,null,2180,null,1398,null,571,null,1229083,null,5017,null,614799,null,7735,null,1499,null,469,null,184750,null,4779,null,428550,null,6206,null,614284,null,7951,null,175314,null,2250,null,264143,null,5102,null,174827,null,5421,null,0400000US27,Minnesota,27
735865,null,3553,null,41626,null,3714,null,22479,null,2690,null,689,null,539,null,18411,null,2375,null,3379,null,855,null,19147,null,2461,null,3672,null,1086,null,14083,null,2102,null,1392,null,745,null,694239,null,4806,null,315456,null,7812,null,2142,null,728,null,102685,null,4896,null,210629,null,5695,null,378783,null,8571,null,108000,null,3760,null,154443,null,5435,null,116340,null,5094,null,0400000US28,Mississippi,28
1472452,null,3870,null,81482,null,4571,null,54341,null,3363,null,1088,null,449,null,42642,null,3194,null,10611,null,1492,null,27141,null,3043,null,5472,null,1176,null,19457,null,2356,null,2212,null,852,null,1390970,null,5871,null,677839,null,10676,null,3151,null,820,null,218866,null,6825,null,455822,null,7358,null,713131,null,11338,null,199334,null,2863,null,293957,null,6558,null,219840,null,7419,null,0400000US29,Missouri,29
229424,null,1760,null,10917,null,1407,null,7898,null,1212,null,90,null,124,null,5945,null,1109,null,1863,null,641,null,3019,null,719,null,629,null,382,null,2180,null,652,null,210,null,312,null,218507,null,2153,null,106865,null,3640,null,480,null,318,null,33461,null,2667,null,72924,null,2553,null,111642,null,3677,null,33102,null,1594,null,46737,null,2768,null,31803,null,2629,null,0400000US30,Montana,30
434890,null,2054,null,28060,null,2733,null,19424,null,2181,null,500,null,470,null,15350,null,1881,null,3574,null,701,null,8636,null,1411,null,1211,null,544,null,6846,null,1250,null,579,null,352,null,406830,null,3307,null,207161,null,5004,null,952,null,399,null,67295,null,3173,null,138914,null,3908,null,199669,null,5006,null,63394,null,1961,null,84709,null,3860,null,51566,null,3208,null,0400000US31,Nebraska,31
