B07404C_001E,B07404C_001EA,B07404C_001M,B07404C_001MA,B07404C_002E,B07404C_002EA,B07404C_002M,B07404C_002MA,B07404C_003E,B07404C_003EA,B07404C_003M,B07404C_003MA,B07404C_004E,B07404C_004EA,B07404C_004M,B07404C_004MA,B07404C_005E,B07404C_005EA,B07404C_005M,B07404C_005MA,GEO_ID,NAME,state
19439,null,1927,null,16629,null,1794,null,2028,null,984,null,339,null,210,null,443,null,348,null,0400000US01,Alabama,01
90571,null,3184,null,74106,null,2963,null,10883,null,1923,null,4534,null,967,null,1048,null,539,null,0400000US02,Alaska,02
278474,null,5658,null,233087,null,6802,null,30630,null,5302,null,7472,null,1974,null,7285,null,2488,null,0400000US04,Arizona,04
17331,null,2093,null,12948,null,1886,null,2257,null,899,null,1064,null,545,null,1062,null,499,null,0400000US05,Arkansas,05
264230,null,10062,null,208405,null,8518,null,34937,null,3988,null,13174,null,1862,null,7714,null,2111,null,0400000US06,California,06
41994,null,4335,null,33667,null,4444,null,4540,null,1265,null,1484,null,584,null,2303,null,703,null,0400000US08,Colorado,08
7722,null,1416,null,6169,null,1293,null,531,null,475,null,695,null,616,null,327,null,312,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
53297,null,4214,null,42567,null,3960,null,6762,null,1984,null,2197,null,934,null,1771,null,708,null,0400000US12,Florida,12
20791,null,3077,null,16184,null,2705,null,1752,null,720,null,1586,null,747,null,1269,null,659,null,0400000US13,Georgia,13
3454,null,957,null,2729,null,851,null,437,null,375,null,0,null,267,null,288,null,288,null,0400000US15,Hawaii,15
17746,null,2528,null,14418,null,2137,null,2248,null,1303,null,722,null,532,null,358,null,205,null,0400000US16,Idaho,16
21314,null,2847,null,16874,null,2702,null,1905,null,678,null,1361,null,729,null,1174,null,618,null,0400000US17,Illinois,17
12767,null,1973,null,10174,null,1791,null,978,null,375,null,629,null,331,null,986,null,508,null,0400000US18,Indiana,18
8316,null,1303,null,6475,null,1144,null,1419,null,581,null,118,null,107,null,304,null,220,null,0400000US19,Iowa,19
23640,null,2637,null,17667,null,2271,null,2445,null,937,null,1785,null,745,null,1743,null,911,null,0400000US20,Kansas,20
7830,null,1867,null,5717,null,1567,null,973,null,690,null,182,null,172,null,958,null,608,null,0400000US21,Kentucky,21
21318,null,1571,null,19314,null,1679,null,939,null,403,null,705,null,510,null,360,null,300,null,0400000US22,Louisiana,22
7178,null,987,null,6266,null,1045,null,601,null,351,null,296,null,315,null,15,null,30,null,0400000US23,Maine,23
12774,null,1517,null,10650,null,1502,null,1235,null,769,null,670,null,380,null,219,null,241,null,0400000US24,Maryland,24
11468,null,1751,null,8538,null,1628,null,1591,null,947,null,381,null,254,null,958,null,795,null,0400000US25,Massachusetts,25
51666,null,2977,null,43256,null,2779,null,4650,null,949,null,2708,null,777,null,1052,null,455,null,0400000US26,Michigan,26
50836,null,3028,null,36271,null,2882,null,9380,null,2375,null,4142,null,912,null,1043,null,533,null,0400000US27,Minnesota,27
11116,null,2229,null,9502,null,2183,null,464,null,631,null,681,null,466,null,469,null,382,null,0400000US28,Mississippi,28
21992,null,2518,null,17061,null,2072,null,1826,null,665,null,1620,null,670,null,1485,null,1094,null,0400000US29,Missouri,29
56252,null,2764,null,44954,null,3355,null,6574,null,1869,null,3948,null,1141,null,776,null,463,null,0400000US30,Montana,30
12208,null,1689,null,9018,null,1512,null,1433,null,599,null,437,null,321,null,1320,null,836,null,0400000US31,Nebraska,31
32312,null,2644,null,26425,null,2381,null,3671,null,1341,null,471,null,309,null,1745,null,969,null,0400000US32,Nevada,32
2426,null,632,null,1786,null,562,null,404,null,239,null,103,null,126,null,133,null,188,null,0400000US33,New Hampshire,33
17404,null,2188,null,15272,null,1893,null,1365,null,734,null,405,null,303,null,362,null,333,null,0400000US34,New Jersey,34
177065,null,5013,null,157140,null,5280,null,8478,null,2623,null,5326,null,1908,null,6121,null,2715,null,0400000US35,New Mexico,35
