B17002_001E,B17002_001EA,B17002_001M,B17002_001MA,B17002_002E,B17002_002EA,B17002_002M,B17002_002MA,B17002_003E,B17002_003EA,B17002_003M,B17002_003MA,B17002_004E,B17002_004EA,B17002_004M,B17002_004MA,B17002_005E,B17002_005EA,B17002_005M,B17002_005MA,B17002_006E,B17002_006EA,B17002_006M,B17002_006MA,B17002_007E,B17002_007EA,B17002_007M,B17002_007MA,B17002_008E,B17002_008EA,B17002_008M,B17002_008MA,B17002_009E,B17002_009EA,B17002_009M,B17002_009MA,B17002_010E,B17002_010EA,B17002_010M,B17002_010MA,B17002_011E,B17002_011EA,B17002_011M,B17002_011MA,B17002_012E,B17002_012EA,B17002_012M,B17002_012MA,B17002_013E,B17002_013EA,B17002_013M,B17002_013MA,GEO_ID,NAME,state
5708785,null,3267,null,322619,null,16185,null,198922,null,11005,null,220945,null,12153,null,260406,null,15914,null,275269,null,14038,null,257559,null,12652,null,105280,null,8017,null,191221,null,14668,null,1073232,null,28250,null,884791,null,23740,null,637259,null,18228,null,1281282,null,22218,null,0400000US29,Missouri,29
933264,null,1083,null,54111,null,5275,null,31446,null,4065,null,46233,null,5312,null,46178,null,5091,null,48141,null,5330,null,48816,null,5615,null,15194,null,2631,null,29919,null,4022,null,191422,null,8879,null,142899,null,8746,null,94609,null,6470,null,184296,null,8198,null,0400000US30,Montana,30
1719387,null,1959,null,82521,null,6819,null,52627,null,4949,null,57674,null,6408,null,76759,null,6034,null,78332,null,6131,null,71365,null,5603,null,38795,null,4988,null,54565,null,5026,null,333867,null,12206,null,287306,null,9511,null,196393,null,8832,null,389183,null,12048,null,0400000US31,Nebraska,31
2528598,null,2318,null,116973,null,8339,null,68211,null,10436,null,84769,null,10914,null,87511,null,8905,null,110649,null,11337,null,108162,null,12371,null,43750,null,6569,null,80199,null,9362,null,464300,null,20374,null,411061,null,16933,null,280999,null,13811,null,672014,null,17515,null,0400000US32,Nevada,32
1274795,null,1622,null,43096,null,4757,null,18755,null,3274,null,28353,null,4298,null,35042,null,4554,null,34017,null,4419,null,34295,null,4734,null,21301,null,4161,null,27909,null,4768,null,197273,null,10368,null,201040,null,9401,null,191720,null,10279,null,441994,null,14601,null,0400000US33,New Hampshire,33
8505944,null,3539,null,334610,null,15005,null,183377,null,11960,null,211224,null,12001,null,237546,null,14006,null,241063,null,12607,null,275346,null,16386,null,107600,null,9220,null,185713,null,13285,null,1144144,null,29607,null,1106870,null,31221,null,1011149,null,26937,null,3467302,null,39835,null,0400000US34,New Jersey,34
1925509,null,2236,null,146845,null,10035,null,103909,null,9650,null,98405,null,8220,null,103921,null,8913,null,106961,null,10719,null,109553,null,10855,null,35603,null,5539,null,66585,null,6748,null,335307,null,15604,null,261661,null,13478,null,183207,null,11925,null,373552,null,13630,null,0400000US35,New Mexico,35
18775329,null,4571,null,1140650,null,29317,null,641382,null,23979,null,787982,null,25506,null,759517,null,23502,null,771521,null,26695,null,729450,null,26645,null,302654,null,20399,null,483252,null,21616,null,2869168,null,45386,null,2474008,null,45046,null,2027856,null,35622,null,5787889,null,44443,null,0400000US36,New York,36
8793290,null,3758,null,524284,null,16139,null,332532,null,16508,null,402172,null,16917,null,443264,null,17961,null,434528,null,20416,null,429698,null,17372,null,164817,null,10335,null,263433,null,15353,null,1554553,null,32733,null,1300242,null,30469,null,909565,null,23581,null,2034202,null,29523,null,0400000US37,North Carolina,37
612565,null,673,null,32274,null,3392,null,19065,null,2650,null,22696,null,2949,null,22057,null,3067,null,29337,null,4318,null,26207,null,2921,null,13177,null,2390,null,17921,null,2258,null,121235,null,6777,null,95899,null,6008,null,77600,null,4959,null,135097,null,6882,null,0400000US38,North Dakota,38
11151314,null,4475,null,671037,null,19388,null,393178,null,20112,null,399918,null,15706,null,463561,null,14530,null,451293,null,18155,null,489465,null,21473,null,200659,null,13045,null,316384,null,13630,null,2010239,null,30960,null,1744906,null,28769,null,1312451,null,25256,null,2698223,null,34828,null,0400000US39,Ohio,39
3498298,null,2642,null,233358,null,11447,null,150150,null,8921,null,173522,null,10067,null,192118,null,11065,null,194020,null,10496,null,179258,null,10931,null,82245,null,7759,null,113300,null,7779,null,630097,null,15954,null,492385,null,16524,null,340884,null,13218,null,716961,null,16299,null,0400000US40,Oklahoma,40
3670490,null,2285,null,207782,null,13643,null,118599,null,10074,null,147808,null,10281,null,170259,null,13234,null,176767,null,12719,null,159769,null,11523,null,65712,null,7169,null,115154,null,8433,null,637827,null,20276,null,568230,null,19723,null,399671,null,13947,null,902912,null,19898,null,0400000US41,Oregon,41
11998834,null,4356,null,614468,null,20048,null,374607,null,16662,null,403951,null,17332,null,476215,null,18857,null,486844,null,18013,null,516690,null,19445,null,202157,null,10585,null,342132,null,16561,null,2123846,null,36308,null,1848663,null,31302,null,1431302,null,25754,null,3177959,null,33976,null,0400000US42,Pennsylvania,42
1018722,null,1061,null,52649,null,7154,null,31951,null,4998,null,37528,null,5843,null,36103,null,4674,null,39522,null,5360,null,37143,null,5614,null,14544,null,3147,null,20144,null,4349,null,148035,null,9600,null,151442,null,10858,null,126376,null,10684,null,323285,null,11914,null,0400000US44,Rhode Island,44
4270155,null,2660,null,287593,null,13404,null,162480,null,11919,null,191685,null,13420,null,219828,null,12700,null,206271,null,14048,null,210731,null,14084,null,85439,null,9302,null,123469,null,9331,null,784665,null,18319,null,627586,null,17786,null,446289,null,17615,null,924119,null,19027,null,0400000US45,South Carolina,45
768499,null,637,null,42769,null,4465,null,24757,null,3428,null,33173,null,4594,null,35901,null,4333,null,34831,null,4758,null,36758,null,4237,null,13468,null,2132,null,25512,null,3218,null,160704,null,7829,null,126197,null,6606,null,86734,null,5518,null,147695,null,6891,null,0400000US46,South Dakota,46
5996979,null,4039,null,387235,null,17764,null,263468,null,16289,null,303162,null,16403,null,290365,null,15325,null,305559,null,17055,null,292543,null,15491,null,116787,null,9285,null,181139,null,12711,null,1103059,null,30010,null,892358,null,22888,null,609521,null,18527,null,1251783,null,19636,null,0400000US47,Tennessee,47
23284143,null,7049,null,1576012,null,35546,null,998202,null,34508,null,1216969,null,35817,null,1279124,null,36466,null,1197172,null,41250,null,1187729,null,37928,null,453276,null,21266,null,692200,null,25590,null,3930542,null,51168,null,3010634,null,46912,null,2177144,null,38835,null,5565139,null,54537,null,0400000US48,Texas,48
2601491,null,1717,null,97652,null,7627,null,59708,null,7612,null,93724,null,9769,null,105213,null,9739,null,119408,null,9888,null,118102,null,10158,null,50418,null,6856,null,91185,null,10469,null,538714,null,17076,null,441858,null,17404,null,319039,null,15880,null,566470,null,15457,null,0400000US49,Utah,49
600231,null,875,null,23684,null,2620,null,15664,null,2762,null,21241,null,3011,null,24436,null,3133,null,23611,null,3082,null,23984,null,2788,null,12952,null,2652,null,17047,null,2345,null,114832,null,6778,null,94244,null,5095,null,73896,null,6038,null,154640,null,7136,null,0400000US50,Vermont,50
7466205,null,2981,null,312001,null,14915,null,194639,null,14611,null,236040,null,14285,null,232771,null,10572,null,259598,null,14989,null,260476,null,14770,null,99940,null,8596,null,186621,null,11130,null,1145737,null,25648,null,1070653,null,24744,null,850536,null,22953,null,2617193,null,32386,null,0400000US51,Virginia,51
6337707,null,3377,null,320691,null,16710,null,179183,null,9395,null,225298,null,13044,null,237354,null,13905,null,238656,null,15174,null,244255,null,13027,null,102646,null,9099,null,153448,null,10691,null,1016298,null,26885,null,956354,null,28283,null,736153,null,21961,null,1927371,null,29473,null,0400000US53,Washington,53
1763476,null,1574,null,123282,null,9474,null,86895,null,8298,null,87995,null,7364,null,100743,null,7688,null,94963,null,7283,null,96097,null,8804,null,43766,null,6598,null,55129,null,5316,null,336447,null,12065,null,259354,null,12501,null,177550,null,10488,null,301255,null,11428,null,0400000US54,West Virginia,54
5447306,null,2647,null,245529,null,10890,null,153268,null,10914,null,189490,null,11794,null,208963,null,11056,null,212312,null,10735,null,211951,null,11444,null,87229,null,7074,null,151217,null,8839,null,997492,null,20211,null,899464,null,18074,null,694396,null,18312,null,1395995,null,21435,null,0400000US55,Wisconsin,55
508840,null,773,null,18484,null,4015,null,14321,null,3436,null,11259,null,2618,null,16202,null,3219,null,21912,null,3377,null,24046,null,3985,null,9928,null,2497,null,17077,null,3599,null,91365,null,7655,null,82884,null,6138,null,61128,null,5690,null,140234,null,7135,null,0400000US56,Wyoming,56
3878136,null,4150,null,1008829,null,24672,null,382050,null,17109,null,372199,null,16987,null,334777,null,17010,null,284696,null,13183,null,232371,null,13099,null,84674,null,8503,null,110546,null,8174,null,527606,null,18243,null,245093,null,11905,null,119544,null,8350,null,175751,null,10258,null,0400000US72,Puerto Rico,72
