B19049_001E,B19049_001EA,B19049_001M,B19049_001MA,B19049_002E,B19049_002EA,B19049_002M,B19049_002MA,B19049_003E,B19049_003EA,B19049_003M,B19049_003MA,B19049_004E,B19049_004EA,B19049_004M,B19049_004MA,B19049_005E,B19049_005EA,B19049_005M,B19049_005MA,GEO_ID,NAME,state
40554,null,428,null,21684,null,1365,null,46141,null,1056,null,49766,null,807,null,27112,null,605,null,0400000US01,Alabama,01
64333,null,1594,null,39557,null,5155,null,65496,null,2830,null,74980,null,3771,null,41109,null,4326,null,0400000US02,Alaska,02
49889,null,508,null,30548,null,1262,null,53399,null,945,null,59492,null,1173,null,35480,null,977,null,0400000US04,Arizona,04
38134,null,739,null,21729,null,1527,null,42465,null,1194,null,46992,null,1302,null,26189,null,697,null,0400000US05,Arkansas,05
59948,null,295,null,33129,null,1128,null,62389,null,382,null,72076,null,357,null,38154,null,440,null,0400000US06,California,06
55212,null,650,null,27845,null,1816,null,58825,null,1653,null,66905,null,1410,null,36759,null,984,null,0400000US08,Colorado,08
65967,null,815,null,31157,null,1873,null,71992,null,1240,null,81319,null,1336,null,37965,null,1237,null,0400000US09,Connecticut,09
54610,null,1581,null,29439,null,5285,null,57984,null,3197,null,69685,null,3593,null,37445,null,2051,null,0400000US10,Delaware,10
54317,null,1984,null,30202,null,3422,null,63515,null,4353,null,57337,null,4385,null,39186,null,2766,null,0400000US11,District of Columbia,11
47804,null,341,null,30456,null,862,null,52885,null,641,null,57241,null,517,null,33469,null,375,null,0400000US12,Florida,12
49136,null,488,null,26500,null,1100,null,51822,null,545,null,58975,null,962,null,31143,null,686,null,0400000US13,Georgia,13
63746,null,1923,null,35292,null,4606,null,64470,null,3151,null,74984,null,3593,null,52393,null,2643,null,0400000US15,Hawaii,15
46253,null,755,null,27215,null,1654,null,51457,null,1234,null,55829,null,1316,null,30813,null,1192,null,0400000US16,Idaho,16
54124,null,370,null,26363,null,1129,null,59922,null,691,null,66914,null,649,null,32731,null,545,null,0400000US17,Illinois,17
47448,null,378,null,24630,null,1775,null,51800,null,509,null,58913,null,798,null,30931,null,524,null,0400000US18,Indiana,18
47292,null,577,null,25670,null,1356,null,53858,null,1392,null,59575,null,1053,null,29228,null,601,null,0400000US19,Iowa,19
47451,null,640,null,25198,null,1335,null,51771,null,962,null,60468,null,1037,null,31634,null,976,null,0400000US20,Kansas,20
40267,null,522,null,22842,null,1716,null,46074,null,837,null,48640,null,1112,null,25834,null,632,null,0400000US21,Kentucky,21
40926,null,457,null,22689,null,1652,null,45344,null,1088,null,50553,null,1027,null,26344,null,732,null,0400000US22,Louisiana,22
45888,null,710,null,26241,null,3605,null,51460,null,924,null,54558,null,1302,null,29101,null,1384,null,0400000US23,Maine,23
68080,null,740,null,33423,null,3042,null,71862,null,1060,null,83295,null,999,null,41707,null,1022,null,0400000US24,Maryland,24
62365,null,510,null,32391,null,3703,null,71085,null,992,null,76815,null,846,null,33332,null,610,null,0400000US25,Massachusetts,25
47950,null,386,null,22504,null,1170,null,52502,null,628,null,60278,null,480,null,31513,null,368,null,0400000US26,Michigan,26
55802,null,605,null,29367,null,2116,null,62455,null,1054,null,68097,null,1022,null,32714,null,634,null,0400000US27,Minnesota,27
36338,null,686,null,20245,null,1864,null,41284,null,1236,null,43272,null,1479,null,23892,null,948,null,0400000US28,Mississippi,28
45114,null,489,null,24068,null,1408,null,50448,null,725,null,55197,null,871,null,29833,null,764,null,0400000US29,Missouri,29
43531,null,1028,null,23062,null,3032,null,46354,null,1564,null,52391,null,1619,null,30767,null,1674,null,0400000US30,Montana,30
47085,null,689,null,26893,null,1501,null,52264,null,1115,null,57494,null,1381,null,30468,null,1195,null,0400000US31,Nebraska,31
55062,null,936,null,39490,null,2560,null,59006,null,1376,null,62052,null,1411,null,38993,null,1415,null,0400000US32,Nevada,32
62369,null,1147,null,33714,null,2408,null,68747,null,2628,null,71519,null,1914,null,37156,null,2017,null,0400000US33,New Hampshire,33
67035,null,573,null,31094,null,1818,null,73908,null,1429,null,82208,null,987,null,37507,null,883,null,0400000US34,New Jersey,34
41452,null,677,null,22693,null,2207,null,44931,null,1732,null,51439,null,1572,null,30441,null,1117,null,0400000US35,New Mexico,35
53514,null,349,null,27611,null,1387,null,59704,null,783,null,65274,null,603,null,31734,null,432,null,0400000US36,New York,36
44670,null,432,null,23297,null,1295,null,49320,null,924,null,53649,null,718,null,28535,null,702,null,0400000US37,North Carolina,37
43753,null,1205,null,22045,null,2233,null,52264,null,2422,null,57927,null,2868,null,25658,null,967,null,0400000US38,North Dakota,38
46597,null,304,null,22024,null,852,null,51798,null,497,null,57961,null,568,null,30117,null,391,null,0400000US39,Ohio,39
41567,null,395,null,25118,null,1366,null,44620,null,909,null,51479,null,829,null,29327,null,830,null,0400000US40,Oklahoma,40
48730,null,681,null,23982,null,1404,null,52127,null,790,null,58723,null,1136,null,33565,null,905,null,0400000US41,Oregon,41
48576,null,297,null,22744,null,1155,null,55487,null,537,null,60847,null,497,null,28937,null,341,null,0400000US42,Pennsylvania,42
53568,null,1353,null,28343,null,3383,null,60849,null,1868,null,68339,null,1893,null,28250,null,1816,null,0400000US44,Rhode Island,44
43329,null,635,null,25407,null,1538,null,47401,null,880,null,51750,null,762,null,29791,null,724,null,0400000US45,South Carolina,45
43424,null,944,null,24537,null,2379,null,48421,null,2005,null,55121,null,1579,null,28244,null,1047,null,0400000US46,South Dakota,46
42367,null,345,null,22690,null,1673,null,46917,null,677,null,51139,null,643,null,27740,null,652,null,0400000US47,Tennessee,47
47548,null,308,null,25048,null,701,null,50248,null,388,null,59473,null,647,null,31918,null,471,null,0400000US48,Texas,48
55109,null,762,null,32350,null,2185,null,56506,null,777,null,70896,null,1760,null,38022,null,1422,null,0400000US49,Utah,49
49907,null,1176,null,30385,null,4240,null,54472,null,2928,null,58879,null,1909,null,30784,null,1579,null,0400000US50,Vermont,50
59562,null,589,null,33089,null,2000,null,63557,null,956,null,71846,null,927,null,36561,null,935,null,0400000US51,Virginia,51
55591,null,501,null,30007,null,1491,null,60273,null,745,null,67355,null,1050,null,36908,null,774,null,0400000US53,Washington,53
37060,null,760,null,15883,null,2079,null,42975,null,1243,null,45481,null,1388,null,25795,null,723,null,0400000US54,West Virginia,54
50578,null,364,null,27715,null,1313,null,56425,null,816,null,62000,null,610,null,30184,null,588,null,0400000US55,Wisconsin,55
51731,null,1322,null,33209,null,4434,null,56109,null,3428,null,63552,null,3163,null,32280,null,2583,null,0400000US56,Wyoming,56
17741,null,390,null,7066,null,1038,null,22662,null,638,null,20208,null,712,null,13039,null,356,null,0400000US72,Puerto Rico,72
