B15002I_001E,B15002I_001EA,B15002I_001M,B15002I_001MA,B15002I_002E,B15002I_002EA,B15002I_002M,B15002I_002MA,B15002I_003E,B15002I_003EA,B15002I_003M,B15002I_003MA,B15002I_004E,B15002I_004EA,B15002I_004M,B15002I_004MA,B15002I_005E,B15002I_005EA,B15002I_005M,B15002I_005MA,B15002I_006E,B15002I_006EA,B15002I_006M,B15002I_006MA,B15002I_007E,B15002I_007EA,B15002I_007M,B15002I_007MA,B15002I_008E,B15002I_008EA,B15002I_008M,B15002I_008MA,B15002I_009E,B15002I_009EA,B15002I_009M,B15002I_009MA,B15002I_010E,B15002I_010EA,B15002I_010M,B15002I_010MA,B15002I_011E,B15002I_011EA,B15002I_011M,B15002I_011MA,B15002I_012E,B15002I_012EA,B15002I_012M,B15002I_012MA,B15002I_013E,B15002I_013EA,B15002I_013M,B15002I_013MA,B15002I_014E,B15002I_014EA,B15002I_014M,B15002I_014MA,B15002I_015E,B15002I_015EA,B15002I_015M,B15002I_015MA,B15002I_016E,B15002I_016EA,B15002I_016M,B15002I_016MA,B15002I_017E,B15002I_017EA,B15002I_017M,B15002I_017MA,GEO_ID,NAME,state
1025469,null,2271,null,552551,null,1860,null,148060,null,5873,null,80828,null,5264,null,178428,null,7047,null,68089,null,4584,null,20733,null,2699,null,41297,null,4130,null,15116,null,2097,null,472918,null,1509,null,126041,null,5627,null,64677,null,4882,null,136877,null,5605,null,66431,null,4180,null,25173,null,2646,null,37352,null,3382,null,16367,null,2115,null,0400000US17,Illinois,17
162023,null,2643,null,90618,null,2300,null,21106,null,2294,null,15339,null,2031,null,27303,null,2510,null,13110,null,1932,null,3741,null,1076,null,6760,null,1420,null,3259,null,919,null,71405,null,1651,null,14956,null,1866,null,10887,null,1687,null,21220,null,2314,null,10636,null,1618,null,4370,null,972,null,6820,null,1287,null,2516,null,828,null,0400000US18,Indiana,18
58899,null,2032,null,32189,null,1704,null,9106,null,1830,null,7058,null,1396,null,8558,null,1514,null,3121,null,810,null,1260,null,580,null,1693,null,597,null,1393,null,595,null,26710,null,1403,null,6292,null,1114,null,4479,null,936,null,7669,null,1358,null,3172,null,825,null,1555,null,733,null,2340,null,811,null,1203,null,444,null,0400000US19,Iowa,19
121382,null,1911,null,65457,null,1557,null,16165,null,1872,null,12108,null,2171,null,18725,null,2154,null,8727,null,1281,null,2907,null,821,null,5080,null,1305,null,1745,null,638,null,55925,null,1547,null,12105,null,1735,null,9022,null,1488,null,18124,null,2007,null,7984,null,1313,null,2797,null,932,null,4193,null,896,null,1700,null,543,null,0400000US20,Kansas,20
43879,null,1907,null,25846,null,1741,null,6376,null,1457,null,3035,null,874,null,8966,null,1367,null,2204,null,682,null,1092,null,607,null,2369,null,834,null,1804,null,726,null,18033,null,1600,null,3668,null,1041,null,2520,null,702,null,4607,null,1197,null,3061,null,860,null,1265,null,511,null,1870,null,702,null,1042,null,475,null,0400000US21,Kentucky,21
79790,null,2233,null,41523,null,2070,null,6507,null,1486,null,6036,null,1565,null,11919,null,1782,null,7674,null,1601,null,1522,null,641,null,6260,null,1576,null,1605,null,577,null,38267,null,1487,null,4797,null,1041,null,5376,null,1410,null,10518,null,1351,null,6601,null,1140,null,1954,null,740,null,6964,null,1722,null,2057,null,621,null,0400000US22,Louisiana,22
7224,null,871,null,3201,null,753,null,328,null,176,null,329,null,256,null,859,null,362,null,829,null,544,null,200,null,190,null,412,null,255,null,244,null,215,null,4023,null,833,null,348,null,242,null,1011,null,681,null,842,null,303,null,1009,null,431,null,134,null,129,null,290,null,227,null,389,null,273,null,0400000US23,Maine,23
201109,null,1374,null,105786,null,1192,null,27347,null,2869,null,13521,null,2304,null,27781,null,2692,null,13810,null,1724,null,4067,null,1077,null,11753,null,1740,null,7507,null,1236,null,95323,null,1084,null,21622,null,2297,null,10477,null,1350,null,21884,null,2552,null,13071,null,1914,null,5657,null,1458,null,13963,null,1883,null,8649,null,1450,null,0400000US24,Maryland,24
285973,null,994,null,139106,null,1018,null,26187,null,2636,null,24605,null,3420,null,48293,null,4402,null,16754,null,2694,null,5297,null,1423,null,10535,null,2144,null,7435,null,1299,null,146867,null,714,null,27278,null,2258,null,20267,null,2799,null,45584,null,3275,null,22407,null,2492,null,7462,null,1438,null,13822,null,1877,null,10047,null,1550,null,0400000US25,Massachusetts,25
209578,null,2247,null,111354,null,2064,null,22896,null,2703,null,19792,null,2289,null,33852,null,2796,null,16063,null,2065,null,5273,null,1158,null,8152,null,1697,null,5326,null,1097,null,98224,null,1713,null,16450,null,1995,null,14618,null,1759,null,27842,null,2939,null,18836,null,2332,null,5222,null,1137,null,9799,null,1533,null,5457,null,1097,null,0400000US26,Michigan,26
104400,null,2049,null,58853,null,1832,null,14281,null,2012,null,9530,null,2199,null,14919,null,2035,null,7740,null,1443,null,3000,null,919,null,5937,null,1446,null,3446,null,914,null,45547,null,1330,null,10569,null,1402,null,6267,null,1258,null,12657,null,1628,null,5967,null,1192,null,1616,null,594,null,6540,null,1233,null,1931,null,642,null,0400000US27,Minnesota,27
27719,null,2598,null,15330,null,2119,null,4979,null,1548,null,2315,null,847,null,4543,null,1116,null,1949,null,672,null,642,null,447,null,677,null,317,null,225,null,208,null,12389,null,1348,null,2615,null,864,null,1997,null,682,null,2399,null,925,null,2461,null,906,null,1265,null,606,null,1001,null,494,null,651,null,385,null,0400000US28,Mississippi,28
88366,null,1852,null,45326,null,1444,null,9528,null,1650,null,6523,null,1152,null,15054,null,1745,null,6759,null,1397,null,1873,null,660,null,3246,null,832,null,2343,null,750,null,43040,null,1669,null,7460,null,1369,null,5303,null,1135,null,13241,null,1742,null,7232,null,1365,null,2464,null,813,null,4381,null,1106,null,2959,null,945,null,0400000US29,Missouri,29
10992,null,1269,null,5914,null,1085,null,518,null,337,null,898,null,437,null,2367,null,733,null,1074,null,618,null,453,null,311,null,296,null,215,null,308,null,218,null,5078,null,952,null,110,null,127,null,477,null,332,null,1723,null,688,null,1729,null,645,null,448,null,354,null,324,null,213,null,267,null,223,null,0400000US30,Montana,30
64450,null,1877,null,34976,null,1313,null,10809,null,1548,null,5935,null,1282,null,8450,null,1504,null,5462,null,1196,null,1223,null,671,null,2240,null,699,null,857,null,549,null,29474,null,1140,null,7686,null,1264,null,6323,null,1142,null,7030,null,1199,null,4320,null,1109,null,1505,null,670,null,1845,null,597,null,765,null,460,null,0400000US31,Nebraska,31
335893,null,1809,null,180710,null,1344,null,45633,null,3257,null,32618,null,3359,null,55309,null,3530,null,24210,null,2301,null,6597,null,1677,null,10918,null,2037,null,5425,null,1636,null,155183,null,1093,null,38883,null,3342,null,26289,null,2460,null,45613,null,2828,null,24609,null,2751,null,6228,null,1322,null,10318,null,1595,null,3243,null,933,null,0400000US32,Nevada,32
17624,null,766,null,8904,null,558,null,916,null,644,null,636,null,322,null,3627,null,852,null,1074,null,517,null,309,null,264,null,1853,null,780,null,489,null,275,null,8720,null,685,null,618,null,401,null,1228,null,559,null,2150,null,868,null,1764,null,751,null,620,null,426,null,1534,null,827,null,806,null,419,null,0400000US33,New Hampshire,33
828156,null,1113,null,418973,null,1064,null,76294,null,4954,null,51004,null,3852,null,160309,null,7023,null,56804,null,4561,null,17364,null,2478,null,38966,null,3463,null,18232,null,2498,null,409183,null,1065,null,68823,null,4135,null,47659,null,3890,null,136216,null,5564,null,62100,null,3623,null,24451,null,2666,null,50845,null,4483,null,19089,null,2149,null,0400000US34,New Jersey,34
506388,null,2382,null,248918,null,1616,null,39762,null,3551,null,34802,null,3282,null,83663,null,4555,null,44402,null,3412,null,15142,null,2318,null,20247,null,2429,null,10900,null,1883,null,257470,null,1546,null,38896,null,3141,null,36622,null,3132,null,83180,null,4123,null,51718,null,3452,null,14500,null,2091,null,22135,null,2299,null,10419,null,1187,null,0400000US35,New Mexico,35
1888071,null,2111,null,916809,null,1889,null,190089,null,7732,null,143359,null,6650,null,291315,null,10000,null,116583,null,6127,null,47317,null,3948,null,86832,null,5335,null,41314,null,3484,null,971262,null,1536,null,202045,null,6435,null,145266,null,6382,null,258053,null,8275,null,134613,null,5959,null,70153,null,4769,null,108734,null,5228,null,52398,null,3902,null,0400000US36,New York,36
324968,null,3798,null,191577,null,3790,null,63024,null,4086,null,33789,null,3520,null,51732,null,3282,null,17448,null,2303,null,6484,null,1523,null,12964,null,2375,null,6136,null,1387,null,133391,null,2869,null,35926,null,3278,null,20641,null,2510,null,31176,null,2902,null,21363,null,2512,null,5889,null,1253,null,13267,null,1776,null,5129,null,1296,null,0400000US37,North Carolina,37
4112,null,913,null,2182,null,663,null,321,null,292,null,507,null,359,null,305,null,363,null,368,null,243,null,247,null,260,null,340,null,268,null,94,null,157,null,1930,null,737,null,147,null,176,null,333,null,335,null,353,null,389,null,680,null,476,null,74,null,72,null,343,null,292,null,0,null,203,null,0400000US38,North Dakota,38
148729,null,3037,null,77927,null,2357,null,13432,null,1913,null,13808,null,1900,null,26492,null,2569,null,8908,null,1355,null,4480,null,1142,null,6591,null,1247,null,4216,null,1014,null,70802,null,1875,null,11137,null,1441,null,9585,null,1386,null,19026,null,1596,null,12515,null,1680,null,5439,null,1165,null,7810,null,1331,null,5290,null,1010,null,0400000US39,Ohio,39
127716,null,2009,null,69861,null,1795,null,21357,null,2189,null,11311,null,1788,null,20141,null,1883,null,8840,null,1719,null,2343,null,950,null,4033,null,1027,null,1836,null,773,null,57855,null,1115,null,15596,null,1739,null,9960,null,1283,null,16225,null,2005,null,8811,null,1432,null,2397,null,759,null,3045,null,754,null,1821,null,595,null,0400000US40,Oklahoma,40
202695,null,2080,null,113474,null,1900,null,38099,null,2920,null,19182,null,2364,null,28824,null,3209,null,12180,null,1951,null,3555,null,1192,null,8415,null,1545,null,3219,null,724,null,89221,null,1468,null,27787,null,2736,null,12728,null,1773,null,22416,null,2555,null,12646,null,1949,null,3769,null,1062,null,6396,null,1259,null,3479,null,936,null,0400000US41,Oregon,41
281636,null,2050,null,142824,null,2034,null,23739,null,2637,null,28804,null,2647,null,46331,null,3822,null,17987,null,2227,null,8047,null,1973,null,11285,null,1808,null,6631,null,1269,null,138812,null,1632,null,24740,null,2671,null,25311,null,2643,null,41566,null,3104,null,20624,null,2183,null,8005,null,1636,null,11622,null,1548,null,6944,null,1179,null,0400000US42,Pennsylvania,42
62478,null,875,null,30432,null,693,null,7585,null,1770,null,5787,null,1461,null,8677,null,1716,null,3286,null,1166,null,1539,null,692,null,2221,null,949,null,1337,null,634,null,32046,null,822,null,8287,null,1562,null,3179,null,1051,null,10029,null,1687,null,4421,null,1165,null,1941,null,788,null,2835,null,929,null,1354,null,691,null,0400000US44,Rhode Island,44
86290,null,1464,null,50079,null,1424,null,14829,null,2156,null,7401,null,1583,null,14344,null,1908,null,5799,null,1415,null,1513,null,654,null,4522,null,1245,null,1671,null,624,null,36211,null,1402,null,6299,null,1083,null,5151,null,874,null,10400,null,1219,null,5471,null,1125,null,2283,null,741,null,4620,null,943,null,1987,null,722,null,0400000US45,South Carolina,45
7284,null,1062,null,3373,null,562,null,632,null,318,null,883,null,448,null,1000,null,408,null,515,null,259,null,177,null,206,null,166,null,218,null,0,null,221,null,3911,null,902,null,580,null,367,null,685,null,459,null,778,null,429,null,516,null,211,null,500,null,391,null,767,null,534,null,85,null,75,null,0400000US46,South Dakota,46
106289,null,2981,null,62809,null,2530,null,24266,null,2599,null,9611,null,1672,null,15855,null,2525,null,5654,null,1530,null,2165,null,937,null,3107,null,830,null,2151,null,713,null,43480,null,2098,null,10413,null,1771,null,5529,null,1183,null,13019,null,1666,null,5831,null,1205,null,1860,null,676,null,4920,null,1191,null,1908,null,711,null,0400000US47,Tennessee,47
4627778,null,4168,null,2360388,null,3868,null,630318,null,13357,null,421856,null,13315,null,641678,null,13503,null,320855,null,10796,null,103341,null,6035,null,175174,null,7259,null,67166,null,4137,null,2267390,null,3104,null,602079,null,11372,null,352778,null,8848,null,617395,null,12316,null,339294,null,8641,null,105618,null,5792,null,175178,null,6329,null,75048,null,4383,null,0400000US48,Texas,48
150352,null,1447,null,80992,null,1260,null,15661,null,2573,null,14014,null,2413,null,26168,null,3266,null,13996,null,2091,null,3730,null,947,null,5672,null,1195,null,1751,null,549,null,69360,null,961,null,15889,null,1824,null,11192,null,1766,null,19823,null,1886,null,10115,null,1355,null,3703,null,874,null,6724,null,1272,null,1914,null,570,null,0400000US49,Utah,49
3908,null,708,null,1882,null,506,null,93,null,91,null,77,null,76,null,580,null,303,null,323,null,312,null,163,null,195,null,288,null,192,null,358,null,271,null,2026,null,606,null,250,null,216,null,66,null,96,null,458,null,289,null,493,null,369,null,154,null,155,null,140,null,149,null,465,null,280,null,0400000US50,Vermont,50
277240,null,3573,null,147755,null,3014,null,30294,null,3184,null,20226,null,2605,null,39079,null,3043,null,21969,null,2232,null,5404,null,1304,null,18713,null,2182,null,12070,null,2327,null,129485,null,2028,null,24219,null,2894,null,12486,null,1880,null,32643,null,3278,null,21523,null,2354,null,6853,null,1436,null,22010,null,2297,null,9751,null,1696,null,0400000US51,Virginia,51
302074,null,2156,null,163587,null,1759,null,47066,null,3547,null,23761,null,2964,null,39204,null,3234,null,23671,null,2353,null,9097,null,1649,null,12950,null,1754,null,7838,null,1626,null,138487,null,1427,null,35441,null,2598,null,18162,null,2093,null,33820,null,2623,null,21955,null,2169,null,11241,null,2110,null,12297,null,1848,null,5571,null,1138,null,0400000US53,Washington,53
9117,null,1377,null,4597,null,899,null,804,null,493,null,1067,null,424,null,1040,null,413,null,843,null,430,null,346,null,215,null,260,null,201,null,237,null,208,null,4520,null,1101,null,477,null,337,null,184,null,222,null,1979,null,702,null,1081,null,481,null,487,null,481,null,154,null,167,null,158,null,161,null,0400000US54,West Virginia,54
134508,null,1974,null,72771,null,1430,null,17034,null,2176,null,13394,null,1703,null,23796,null,2401,null,9579,null,1455,null,2823,null,929,null,4123,null,1011,null,2022,null,710,null,61737,null,1334,null,12147,null,1512,null,9178,null,1458,null,19006,null,2063,null,9294,null,1326,null,3116,null,1082,null,5687,null,1262,null,3309,null,841,null,0400000US55,Wisconsin,55
18769,null,1668,null,10048,null,1454,null,1312,null,662,null,1155,null,535,null,2890,null,849,null,2038,null,613,null,847,null,599,null,1552,null,1071,null,254,null,196,null,8721,null,841,null,1158,null,542,null,1007,null,509,null,2876,null,627,null,2131,null,581,null,602,null,394,null,405,null,252,null,542,null,241,null,0400000US56,Wyoming,56
2502039,null,3990,null,1158496,null,2721,null,271068,null,7594,null,144331,null,6549,null,324866,null,7701,null,131408,null,5478,null,85218,null,4225,null,142857,null,4557,null,58748,null,2791,null,1343543,null,2701,null,299640,null,7852,null,130421,null,5680,null,317232,null,7586,null,148807,null,5307,null,121156,null,5299,null,248032,null,7161,null,78255,null,3911,null,0400000US72,Puerto Rico,72
