B19202A_001E,B19202A_001EA,B19202A_001M,B19202A_001MA,GEO_ID,NAME,state
25000,null,637,null,0400000US01,Alabama,01
44964,null,3077,null,0400000US02,Alaska,02
33875,null,783,null,0400000US04,Arizona,04
22213,null,774,null,0400000US05,Arkansas,05
41810,null,361,null,0400000US06,California,06
36293,null,706,null,0400000US08,Colorado,08
40528,null,886,null,0400000US09,Connecticut,09
34329,null,2444,null,0400000US10,Delaware,10
73980,null,5854,null,0400000US11,District of Columbia,11
31821,null,337,null,0400000US12,Florida,12
33974,null,790,null,0400000US13,Georgia,13
47111,null,3328,null,0400000US15,Hawaii,15
28455,null,1234,null,0400000US16,Idaho,16
34726,null,687,null,0400000US17,Illinois,17
29102,null,596,null,0400000US18,Indiana,18
26652,null,571,null,0400000US19,Iowa,19
27785,null,894,null,0400000US20,Kansas,20
23658,null,787,null,0400000US21,Kentucky,21
27182,null,981,null,0400000US22,Louisiana,22
26335,null,959,null,0400000US23,Maine,23
43939,null,1550,null,0400000US24,Maryland,24
38193,null,979,null,0400000US25,Massachusetts,25
29877,null,404,null,0400000US26,Michigan,26
33461,null,777,null,0400000US27,Minnesota,27
24619,null,1174,null,0400000US28,Mississippi,28
27017,null,521,null,0400000US29,Missouri,29
25631,null,1472,null,0400000US30,Montana,30
28118,null,981,null,0400000US31,Nebraska,31
39995,null,1032,null,0400000US32,Nevada,32
35476,null,1309,null,0400000US33,New Hampshire,33
40179,null,761,null,0400000US34,New Jersey,34
28954,null,1206,null,0400000US35,New Mexico,35
36522,null,520,null,0400000US36,New York,36
29174,null,595,null,0400000US37,North Carolina,37
24412,null,972,null,0400000US38,North Dakota,38
28593,null,476,null,0400000US39,Ohio,39
25594,null,701,null,0400000US40,Oklahoma,40
30655,null,748,null,0400000US41,Oregon,41
27966,null,474,null,0400000US42,Pennsylvania,42
31705,null,993,null,0400000US44,Rhode Island,44
29875,null,772,null,0400000US45,South Carolina,45
25694,null,956,null,0400000US46,South Dakota,46
26776,null,510,null,0400000US47,Tennessee,47
32401,null,349,null,0400000US48,Texas,48
32965,null,1511,null,0400000US49,Utah,49
30267,null,1054,null,0400000US50,Vermont,50
40152,null,852,null,0400000US51,Virginia,51
36528,null,572,null,0400000US53,Washington,53
20120,null,705,null,0400000US54,West Virginia,54
30364,null,379,null,0400000US55,Wisconsin,55
30228,null,2030,null,0400000US56,Wyoming,56
9478,null,282,null,0400000US72,Puerto Rico,72
