B18021_001E,B18021_001EA,B18021_001M,B18021_001MA,B18021_002E,B18021_002EA,B18021_002M,B18021_002MA,B18021_003E,B18021_003EA,B18021_003M,B18021_003MA,B18021_004E,B18021_004EA,B18021_004M,B18021_004MA,B18021_005E,B18021_005EA,B18021_005M,B18021_005MA,B18021_006E,B18021_006EA,B18021_006M,B18021_006MA,B18021_007E,B18021_007EA,B18021_007M,B18021_007MA,B18021_008E,B18021_008EA,B18021_008M,B18021_008MA,B18021_009E,B18021_009EA,B18021_009M,B18021_009MA,B18021_010E,B18021_010EA,B18021_010M,B18021_010MA,B18021_011E,B18021_011EA,B18021_011M,B18021_011MA,B18021_012E,B18021_012EA,B18021_012M,B18021_012MA,B18021_013E,B18021_013EA,B18021_013M,B18021_013MA,B18021_014E,B18021_014EA,B18021_014M,B18021_014MA,B18021_015E,B18021_015EA,B18021_015M,B18021_015MA,B18021_016E,B18021_016EA,B18021_016M,B18021_016MA,B18021_017E,B18021_017EA,B18021_017M,B18021_017MA,B18021_018E,B18021_018EA,B18021_018M,B18021_018MA,B18021_019E,B18021_019EA,B18021_019M,B18021_019MA,B18021_020E,B18021_020EA,B18021_020M,B18021_020MA,B18021_021E,B18021_021EA,B18021_021M,B18021_021MA,B18021_022E,B18021_022EA,B18021_022M,B18021_022MA,B18021_023E,B18021_023EA,B18021_023M,B18021_023MA,B18021_024E,B18021_024EA,B18021_024M,B18021_024MA,B18021_025E,B18021_025EA,B18021_025M,B18021_025MA,B18021_026E,B18021_026EA,B18021_026M,B18021_026MA,B18021_027E,B18021_027EA,B18021_027M,B18021_027MA,B18021_028E,B18021_028EA,B18021_028M,B18021_028MA,B18021_029E,B18021_029EA,B18021_029M,B18021_029MA,B18021_030E,B18021_030EA,B18021_030M,B18021_030MA,B18021_031E,B18021_031EA,B18021_031M,B18021_031MA,GEO_ID,NAME,state
6197084,null,6330,null,168114,null,8264,null,88006,null,5324,null,18842,null,2847,null,9585,null,2053,null,9257,null,1891,null,69164,null,4346,null,29525,null,2891,null,39639,null,3178,null,80108,null,5788,null,15471,null,2647,null,6358,null,1781,null,9113,null,1682,null,64637,null,4649,null,20896,null,2686,null,43741,null,3273,null,6028970,null,10128,null,2931799,null,8425,null,1199654,null,8286,null,826565,null,8627,null,373089,null,9003,null,1732145,null,7641,null,1410398,null,11308,null,321747,null,8716,null,3097171,null,8326,null,1227199,null,6741,null,730589,null,10281,null,496610,null,10406,null,1869972,null,6377,null,1245646,null,10921,null,624326,null,11667,null,0400000US13,Georgia,13
804033,null,3163,null,20709,null,2780,null,12431,null,1720,null,3044,null,958,null,1852,null,836,null,1192,null,504,null,9387,null,1399,null,5091,null,1304,null,4296,null,900,null,8278,null,1666,null,1738,null,831,null,601,null,479,null,1137,null,645,null,6540,null,1370,null,2821,null,799,null,3719,null,1032,null,783324,null,4418,null,385785,null,3584,null,150781,null,3043,null,104525,null,3458,null,46256,null,3021,null,235004,null,2221,null,191320,null,3243,null,43684,null,2725,null,397539,null,2110,null,148163,null,1840,null,90805,null,3432,null,57358,null,3406,null,249376,null,1631,null,181137,null,3367,null,68239,null,3118,null,0400000US15,Hawaii,15
945567,null,3152,null,30597,null,2444,null,18979,null,1868,null,4173,null,1173,null,2633,null,1083,null,1540,null,580,null,14806,null,1406,null,8480,null,1123,null,6326,null,1006,null,11618,null,1677,null,3155,null,882,null,1991,null,657,null,1164,null,594,null,8463,null,1336,null,3863,null,1011,null,4600,null,976,null,914970,null,4049,null,455331,null,3286,null,194120,null,2746,null,150087,null,2967,null,44033,null,2987,null,261211,null,2113,null,218298,null,3241,null,42913,null,3115,null,459639,null,2814,null,188612,null,2239,null,118157,null,3619,null,70455,null,3391,null,271027,null,1854,null,185881,null,3575,null,85146,null,3534,null,0400000US16,Idaho,16
8371247,null,6306,null,176566,null,7555,null,99600,null,5938,null,19547,null,2622,null,10962,null,1907,null,8585,null,1904,null,80053,null,4596,null,42014,null,3030,null,38039,null,3187,null,76966,null,4629,null,16453,null,2178,null,6664,null,1138,null,9789,null,1699,null,60513,null,3745,null,23965,null,2067,null,36548,null,3023,null,8194681,null,9060,null,4060251,null,6924,null,1692711,null,6204,null,1168024,null,9635,null,524687,null,9076,null,2367540,null,6263,null,1944933,null,10852,null,422607,null,9368,null,4134430,null,6041,null,1653150,null,4408,null,1037267,null,9891,null,615883,null,10720,null,2481280,null,5170,null,1717698,null,12405,null,763582,null,11877,null,0400000US17,Illinois,17
4096381,null,4067,null,119105,null,5447,null,69738,null,3955,null,11799,null,1752,null,8367,null,1567,null,3432,null,935,null,57939,null,3424,null,30301,null,2385,null,27638,null,2367,null,49367,null,3177,null,10344,null,1909,null,4590,null,1200,null,5754,null,1411,null,39023,null,2542,null,15359,null,1617,null,23664,null,2454,null,3977276,null,6632,null,1962255,null,5357,null,797219,null,3985,null,558554,null,7602,null,238665,null,7431,null,1165036,null,4218,null,958009,null,6246,null,207027,null,5389,null,2015021,null,4464,null,790192,null,3272,null,485946,null,6766,null,304246,null,6080,null,1224829,null,3679,null,849628,null,9135,null,375201,null,8246,null,0400000US18,Indiana,18
1906124,null,3017,null,50558,null,3795,null,29591,null,2623,null,6002,null,1241,null,4465,null,1152,null,1537,null,582,null,23589,null,2092,null,14511,null,1714,null,9078,null,1373,null,20967,null,2146,null,5226,null,1075,null,2260,null,697,null,2966,null,791,null,15741,null,1833,null,8090,null,1304,null,7651,null,1289,null,1855566,null,4904,null,926289,null,3889,null,371645,null,2782,null,284994,null,4936,null,86651,null,4477,null,554644,null,3423,null,473566,null,4811,null,81078,null,3735,null,929277,null,3314,null,364430,null,2838,null,260061,null,3892,null,104369,null,3786,null,564847,null,2769,null,427375,null,4189,null,137472,null,4029,null,0400000US19,Iowa,19
1772004,null,4069,null,50658,null,3374,null,29935,null,2402,null,5774,null,1179,null,3521,null,915,null,2253,null,665,null,24161,null,2168,null,14185,null,1659,null,9976,null,1592,null,20723,null,2488,null,5564,null,1275,null,2831,null,1020,null,2733,null,885,null,15159,null,1897,null,6820,null,1315,null,8339,null,1272,null,1721346,null,5350,null,855525,null,4055,null,355330,null,3574,null,261592,null,4934,null,93738,null,4709,null,500195,null,3548,null,426602,null,4632,null,73593,null,3716,null,865821,null,4157,null,343574,null,3312,null,232996,null,5519,null,110578,null,5176,null,522247,null,3042,null,385669,null,4453,null,136578,null,3933,null,0400000US20,Kansas,20
2758808,null,4362,null,122778,null,5900,null,69191,null,4226,null,11836,null,2237,null,6023,null,1707,null,5813,null,1302,null,57355,null,3609,null,22979,null,2598,null,34376,null,2872,null,53587,null,3624,null,11410,null,1947,null,5535,null,1388,null,5875,null,1525,null,42177,null,2911,null,12501,null,1770,null,29676,null,2575,null,2636030,null,6846,null,1281141,null,5560,null,513815,null,4143,null,349900,null,6113,null,163915,null,6968,null,767326,null,4872,null,584897,null,6804,null,182429,null,5443,null,1354889,null,5397,null,522388,null,3463,null,321315,null,6654,null,201073,null,6716,null,832501,null,4146,null,534678,null,7449,null,297823,null,6716,null,0400000US21,Kentucky,21
2748761,null,4585,null,102877,null,4921,null,57333,null,3644,null,10692,null,1785,null,4509,null,1025,null,6183,null,1646,null,46641,null,3277,null,22741,null,2216,null,23900,null,2111,null,45544,null,3178,null,10237,null,1734,null,3435,null,1083,null,6802,null,1419,null,35307,null,2577,null,11094,null,1792,null,24213,null,2079,null,2645884,null,6595,null,1265774,null,5554,null,533177,null,4929,null,360644,null,7118,null,172533,null,6501,null,732597,null,4348,null,571416,null,7046,null,161181,null,5857,null,1380110,null,4593,null,563848,null,4093,null,325320,null,7486,null,238528,null,7702,null,816262,null,4363,null,518014,null,7645,null,298248,null,7471,null,0400000US22,Louisiana,22
873828,null,2046,null,33227,null,2593,null,21007,null,1818,null,3558,null,942,null,2374,null,739,null,1184,null,514,null,17449,null,1602,null,8981,null,1415,null,8468,null,1179,null,12220,null,1614,null,2594,null,796,null,942,null,423,null,1652,null,699,null,9626,null,1322,null,4140,null,840,null,5486,null,1070,null,840601,null,3297,null,407995,null,2296,null,143713,null,1682,null,100774,null,2797,null,42939,null,2258,null,264282,null,1948,null,214110,null,2814,null,50172,null,2693,null,432606,null,2236,null,146082,null,1517,null,96393,null,2616,null,49689,null,2297,null,286524,null,2035,null,204404,null,3800,null,82120,null,3427,null,0400000US23,Maine,23
3690245,null,4545,null,86671,null,5004,null,48738,null,3622,null,9542,null,2010,null,5354,null,1631,null,4188,null,1173,null,39196,null,3435,null,21673,null,2673,null,17523,null,2028,null,37933,null,3173,null,8523,null,1913,null,4535,null,1294,null,3988,null,1112,null,29410,null,2885,null,14101,null,2168,null,15309,null,1952,null,3603574,null,6734,null,1723854,null,5202,null,672077,null,4245,null,475939,null,6852,null,196138,null,6694,null,1051777,null,4824,null,884570,null,6234,null,167207,null,5607,null,1879720,null,4929,null,699893,null,4134,null,457448,null,6555,null,242445,null,6613,null,1179827,null,4334,null,865865,null,8079,null,313962,null,8023,null,0400000US24,Maryland,24
4294205,null,3939,null,99899,null,6665,null,56784,null,4479,null,11671,null,1970,null,6355,null,1487,null,5316,null,1207,null,45113,null,3946,null,21513,null,2478,null,23600,null,3037,null,43115,null,3867,null,8258,null,1757,null,3520,null,1007,null,4738,null,1410,null,34857,null,3565,null,14091,null,2037,null,20766,null,2875,null,4194306,null,7497,null,2047475,null,5322,null,792862,null,4424,null,542214,null,8203,null,250648,null,8214,null,1254613,null,4671,null,1035920,null,7237,null,218693,null,7396,null,2146831,null,5375,null,802860,null,3825,null,533280,null,7619,null,269580,null,6958,null,1343971,null,3984,null,982418,null,8478,null,361553,null,7854,null,0400000US25,Massachusetts,25
6567092,null,5345,null,178469,null,6679,null,104407,null,5162,null,19228,null,2387,null,8769,null,1637,null,10459,null,1828,null,85179,null,4358,null,37619,null,2914,null,47560,null,3146,null,74062,null,4398,null,13850,null,1782,null,6127,null,1183,null,7723,null,1466,null,60212,null,3653,null,20899,null,2004,null,39313,null,2743,null,6388623,null,8377,null,3142281,null,6705,null,1230710,null,5002,null,797887,null,9213,null,432823,null,7656,null,1911571,null,5282,null,1444266,null,8816,null,467305,null,8326,null,3246342,null,5801,null,1231725,null,4474,null,754526,null,7263,null,477199,null,7745,null,2014617,null,4317,null,1314395,null,10070,null,700222,null,9543,null,0400000US26,Michigan,26
3425883,null,4050,null,76487,null,3627,null,46065,null,3044,null,8634,null,1440,null,5716,null,1140,null,2918,null,697,null,37431,null,2573,null,21137,null,1729,null,16294,null,1818,null,30422,null,2590,null,8188,null,1321,null,5123,null,1175,null,3065,null,845,null,22234,null,2038,null,10792,null,1471,null,11442,null,1458,null,3349396,null,5740,null,1680138,null,4626,null,665187,null,3256,null,502881,null,4117,null,162306,null,4254,null,1014951,null,3746,null,858247,null,5809,null,156704,null,5509,null,1669258,null,3999,null,642195,null,3160,null,461546,null,5066,null,180649,null,5611,null,1027063,null,2757,null,783697,null,6331,null,243366,null,6105,null,0400000US27,Minnesota,27
1837322,null,4813,null,81007,null,4583,null,47199,null,3375,null,8239,null,1668,null,3943,null,1112,null,4296,null,1191,null,38960,null,2939,null,17919,null,2467,null,21041,null,2052,null,33808,null,2703,null,5859,null,1205,null,2007,null,800,null,3852,null,1048,null,27949,null,2626,null,8703,null,1546,null,19246,null,2316,null,1756315,null,6542,null,835664,null,5297,null,358907,null,4542,null,220957,null,5433,null,137950,null,5207,null,476757,null,4749,null,359922,null,6645,null,116835,null,5584,null,920651,null,3985,null,375506,null,3279,null,205827,null,5590,null,169679,null,5771,null,545145,null,3791,null,339240,null,7148,null,205905,null,6505,null,0400000US28,Mississippi,28
3768289,null,4384,null,121004,null,5184,null,72490,null,4714,null,12518,null,2181,null,6861,null,1764,null,5657,null,1152,null,59972,null,4061,null,29456,null,2798,null,30516,null,3134,null,48514,null,3158,null,8451,null,1338,null,3644,null,961,null,4807,null,1177,null,40063,null,2943,null,14184,null,1626,null,25879,null,2813,null,3647285,null,7150,null,1769552,null,6503,null,713043,null,4139,null,509098,null,6196,null,203945,null,6499,null,1056509,null,5752,null,849729,null,7818,null,206780,null,5908,null,1877733,null,4924,null,726241,null,3642,null,477496,null,6680,null,248745,null,6930,null,1151492,null,4128,null,807959,null,8024,null,343533,null,7208,null,0400000US29,Missouri,29
624378,null,2236,null,22045,null,2665,null,15096,null,2354,null,2268,null,963,null,1243,null,592,null,1025,null,685,null,12828,null,1833,null,6857,null,1170,null,5971,null,1240,null,6949,null,1200,null,1302,null,602,null,711,null,463,null,591,null,318,null,5647,null,1108,null,2383,null,624,null,3264,null,852,null,602333,null,3323,null,298297,null,2760,null,117812,null,1926,null,83910,null,3285,null,33902,null,2876,null,180485,null,2434,null,145917,null,3555,null,34568,null,2909,null,304036,null,1897,null,113943,null,1813,null,75229,null,2822,null,38714,null,2630,null,190093,null,1757,null,134922,null,2883,null,55171,null,2695,null,0400000US30,Montana,30
1126891,null,3088,null,29930,null,2505,null,18584,null,1928,null,3025,null,767,null,2336,null,743,null,689,null,436,null,15559,null,1656,null,9072,null,1080,null,6487,null,1118,null,11346,null,1491,null,2996,null,930,null,1951,null,848,null,1045,null,480,null,8350,null,1281,null,3830,null,835,null,4520,null,913,null,1096961,null,3845,null,545719,null,3253,null,228526,null,2639,null,176107,null,3534,null,52419,null,3370,null,317193,null,2661,null,276675,null,2752,null,40518,null,2324,null,551242,null,2466,null,221676,null,2103,null,159511,null,3283,null,62165,null,3177,null,329566,null,1854,null,251263,null,3369,null,78303,null,3095,null,0400000US31,Nebraska,31
1660603,null,3677,null,37515,null,4182,null,20328,null,2768,null,3291,null,1033,null,1888,null,741,null,1403,null,672,null,17037,null,2387,null,9256,null,2096,null,7781,null,1602,null,17187,null,2384,null,4583,null,1297,null,2351,null,902,null,2232,null,857,null,12604,null,1866,null,5234,null,1284,null,7370,null,1532,null,1623088,null,5501,null,823824,null,3747,null,329332,null,3094,null,251450,null,4043,null,77882,null,4564,null,494492,null,3219,null,404829,null,5081,null,89663,null,3942,null,799264,null,3748,null,309855,null,3259,null,191699,null,4608,null,118156,null,5347,null,489409,null,2617,null,331006,null,4817,null,158403,null,5101,null,0400000US32,Nevada,32
885785,null,2323,null,21074,null,1943,null,13202,null,1478,null,2663,null,838,null,1439,null,554,null,1224,null,596,null,10539,null,1320,null,5807,null,1067,null,4732,null,1038,null,7872,null,1318,null,1917,null,666,null,1453,null,622,null,464,null,264,null,5955,null,1071,null,3128,null,716,null,2827,null,787,null,864711,null,2841,null,424849,null,2272,null,151236,null,2135,null,109275,null,3069,null,41961,null,2828,null,273613,null,2101,null,235401,null,2776,null,38212,null,2348,null,439862,null,2110,null,152841,null,1731,null,103346,null,2740,null,49495,null,2430,null,287021,null,1653,null,212485,null,3903,null,74536,null,3942,null,0400000US33,New Hampshire,33
5668686,null,4460,null,105660,null,5192,null,57774,null,4203,null,12352,null,2255,null,6600,null,1618,null,5752,null,1460,null,45422,null,3481,null,21917,null,2324,null,23505,null,2357,null,47886,null,3418,null,9452,null,1700,null,4828,null,1203,null,4624,null,1377,null,38434,null,2965,null,14755,null,1652,null,23679,null,2466,null,5563026,null,6316,null,2742505,null,5757,null,1023555,null,4134,null,694967,null,7136,null,328588,null,7344,null,1718950,null,4694,null,1453884,null,8111,null,265066,null,7620,null,2820521,null,4390,null,998717,null,3355,null,608608,null,9668,null,390109,null,10459,null,1821804,null,3347,null,1265488,null,9913,null,556316,null,10681,null,0400000US34,New Jersey,34
1256644,null,3071,null,47435,null,3797,null,30374,null,2853,null,5849,null,1653,null,2933,null,1252,null,2916,null,1254,null,24525,null,2315,null,11461,null,1618,null,13064,null,1738,null,17061,null,2210,null,4256,null,1152,null,2031,null,722,null,2225,null,891,null,12805,null,1810,null,3790,null,874,null,9015,null,1628,null,1209209,null,4509,null,588187,null,3774,null,253275,null,3318,null,175426,null,4563,null,77849,null,4156,null,334912,null,3115,null,263349,null,4734,null,71563,null,4088,null,621022,null,3005,null,247769,null,2865,null,143722,null,4661,null,104047,null,4755,null,373253,null,3236,null,248137,null,5577,null,125116,null,4980,null,0400000US35,New Mexico,35
12711571,null,7498,null,270585,null,8090,null,149596,null,5960,null,28769,null,2932,null,14120,null,2181,null,14649,null,1962,null,120827,null,5313,null,59604,null,3523,null,61223,null,4022,null,120989,null,5715,null,25359,null,3088,null,10115,null,1842,null,15244,null,2376,null,95630,null,4646,null,35202,null,2630,null,60428,null,3819,null,12440986,null,11487,null,6055433,null,8627,null,2423465,null,6431,null,1557457,null,12525,null,866008,null,12611,null,3631968,null,6476,null,2930389,null,13997,null,701579,null,11715,null,6385553,null,7658,null,2454201,null,5829,null,1446822,null,13750,null,1007379,null,13380,null,3931352,null,5381,null,2678004,null,14991,null,1253348,null,14405,null,0400000US36,New York,36
5851250,null,7626,null,186106,null,7575,null,105715,null,5225,null,19829,null,2641,null,11312,null,2215,null,8517,null,1413,null,85886,null,4897,null,41562,null,3321,null,44324,null,3895,null,80391,null,5269,null,18222,null,2557,null,7258,null,1777,null,10964,null,2035,null,62169,null,4412,null,22384,null,2203,null,39785,null,3555,null,5665144,null,10292,null,2736940,null,8036,null,1077591,null,7400,null,751724,null,8437,null,325867,null,8418,null,1659349,null,7820,null,1343630,null,9463,null,315719,null,7237,null,2928204,null,8251,null,1114441,null,7674,null,675672,null,8454,null,438769,null,9487,null,1813763,null,6304,null,1223187,null,13357,null,590576,null,13103,null,0400000US37,North Carolina,37
413440,null,1786,null,9838,null,1382,null,7055,null,1089,null,1260,null,584,null,988,null,577,null,272,null,218,null,5795,null,949,null,3455,null,749,null,2340,null,632,null,2783,null,645,null,288,null,195,null,142,null,105,null,146,null,148,null,2495,null,666,null,1081,null,378,null,1414,null,563,null,403602,null,2406,null,204075,null,2065,null,88649,null,1748,null,65127,null,2135,null,23522,null,2041,null,115426,null,1402,null,101403,null,1959,null,14023,null,1360,null,199527,null,1520,null,82309,null,1411,null,59424,null,1908,null,22885,null,1729,null,117218,null,1170,null,92322,null,1824,null,24896,null,1814,null,0400000US38,North Dakota,38
7405751,null,5758,null,202666,null,6512,null,116350,null,5254,null,22948,null,2488,null,12833,null,2041,null,10115,null,1710,null,93402,null,4315,null,44284,null,3266,null,49118,null,3584,null,86316,null,3955,null,17463,null,2086,null,7297,null,1369,null,10166,null,1608,null,68853,null,3641,null,27621,null,2376,null,41232,null,2718,null,7203085,null,8270,null,3518667,null,6446,null,1377594,null,5058,null,943092,null,9333,null,434502,null,9092,null,2141073,null,5288,null,1710521,null,9094,null,430552,null,8721,null,3684418,null,5826,null,1400785,null,4496,null,898816,null,10228,null,501969,null,9816,null,2283633,null,5730,null,1582185,null,9761,null,701448,null,9120,null,0400000US39,Ohio,39
2272961,null,4865,null,97320,null,5851,null,56826,null,3823,null,10979,null,1647,null,5521,null,1165,null,5458,null,1065,null,45847,null,3271,null,23237,null,2208,null,22610,null,2442,null,40494,null,3178,null,8911,null,1363,null,5221,null,1263,null,3690,null,990,null,31583,null,2660,null,11601,null,1563,null,19982,null,2020,null,2175641,null,7167,null,1064241,null,5433,null,453277,null,4666,null,330579,null,5435,null,122698,null,4917,null,610964,null,4515,null,497554,null,5953,null,113410,null,4002,null,1111400,null,4491,null,445914,null,3618,null,272735,null,5910,null,173179,null,5030,null,665486,null,3813,null,443386,null,5700,null,222100,null,6017,null,0400000US40,Oklahoma,40
