B19082_001E,B19082_001EA,B19082_001M,B19082_001MA,B19082_002E,B19082_002EA,B19082_002M,B19082_002MA,B19082_003E,B19082_003EA,B19082_003M,B19082_003MA,B19082_004E,B19082_004EA,B19082_004M,B19082_004MA,B19082_005E,B19082_005EA,B19082_005M,B19082_005MA,B19082_006E,B19082_006EA,B19082_006M,B19082_006MA,GEO_ID,NAME,state
3.2,null,0.2,null,8.8,null,0.3,null,15.4,null,0.3,null,24.0,null,0.4,null,48.7,null,0.9,null,20.4,null,1.0,null,0400000US44,Rhode Island,44
3.4,null,0.2,null,9.0,null,0.1,null,15.0,null,0.2,null,23.4,null,0.3,null,49.2,null,0.5,null,21.3,null,0.6,null,0400000US45,South Carolina,45
4.2,null,0.2,null,10.0,null,0.3,null,15.8,null,0.3,null,23.4,null,0.4,null,46.6,null,0.8,null,19.6,null,0.9,null,0400000US46,South Dakota,46
3.4,null,0.1,null,8.8,null,0.2,null,14.7,null,0.2,null,22.5,null,0.2,null,50.7,null,0.4,null,23.3,null,0.6,null,0400000US47,Tennessee,47
3.3,null,0.2,null,8.6,null,0.0,null,14.4,null,0.0,null,22.8,null,0.2,null,50.9,null,0.3,null,22.7,null,0.3,null,0400000US48,Texas,48
4.6,null,0.2,null,10.6,null,0.2,null,16.0,null,0.2,null,23.1,null,0.3,null,45.7,null,0.6,null,19.4,null,0.7,null,0400000US49,Utah,49
4.1,null,0.2,null,9.9,null,0.3,null,15.7,null,0.4,null,23.3,null,0.4,null,46.9,null,0.9,null,19.8,null,1.0,null,0400000US50,Vermont,50
3.5,null,0.1,null,9.1,null,0.2,null,15.0,null,0.2,null,23.0,null,0.2,null,49.4,null,0.4,null,21.3,null,0.5,null,0400000US51,Virginia,51
3.8,null,0.2,null,9.5,null,0.2,null,15.4,null,0.2,null,23.2,null,0.2,null,48.2,null,0.4,null,21.0,null,0.5,null,0400000US53,Washington,53
3.5,null,0.2,null,8.8,null,0.2,null,15.1,null,0.3,null,24.0,null,0.4,null,48.6,null,0.7,null,20.2,null,0.9,null,0400000US54,West Virginia,54
4.1,null,0.1,null,9.9,null,0.2,null,15.9,null,0.2,null,23.4,null,0.2,null,46.8,null,0.4,null,20.1,null,0.4,null,0400000US55,Wisconsin,55
4.2,null,0.3,null,9.6,null,0.5,null,15.4,null,0.7,null,23.0,null,0.9,null,47.7,null,2.1,null,21.4,null,2.9,null,0400000US56,Wyoming,56
1.5,null,0.1,null,6.6,null,0.2,null,12.8,null,0.3,null,22.8,null,0.3,null,56.2,null,0.6,null,25.5,null,0.8,null,0400000US72,Puerto Rico,72
