C17009_001E,C17009_001EA,C17009_001M,C17009_001MA,C17009_002E,C17009_002EA,C17009_002M,C17009_002MA,C17009_003E,C17009_003EA,C17009_003M,C17009_003MA,C17009_004E,C17009_004EA,C17009_004M,C17009_004MA,C17009_005E,C17009_005EA,C17009_005M,C17009_005MA,C17009_006E,C17009_006EA,C17009_006M,C17009_006MA,C17009_007E,C17009_007EA,C17009_007M,C17009_007MA,C17009_008E,C17009_008EA,C17009_008M,C17009_008MA,C17009_009E,C17009_009EA,C17009_009M,C17009_009MA,GEO_ID,NAME,state
741775,null,14341,null,220929,null,9525,null,8669,null,1777,null,80696,null,6330,null,131564,null,5817,null,520846,null,10918,null,252976,null,9312,null,109904,null,6624,null,157966,null,5416,null,0400000US01,Alabama,01
125144,null,5357,null,23429,null,2662,null,714,null,408,null,13670,null,2044,null,9045,null,1509,null,101715,null,4457,null,44563,null,3402,null,41834,null,2967,null,15318,null,1598,null,0400000US02,Alaska,02
1180632,null,21178,null,262400,null,9825,null,15069,null,2681,null,99083,null,5975,null,148248,null,7251,null,918232,null,17163,null,492151,null,14756,null,219779,null,8160,null,206302,null,6813,null,0400000US04,Arizona,04
461376,null,10281,null,140466,null,6248,null,6206,null,1609,null,48976,null,4485,null,85284,null,4909,null,320910,null,9315,null,155645,null,7080,null,68952,null,4587,null,96313,null,4054,null,0400000US05,Arkansas,05
6342098,null,50984,null,1383968,null,25322,null,67415,null,5375,null,531735,null,14968,null,784818,null,16510,null,4958130,null,46138,null,2567170,null,34138,null,1299151,null,22163,null,1091809,null,14882,null,0400000US06,California,06
964744,null,16313,null,206822,null,9000,null,12021,null,2248,null,104588,null,6134,null,90213,null,4874,null,757922,null,14650,null,421124,null,10461,null,207125,null,8005,null,129673,null,5474,null,0400000US08,Colorado,08
606497,null,10606,null,103232,null,5756,null,3001,null,945,null,36375,null,3451,null,63856,null,4515,null,503265,null,9034,null,263725,null,8477,null,117904,null,7136,null,121636,null,4222,null,0400000US09,Connecticut,09
148488,null,6186,null,33057,null,3427,null,1038,null,513,null,12928,null,1985,null,19091,null,2368,null,115431,null,5352,null,59281,null,4272,null,27250,null,2579,null,28900,null,2109,null,0400000US10,Delaware,10
199328,null,5700,null,40658,null,3731,null,1246,null,718,null,15489,null,2159,null,23923,null,2565,null,158670,null,5472,null,95657,null,4882,null,40191,null,3183,null,22822,null,2002,null,0400000US11,District of Columbia,11
3592179,null,37214,null,794455,null,19594,null,38297,null,3799,null,280088,null,10899,null,476070,null,12877,null,2797724,null,32209,null,1460693,null,24776,null,597002,null,16051,null,740029,null,13371,null,0400000US12,Florida,12
