C17009_001E,C17009_001EA,C17009_001M,C17009_001MA,C17009_002E,C17009_002EA,C17009_002M,C17009_002MA,C17009_003E,C17009_003EA,C17009_003M,C17009_003MA,C17009_004E,C17009_004EA,C17009_004M,C17009_004MA,C17009_005E,C17009_005EA,C17009_005M,C17009_005MA,C17009_006E,C17009_006EA,C17009_006M,C17009_006MA,C17009_007E,C17009_007EA,C17009_007M,C17009_007MA,C17009_008E,C17009_008EA,C17009_008M,C17009_008MA,C17009_009E,C17009_009EA,C17009_009M,C17009_009MA,GEO_ID,NAME,state
1568881,null,21457,null,385030,null,12377,null,21193,null,2822,null,139825,null,7123,null,224012,null,10223,null,1183851,null,19916,null,689853,null,15624,null,268679,null,10356,null,225319,null,6036,null,0400000US13,Georgia,13
214065,null,6919,null,44544,null,3850,null,1747,null,612,null,14106,null,2614,null,28691,null,3061,null,169521,null,6468,null,92523,null,5458,null,39855,null,4114,null,37143,null,2798,null,0400000US15,Hawaii,15
238189,null,8231,null,56255,null,3671,null,3477,null,948,null,28765,null,2753,null,24013,null,2168,null,181934,null,6939,null,89172,null,5532,null,48622,null,3699,null,44140,null,2551,null,0400000US16,Idaho,16
2177087,null,24256,null,489999,null,11889,null,19762,null,2363,null,200751,null,7657,null,269486,null,9456,null,1687088,null,20767,null,902017,null,18168,null,379048,null,9420,null,406023,null,8385,null,0400000US17,Illinois,17
1094380,null,15071,null,268436,null,10149,null,8442,null,1537,null,118874,null,7595,null,141120,null,5798,null,825944,null,12969,null,430743,null,10665,null,187302,null,6161,null,207899,null,6595,null,0400000US18,Indiana,18
570381,null,10356,null,138614,null,5735,null,6733,null,1130,null,71159,null,4050,null,60722,null,3987,null,431767,null,8806,null,211014,null,6436,null,106187,null,4669,null,114566,null,4144,null,0400000US19,Iowa,19
485928,null,10288,null,114787,null,5380,null,6633,null,1267,null,49306,null,3760,null,58848,null,4092,null,371141,null,8872,null,191853,null,6771,null,86862,null,4339,null,92426,null,3400,null,0400000US20,Kansas,20
730291,null,15626,null,221547,null,9097,null,10298,null,1766,null,77068,null,5329,null,134181,null,6264,null,508744,null,10522,null,253894,null,7905,null,114357,null,5284,null,140493,null,5296,null,0400000US21,Kentucky,21
710830,null,13083,null,215894,null,7111,null,11701,null,2015,null,78168,null,5056,null,126025,null,5776,null,494936,null,11361,null,258839,null,8828,null,115839,null,6077,null,120258,null,5085,null,0400000US22,Louisiana,22
271052,null,8050,null,70705,null,4652,null,2653,null,764,null,25570,null,2920,null,42482,null,3298,null,200347,null,7142,null,94640,null,5065,null,52036,null,3983,null,53671,null,3173,null,0400000US23,Maine,23
1005032,null,19066,null,188511,null,8314,null,7564,null,1595,null,72381,null,5722,null,108566,null,5683,null,816521,null,16334,null,462068,null,13788,null,181137,null,7243,null,173316,null,6170,null,0400000US24,Maryland,24
1299044,null,19331,null,261409,null,10544,null,9745,null,2186,null,90919,null,5871,null,160745,null,7484,null,1037635,null,16879,null,550943,null,14077,null,252685,null,7795,null,234007,null,6375,null,0400000US25,Massachusetts,25
1787120,null,18532,null,470551,null,10988,null,20991,null,2670,null,193805,null,7584,null,255755,null,8178,null,1316569,null,14867,null,604628,null,12581,null,320907,null,7814,null,391034,null,6749,null,0400000US26,Michigan,26
990745,null,13950,null,203003,null,7778,null,7983,null,1199,null,99271,null,5238,null,95749,null,4453,null,787742,null,12610,null,402994,null,11373,null,216992,null,6784,null,167756,null,4761,null,0400000US27,Minnesota,27
433603,null,9992,null,140598,null,6466,null,7612,null,2100,null,43750,null,3140,null,89236,null,4961,null,293005,null,8477,null,144022,null,6725,null,65603,null,4522,null,83380,null,4584,null,0400000US28,Mississippi,28
1045753,null,17243,null,264787,null,9397,null,13753,null,2219,null,108172,null,6743,null,142862,null,5522,null,780966,null,15377,null,403500,null,12531,null,174884,null,6321,null,202582,null,5677,null,0400000US29,Missouri,29
196390,null,6091,null,53559,null,4240,null,3353,null,1191,null,25231,null,2758,null,24975,null,3283,null,142831,null,5567,null,70443,null,4515,null,41898,null,3526,null,30490,null,1921,null,0400000US30,Montana,30
329856,null,8090,null,73121,null,3600,null,5096,null,1323,null,32580,null,2295,null,35445,null,2638,null,256735,null,7425,null,140394,null,6661,null,58336,null,3531,null,58005,null,2144,null,0400000US31,Nebraska,31
498811,null,10787,null,92887,null,5286,null,4258,null,1273,null,37407,null,3866,null,51222,null,3752,null,405924,null,9508,null,237884,null,8285,null,94604,null,4940,null,73436,null,3795,null,0400000US32,Nevada,32
241231,null,9672,null,43610,null,3971,null,1328,null,953,null,21265,null,2310,null,21017,null,2548,null,197621,null,8766,null,108384,null,6267,null,50600,null,3556,null,38637,null,2920,null,0400000US33,New Hampshire,33
1352888,null,22580,null,250252,null,8462,null,8196,null,1716,null,66572,null,5332,null,175484,null,6796,null,1102636,null,19915,null,585381,null,14534,null,244235,null,7860,null,273020,null,7387,null,0400000US34,New Jersey,34
361916,null,10618,null,99362,null,5979,null,5509,null,1579,null,40806,null,4189,null,53047,null,3857,null,262554,null,9211,null,137349,null,7164,null,64186,null,4064,null,61019,null,3242,null,0400000US35,New Mexico,35
3633622,null,30508,null,858029,null,16755,null,31324,null,3425,null,265692,null,8606,null,561013,null,12881,null,2775593,null,27977,null,1472702,null,22198,null,633972,null,14183,null,668919,null,10214,null,0400000US36,New York,36
1594812,null,18767,null,421672,null,11703,null,18797,null,2768,null,170824,null,7560,null,232051,null,9286,null,1173140,null,17687,null,617673,null,13652,null,280778,null,9291,null,274689,null,8719,null,0400000US37,North Carolina,37
133022,null,5148,null,36484,null,3010,null,2122,null,806,null,20682,null,2568,null,13680,null,1598,null,96538,null,4681,null,49108,null,3733,null,25375,null,2104,null,22055,null,1563,null,0400000US38,North Dakota,38
2082325,null,22609,null,514251,null,11374,null,19881,null,2132,null,210284,null,8081,null,284086,null,8545,null,1568074,null,18853,null,778619,null,16064,null,354358,null,10534,null,435097,null,8844,null,0400000US39,Ohio,39
630826,null,11740,null,176824,null,6489,null,11457,null,2183,null,71103,null,3970,null,94264,null,4419,null,454002,null,10037,null,232645,null,7881,null,100035,null,5303,null,121322,null,5164,null,0400000US40,Oklahoma,40
802582,null,12657,null,199137,null,8296,null,7252,null,1446,null,93870,null,5489,null,98015,null,5373,null,603445,null,11033,null,295695,null,10077,null,164968,null,7621,null,142782,null,5344,null,0400000US41,Oregon,41
2264246,null,20594,null,529542,null,12477,null,16637,null,2201,null,195718,null,8628,null,317187,null,9548,null,1734704,null,18441,null,841854,null,15688,null,377742,null,8944,null,515108,null,9569,null,0400000US42,Pennsylvania,42
208685,null,7568,null,49712,null,4210,null,1976,null,939,null,16661,null,2948,null,31075,null,3213,null,158973,null,6035,null,79312,null,5029,null,37590,null,3014,null,42071,null,2684,null,0400000US44,Rhode Island,44
744930,null,14618,null,198367,null,7034,null,8272,null,1527,null,67498,null,4529,null,122597,null,5459,null,546563,null,12975,null,299574,null,10442,null,111134,null,5910,null,135855,null,5758,null,0400000US45,South Carolina,45
151481,null,5791,null,38022,null,2934,null,1841,null,602,null,19283,null,2290,null,16898,null,2026,null,113459,null,5327,null,61210,null,4011,null,27577,null,2772,null,24672,null,1877,null,0400000US46,South Dakota,46
1095902,null,18752,null,300597,null,10624,null,14427,null,2461,null,111739,null,7197,null,174431,null,7422,null,795305,null,15109,null,422586,null,12043,null,175223,null,7190,null,197496,null,5746,null,0400000US47,Tennessee,47
3562053,null,34571,null,912115,null,15752,null,55193,null,4310,null,362594,null,12347,null,494328,null,11061,null,2649938,null,30868,null,1561685,null,26338,null,582182,null,14433,null,506071,null,10262,null,0400000US48,Texas,48
333509,null,11231,null,87891,null,5391,null,2767,null,939,null,52194,null,4653,null,32930,null,3062,null,245618,null,9350,null,135928,null,7052,null,63814,null,4890,null,45876,null,2636,null,0400000US49,Utah,49
131911,null,5447,null,29834,null,2814,null,1943,null,609,null,15041,null,2226,null,12850,null,1510,null,102077,null,4761,null,49706,null,3588,null,29775,null,2519,null,22596,null,1640,null,0400000US50,Vermont,50
1357557,null,18163,null,273768,null,8887,null,10883,null,1632,null,111536,null,6389,null,151349,null,6604,null,1083789,null,17450,null,633247,null,14166,null,226091,null,7953,null,224451,null,5927,null,0400000US51,Virginia,51
1330393,null,18831,null,295100,null,10091,null,10150,null,2108,null,125834,null,6355,null,159116,null,6893,null,1035293,null,16239,null,524441,null,12189,null,283857,null,9107,null,226995,null,6058,null,0400000US53,Washington,53
320103,null,8516,null,101970,null,5355,null,5184,null,1193,null,29795,null,2937,null,66991,null,3790,null,218133,null,7222,null,93604,null,5187,null,43555,null,3366,null,80974,null,3460,null,0400000US54,West Virginia,54
1095479,null,15278,null,248408,null,9492,null,11662,null,1732,null,123314,null,7568,null,113432,null,5175,null,847071,null,13307,null,429554,null,10155,null,211062,null,7921,null,206455,null,5608,null,0400000US55,Wisconsin,55
101796,null,5235,null,19097,null,2140,null,2101,null,885,null,10149,null,1604,null,6847,null,1370,null,82699,null,4382,null,42509,null,3753,null,22438,null,2321,null,17752,null,1840,null,0400000US56,Wyoming,56
459362,null,12717,null,275694,null,9742,null,15350,null,2120,null,49965,null,4289,null,210379,null,7268,null,183668,null,6948,null,102260,null,5512,null,29138,null,2312,null,52270,null,3223,null,0400000US72,Puerto Rico,72
