C24010A_001E,C24010A_001EA,C24010A_001M,C24010A_001MA,C24010A_002E,C24010A_002EA,C24010A_002M,C24010A_002MA,C24010A_003E,C24010A_003EA,C24010A_003M,C24010A_003MA,C24010A_004E,C24010A_004EA,C24010A_004M,C24010A_004MA,C24010A_005E,C24010A_005EA,C24010A_005M,C24010A_005MA,C24010A_006E,C24010A_006EA,C24010A_006M,C24010A_006MA,C24010A_007E,C24010A_007EA,C24010A_007M,C24010A_007MA,C24010A_008E,C24010A_008EA,C24010A_008M,C24010A_008MA,C24010A_009E,C24010A_009EA,C24010A_009M,C24010A_009MA,C24010A_010E,C24010A_010EA,C24010A_010M,C24010A_010MA,C24010A_011E,C24010A_011EA,C24010A_011M,C24010A_011MA,C24010A_012E,C24010A_012EA,C24010A_012M,C24010A_012MA,C24010A_013E,C24010A_013EA,C24010A_013M,C24010A_013MA,C24010A_014E,C24010A_014EA,C24010A_014M,C24010A_014MA,C24010A_015E,C24010A_015EA,C24010A_015M,C24010A_015MA,GEO_ID,NAME,state
1492946,null,12737,null,833575,null,6728,null,247793,null,6957,null,81735,null,5003,null,140439,null,5151,null,8546,null,1638,null,177431,null,5895,null,177631,null,7180,null,659371,null,9512,null,250468,null,6438,null,106227,null,5167,null,251727,null,7855,null,2022,null,718,null,7356,null,1521,null,41571,null,2934,null,0400000US01,Alabama,01
244635,null,3908,null,135440,null,2970,null,45752,null,3067,null,17404,null,1946,null,20393,null,1980,null,3097,null,800,null,30057,null,2429,null,18737,null,2104,null,109195,null,2483,null,47615,null,2415,null,19701,null,2140,null,36686,null,2451,null,418,null,264,null,1454,null,641,null,3321,null,786,null,0400000US02,Alaska,02
2235012,null,18496,null,1228570,null,12691,null,392469,null,9578,null,181166,null,8380,null,238115,null,8449,null,8696,null,2467,null,250192,null,8631,null,157932,null,7146,null,1006442,null,12611,null,394395,null,9171,null,194092,null,6704,null,369306,null,9031,null,2365,null,865,null,7633,null,1657,null,38651,null,3523,null,0400000US04,Arizona,04
1016270,null,9987,null,550549,null,6762,null,155184,null,4899,null,59836,null,3981,null,88644,null,4857,null,9488,null,1451,null,110112,null,5560,null,127285,null,5261,null,465721,null,6317,null,169779,null,5697,null,88562,null,4835,null,162161,null,5491,null,1801,null,640,null,3499,null,995,null,39919,null,3293,null,0400000US05,Arkansas,05
10450218,null,38690,null,5801386,null,27724,null,2120287,null,16698,null,757724,null,14871,null,1058088,null,16836,null,115479,null,7215,null,950228,null,18387,null,799580,null,13750,null,4648832,null,25167,null,1911027,null,20235,null,842444,null,15582,null,1610961,null,19325,null,38254,null,3334,null,30458,null,2923,null,215688,null,7348,null,0400000US06,California,06
2132394,null,14633,null,1170393,null,10328,null,429305,null,8558,null,136203,null,8122,null,213020,null,7338,null,10011,null,2137,null,228317,null,9278,null,153537,null,6181,null,962001,null,9026,null,404705,null,7320,null,180718,null,6447,null,326881,null,6788,null,3389,null,1127,null,8415,null,1527,null,37893,null,4155,null,0400000US08,Colorado,08
1441865,null,10210,null,758785,null,6176,null,293407,null,6293,null,89877,null,4867,null,144049,null,5379,null,1217,null,542,null,119478,null,5800,null,110757,null,5356,null,683080,null,6777,null,303244,null,5051,null,113761,null,4777,null,231445,null,5978,null,835,null,541,null,3945,null,1011,null,29850,null,2655,null,0400000US09,Connecticut,09
311817,null,5542,null,163917,null,3634,null,56726,null,3211,null,17010,null,1845,null,30446,null,2564,null,819,null,367,null,34905,null,2918,null,24011,null,2454,null,147900,null,3553,null,60075,null,3231,null,25028,null,2732,null,55936,null,3281,null,527,null,292,null,1229,null,627,null,5105,null,1086,null,0400000US10,Delaware,10
137749,null,3216,null,71059,null,2074,null,53708,null,2829,null,5029,null,1551,null,9972,null,2119,null,0,null,300,null,1967,null,834,null,383,null,260,null,66690,null,2461,null,48418,null,2750,null,5820,null,1720,null,12048,null,1583,null,57,null,97,null,40,null,67,null,307,null,226,null,0400000US11,District of Columbia,11
6477918,null,28851,null,3497884,null,20547,null,1116861,null,18497,null,505038,null,12594,null,707267,null,13805,null,29072,null,4410,null,705642,null,15422,null,434004,null,10975,null,2980034,null,18964,null,1115000,null,13170,null,552649,null,10600,null,1160276,null,18618,null,9889,null,2009,null,26301,null,2857,null,115919,null,6079,null,0400000US12,Florida,12
2873071,null,19068,null,1586543,null,13850,null,544871,null,9709,null,173589,null,7045,null,289652,null,9530,null,12942,null,2164,null,318334,null,11489,null,247155,null,8933,null,1286528,null,10703,null,536571,null,10982,null,199581,null,8122,null,461804,null,10248,null,3419,null,1047,null,12385,null,2166,null,72768,null,4620,null,0400000US13,Georgia,13
164540,null,3673,null,91451,null,2850,null,36882,null,2420,null,13648,null,2075,null,14022,null,2195,null,1084,null,559,null,17565,null,2088,null,8250,null,1537,null,73089,null,2543,null,35755,null,2450,null,13953,null,1889,null,20753,null,1846,null,88,null,142,null,264,null,187,null,2276,null,848,null,0400000US15,Hawaii,15
668320,null,6554,null,368419,null,4597,null,114633,null,4546,null,38209,null,3291,null,58071,null,3575,null,13077,null,1933,null,78300,null,4227,null,66129,null,3978,null,299901,null,4950,null,106492,null,4005,null,61022,null,3600,null,108484,null,4307,null,2850,null,861,null,2966,null,850,null,18087,null,2227,null,0400000US16,Idaho,16
4587750,null,16611,null,2464500,null,12599,null,849847,null,12454,null,280681,null,9615,null,461371,null,10710,null,12778,null,1645,null,386133,null,9971,null,473690,null,10543,null,2123250,null,12446,null,834785,null,10703,null,382929,null,9036,null,767195,null,10992,null,1749,null,603,null,13620,null,1977,null,122972,null,5918,null,0400000US17,Illinois,17
2671209,null,13492,null,1439793,null,9885,null,398787,null,7658,null,159362,null,5884,null,235473,null,6348,null,8798,null,1519,null,254662,null,8628,null,382711,null,8310,null,1231416,null,10026,null,433096,null,9237,null,239228,null,6501,null,428145,null,8137,null,1921,null,659,null,9347,null,1403,null,119679,null,5113,null,0400000US18,Indiana,18
1455360,null,8894,null,766010,null,5528,null,232959,null,6295,null,79793,null,3884,null,129376,null,4912,null,12819,null,1597,null,127325,null,3874,null,183738,null,5211,null,689350,null,6689,null,246794,null,5670,null,143637,null,4509,null,237281,null,5498,null,3060,null,812,null,5358,null,821,null,53220,null,3387,null,0400000US19,Iowa,19
1228511,null,8581,null,652740,null,6563,null,220181,null,5631,null,73701,null,4434,null,114463,null,5446,null,9011,null,1367,null,105626,null,4953,null,129758,null,4510,null,575771,null,6069,null,229454,null,5521,null,110343,null,4879,null,195915,null,5996,null,1461,null,544,null,4406,null,954,null,34192,null,2539,null,0400000US20,Kansas,20
1721536,null,12876,null,910523,null,8666,null,247633,null,6985,null,102611,null,5875,null,151098,null,4824,null,10130,null,1568,null,175309,null,7365,null,223742,null,7189,null,811013,null,8469,null,292287,null,6816,null,154587,null,5939,null,288297,null,7389,null,2221,null,745,null,6917,null,1203,null,66704,null,4073,null,0400000US21,Kentucky,21
1303148,null,10838,null,719895,null,7203,null,218797,null,6473,null,69848,null,4016,null,122600,null,5380,null,5244,null,1061,null,173068,null,6795,null,130338,null,6032,null,583253,null,7772,null,227052,null,6685,null,98318,null,5221,null,228298,null,5809,null,586,null,277,null,6180,null,1163,null,22819,null,2525,null,0400000US22,Louisiana,22
640310,null,6044,null,331086,null,3855,null,97641,null,4142,null,42563,null,2951,null,54226,null,3491,null,8598,null,1511,null,62887,null,3063,null,65171,null,3238,null,309224,null,4682,null,118977,null,3986,null,67356,null,3160,null,104334,null,4400,null,981,null,460,null,2329,null,696,null,15247,null,1812,null,0400000US23,Maine,23
1782889,null,10660,null,947425,null,7670,null,412088,null,8167,null,98703,null,5519,null,166014,null,5655,null,3572,null,893,null,166349,null,7667,null,100699,null,5513,null,835464,null,8144,null,407214,null,7936,null,129296,null,5111,null,270602,null,7178,null,1200,null,509,null,5327,null,1197,null,21825,null,2475,null,0400000US24,Maryland,24
2768657,null,14909,null,1417242,null,10531,null,577897,null,10459,null,184710,null,7572,null,260879,null,7328,null,3879,null,1195,null,208335,null,7726,null,181542,null,7194,null,1351415,null,9619,null,644821,null,9785,null,218141,null,7645,null,431810,null,9254,null,1728,null,670,null,6277,null,1342,null,48638,null,3414,null,0400000US25,Massachusetts,25
3778354,null,15934,null,2012436,null,10457,null,644409,null,9537,null,240500,null,6312,null,339048,null,8000,null,16129,null,2209,null,321779,null,7955,null,450571,null,8628,null,1765918,null,11227,null,636828,null,9569,null,370381,null,8588,null,614741,null,9797,null,3586,null,673,null,10316,null,1267,null,130066,null,4977,null,0400000US26,Michigan,26
2489790,null,10603,null,1305616,null,7129,null,456942,null,7421,null,141034,null,5860,null,238444,null,6496,null,12921,null,1288,null,207004,null,5677,null,249271,null,6284,null,1184174,null,7796,null,488480,null,7350,null,225862,null,6343,null,389317,null,7322,null,3873,null,615,null,6748,null,1102,null,69894,null,3328,null,0400000US27,Minnesota,27
