C24010A_001E,C24010A_001EA,C24010A_001M,C24010A_001MA,C24010A_002E,C24010A_002EA,C24010A_002M,C24010A_002MA,C24010A_003E,C24010A_003EA,C24010A_003M,C24010A_003MA,C24010A_004E,C24010A_004EA,C24010A_004M,C24010A_004MA,C24010A_005E,C24010A_005EA,C24010A_005M,C24010A_005MA,C24010A_006E,C24010A_006EA,C24010A_006M,C24010A_006MA,C24010A_007E,C24010A_007EA,C24010A_007M,C24010A_007MA,C24010A_008E,C24010A_008EA,C24010A_008M,C24010A_008MA,C24010A_009E,C24010A_009EA,C24010A_009M,C24010A_009MA,C24010A_010E,C24010A_010EA,C24010A_010M,C24010A_010MA,C24010A_011E,C24010A_011EA,C24010A_011M,C24010A_011MA,C24010A_012E,C24010A_012EA,C24010A_012M,C24010A_012MA,C24010A_013E,C24010A_013EA,C24010A_013M,C24010A_013MA,C24010A_014E,C24010A_014EA,C24010A_014M,C24010A_014MA,C24010A_015E,C24010A_015EA,C24010A_015M,C24010A_015MA,GEO_ID,NAME,state
786379,null,9506,null,434094,null,6107,null,124738,null,5366,null,47557,null,3483,null,74236,null,4064,null,5210,null,1555,null,97214,null,5237,null,85139,null,4607,null,352285,null,6255,null,140087,null,4899,null,51715,null,3248,null,138584,null,5566,null,627,null,384,null,3998,null,1088,null,17274,null,2073,null,0400000US28,Mississippi,28
2431906,null,12704,null,1277777,null,8106,null,382173,null,8388,null,150205,null,6064,null,229461,null,7118,null,12435,null,1790,null,238676,null,7111,null,264827,null,8283,null,1154129,null,9193,null,434508,null,8533,null,220445,null,7638,null,417645,null,9251,null,2129,null,635,null,8062,null,1338,null,71340,null,4013,null,0400000US29,Missouri,29
433150,null,5154,null,231355,null,3898,null,70759,null,3665,null,29364,null,2831,null,39877,null,2638,null,5671,null,811,null,48787,null,2803,null,36897,null,2717,null,201795,null,3760,null,72288,null,3273,null,44093,null,2876,null,72538,null,4162,null,1330,null,453,null,2828,null,933,null,8718,null,1234,null,0400000US30,Montana,30
842818,null,5925,null,444213,null,4294,null,147771,null,4346,null,47849,null,3086,null,79842,null,4216,null,11812,null,1303,null,75921,null,3477,null,81018,null,3540,null,398605,null,4817,null,151149,null,4247,null,81705,null,4045,null,135571,null,3983,null,2498,null,672,null,2329,null,542,null,25353,null,2469,null,0400000US31,Nebraska,31
947070,null,10542,null,532537,null,7356,null,137098,null,4794,null,113082,null,6042,null,89859,null,4775,null,1116,null,624,null,116820,null,6061,null,74562,null,5223,null,414533,null,6684,null,135338,null,4914,null,102236,null,5737,null,154794,null,5812,null,326,null,360,null,3560,null,1038,null,18279,null,2626,null,0400000US32,Nevada,32
669865,null,7024,null,351890,null,4011,null,119279,null,4486,null,43528,null,3448,null,68317,null,3428,null,1540,null,577,null,63280,null,3463,null,55946,null,3326,null,317975,null,4774,null,131231,null,5183,null,60474,null,3943,null,105744,null,4594,null,288,null,207,null,1770,null,691,null,18468,null,2043,null,0400000US33,New Hampshire,33
3023916,null,18465,null,1626801,null,11901,null,621796,null,10329,null,202557,null,7714,null,333122,null,9435,null,4351,null,987,null,253067,null,8398,null,211908,null,7829,null,1397115,null,12768,null,604325,null,9503,null,211531,null,7709,null,522404,null,9896,null,623,null,352,null,6790,null,1242,null,51442,null,3886,null,0400000US34,New Jersey,34
634302,null,9479,null,338072,null,5733,null,115534,null,4307,null,48407,null,4144,null,51678,null,3873,null,4639,null,1090,null,71120,null,4573,null,46694,null,3752,null,296230,null,6350,null,119762,null,5010,null,56503,null,4608,null,104416,null,4228,null,1562,null,723,null,2895,null,972,null,11092,null,2083,null,0400000US35,New Mexico,35
6266021,null,28519,null,3315843,null,21480,null,1252183,null,14915,null,471936,null,10668,null,614038,null,10874,null,15434,null,1737,null,495013,null,13417,null,467239,null,12190,null,2950178,null,17900,null,1319074,null,17089,null,495710,null,11843,null,998718,null,13895,null,3917,null,729,null,13439,null,1697,null,119320,null,4716,null,0400000US36,New York,36
3078479,null,16416,null,1646769,null,11284,null,544822,null,9859,null,177615,null,8205,null,304731,null,8545,null,13928,null,2098,null,320340,null,8804,null,285333,null,7375,null,1431710,null,12902,null,606530,null,10110,null,235683,null,8049,null,485138,null,9923,null,1488,null,527,null,12931,null,1963,null,89940,null,4688,null,0400000US37,North Carolina,37
319961,null,3574,null,169414,null,2509,null,56007,null,2658,null,18698,null,2098,null,26594,null,1956,null,4065,null,638,null,32738,null,2240,null,31312,null,2089,null,150547,null,2781,null,55127,null,2377,null,36009,null,1928,null,50163,null,2826,null,714,null,264,null,1427,null,494,null,7107,null,1126,null,0400000US38,North Dakota,38
4727588,null,19675,null,2487174,null,11488,null,757155,null,10922,null,300846,null,8554,null,428617,null,8021,null,12416,null,1684,null,392112,null,9136,null,596028,null,10836,null,2240414,null,12944,null,829686,null,10384,null,433909,null,8428,null,787518,null,11694,null,3069,null,737,null,14291,null,1705,null,171941,null,6025,null,0400000US39,Ohio,39
1290661,null,11647,null,701748,null,7483,null,215617,null,5892,null,80693,null,4969,null,116561,null,4729,null,8715,null,1498,null,135064,null,5713,null,145098,null,5777,null,588913,null,8305,null,222461,null,5854,null,113392,null,4900,null,216790,null,6399,null,2003,null,838,null,5404,null,1163,null,28863,null,2436,null,0400000US40,Oklahoma,40
1575611,null,11428,null,837923,null,8377,null,275138,null,6760,null,101663,null,5521,null,149760,null,6724,null,18328,null,2563,null,140857,null,6024,null,152177,null,6668,null,737688,null,8242,null,279960,null,7192,null,151758,null,5952,null,259260,null,8300,null,3744,null,1051,null,4221,null,1012,null,38745,null,3516,null,0400000US41,Oregon,41
5142653,null,18515,null,2722723,null,11765,null,879470,null,10824,null,313880,null,8132,null,473873,null,8754,null,16978,null,1914,null,466507,null,9090,null,572015,null,9790,null,2419930,null,13007,null,919290,null,12448,null,462611,null,9635,null,866123,null,11548,null,4869,null,1008,null,15571,null,1760,null,151466,null,4740,null,0400000US42,Pennsylvania,42
446166,null,6147,null,229620,null,4400,null,78792,null,4057,null,34508,null,3126,null,43749,null,3239,null,749,null,384,null,33906,null,3332,null,37916,null,3176,null,216546,null,4339,null,90504,null,4080,null,38346,null,3118,null,73427,null,3377,null,170,null,148,null,873,null,373,null,13226,null,1823,null,0400000US44,Rhode Island,44
1417023,null,13208,null,774107,null,7764,null,245107,null,6804,null,87673,null,5320,null,140271,null,5082,null,5162,null,1352,null,163128,null,7643,null,132766,null,5842,null,642916,null,9367,null,261101,null,7867,null,107031,null,4661,null,230939,null,6665,null,849,null,419,null,5613,null,1230,null,37383,null,3077,null,0400000US45,South Carolina,45
382049,null,5052,null,199909,null,3427,null,66411,null,3352,null,20564,null,2123,null,33257,null,2396,null,7150,null,1161,null,32442,null,2117,null,40085,null,3060,null,182140,null,3143,null,63090,null,3257,null,39960,null,2649,null,66459,null,2742,null,1351,null,426,null,1226,null,483,null,10054,null,1456,null,0400000US46,South Dakota,46
2304936,null,11993,null,1250743,null,8368,null,359269,null,7216,null,141026,null,5874,null,228400,null,7738,null,11187,null,1734,null,234249,null,7814,null,276612,null,7172,null,1054193,null,9886,null,375405,null,7777,null,196828,null,6103,null,382218,null,8931,null,1185,null,535,null,8320,null,1615,null,90237,null,4823,null,0400000US47,Tennessee,47
7915529,null,34424,null,4440003,null,21031,null,1465794,null,15508,null,529314,null,13065,null,798977,null,11689,null,36488,null,3068,null,870146,null,17106,null,739284,null,15380,null,3475526,null,21531,null,1368861,null,18634,null,654469,null,13062,null,1264851,null,18328,null,7283,null,1593,null,26303,null,3140,null,153759,null,7027,null,0400000US48,Texas,48
1163988,null,8981,null,658040,null,5986,null,223683,null,6196,null,71959,null,4600,null,125988,null,5847,null,2885,null,819,null,128008,null,6237,null,105517,null,4963,null,505948,null,6470,null,175479,null,5475,null,92901,null,4908,null,205656,null,5677,null,947,null,491,null,4292,null,979,null,26673,null,2748,null,0400000US49,Utah,49
325590,null,4071,null,166154,null,3014,null,58205,null,2896,null,20950,null,2205,null,24753,null,1946,null,2689,null,562,null,31816,null,2062,null,27741,null,1853,null,159436,null,2317,null,71329,null,2678,null,31523,null,2071,null,46194,null,2403,null,1048,null,372,null,1174,null,431,null,8168,null,1187,null,0400000US50,Vermont,50
2742334,null,14217,null,1460113,null,9508,null,613261,null,7757,null,150939,null,6118,null,233960,null,6969,null,10321,null,1666,null,264722,null,7815,null,186910,null,5456,null,1282221,null,10662,null,592394,null,9702,null,203611,null,8363,null,423301,null,11165,null,2270,null,843,null,8545,null,1684,null,52100,null,3803,null,0400000US51,Virginia,51
2588621,null,14769,null,1392069,null,12220,null,505325,null,10280,null,160121,null,6369,null,231581,null,7837,null,24035,null,2594,null,244491,null,8153,null,226516,null,7212,null,1196552,null,10218,null,493358,null,9242,null,227213,null,7475,null,406659,null,9188,null,6546,null,1389,null,11119,null,1566,null,51657,null,3636,null,0400000US53,Washington,53
721315,null,9323,null,385290,null,5452,null,93436,null,4551,null,44285,null,3607,null,63137,null,4167,null,3084,null,845,null,93195,null,4295,null,88153,null,4278,null,336025,null,6593,null,121627,null,4056,null,75078,null,3876,null,117787,null,4617,null,229,null,208,null,3847,null,1018,null,17457,null,2040,null,0400000US54,West Virginia,54
2609725,null,11209,null,1373184,null,6208,null,417328,null,7223,null,148068,null,4590,null,230662,null,7584,null,17519,null,1301,null,219816,null,6142,null,339791,null,5937,null,1236541,null,7365,null,450968,null,8139,null,244156,null,5741,null,423781,null,8024,null,7343,null,955,null,7405,null,1199,null,102888,null,3863,null,0400000US55,Wisconsin,55
261555,null,4792,null,141627,null,3185,null,39296,null,3228,null,16102,null,2143,null,19362,null,2354,null,2324,null,756,null,38597,null,2734,null,25946,null,2682,null,119928,null,3385,null,41716,null,2925,null,27840,null,2942,null,40743,null,2826,null,559,null,368,null,1917,null,577,null,7153,null,1221,null,0400000US56,Wyoming,56
877956,null,15153,null,467865,null,9611,null,113496,null,5300,null,83148,null,5058,null,98751,null,4815,null,6903,null,1272,null,88332,null,4401,null,77235,null,5108,null,410091,null,9807,null,156723,null,6777,null,65698,null,4770,null,156479,null,6780,null,879,null,492,null,1152,null,466,null,29160,null,2682,null,0400000US72,Puerto Rico,72
