C16009_001E,C16009_001EA,C16009_001M,C16009_001MA,C16009_002E,C16009_002EA,C16009_002M,C16009_002MA,C16009_003E,C16009_003EA,C16009_003M,C16009_003MA,C16009_004E,C16009_004EA,C16009_004M,C16009_004MA,C16009_005E,C16009_005EA,C16009_005M,C16009_005MA,C16009_006E,C16009_006EA,C16009_006M,C16009_006MA,C16009_007E,C16009_007EA,C16009_007M,C16009_007MA,C16009_008E,C16009_008EA,C16009_008M,C16009_008MA,C16009_009E,C16009_009EA,C16009_009M,C16009_009MA,C16009_010E,C16009_010EA,C16009_010M,C16009_010MA,C16009_011E,C16009_011EA,C16009_011M,C16009_011MA,C16009_012E,C16009_012EA,C16009_012M,C16009_012MA,C16009_013E,C16009_013EA,C16009_013M,C16009_013MA,GEO_ID,NAME,state
4202610,null,4466,null,675852,null,21538,null,640580,null,19948,null,24545,null,3339,null,5097,null,1473,null,2885,null,973,null,2745,null,1677,null,3526758,null,21279,null,3382543,null,21702,null,78824,null,5606,null,30854,null,3082,null,26042,null,2747,null,8495,null,2574,null,0400000US01,Alabama,01
617327,null,1116,null,52047,null,4531,null,37526,null,2992,null,2226,null,972,null,2452,null,1280,null,2824,null,1645,null,7019,null,1075,null,565280,null,4757,null,482655,null,5993,null,20287,null,2419,null,13853,null,2573,null,25446,null,2191,null,23039,null,1889,null,0400000US02,Alaska,02
5736139,null,3427,null,768709,null,26574,null,413216,null,16855,null,276867,null,15810,null,14518,null,3411,null,12349,null,2924,null,51759,null,6227,null,4967430,null,27349,null,3689596,null,23723,null,989018,null,19747,null,111193,null,7446,null,78260,null,5254,null,99363,null,6463,null,0400000US04,Arizona,04
2559938,null,2556,null,436316,null,14344,null,397279,null,12991,null,30968,null,4957,null,3606,null,1254,null,4144,null,1647,null,319,null,254,null,2123622,null,13949,null,1999687,null,12671,null,87179,null,5287,null,14445,null,2493,null,19641,null,2975,null,2670,null,1059,null,0400000US05,Arkansas,05
33154501,null,7226,null,3943545,null,54803,null,1739915,null,38769,null,1701143,null,33380,null,132221,null,10588,null,328959,null,14495,null,41307,null,8037,null,29210956,null,55302,null,17208148,null,61124,null,7791676,null,47504,null,1278455,null,27340,null,2695619,null,27509,null,237058,null,14560,null,0400000US06,California,06
4410541,null,3351,null,504315,null,17019,null,342386,null,12596,null,131661,null,10400,null,11866,null,2638,null,11377,null,2838,null,7025,null,2611,null,3906226,null,17095,null,3327300,null,21196,null,396730,null,15059,null,95699,null,7915,null,67571,null,4299,null,18926,null,3231,null,0400000US08,Colorado,08
3178832,null,1948,null,242572,null,11120,null,158627,null,8655,null,57127,null,5490,null,17736,null,3096,null,5632,null,1996,null,3450,null,1819,null,2936260,null,11100,null,2402649,null,13203,null,236272,null,7880,null,222592,null,9485,null,58942,null,3738,null,15805,null,2778,null,0400000US09,Connecticut,09
780218,null,1363,null,77534,null,6573,null,63107,null,5827,null,10452,null,2797,null,2511,null,1158,null,1100,null,562,null,364,null,390,null,702684,null,6609,null,625306,null,6594,null,34544,null,3690,null,23209,null,3462,null,11992,null,1909,null,7633,null,2126,null,0400000US10,Delaware,10
523301,null,399,null,85032,null,6972,null,74430,null,6545,null,4869,null,1971,null,3042,null,902,null,1491,null,797,null,1200,null,645,null,438269,null,7001,null,371862,null,8279,null,35565,null,3582,null,17954,null,2929,null,6014,null,1313,null,6874,null,2093,null,0400000US11,District of Columbia,11
16721408,null,5496,null,1935099,null,34900,null,1290691,null,29088,null,488967,null,18287,null,121337,null,12211,null,22249,null,3999,null,11855,null,3153,null,14786309,null,33951,null,11037633,null,41600,null,2728277,null,26217,null,752752,null,22166,null,190193,null,10122,null,77454,null,7341,null,0400000US12,Florida,12
8571726,null,4986,null,1157657,null,27156,null,986759,null,24249,null,131219,null,10814,null,19405,null,3685,null,13343,null,2459,null,6931,null,2167,null,7414069,null,27708,null,6557066,null,26054,null,472221,null,13413,null,193097,null,12113,null,145433,null,6640,null,46252,null,6461,null,0400000US13,Georgia,13
1168153,null,1727,null,90367,null,6101,null,61461,null,5302,null,2237,null,1179,null,1226,null,554,null,25443,null,3452,null,0,null,271,null,1077786,null,6222,null,808918,null,12188,null,22938,null,3254,null,14650,null,3066,null,230176,null,11042,null,1104,null,788,null,0400000US15,Hawaii,15
1349327,null,2125,null,156176,null,7978,null,127704,null,7891,null,23479,null,4462,null,1616,null,648,null,2107,null,852,null,1270,null,668,null,1193151,null,8498,null,1088648,null,9573,null,75327,null,4252,null,16494,null,2413,null,7846,null,1195,null,4836,null,1522,null,0400000US16,Idaho,16
11662024,null,3778,null,1336209,null,28968,null,1000117,null,24409,null,226587,null,14088,null,60343,null,6094,null,28017,null,4187,null,21145,null,5475,null,10325815,null,30336,null,8097926,null,37723,null,1289005,null,18310,null,593890,null,19188,null,268121,null,10155,null,76873,null,8820,null,0400000US17,Illinois,17
