B07404H_001E,B07404H_001EA,B07404H_001M,B07404H_001MA,B07404H_002E,B07404H_002EA,B07404H_002M,B07404H_002MA,B07404H_003E,B07404H_003EA,B07404H_003M,B07404H_003MA,B07404H_004E,B07404H_004EA,B07404H_004M,B07404H_004MA,B07404H_005E,B07404H_005EA,B07404H_005M,B07404H_005MA,GEO_ID,NAME,state
3117670,null,11700,null,2661077,null,17674,null,263170,null,12833,null,116201,null,8578,null,77222,null,6871,null,0400000US01,Alabama,01
456384,null,6422,null,355986,null,7452,null,44936,null,5972,null,11635,null,2580,null,43827,null,5175,null,0400000US02,Alaska,02
3618770,null,16280,null,3004638,null,18210,null,418460,null,15776,null,61793,null,6184,null,133879,null,9264,null,0400000US04,Arizona,04
2114666,null,8808,null,1764758,null,14072,null,210949,null,10864,null,85320,null,6539,null,53639,null,5126,null,0400000US05,Arkansas,05
15382489,null,20272,null,13138506,null,39970,null,1376601,null,29985,null,495029,null,17358,null,372353,null,13113,null,0400000US06,California,06
3390387,null,12591,null,2788875,null,18275,null,311074,null,14679,null,160776,null,8516,null,129662,null,8598,null,0400000US08,Colorado,08
2576820,null,9193,null,2304452,null,11780,null,152689,null,9615,null,45932,null,4856,null,73747,null,6096,null,0400000US09,Connecticut,09
580987,null,4370,null,514830,null,5837,null,40501,null,4803,null,5048,null,1704,null,20608,null,3266,null,0400000US10,Delaware,10
183670,null,4221,null,143223,null,3630,null,16817,null,2809,null,0,null,267,null,23630,null,3022,null,0400000US11,District of Columbia,11
10929921,null,22462,null,9326149,null,29744,null,901262,null,22367,null,339084,null,14195,null,363426,null,13934,null,0400000US12,Florida,12
5461016,null,17573,null,4659211,null,25271,null,381356,null,17881,null,271233,null,12164,null,149216,null,10493,null,0400000US13,Georgia,13
314897,null,7249,null,233549,null,5403,null,39109,null,4928,null,2750,null,1490,null,39489,null,6143,null,0400000US15,Hawaii,15
1245341,null,7715,null,1031416,null,9013,null,128393,null,7547,null,43613,null,4966,null,41919,null,4950,null,0400000US16,Idaho,16
8269870,null,13425,null,7228889,null,20311,null,593622,null,17400,null,251697,null,9944,null,195662,null,9885,null,0400000US17,Illinois,17
5222659,null,12630,null,4450758,null,22260,null,463113,null,20567,null,195601,null,9101,null,113187,null,7768,null,0400000US18,Indiana,18
2662132,null,7383,null,2271430,null,14429,null,233852,null,9676,null,100421,null,6471,null,56429,null,4704,null,0400000US19,Iowa,19
2209782,null,9836,null,1841425,null,14172,null,211173,null,9694,null,87297,null,6587,null,69887,null,6851,null,0400000US20,Kansas,20
3665347,null,11133,null,3128139,null,16977,null,318516,null,12841,null,137327,null,8110,null,81365,null,6932,null,0400000US21,Kentucky,21
2640796,null,10216,null,2277549,null,14626,null,203803,null,12832,null,90540,null,6619,null,68904,null,7407,null,0400000US22,Louisiana,22
1228223,null,7183,null,1065704,null,8884,null,93396,null,6119,null,38406,null,4661,null,30717,null,3796,null,0400000US23,Maine,23
3232917,null,10882,null,2843211,null,14441,null,185572,null,10466,null,93000,null,6514,null,111134,null,6741,null,0400000US24,Maryland,24
5065277,null,15390,null,4477276,null,20163,null,327010,null,14546,null,129730,null,9440,null,131261,null,9430,null,0400000US25,Massachusetts,25
7751485,null,13177,null,6750772,null,23365,null,584788,null,18611,null,268696,null,10725,null,147229,null,10491,null,0400000US26,Michigan,26
4404961,null,9211,null,3849206,null,15678,null,290720,null,12529,null,175824,null,8508,null,89211,null,6655,null,0400000US27,Minnesota,27
1691436,null,9251,null,1431258,null,11049,null,141770,null,8657,null,66237,null,6004,null,52171,null,6183,null,0400000US28,Mississippi,28
4756203,null,11135,null,4042685,null,20554,null,387957,null,18059,null,211634,null,9341,null,113927,null,8122,null,0400000US29,Missouri,29
829643,null,5100,null,700442,null,7912,null,79599,null,6370,null,23319,null,3475,null,26283,null,3689,null,0400000US30,Montana,30
1475049,null,6156,null,1242598,null,9664,null,141544,null,8521,null,53723,null,4353,null,37184,null,3913,null,0400000US31,Nebraska,31
1468015,null,9934,null,1191059,null,14317,null,181412,null,10559,null,17811,null,3761,null,77733,null,6894,null,0400000US32,Nevada,32
1207993,null,7379,null,1047634,null,10797,null,92615,null,7475,null,28019,null,3807,null,39725,null,4780,null,0400000US33,New Hampshire,33
5354329,null,11670,null,4868126,null,15463,null,234543,null,11630,null,122993,null,8502,null,128667,null,9044,null,0400000US34,New Jersey,34
822525,null,6727,null,684316,null,8288,null,72015,null,6155,null,22304,null,3840,null,43890,null,5323,null,0400000US35,New Mexico,35
11487428,null,17492,null,10250219,null,25832,null,729090,null,21962,null,263178,null,9393,null,244941,null,11312,null,0400000US36,New York,36
5955013,null,17056,null,5126002,null,25971,null,467864,null,19603,null,210558,null,11445,null,150589,null,10587,null,0400000US37,North Carolina,37
565431,null,4000,null,478127,null,5230,null,51094,null,4108,null,18490,null,2691,null,17720,null,2483,null,0400000US38,North Dakota,38
9372032,null,13861,null,8089883,null,25450,null,794195,null,22866,null,323836,null,14875,null,164118,null,9903,null,0400000US39,Ohio,39
2535140,null,9656,null,2097282,null,17199,null,263230,null,13698,null,110950,null,7459,null,63678,null,5053,null,0400000US40,Oklahoma,40
2963234,null,10147,null,2448033,null,15606,null,313612,null,13566,null,116750,null,7555,null,84839,null,7788,null,0400000US41,Oregon,41
10018237,null,13350,null,8919593,null,24350,null,645429,null,21498,null,275371,null,11463,null,177844,null,9024,null,0400000US42,Pennsylvania,42
824970,null,5517,null,734745,null,6689,null,51477,null,5026,null,11807,null,2213,null,26941,null,4308,null,0400000US44,Rhode Island,44
2786612,null,10331,null,2422783,null,14972,null,204966,null,13138,null,90220,null,6868,null,68643,null,6322,null,0400000US45,South Carolina,45
677130,null,5374,null,579414,null,6361,null,53288,null,4556,null,24521,null,2953,null,19907,null,2935,null,0400000US46,South Dakota,46
4665297,null,11537,null,3992230,null,22957,null,399388,null,19877,null,149561,null,8717,null,124118,null,8531,null,0400000US47,Tennessee,47
11147746,null,22561,null,9235862,null,31391,null,1053331,null,24144,null,619396,null,15054,null,239157,null,12803,null,0400000US48,Texas,48
2105538,null,11531,null,1758194,null,14156,null,217394,null,10949,null,67710,null,5202,null,62240,null,5673,null,0400000US49,Utah,49
585976,null,4597,null,504811,null,5878,null,44039,null,4884,null,14864,null,2502,null,22262,null,3376,null,0400000US50,Vermont,50
