B13012_001E,B13012_001EA,B13012_001M,B13012_001MA,B13012_002E,B13012_002EA,B13012_002M,B13012_002MA,B13012_003E,B13012_003EA,B13012_003M,B13012_003MA,B13012_004E,B13012_004EA,B13012_004M,B13012_004MA,B13012_005E,B13012_005EA,B13012_005M,B13012_005MA,B13012_006E,B13012_006EA,B13012_006M,B13012_006MA,B13012_007E,B13012_007EA,B13012_007M,B13012_007MA,B13012_008E,B13012_008EA,B13012_008M,B13012_008MA,B13012_009E,B13012_009EA,B13012_009M,B13012_009MA,B13012_010E,B13012_010EA,B13012_010M,B13012_010MA,B13012_011E,B13012_011EA,B13012_011M,B13012_011MA,B13012_012E,B13012_012EA,B13012_012M,B13012_012MA,B13012_013E,B13012_013EA,B13012_013M,B13012_013MA,B13012_014E,B13012_014EA,B13012_014M,B13012_014MA,B13012_015E,B13012_015EA,B13012_015M,B13012_015MA,GEO_ID,NAME,state
1123117,null,4448,null,65774,null,4311,null,38804,null,3425,null,22136,null,2567,null,16668,null,2085,null,26970,null,2755,null,15825,null,2245,null,11145,null,1721,null,1057343,null,6425,null,533795,null,8176,null,375254,null,9270,null,158541,null,5259,null,523548,null,9244,null,346167,null,8703,null,177381,null,5972,null,0400000US01,Alabama,01
172441,null,2026,null,11511,null,1677,null,7460,null,1352,null,4038,null,992,null,3422,null,887,null,4051,null,991,null,2892,null,852,null,1159,null,487,null,160930,null,2501,null,83077,null,3398,null,61869,null,3225,null,21208,null,1810,null,77853,null,3719,null,58962,null,3205,null,18891,null,2111,null,0400000US02,Alaska,02
1489235,null,4698,null,97647,null,6000,null,60916,null,4621,null,26950,null,2430,null,33966,null,3681,null,36731,null,3340,null,20213,null,2612,null,16518,null,2445,null,1391588,null,7517,null,671756,null,10080,null,454949,null,10411,null,216807,null,6410,null,719832,null,9650,null,514890,null,10646,null,204942,null,7100,null,0400000US04,Arizona,04
671074,null,3617,null,39465,null,3409,null,22992,null,2364,null,12552,null,1794,null,10440,null,1630,null,16473,null,2309,null,9711,null,1974,null,6762,null,1423,null,631609,null,4498,null,342677,null,6798,null,249997,null,7437,null,92680,null,4293,null,288932,null,7214,null,191029,null,6532,null,97903,null,4682,null,0400000US05,Arkansas,05
9158530,null,10526,null,513285,null,12479,null,351695,null,9485,null,175562,null,6975,null,176133,null,6860,null,161590,null,8020,null,84040,null,5308,null,77550,null,5686,null,8645245,null,15857,null,4122889,null,29854,null,2800999,null,24572,null,1321890,null,19913,null,4522356,null,30308,null,3114898,null,28851,null,1407458,null,19847,null,0400000US06,California,06
1211364,null,4621,null,67046,null,4119,null,50657,null,3390,null,27537,null,2333,null,23120,null,2425,null,16389,null,2233,null,9128,null,1762,null,7261,null,1239,null,1144318,null,6087,null,588214,null,8218,null,434505,null,8104,null,153709,null,5731,null,556104,null,8073,null,426018,null,8635,null,130086,null,5836,null,0400000US08,Colorado,08
854860,null,2687,null,43504,null,3229,null,30960,null,2691,null,18198,null,2226,null,12762,null,1549,null,12544,null,1899,null,8031,null,1578,null,4513,null,1144,null,811356,null,3599,null,392284,null,6851,null,302191,null,7157,null,90093,null,3957,null,419072,null,6460,null,312687,null,6284,null,106385,null,4529,null,0400000US09,Connecticut,09
214337,null,1500,null,8834,null,1528,null,5893,null,1182,null,3059,null,701,null,2834,null,957,null,2941,null,1049,null,1916,null,736,null,1025,null,620,null,205503,null,2066,null,96929,null,4534,null,72673,null,4172,null,24256,null,2370,null,108574,null,4540,null,79957,null,4215,null,28617,null,3102,null,0400000US10,Delaware,10
169378,null,1434,null,7436,null,1548,null,3422,null,937,null,2340,null,805,null,1082,null,477,null,4014,null,1197,null,1906,null,693,null,2108,null,990,null,161942,null,2027,null,39070,null,2826,null,30861,null,2560,null,8209,null,1262,null,122872,null,3162,null,93139,null,3400,null,29733,null,2614,null,0400000US11,District of Columbia,11
4218966,null,10361,null,217488,null,8716,null,139224,null,6403,null,76153,null,4821,null,63071,null,4827,null,78264,null,5541,null,46313,null,4384,null,31951,null,3415,null,4001478,null,13067,null,1922649,null,18816,null,1416942,null,15757,null,505707,null,12129,null,2078829,null,19509,null,1509734,null,18813,null,569095,null,12073,null,0400000US12,Florida,12
