B99011_001E,B99011_001EA,B99011_002E,B99011_002EA,B99011_003E,B99011_003EA,GEO_ID,NAME,state
4627851,null,18203,null,4609648,null,0400000US01,Alabama,01
683478,null,1413,null,682065,null,0400000US02,Alaska,02
6338755,null,16441,null,6322314,null,0400000US04,Arizona,04
2834797,null,6579,null,2828218,null,0400000US05,Arkansas,05
36553215,null,122076,null,36431139,null,0400000US06,California,06
4861515,null,12245,null,4849270,null,0400000US08,Colorado,08
3502309,null,8076,null,3494233,null,0400000US09,Connecticut,09
864764,null,2332,null,862432,null,0400000US10,Delaware,10
588292,null,1395,null,586897,null,0400000US11,District of Columbia,11
18251243,null,59567,null,18191676,null,0400000US12,Florida,12
9544750,null,29904,null,9514846,null,0400000US13,Georgia,13
1283388,null,7384,null,1276004,null,0400000US15,Hawaii,15
1499402,null,4246,null,1495156,null,0400000US16,Idaho,16
12852548,null,39084,null,12813464,null,0400000US17,Illinois,17
6345289,null,16297,null,6328992,null,0400000US18,Indiana,18
2988047,null,7929,null,2980118,null,0400000US19,Iowa,19
2775997,null,7482,null,2768515,null,0400000US20,Kansas,20
4241474,null,12439,null,4229035,null,0400000US21,Kentucky,21
4293204,null,16742,null,4276462,null,0400000US22,Louisiana,22
1317207,null,2046,null,1315161,null,0400000US23,Maine,23
5618344,null,21273,null,5597071,null,0400000US24,Maryland,24
6449755,null,19031,null,6430724,null,0400000US25,Massachusetts,25
10071822,null,29418,null,10042404,null,0400000US26,Michigan,26
5197621,null,14191,null,5183430,null,0400000US27,Minnesota,27
2918785,null,11716,null,2907069,null,0400000US28,Mississippi,28
5878415,null,17441,null,5860974,null,0400000US29,Missouri,29
957861,null,1637,null,956224,null,0400000US30,Montana,30
1774571,null,5055,null,1769516,null,0400000US31,Nebraska,31
2565382,null,6585,null,2558797,null,0400000US32,Nevada,32
1315828,null,2939,null,1312889,null,0400000US33,New Hampshire,33
8685920,null,26426,null,8659494,null,0400000US34,New Jersey,34
1969915,null,5259,null,1964656,null,0400000US35,New Mexico,35
19297729,null,59471,null,19238258,null,0400000US36,New York,36
9061032,null,25274,null,9035758,null,0400000US37,North Carolina,37
639715,null,2044,null,637671,null,0400000US38,North Dakota,38
11466917,null,28480,null,11438437,null,0400000US39,Ohio,39
3617316,null,8271,null,3609045,null,0400000US40,Oklahoma,40
3747455,null,11939,null,3735516,null,0400000US41,Oregon,41
12432792,null,29405,null,12403387,null,0400000US42,Pennsylvania,42
1057832,null,2231,null,1055601,null,0400000US44,Rhode Island,44
4407709,null,13781,null,4393928,null,0400000US45,South Carolina,45
796215,null,1713,null,794502,null,0400000US46,South Dakota,46
6156719,null,15399,null,6141320,null,0400000US47,Tennessee,47
23904380,null,65519,null,23838861,null,0400000US48,Texas,48
2645330,null,9276,null,2636054,null,0400000US49,Utah,49
621254,null,1482,null,619772,null,0400000US50,Vermont,50
7712091,null,24087,null,7688004,null,0400000US51,Virginia,51
6468424,null,19933,null,6448491,null,0400000US53,Washington,53
1812035,null,3486,null,1808549,null,0400000US54,West Virginia,54
5601640,null,15363,null,5586277,null,0400000US55,Wisconsin,55
522830,null,969,null,521861,null,0400000US56,Wyoming,56
3942375,null,8219,null,3934156,null,0400000US72,Puerto Rico,72
