B18015_001E,B18015_001EA,B18015_001M,B18015_001MA,B18015_002E,B18015_002EA,B18015_002M,B18015_002MA,B18015_003E,B18015_003EA,B18015_003M,B18015_003MA,B18015_004E,B18015_004EA,B18015_004M,B18015_004MA,B18015_005E,B18015_005EA,B18015_005M,B18015_005MA,B18015_006E,B18015_006EA,B18015_006M,B18015_006MA,B18015_007E,B18015_007EA,B18015_007M,B18015_007MA,B18015_008E,B18015_008EA,B18015_008M,B18015_008MA,B18015_009E,B18015_009EA,B18015_009M,B18015_009MA,B18015_010E,B18015_010EA,B18015_010M,B18015_010MA,B18015_011E,B18015_011EA,B18015_011M,B18015_011MA,B18015_012E,B18015_012EA,B18015_012M,B18015_012MA,B18015_013E,B18015_013EA,B18015_013M,B18015_013MA,B18015_014E,B18015_014EA,B18015_014M,B18015_014MA,B18015_015E,B18015_015EA,B18015_015M,B18015_015MA,B18015_016E,B18015_016EA,B18015_016M,B18015_016MA,B18015_017E,B18015_017EA,B18015_017M,B18015_017MA,B18015_018E,B18015_018EA,B18015_018M,B18015_018MA,B18015_019E,B18015_019EA,B18015_019M,B18015_019MA,GEO_ID,NAME,state
1019359,null,5332,null,26409,null,3184,null,3559,null,1004,null,1734,null,622,null,1825,null,755,null,22850,null,3196,null,9825,null,2219,null,8657,null,1551,null,3321,null,1231,null,1047,null,476,null,992950,null,6104,null,270054,null,6692,null,40621,null,3386,null,229433,null,6875,null,722896,null,9328,null,141293,null,7179,null,260582,null,8841,null,193159,null,7478,null,127862,null,6221,null,0400000US01,Alabama,01
159100,null,2455,null,2103,null,760,null,477,null,415,null,74,null,124,null,403,null,384,null,1626,null,628,null,471,null,282,null,929,null,530,null,176,null,192,null,50,null,81,null,156997,null,2595,null,37140,null,3165,null,9228,null,1584,null,27912,null,2950,null,119857,null,3926,null,13838,null,1778,null,52198,null,3520,null,33695,null,2749,null,20126,null,2044,null,0400000US02,Alaska,02
1470640,null,3527,null,28162,null,3251,null,3816,null,845,null,1994,null,552,null,1822,null,682,null,24346,null,3246,null,8153,null,1753,null,10144,null,2223,null,4352,null,1362,null,1697,null,1045,null,1442478,null,5063,null,350412,null,9453,null,54480,null,4508,null,295932,null,9005,null,1092066,null,10589,null,236773,null,8851,null,377878,null,11701,null,284986,null,10994,null,192429,null,6757,null,0400000US04,Arizona,04
622037,null,4681,null,14148,null,2232,null,2145,null,840,null,944,null,431,null,1201,null,674,null,12003,null,2051,null,3859,null,885,null,5956,null,1511,null,1953,null,847,null,235,null,167,null,607889,null,5224,null,155021,null,5154,null,27752,null,2869,null,127269,null,4862,null,452868,null,7100,null,76387,null,4487,null,182522,null,7468,null,118313,null,4893,null,75646,null,4916,null,0400000US05,Arkansas,05
8780370,null,7937,null,123722,null,6459,null,25832,null,2300,null,10841,null,1926,null,14991,null,1781,null,97890,null,6327,null,36130,null,4030,null,37361,null,4220,null,19568,null,2650,null,4831,null,1283,null,8656648,null,10355,null,2539911,null,23468,null,329332,null,9364,null,2210579,null,25513,null,6116737,null,24524,null,1336982,null,22184,null,1934433,null,23541,null,1457376,null,18941,null,1387946,null,16097,null,0400000US06,California,06
1150965,null,4537,null,17832,null,2631,null,2617,null,860,null,1361,null,475,null,1256,null,706,null,15215,null,2489,null,4435,null,1312,null,6011,null,1432,null,3585,null,1234,null,1184,null,637,null,1133133,null,4626,null,294522,null,7265,null,40518,null,2799,null,254004,null,7425,null,838611,null,8544,null,124079,null,6338,null,267895,null,9930,null,219604,null,8818,null,227033,null,6973,null,0400000US08,Colorado,08
706827,null,2629,null,11702,null,1574,null,1540,null,565,null,926,null,385,null,614,null,420,null,10162,null,1495,null,3913,null,995,null,4362,null,1034,null,1471,null,812,null,416,null,334,null,695125,null,3152,null,233084,null,5587,null,28415,null,2216,null,204669,null,6075,null,462041,null,6473,null,50875,null,4054,null,157719,null,7135,null,106847,null,4967,null,146600,null,4472,null,0400000US09,Connecticut,09
187123,null,1176,null,2815,null,1156,null,904,null,831,null,439,null,403,null,465,null,487,null,1911,null,686,null,647,null,392,null,796,null,469,null,287,null,278,null,181,null,230,null,184308,null,1665,null,57344,null,2806,null,6913,null,1175,null,50431,null,3001,null,126964,null,3087,null,21454,null,2130,null,44626,null,2828,null,30751,null,2111,null,30133,null,2917,null,0400000US10,Delaware,10
173420,null,1532,null,810,null,556,null,58,null,97,null,0,null,300,null,58,null,97,null,752,null,544,null,342,null,295,null,186,null,270,null,0,null,300,null,224,null,365,null,172610,null,1638,null,52011,null,3398,null,4838,null,1470,null,47173,null,3521,null,120599,null,3488,null,13682,null,2734,null,27565,null,3473,null,13868,null,2006,null,65484,null,3560,null,0400000US11,District of Columbia,11
3753929,null,8563,null,58579,null,4978,null,10526,null,1609,null,6072,null,1255,null,4454,null,1105,null,48053,null,4631,null,17596,null,3060,null,21134,null,3001,null,7275,null,1463,null,2048,null,668,null,3695350,null,9143,null,1005354,null,16297,null,154838,null,7661,null,850516,null,13997,null,2689996,null,16384,null,468452,null,15847,null,1003137,null,20620,null,666313,null,17306,null,552094,null,13400,null,0400000US12,Florida,12
