B19001A_001E,B19001A_001EA,B19001A_001M,B19001A_001MA,B19001A_002E,B19001A_002EA,B19001A_002M,B19001A_002MA,B19001A_003E,B19001A_003EA,B19001A_003M,B19001A_003MA,B19001A_004E,B19001A_004EA,B19001A_004M,B19001A_004MA,B19001A_005E,B19001A_005EA,B19001A_005M,B19001A_005MA,B19001A_006E,B19001A_006EA,B19001A_006M,B19001A_006MA,B19001A_007E,B19001A_007EA,B19001A_007M,B19001A_007MA,B19001A_008E,B19001A_008EA,B19001A_008M,B19001A_008MA,B19001A_009E,B19001A_009EA,B19001A_009M,B19001A_009MA,B19001A_010E,B19001A_010EA,B19001A_010M,B19001A_010MA,B19001A_011E,B19001A_011EA,B19001A_011M,B19001A_011MA,B19001A_012E,B19001A_012EA,B19001A_012M,B19001A_012MA,B19001A_013E,B19001A_013EA,B19001A_013M,B19001A_013MA,B19001A_014E,B19001A_014EA,B19001A_014M,B19001A_014MA,B19001A_015E,B19001A_015EA,B19001A_015M,B19001A_015MA,B19001A_016E,B19001A_016EA,B19001A_016M,B19001A_016MA,B19001A_017E,B19001A_017EA,B19001A_017M,B19001A_017MA,GEO_ID,NAME,state
1306800,null,7471,null,93452,null,4207,null,85864,null,4027,null,83552,null,4702,null,78245,null,3597,null,74732,null,4278,null,76698,null,3922,null,69470,null,3607,null,69704,null,3757,null,57133,null,3552,null,114739,null,4439,null,135431,null,5493,null,159715,null,5947,null,88490,null,4066,null,45458,null,3271,null,39178,null,2481,null,34939,null,2136,null,0400000US01,Alabama,01
178066,null,2729,null,6314,null,1114,null,6666,null,1094,null,4912,null,1096,null,7030,null,1040,null,5718,null,1121,null,7237,null,1166,null,7243,null,1302,null,7165,null,1281,null,7393,null,1250,null,14877,null,1784,null,21633,null,2234,null,29390,null,2096,null,21371,null,1889,null,12329,null,1389,null,11224,null,1503,null,7564,null,1147,null,0400000US02,Alaska,02
1838976,null,9289,null,104331,null,4780,null,89853,null,4943,null,89735,null,4076,null,101235,null,5094,null,104846,null,5721,null,104793,null,5435,null,94941,null,4488,null,96257,null,5859,null,90816,null,4689,null,165678,null,6136,null,198626,null,7533,null,238166,null,8435,null,141674,null,5581,null,78597,null,4178,null,69665,null,4089,null,69763,null,3722,null,0400000US04,Arizona,04
889609,null,6202,null,79758,null,4763,null,65683,null,2929,null,59914,null,3316,null,59147,null,3471,null,55699,null,3087,null,56360,null,3833,null,50765,null,3386,null,50371,null,3248,null,43312,null,3106,null,74963,null,4032,null,90455,null,3541,null,90563,null,4499,null,49855,null,2933,null,23847,null,2274,null,19491,null,2052,null,19426,null,1944,null,0400000US05,Arkansas,05
8108964,null,22755,null,383159,null,10986,null,383984,null,10249,null,359823,null,9966,null,390044,null,10252,null,356286,null,9650,null,377015,null,10447,null,334829,null,10647,null,357251,null,10109,null,321233,null,8530,null,597904,null,10885,null,841151,null,14833,null,1045359,null,16260,null,768090,null,13640,null,480725,null,10809,null,523308,null,9964,null,588803,null,9912,null,0400000US06,California,06
1611183,null,9086,null,96739,null,5498,null,74209,null,4320,null,70073,null,4653,null,76932,null,4262,null,75302,null,4000,null,76714,null,4009,null,77828,null,4682,null,82944,null,3841,null,71859,null,4236,null,131284,null,4283,null,184578,null,6293,null,216838,null,6468,null,141406,null,5594,null,83139,null,4169,null,79019,null,3915,null,72319,null,3687,null,0400000US08,Colorado,08
1090944,null,5721,null,45368,null,3775,null,37694,null,2991,null,43552,null,3417,null,41048,null,3426,null,39145,null,2547,null,43035,null,3418,null,38836,null,2630,null,45214,null,3215,null,46108,null,3187,null,83674,null,4430,null,112536,null,4390,null,157775,null,5533,null,118124,null,5315,null,70435,null,3820,null,71682,null,3218,null,96718,null,4025,null,0400000US09,Connecticut,09
247644,null,3214,null,12828,null,1555,null,8880,null,1340,null,12025,null,1576,null,11654,null,1499,null,11274,null,1818,null,12396,null,1659,null,11004,null,1574,null,10546,null,1595,null,12182,null,1644,null,21765,null,2175,null,28845,null,2488,null,34594,null,2589,null,22564,null,1826,null,13450,null,1397,null,12907,null,1690,null,10730,null,1311,null,0400000US10,Delaware,10
102308,null,3099,null,5295,null,1257,null,1416,null,544,null,2145,null,774,null,2664,null,1012,null,1723,null,690,null,3205,null,770,null,2487,null,1029,null,3332,null,820,null,3631,null,976,null,5905,null,843,null,8927,null,1190,null,13018,null,2011,null,10821,null,1491,null,8901,null,1405,null,10795,null,1318,null,18043,null,1740,null,0400000US11,District of Columbia,11
5723889,null,17488,null,332745,null,9569,null,305303,null,7812,null,305339,null,10229,null,339530,null,9711,null,325931,null,8640,null,335485,null,10556,null,314018,null,8844,null,305868,null,7080,null,266133,null,7640,null,507137,null,10759,null,619208,null,12138,null,687321,null,13115,null,420542,null,10932,null,219050,null,7568,null,207597,null,8179,null,232682,null,7376,null,0400000US12,Florida,12
