C17014_001E,C17014_001EA,C17014_001M,C17014_001MA,C17014_002E,C17014_002EA,C17014_002M,C17014_002MA,C17014_003E,C17014_003EA,C17014_003M,C17014_003MA,C17014_004E,C17014_004EA,C17014_004M,C17014_004MA,C17014_005E,C17014_005EA,C17014_005M,C17014_005MA,C17014_006E,C17014_006EA,C17014_006M,C17014_006MA,C17014_007E,C17014_007EA,C17014_007M,C17014_007MA,C17014_008E,C17014_008EA,C17014_008M,C17014_008MA,C17014_009E,C17014_009EA,C17014_009M,C17014_009MA,C17014_010E,C17014_010EA,C17014_010M,C17014_010MA,C17014_011E,C17014_011EA,C17014_011M,C17014_011MA,GEO_ID,NAME,state
1245126,null,10267,null,162943,null,6985,null,57872,null,3881,null,86849,null,4439,null,16090,null,2172,null,2132,null,839,null,1082183,null,10796,null,142436,null,4054,null,340387,null,7759,null,491622,null,10050,null,107738,null,5396,null,0400000US01,Alabama,01
162345,null,3643,null,10479,null,1522,null,2617,null,720,null,5978,null,1126,null,1613,null,610,null,271,null,120,null,151866,null,3431,null,9178,null,1100,null,39871,null,2830,null,80313,null,3473,null,22504,null,1969,null,0400000US02,Alaska,02
1491772,null,13954,null,151973,null,6630,null,47422,null,3899,null,80652,null,5255,null,20751,null,2540,null,3148,null,1029,null,1339799,null,14101,null,191783,null,5277,null,416135,null,9660,null,580057,null,11280,null,151824,null,7302,null,0400000US04,Arizona,04
756113,null,10348,null,103529,null,5709,null,29535,null,2923,null,54838,null,4567,null,16919,null,2115,null,2237,null,752,null,652584,null,8478,null,91758,null,3424,null,188502,null,6691,null,309254,null,7899,null,63070,null,3590,null,0400000US05,Arkansas,05
8330684,null,27121,null,774183,null,13795,null,237295,null,8161,null,407333,null,11451,null,109165,null,5095,null,20390,null,2373,null,7556501,null,27990,null,732248,null,11563,null,2300992,null,18280,null,3389789,null,26882,null,1133472,null,17360,null,0400000US06,California,06
1202485,null,10691,null,100762,null,5794,null,23703,null,3154,null,59510,null,4874,null,15425,null,2039,null,2124,null,762,null,1101723,null,9674,null,97569,null,3942,null,307510,null,7435,null,569180,null,9838,null,127464,null,4840,null,0400000US08,Colorado,08
885471,null,7409,null,50353,null,3653,null,17291,null,1785,null,26386,null,2808,null,5652,null,1133,null,1024,null,384,null,835118,null,6915,null,80856,null,3322,null,231866,null,6704,null,395801,null,7239,null,126595,null,4372,null,0400000US09,Connecticut,09
224451,null,4325,null,16916,null,2128,null,5230,null,1232,null,9939,null,1607,null,1456,null,706,null,291,null,220,null,207535,null,4750,null,24032,null,1667,null,62882,null,3739,null,93873,null,3950,null,26748,null,2295,null,0400000US10,Delaware,10
108181,null,3697,null,14098,null,2048,null,7304,null,1557,null,5888,null,1338,null,856,null,359,null,50,null,84,null,94083,null,3637,null,6989,null,1082,null,34312,null,2779,null,45393,null,2786,null,7389,null,1178,null,0400000US11,District of Columbia,11
4626215,null,26538,null,397771,null,11413,null,133795,null,6044,null,209624,null,7606,null,47991,null,3698,null,6361,null,1654,null,4228444,null,24996,null,674102,null,9397,null,1278914,null,17086,null,1821028,null,20890,null,454400,null,9005,null,0400000US12,Florida,12
2328569,null,18597,null,249293,null,7851,null,84517,null,4244,null,131050,null,6455,null,30815,null,3357,null,2911,null,834,null,2079276,null,17761,null,187578,null,5910,null,644430,null,11371,null,1011793,null,16489,null,235475,null,7605,null,0400000US13,Georgia,13
306623,null,4387,null,16446,null,2044,null,7103,null,1350,null,6637,null,1224,null,2154,null,712,null,552,null,470,null,290177,null,4295,null,27605,null,1837,null,78518,null,3638,null,134290,null,4057,null,49764,null,2858,null,0400000US15,Hawaii,15
397576,null,5484,null,35240,null,2470,null,7963,null,1327,null,17900,null,2066,null,8423,null,1238,null,954,null,420,null,362336,null,5560,null,39392,null,2270,null,100597,null,4335,null,179125,null,5177,null,43222,null,2817,null,0400000US16,Idaho,16
3180087,null,18931,null,279523,null,9798,null,87828,null,5303,null,146505,null,7475,null,37881,null,3232,null,7309,null,1490,null,2900564,null,19034,null,277663,null,5321,null,833129,null,14134,null,1360134,null,15389,null,429638,null,9368,null,0400000US17,Illinois,17
1662403,null,13308,null,145114,null,5167,null,44507,null,3141,null,77734,null,4319,null,20134,null,2118,null,2739,null,757,null,1517289,null,13135,null,161936,null,4481,null,435443,null,9153,null,736731,null,10300,null,183179,null,6040,null,0400000US18,Indiana,18
794320,null,8485,null,58433,null,3338,null,14374,null,1809,null,31459,null,2495,null,11115,null,1481,null,1485,null,575,null,735887,null,8721,null,78500,null,2832,null,174122,null,4829,null,394208,null,7232,null,89057,null,3412,null,0400000US19,Iowa,19
728136,null,8195,null,55909,null,3459,null,14885,null,1873,null,29733,null,2670,null,9395,null,1455,null,1896,null,702,null,672227,null,7896,null,61343,null,2333,null,174936,null,5557,null,348867,null,6843,null,87081,null,3280,null,0400000US20,Kansas,20
1114146,null,13621,null,147361,null,6252,null,56185,null,3572,null,73433,null,4960,null,15430,null,1809,null,2313,null,781,null,966785,null,13798,null,128671,null,4641,null,287499,null,7706,null,444066,null,9562,null,106549,null,4775,null,0400000US21,Kentucky,21
1080025,null,10940,null,157982,null,5488,null,54420,null,3905,null,84459,null,4116,null,16973,null,1989,null,2130,null,613,null,922043,null,11204,null,104712,null,3851,null,299079,null,8362,null,408142,null,8028,null,110110,null,5287,null,0400000US22,Louisiana,22
355547,null,6511,null,27922,null,2480,null,10246,null,1512,null,12552,null,1564,null,4759,null,950,null,365,null,191,null,327625,null,6225,null,42807,null,2617,null,83312,null,3651,null,161030,null,4236,null,40476,null,2665,null,0400000US23,Maine,23
1392247,null,11564,null,75748,null,4819,null,27565,null,2958,null,37109,null,3599,null,8929,null,1528,null,2145,null,1073,null,1316499,null,11844,null,107855,null,3733,null,373890,null,8920,null,633881,null,10453,null,200873,null,6129,null,0400000US24,Maryland,24
1561198,null,13396,null,113300,null,6201,null,46616,null,3944,null,53167,null,4015,null,11427,null,1880,null,2090,null,693,null,1447898,null,12396,null,136755,null,4352,null,396646,null,8630,null,692698,null,10823,null,221799,null,5795,null,0400000US25,Massachusetts,25
2560681,null,14089,null,257488,null,7689,null,83691,null,4447,null,133007,null,5322,null,35799,null,3183,null,4991,null,1073,null,2303193,null,13485,null,297874,null,5830,null,683607,null,10142,null,1031908,null,13355,null,289804,null,7438,null,0400000US26,Michigan,26
1353390,null,9195,null,87456,null,3998,null,25053,null,2613,null,46907,null,2943,null,12679,null,1704,null,2817,null,779,null,1265934,null,9347,null,120123,null,3091,null,302009,null,6495,null,663871,null,9047,null,179931,null,5165,null,0400000US27,Minnesota,27
753797,null,9564,null,122687,null,5688,null,39867,null,3389,null,63685,null,4105,null,17543,null,2054,null,1592,null,721,null,631110,null,8813,null,78262,null,3459,null,199047,null,5675,null,287123,null,7568,null,66678,null,4251,null,0400000US28,Mississippi,28
1534274,null,13026,null,145777,null,5606,null,43532,null,3874,null,79167,null,4846,null,20713,null,1904,null,2365,null,767,null,1388497,null,12337,null,164369,null,4208,null,381392,null,8355,null,672081,null,10195,null,170655,null,5575,null,0400000US29,Missouri,29
240727,null,4609,null,23434,null,2306,null,6101,null,1252,null,11699,null,1570,null,5217,null,1112,null,417,null,305,null,217293,null,4367,null,26614,null,1843,null,55548,null,2595,null,112123,null,3978,null,23008,null,1867,null,0400000US30,Montana,30
459503,null,6026,null,37578,null,2632,null,8521,null,1457,null,22058,null,2260,null,6063,null,1108,null,936,null,485,null,421925,null,5888,null,39099,null,1757,null,100882,null,3863,null,228466,null,5217,null,53478,null,3110,null,0400000US31,Nebraska,31
631720,null,7910,null,47307,null,4364,null,14126,null,2359,null,25333,null,3067,null,6986,null,1350,null,862,null,492,null,584413,null,8030,null,57235,null,2737,null,185634,null,7141,null,271076,null,6685,null,70468,null,4181,null,0400000US32,Nevada,32
341922,null,5518,null,15562,null,2012,null,6077,null,1229,null,7097,null,1251,null,2206,null,674,null,182,null,169,null,326360,null,5865,null,29454,null,1894,null,84040,null,4030,null,166104,null,5634,null,46762,null,2824,null,0400000US33,New Hampshire,33
2185324,null,16317,null,138357,null,6889,null,51055,null,4158,null,70157,null,5003,null,15520,null,2523,null,1625,null,623,null,2046967,null,14608,null,186371,null,5288,null,591176,null,11671,null,950919,null,12931,null,318501,null,8716,null,0400000US34,New Jersey,34
482543,null,6995,null,68677,null,4194,null,21315,null,2539,null,34328,null,3111,null,11870,null,1952,null,1164,null,593,null,413866,null,7934,null,52047,null,2611,null,134199,null,4621,null,183531,null,5959,null,44089,null,3239,null,0400000US35,New Mexico,35
4594823,null,21017,null,473910,null,10787,null,178197,null,7105,null,232741,null,7912,null,53320,null,4131,null,9652,null,1540,null,4120913,null,20967,null,430994,null,7926,null,1260374,null,14757,null,1837104,null,18622,null,592441,null,9698,null,0400000US36,New York,36
2366894,null,16505,null,251674,null,8359,null,74510,null,4330,null,136059,null,6773,null,36326,null,3564,null,4779,null,1121,null,2115220,null,15675,null,234962,null,6176,null,638205,null,11553,null,1019405,null,13691,null,222648,null,7649,null,0400000US37,North Carolina,37
168128,null,3882,null,12566,null,1453,null,3780,null,770,null,5815,null,962,null,2790,null,772,null,181,null,149,null,155562,null,3641,null,14758,null,1070,null,32655,null,2386,null,89504,null,3577,null,18645,null,1713,null,0400000US38,North Dakota,38
2962303,null,17567,null,287115,null,7874,null,98218,null,5281,null,148092,null,5907,null,36135,null,2765,null,4670,null,928,null,2675188,null,17667,null,310464,null,6152,null,777947,null,13407,null,1243708,null,14611,null,343069,null,7089,null,0400000US39,Ohio,39
936378,null,8406,null,111086,null,4953,null,32150,null,3041,null,60894,null,3367,null,15331,null,2062,null,2711,null,963,null,825292,null,7898,null,101059,null,3823,null,241842,null,5939,null,396285,null,7262,null,86106,null,4187,null,0400000US40,Oklahoma,40
940771,null,9074,null,83438,null,4839,null,24622,null,3248,null,44866,null,3484,null,11890,null,1507,null,2060,null,808,null,857333,null,9321,null,110509,null,4381,null,248050,null,6472,null,406602,null,10107,null,92172,null,5132,null,0400000US41,Oregon,41
3198199,null,17145,null,258806,null,8346,null,95794,null,5232,null,129330,null,5406,null,29429,null,2755,null,4253,null,857,null,2939393,null,15164,null,360595,null,5496,null,820464,null,10990,null,1350052,null,13103,null,408282,null,8892,null,0400000US42,Pennsylvania,42
253941,null,4954,null,21109,null,2539,null,6858,null,1391,null,10886,null,1730,null,3127,null,890,null,238,null,205,null,232832,null,5302,null,24376,null,1968,null,61356,null,3246,null,109049,null,4546,null,38051,null,3021,null,0400000US44,Rhode Island,44
1152062,null,12427,null,128562,null,5690,null,46881,null,2954,null,63460,null,3981,null,15279,null,2290,null,2942,null,946,null,1023500,null,11323,null,128318,null,4513,null,324983,null,8999,null,466520,null,9087,null,103679,null,4833,null,0400000US45,South Carolina,45
205206,null,4366,null,18168,null,2044,null,5542,null,1255,null,8896,null,1412,null,3281,null,944,null,449,null,292,null,187038,null,3686,null,17667,null,1295,null,42843,null,2793,null,102160,null,3993,null,24368,null,1682,null,0400000US46,South Dakota,46
1606220,null,14373,null,192337,null,6650,null,64050,null,3672,null,100807,null,5642,null,23828,null,2930,null,3652,null,1133,null,1413883,null,13469,null,166553,null,4825,null,431190,null,8589,null,663677,null,11659,null,152463,null,4976,null,0400000US47,Tennessee,47
5790823,null,26730,null,738340,null,11904,null,187442,null,7092,null,417863,null,10836,null,114313,null,5833,null,18722,null,2134,null,5052483,null,25570,null,439052,null,7858,null,1584697,null,19717,null,2396291,null,21142,null,632443,null,10954,null,0400000US48,Texas,48
629901,null,7327,null,43157,null,3140,null,7856,null,1256,null,23833,null,2343,null,9607,null,1308,null,1861,null,659,null,586744,null,6937,null,48965,null,2539,null,152832,null,4966,null,286762,null,6470,null,98185,null,3691,null,0400000US49,Utah,49
163979,null,3747,null,10569,null,1330,null,3098,null,700,null,5706,null,936,null,1681,null,618,null,84,null,67,null,153410,null,3754,null,15008,null,1099,null,37732,null,2216,null,80812,null,2754,null,19858,null,1865,null,0400000US50,Vermont,50
