B20017E_001E,B20017E_001EA,B20017E_001M,B20017E_001MA,B20017E_002E,B20017E_002EA,B20017E_002M,B20017E_002MA,B20017E_003E,B20017E_003EA,B20017E_003M,B20017E_003MA,B20017E_004E,B20017E_004EA,B20017E_004M,B20017E_004MA,B20017E_005E,B20017E_005EA,B20017E_005M,B20017E_005MA,B20017E_006E,B20017E_006EA,B20017E_006M,B20017E_006MA,B20017E_007E,B20017E_007EA,B20017E_007M,B20017E_007MA,GEO_ID,NAME,state
25762,null,670,null,2499,"2,500-",0,***,-666666666,-,0,**,2499,"2,500-",0,***,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,0400000US01,Alabama,01
17600,null,7429,null,18367,null,16250,null,30960,null,9524,null,7176,null,2641,null,13679,null,9196,null,17738,null,8880,null,9308,null,18201,null,0400000US02,Alaska,02
31603,null,4114,null,43071,null,8219,null,43656,null,4215,null,22224,null,41169,null,26907,null,6088,null,30159,null,7144,null,20824,null,15960,null,0400000US04,Arizona,04
22500,null,11140,null,18111,null,6066,null,-666666666,-,0,**,11646,null,7637,null,26644,null,12489,null,32629,null,13056,null,6881,null,2060,null,0400000US05,Arkansas,05
26661,null,1494,null,32053,null,3950,null,45870,null,4358,null,10926,null,2459,null,21733,null,2267,null,32306,null,7126,null,11782,null,1541,null,0400000US06,California,06
24085,null,7886,null,25990,null,20091,null,31000,null,5213,null,2499,"2,500-",0,***,23212,null,10031,null,35734,null,15947,null,9630,null,10183,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
23614,null,5143,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,23614,null,5143,null,23957,null,3341,null,-666666666,-,0,**,0400000US10,Delaware,10
-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,0400000US11,District of Columbia,11
17912,null,2710,null,18268,null,1917,null,20124,null,8158,null,12089,null,7492,null,16017,null,9969,null,22193,null,15991,null,8017,null,7851,null,0400000US12,Florida,12
25571,null,12547,null,30676,null,9343,null,32035,null,6185,null,21598,null,9823,null,16428,null,19955,null,36318,null,14003,null,6838,null,13884,null,0400000US13,Georgia,13
25084,null,2057,null,28137,null,3247,null,36977,null,3141,null,12151,null,3675,null,23554,null,2256,null,29431,null,1366,null,11287,null,1139,null,0400000US15,Hawaii,15
24661,null,4022,null,24751,null,4914,null,31179,null,24956,null,23787,null,4232,null,24483,null,6974,null,22210,null,16158,null,24670,null,7362,null,0400000US16,Idaho,16
31580,null,3948,null,30223,null,7117,null,31003,null,3140,null,16068,null,12059,null,35748,null,6755,null,36932,null,8476,null,15572,null,7158,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
12220,null,1634,null,13725,null,3106,null,-666666666,-,0,**,13298,null,1478,null,10168,null,7733,null,22742,null,31572,null,10112,null,8482,null,0400000US19,Iowa,19
25758,null,11373,null,26264,null,7415,null,26284,null,7426,null,11563,null,8221,null,6283,null,50782,null,-666666666,-,0,**,5493,null,6802,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
45414,null,40267,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,20839,null,7652,null,20839,null,7652,null,-666666666,-,0,**,0400000US23,Maine,23
40647,null,4984,null,42457,null,15091,null,48143,null,13110,null,2499,"2,500-",0,***,38132,null,11007,null,39233,null,29362,null,6618,null,15445,null,0400000US24,Maryland,24
31846,null,3895,null,31308,null,7049,null,50381,null,32720,null,30822,null,25736,null,34958,null,24299,null,40914,null,6330,null,10900,null,41336,null,0400000US25,Massachusetts,25
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US26,Michigan,26
2499,"2,500-",0,***,2499,"2,500-",0,***,70948,null,23243,null,2499,"2,500-",0,***,3600,null,44566,null,30625,null,29166,null,2499,"2,500-",0,***,0400000US27,Minnesota,27
21230,null,22002,null,60083,null,58293,null,61143,null,571,null,2499,"2,500-",0,***,20890,null,13795,null,-666666666,-,0,**,2499,"2,500-",0,***,0400000US28,Mississippi,28
