C14003_001E,C14003_001EA,C14003_001M,C14003_001MA,C14003_002E,C14003_002EA,C14003_002M,C14003_002MA,C14003_003E,C14003_003EA,C14003_003M,C14003_003MA,C14003_004E,C14003_004EA,C14003_004M,C14003_004MA,C14003_005E,C14003_005EA,C14003_005M,C14003_005MA,C14003_006E,C14003_006EA,C14003_006M,C14003_006MA,C14003_007E,C14003_007EA,C14003_007M,C14003_007MA,C14003_008E,C14003_008EA,C14003_008M,C14003_008MA,C14003_009E,C14003_009EA,C14003_009M,C14003_009MA,C14003_010E,C14003_010EA,C14003_010M,C14003_010MA,C14003_011E,C14003_011EA,C14003_011M,C14003_011MA,C14003_012E,C14003_012EA,C14003_012M,C14003_012MA,C14003_013E,C14003_013EA,C14003_013M,C14003_013MA,C14003_014E,C14003_014EA,C14003_014M,C14003_014MA,C14003_015E,C14003_015EA,C14003_015M,C14003_015MA,C14003_016E,C14003_016EA,C14003_016M,C14003_016MA,C14003_017E,C14003_017EA,C14003_017M,C14003_017MA,C14003_018E,C14003_018EA,C14003_018M,C14003_018MA,C14003_019E,C14003_019EA,C14003_019M,C14003_019MA,C14003_020E,C14003_020EA,C14003_020M,C14003_020MA,C14003_021E,C14003_021EA,C14003_021M,C14003_021MA,C14003_022E,C14003_022EA,C14003_022M,C14003_022MA,C14003_023E,C14003_023EA,C14003_023M,C14003_023MA,C14003_024E,C14003_024EA,C14003_024M,C14003_024MA,C14003_025E,C14003_025EA,C14003_025M,C14003_025MA,C14003_026E,C14003_026EA,C14003_026M,C14003_026MA,C14003_027E,C14003_027EA,C14003_027M,C14003_027MA,C14003_028E,C14003_028EA,C14003_028M,C14003_028MA,GEO_ID,NAME,state
4447376,null,4963,null,993173,null,11244,null,26600,null,2794,null,249800,null,6483,null,267950,null,7097,null,166462,null,3432,null,82254,null,3965,null,106708,null,5380,null,50059,null,3667,null,43340,null,3522,null,169040,null,7496,null,28114,null,2750,null,38171,null,3219,null,35426,null,3257,null,19499,null,2390,null,10969,null,1486,null,17636,null,2248,null,8116,null,1593,null,11109,null,1716,null,3285163,null,10317,null,73814,null,4599,null,20021,null,2415,null,4795,null,1051,null,13523,null,1898,null,41929,null,3108,null,197812,null,6031,null,531076,null,6043,null,2402193,null,6305,null,0400000US01,Alabama,01
651727,null,1748,null,163791,null,3789,null,3937,null,776,null,37625,null,2637,null,44429,null,2550,null,31205,null,1341,null,12194,null,1354,null,12908,null,1847,null,10207,null,1745,null,11286,null,1469,null,21276,null,2501,null,3711,null,915,null,4728,null,1251,null,2678,null,786,null,1523,null,612,null,1200,null,693,null,1800,null,785,null,2156,null,772,null,3480,null,954,null,466660,null,4378,null,11273,null,1342,null,4734,null,1402,null,1033,null,654,null,2492,null,940,null,8347,null,1246,null,44092,null,2950,null,82371,null,3588,null,312318,null,3014,null,0400000US02,Alaska,02
6045187,null,5800,null,1463720,null,13003,null,41912,null,4141,null,388231,null,7965,null,413490,null,8116,null,236687,null,3814,null,97296,null,3671,null,121132,null,5898,null,90981,null,5598,null,73991,null,4904,null,186842,null,8985,null,31431,null,2858,null,36191,null,3105,null,27822,null,3114,null,17121,null,2452,null,8206,null,1570,null,19563,null,3111,null,22524,null,2808,null,23984,null,2701,null,4394625,null,14843,null,132056,null,5966,null,29081,null,2998,null,7216,null,1535,null,15749,null,2444,null,59485,null,3827,null,286693,null,7120,null,802554,null,6483,null,3061791,null,6308,null,0400000US04,Arizona,04
2717853,null,4159,null,630801,null,9466,null,23753,null,2733,null,165985,null,5226,null,169558,null,4671,null,104268,null,2424,null,51202,null,3210,null,54342,null,3297,null,32084,null,3501,null,29609,null,2797,null,78460,null,5154,null,13564,null,1932,null,16464,null,1898,null,14211,null,2190,null,7379,null,1274,null,7062,null,1115,null,9255,null,1575,null,4755,null,1156,null,5770,null,1221,null,2008592,null,7639,null,42689,null,3273,null,12986,null,1965,null,6847,null,1450,null,6844,null,1394,null,25959,null,2791,null,123675,null,4536,null,329172,null,5387,null,1460420,null,4845,null,0400000US05,Arkansas,05
34952975,null,13314,null,8845778,null,32236,null,297444,null,8951,null,2096732,null,19738,null,2348923,null,18238,null,1474263,null,7343,null,680379,null,8880,null,926668,null,14618,null,528895,null,14743,null,492474,null,11706,null,1482267,null,22844,null,233099,null,7608,null,265551,null,9998,null,232703,null,8675,null,132660,null,6082,null,103752,null,4902,null,196180,null,8418,null,161079,null,6436,null,157243,null,5849,null,24624930,null,29444,null,531107,null,12305,null,81534,null,4673,null,34720,null,3525,null,54645,null,4214,null,325347,null,7894,null,1605506,null,15469,null,4515566,null,16798,null,17476505,null,13851,null,0400000US06,California,06
4651132,null,4585,null,1076461,null,11388,null,33101,null,3390,null,277815,null,6978,null,284611,null,6656,null,173799,null,3475,null,81140,null,2763,null,111926,null,5471,null,61307,null,3908,null,52762,null,4169,null,170816,null,7284,null,27854,null,2203,null,31348,null,2992,null,24376,null,2643,null,14724,null,1973,null,9455,null,1444,null,20213,null,2234,null,21354,null,2418,null,21492,null,2470,null,3403855,null,11435,null,77982,null,4183,null,20996,null,3018,null,5332,null,1168,null,9818,null,1732,null,38872,null,2651,null,204066,null,5626,null,639684,null,6331,null,2407105,null,6322,null,0400000US08,Colorado,08
3375713,null,3756,null,733444,null,8636,null,29296,null,2726,null,185962,null,5288,null,208478,null,5200,null,130290,null,2358,null,50540,null,2152,null,62202,null,4063,null,32927,null,2261,null,33749,null,2887,null,206926,null,7237,null,26273,null,2029,null,25269,null,2583,null,24250,null,2304,null,16833,null,1851,null,28118,null,1858,null,46363,null,3633,null,19375,null,2332,null,20445,null,2371,null,2435343,null,8334,null,29819,null,2669,null,9409,null,1522,null,2827,null,940,null,3748,null,982,null,22014,null,2426,null,114454,null,4548,null,350355,null,3608,null,1902717,null,3902,null,0400000US09,Connecticut,09
829418,null,1958,null,175727,null,4615,null,5589,null,1465,null,38819,null,2597,null,47979,null,2742,null,28245,null,1136,null,17438,null,1405,null,19340,null,2099,null,8910,null,1373,null,9407,null,1492,null,45407,null,3570,null,5235,null,1015,null,10130,null,1437,null,8797,null,1448,null,5219,null,871,null,3085,null,692,null,5073,null,1012,null,4499,null,1254,null,3369,null,930,null,608284,null,3958,null,12992,null,1555,null,3531,null,873,null,1478,null,582,null,2272,null,752,null,6323,null,1112,null,33938,null,2100,null,92571,null,2061,null,455179,null,1901,null,0400000US10,Delaware,10
564337,null,1626,null,88503,null,3867,null,4013,null,1229,null,20381,null,2224,null,21835,null,2209,null,14344,null,1166,null,6406,null,1214,null,7920,null,1601,null,6357,null,1322,null,7247,null,1508,null,60231,null,5064,null,4369,null,1240,null,8101,null,1770,null,5761,null,1552,null,3819,null,904,null,9172,null,1027,null,11867,null,1648,null,10773,null,1721,null,6369,null,1506,null,415603,null,4179,null,3975,null,1315,null,990,null,630,null,677,null,472,null,1354,null,578,null,4392,null,1214,null,33943,null,2192,null,90872,null,2248,null,279400,null,1929,null,0400000US11,District of Columbia,11
17564477,null,9132,null,3516383,null,22910,null,110176,null,6193,null,862821,null,12932,null,950347,null,14348,null,599475,null,6798,null,266197,null,7832,null,349841,null,9117,null,194875,null,7956,null,182651,null,7257,null,798919,null,16056,null,127859,null,6045,null,158845,null,8046,null,137115,null,6839,null,73558,null,4753,null,57323,null,3070,null,89798,null,5880,null,70475,null,4355,null,83946,null,5106,null,13249175,null,23591,null,221201,null,9083,null,47930,null,4390,null,21661,null,3029,null,44915,null,3557,null,151234,null,7247,null,706098,null,9728,null,1981830,null,10991,null,10074306,null,12101,null,0400000US12,Florida,12
