C23008_001E,C23008_001EA,C23008_001M,C23008_001MA,C23008_002E,C23008_002EA,C23008_002M,C23008_002MA,C23008_003E,C23008_003EA,C23008_003M,C23008_003MA,C23008_004E,C23008_004EA,C23008_004M,C23008_004MA,C23008_005E,C23008_005EA,C23008_005M,C23008_005MA,C23008_006E,C23008_006EA,C23008_006M,C23008_006MA,C23008_007E,C23008_007EA,C23008_007M,C23008_007MA,C23008_008E,C23008_008EA,C23008_008M,C23008_008MA,C23008_009E,C23008_009EA,C23008_009M,C23008_009MA,C23008_010E,C23008_010EA,C23008_010M,C23008_010MA,C23008_011E,C23008_011EA,C23008_011M,C23008_011MA,C23008_012E,C23008_012EA,C23008_012M,C23008_012MA,C23008_013E,C23008_013EA,C23008_013M,C23008_013MA,C23008_014E,C23008_014EA,C23008_014M,C23008_014MA,C23008_015E,C23008_015EA,C23008_015M,C23008_015MA,C23008_016E,C23008_016EA,C23008_016M,C23008_016MA,C23008_017E,C23008_017EA,C23008_017M,C23008_017MA,C23008_018E,C23008_018EA,C23008_018M,C23008_018MA,C23008_019E,C23008_019EA,C23008_019M,C23008_019MA,GEO_ID,NAME,state
1040931,null,6526,null,348943,null,5680,null,211174,null,6790,null,116117,null,5785,null,84848,null,5395,null,5550,null,1228,null,4659,null,1262,null,137769,null,6287,null,100768,null,5589,null,37001,null,4218,null,691988,null,7155,null,429259,null,8930,null,269531,null,8377,null,124800,null,6953,null,18943,null,2779,null,15985,null,3132,null,262729,null,10654,null,208121,null,10050,null,54608,null,5003,null,0400000US01,Alabama,01
169607,null,1952,null,59553,null,2072,null,41324,null,2894,null,21262,null,2528,null,16914,null,2329,null,1682,null,547,null,1466,null,746,null,18229,null,2755,null,14746,null,2616,null,3483,null,895,null,110054,null,2204,null,77431,null,3203,null,49851,null,3561,null,22270,null,2441,null,4191,null,1341,null,1119,null,435,null,32623,null,3049,null,29209,null,2903,null,3414,null,994,null,0400000US02,Alaska,02
1564752,null,7211,null,560102,null,5477,null,371208,null,8948,null,167585,null,7706,null,186507,null,9364,null,9701,null,2066,null,7415,null,1518,null,188894,null,8894,null,138466,null,8067,null,50428,null,5627,null,1004650,null,7749,null,663246,null,11397,null,378244,null,11757,null,241397,null,10506,null,24423,null,3062,null,19182,null,3405,null,341404,null,10728,null,274609,null,11277,null,66795,null,6050,null,0400000US04,Arizona,04
648598,null,4544,null,222978,null,3863,null,140403,null,5275,null,80234,null,4855,null,51192,null,4959,null,5685,null,1653,null,3292,null,903,null,82575,null,4858,null,61899,null,4820,null,20676,null,3091,null,425620,null,5048,null,282186,null,6559,null,183245,null,6183,null,75302,null,5449,null,14425,null,2531,null,9214,null,1925,null,143434,null,6170,null,117073,null,6058,null,26361,null,3451,null,0400000US05,Arkansas,05
8807512,null,18790,null,2992956,null,13237,null,2090099,null,19680,null,1041208,null,18066,null,927431,null,15495,null,62961,null,5324,null,58499,null,4723,null,902857,null,18191,null,659561,null,18291,null,243296,null,10882,null,5814556,null,17609,null,4016774,null,28928,null,2334975,null,29156,null,1389652,null,30135,null,162186,null,10817,null,129961,null,7524,null,1797782,null,28457,null,1421993,null,25746,null,375789,null,12751,null,0400000US06,California,06
1127106,null,6096,null,399738,null,4597,null,297022,null,6872,null,159770,null,6305,null,122243,null,6693,null,9458,null,2410,null,5551,null,1409,null,102716,null,6690,null,79163,null,6251,null,23553,null,2859,null,727368,null,6108,null,518592,null,10972,null,335058,null,10535,null,153592,null,7997,null,16673,null,3178,null,13269,null,2967,null,208776,null,9163,null,180861,null,8705,null,27915,null,4086,null,0400000US08,Colorado,08
780647,null,4334,null,244515,null,3771,null,176236,null,4813,null,104930,null,4849,null,64669,null,4025,null,4457,null,1067,null,2180,null,901,null,68279,null,4434,null,51853,null,4172,null,16426,null,2818,null,536132,null,4646,null,383321,null,7176,null,264845,null,8279,null,100244,null,6124,null,13481,null,2160,null,4751,null,1307,null,152811,null,6543,null,128010,null,6380,null,24801,null,3794,null,0400000US09,Connecticut,09
189945,null,2669,null,67349,null,1731,null,42324,null,2548,null,22982,null,2544,null,17976,null,2625,null,843,null,491,null,523,null,531,null,25025,null,2623,null,20190,null,2518,null,4835,null,1391,null,122596,null,2458,null,83010,null,3468,null,56153,null,3516,null,22113,null,3110,null,2783,null,1005,null,1961,null,935,null,39586,null,3429,null,33541,null,3246,null,6045,null,1788,null,0400000US10,Delaware,10
103732,null,2229,null,40560,null,1334,null,20711,null,2475,null,12865,null,2091,null,7319,null,2306,null,350,null,303,null,177,null,212,null,19849,null,2424,null,13078,null,2658,null,6771,null,2114,null,63172,null,1908,null,20947,null,2480,null,13730,null,2013,null,5495,null,1817,null,961,null,531,null,761,null,725,null,42225,null,2855,null,34193,null,3196,null,8032,null,1938,null,0400000US11,District of Columbia,11
3785381,null,12463,null,1281852,null,8373,null,821474,null,14580,null,458480,null,12526,null,327869,null,11519,null,19978,null,3828,null,15147,null,2513,null,460378,null,15019,null,361700,null,13272,null,98678,null,7287,null,2503529,null,13542,null,1600631,null,21700,null,1042564,null,20168,null,449371,null,14369,null,69426,null,6584,null,39270,null,4494,null,902898,null,19327,null,772856,null,17064,null,130042,null,9055,null,0400000US12,Florida,12
2361281,null,10547,null,822522,null,9334,null,530567,null,9410,null,297733,null,8706,null,211641,null,9341,null,10697,null,2028,null,10496,null,2617,null,291955,null,10087,null,224330,null,9924,null,67625,null,5546,null,1538759,null,11365,null,991314,null,17498,null,648966,null,17265,null,290089,null,11383,null,30416,null,3458,null,21843,null,3316,null,547445,null,15809,null,444063,null,15242,null,103382,null,6878,null,0400000US13,Georgia,13
269071,null,2116,null,99120,null,2492,null,71035,null,3517,null,37920,null,3068,null,27914,null,3703,null,3220,null,1202,null,1981,null,720,null,28085,null,3046,null,20114,null,2990,null,7971,null,2009,null,169951,null,2778,null,123458,null,4193,null,84710,null,4423,null,28929,null,3380,null,6469,null,1541,null,3350,null,1064,null,46493,null,4196,null,38097,null,4243,null,8396,null,1769,null,0400000US15,Hawaii,15
385353,null,2922,null,135177,null,2527,null,107398,null,3441,null,52145,null,3788,null,51968,null,3572,null,1916,null,709,null,1369,null,616,null,27779,null,2592,null,23486,null,2602,null,4293,null,1131,null,250176,null,3336,null,192534,null,5057,null,118148,null,5466,null,66670,null,5100,null,4348,null,1192,null,3368,null,1138,null,57642,null,4281,null,50249,null,4094,null,7393,null,1630,null,0400000US16,Idaho,16
3032249,null,9062,null,1014603,null,6406,null,701041,null,9194,null,389148,null,9800,null,282204,null,9543,null,17838,null,2844,null,11851,null,2170,null,313562,null,9306,null,244884,null,9424,null,68678,null,5284,null,2017646,null,9472,null,1393261,null,15035,null,896938,null,15403,null,420427,null,11979,null,45661,null,5190,null,30235,null,3602,null,624385,null,13935,null,519567,null,13917,null,104818,null,7219,null,0400000US17,Illinois,17
1489530,null,5797,null,498939,null,5660,null,334806,null,7020,null,194659,null,6255,null,124732,null,6285,null,7494,null,1910,null,7921,null,2037,null,164133,null,6091,null,128234,null,5544,null,35899,null,3891,null,990591,null,7120,null,682466,null,11613,null,467175,null,11498,null,175059,null,8965,null,26761,null,3661,null,13471,null,2854,null,308125,null,10985,null,257518,null,10278,null,50607,null,5200,null,0400000US18,Indiana,18
677364,null,3786,null,225559,null,3138,null,163202,null,3883,null,113022,null,3738,null,43871,null,3069,null,4160,null,1343,null,2149,null,907,null,62357,null,3858,null,48977,null,3732,null,13380,null,2148,null,451805,null,4159,null,332600,null,6870,null,253899,null,6110,null,64473,null,4319,null,9562,null,2054,null,4666,null,1307,null,119205,null,5963,null,103707,null,5715,null,15498,null,2625,null,0400000US19,Iowa,19
655795,null,4199,null,222475,null,3604,null,158348,null,4454,null,97808,null,4374,null,54703,null,4114,null,3304,null,840,null,2533,null,877,null,64127,null,4084,null,52139,null,4124,null,11988,null,2007,null,433320,null,4962,null,318463,null,6407,null,227491,null,7251,null,76259,null,5371,null,9590,null,1511,null,5123,null,1445,null,114857,null,5981,null,98272,null,5549,null,16585,null,2503,null,0400000US20,Kansas,20
925962,null,5654,null,314208,null,4301,null,205573,null,5639,null,116392,null,5213,null,73717,null,4512,null,7840,null,2017,null,7624,null,2070,null,108635,null,5637,null,80381,null,4971,null,28254,null,3421,null,611754,null,6263,null,416479,null,8382,null,265211,null,8371,null,113707,null,6181,null,19562,null,2742,null,17999,null,3349,null,195275,null,8156,null,151074,null,7175,null,44201,null,4704,null,0400000US21,Kentucky,21
999689,null,6299,null,339092,null,5157,null,187672,null,6290,null,106752,null,5765,null,72367,null,5075,null,4442,null,1273,null,4111,null,1304,null,151420,null,5768,null,109148,null,4807,null,42272,null,4347,null,660597,null,7157,null,390189,null,9296,null,242298,null,8935,null,114735,null,6030,null,19681,null,3198,null,13475,null,2910,null,270408,null,8453,null,207980,null,8446,null,62428,null,5559,null,0400000US22,Louisiana,22
262415,null,2632,null,80128,null,1950,null,57526,null,2444,null,35175,null,2568,null,19680,null,2403,null,1468,null,682,null,1203,null,619,null,22602,null,2359,null,16652,null,2086,null,5950,null,1362,null,182287,null,2742,null,126520,null,4531,null,94359,null,4290,null,25038,null,2745,null,3799,null,965,null,3324,null,1530,null,55767,null,4166,null,44917,null,3943,null,10850,null,2142,null,0400000US23,Maine,23
1273995,null,5883,null,427893,null,5338,null,292417,null,7203,null,178077,null,6591,null,102126,null,6812,null,8858,null,2161,null,3356,null,1034,null,135476,null,6021,null,112432,null,6477,null,23044,null,3304,null,846102,null,6855,null,557502,null,10586,null,395589,null,10116,null,135498,null,7231,null,18466,null,2283,null,7949,null,2020,null,288600,null,9494,null,250665,null,9646,null,37935,null,4558,null,0400000US24,Maryland,24
1363619,null,4993,null,434877,null,4489,null,316884,null,6553,null,193044,null,6574,null,111647,null,6574,null,7180,null,1509,null,5013,null,1452,null,117993,null,5857,null,88910,null,5531,null,29083,null,4063,null,928742,null,5577,null,645708,null,8958,null,460884,null,9338,null,152914,null,6868,null,21433,null,3089,null,10477,null,2128,null,283034,null,9421,null,223020,null,10444,null,60014,null,6093,null,0400000US25,Massachusetts,25
2322821,null,6773,null,731774,null,5501,null,492644,null,8537,null,294272,null,9679,null,171437,null,8516,null,13991,null,1917,null,12944,null,1921,null,239130,null,6889,null,180863,null,6836,null,58267,null,4655,null,1591047,null,6212,null,1077227,null,11277,null,710197,null,12340,null,295237,null,10297,null,45291,null,3975,null,26502,null,3398,null,513820,null,12359,null,412915,null,10903,null,100905,null,7179,null,0400000US26,Michigan,26
