B14002_001E,B14002_001EA,B14002_001M,B14002_001MA,B14002_002E,B14002_002EA,B14002_002M,B14002_002MA,B14002_003E,B14002_003EA,B14002_003M,B14002_003MA,B14002_004E,B14002_004EA,B14002_004M,B14002_004MA,B14002_005E,B14002_005EA,B14002_005M,B14002_005MA,B14002_006E,B14002_006EA,B14002_006M,B14002_006MA,B14002_007E,B14002_007EA,B14002_007M,B14002_007MA,B14002_008E,B14002_008EA,B14002_008M,B14002_008MA,B14002_009E,B14002_009EA,B14002_009M,B14002_009MA,B14002_010E,B14002_010EA,B14002_010M,B14002_010MA,B14002_011E,B14002_011EA,B14002_011M,B14002_011MA,B14002_012E,B14002_012EA,B14002_012M,B14002_012MA,B14002_013E,B14002_013EA,B14002_013M,B14002_013MA,B14002_014E,B14002_014EA,B14002_014M,B14002_014MA,B14002_015E,B14002_015EA,B14002_015M,B14002_015MA,B14002_016E,B14002_016EA,B14002_016M,B14002_016MA,B14002_017E,B14002_017EA,B14002_017M,B14002_017MA,B14002_018E,B14002_018EA,B14002_018M,B14002_018MA,B14002_019E,B14002_019EA,B14002_019M,B14002_019MA,B14002_020E,B14002_020EA,B14002_020M,B14002_020MA,B14002_021E,B14002_021EA,B14002_021M,B14002_021MA,B14002_022E,B14002_022EA,B14002_022M,B14002_022MA,B14002_023E,B14002_023EA,B14002_023M,B14002_023MA,B14002_024E,B14002_024EA,B14002_024M,B14002_024MA,B14002_025E,B14002_025EA,B14002_025M,B14002_025MA,B14002_026E,B14002_026EA,B14002_026M,B14002_026MA,B14002_027E,B14002_027EA,B14002_027M,B14002_027MA,B14002_028E,B14002_028EA,B14002_028M,B14002_028MA,B14002_029E,B14002_029EA,B14002_029M,B14002_029MA,B14002_030E,B14002_030EA,B14002_030M,B14002_030MA,B14002_031E,B14002_031EA,B14002_031M,B14002_031MA,B14002_032E,B14002_032EA,B14002_032M,B14002_032MA,B14002_033E,B14002_033EA,B14002_033M,B14002_033MA,B14002_034E,B14002_034EA,B14002_034M,B14002_034MA,B14002_035E,B14002_035EA,B14002_035M,B14002_035MA,B14002_036E,B14002_036EA,B14002_036M,B14002_036MA,B14002_037E,B14002_037EA,B14002_037M,B14002_037MA,B14002_038E,B14002_038EA,B14002_038M,B14002_038MA,B14002_039E,B14002_039EA,B14002_039M,B14002_039MA,B14002_040E,B14002_040EA,B14002_040M,B14002_040MA,B14002_041E,B14002_041EA,B14002_041M,B14002_041MA,B14002_042E,B14002_042EA,B14002_042M,B14002_042MA,B14002_043E,B14002_043EA,B14002_043M,B14002_043MA,B14002_044E,B14002_044EA,B14002_044M,B14002_044MA,B14002_045E,B14002_045EA,B14002_045M,B14002_045MA,B14002_046E,B14002_046EA,B14002_046M,B14002_046MA,B14002_047E,B14002_047EA,B14002_047M,B14002_047MA,B14002_048E,B14002_048EA,B14002_048M,B14002_048MA,B14002_049E,B14002_049EA,B14002_049M,B14002_049MA,GEO_ID,NAME,state
4447376,null,4963,null,2148411,null,6604,null,567771,null,8170,null,36372,null,2818,null,18620,null,2013,null,17752,null,2258,null,34636,null,3115,null,28636,null,2749,null,6000,null,1156,null,125797,null,4729,null,114576,null,4381,null,11221,null,1480,null,126655,null,5105,null,112355,null,5039,null,14300,null,2014,null,124999,null,3943,null,110125,null,4600,null,14874,null,2639,null,101762,null,4714,null,85559,null,4210,null,16203,null,1890,null,17550,null,1880,null,13425,null,1681,null,4125,null,987,null,1580640,null,7553,null,2298965,null,5080,null,594442,null,7624,null,32627,null,3155,null,17420,null,2544,null,15207,null,1798,null,28892,null,3058,null,23308,null,2956,null,5584,null,1167,null,120938,null,5013,null,106842,null,4950,null,14096,null,1704,null,123150,null,4835,null,108752,null,4896,null,14398,null,1788,null,126045,null,3813,null,113796,null,4013,null,12249,null,1733,null,138756,null,6129,null,120408,null,5971,null,18348,null,1764,null,24034,null,2439,null,19351,null,2209,null,4683,null,933,null,1704523,null,7672,null,0400000US01,Alabama,01
651727,null,1748,null,341307,null,2047,null,94976,null,3071,null,5774,null,1024,null,3171,null,666,null,2603,null,801,null,4776,null,1034,null,3906,null,957,null,870,null,432,null,18999,null,1465,null,17628,null,1449,null,1371,null,702,null,19281,null,1745,null,18022,null,1725,null,1259,null,483,null,25360,null,1732,null,24120,null,1861,null,1240,null,558,null,17351,null,2100,null,14770,null,1958,null,2581,null,889,null,3435,null,910,null,2489,null,822,null,946,null,444,null,246331,null,3343,null,310420,null,2191,null,90091,null,2788,null,4764,null,1084,null,2778,null,865,null,1986,null,707,null,4439,null,924,null,3973,null,900,null,466,null,360,null,15924,null,1571,null,14311,null,1494,null,1613,null,711,null,19476,null,1605,null,18594,null,1660,null,882,null,412,null,21059,null,1820,null,19981,null,1731,null,1078,null,617,null,20259,null,1998,null,16658,null,1780,null,3601,null,957,null,4170,null,772,null,3390,null,740,null,780,null,351,null,220329,null,2949,null,0400000US02,Alaska,02
6045187,null,5800,null,3026490,null,4606,null,817817,null,9503,null,46665,null,3627,null,27810,null,3387,null,18855,null,2338,null,48895,null,3342,null,43409,null,3204,null,5486,null,1281,null,180974,null,5719,null,170345,null,5887,null,10629,null,1715,null,186049,null,5928,null,174488,null,5952,null,11561,null,1894,null,182847,null,3820,null,170744,null,3636,null,12103,null,1992,null,143428,null,6277,null,120255,null,5611,null,23173,null,3144,null,28959,null,3050,null,19567,null,2528,null,9392,null,1985,null,2208673,null,9693,null,3018697,null,4736,null,832745,null,9494,null,41694,null,3527,null,22952,null,2756,null,18742,null,2207,null,44847,null,3391,null,41048,null,3525,null,3799,null,920,null,180043,null,4599,null,167038,null,4872,null,13005,null,1573,null,170510,null,4990,null,159112,null,4831,null,11398,null,1769,null,173220,null,4250,null,160993,null,4494,null,12227,null,1899,null,183548,null,7082,null,159178,null,7090,null,24370,null,2626,null,38883,null,3708,null,26781,null,3037,null,12102,null,1920,null,2185952,null,10329,null,0400000US04,Arizona,04
2717853,null,4159,null,1326680,null,4170,null,348614,null,5864,null,24052,null,2517,null,16847,null,2136,null,7205,null,1219,null,20808,null,2394,null,18034,null,2283,null,2774,null,826,null,77536,null,3322,null,71391,null,3169,null,6145,null,1322,null,78132,null,3652,null,73199,null,3601,null,4933,null,1155,null,78670,null,3651,null,72720,null,3345,null,5950,null,1239,null,61941,null,3849,null,53453,null,3549,null,8488,null,1444,null,7475,null,1487,null,5822,null,1304,null,1653,null,662,null,978066,null,5952,null,1391173,null,4096,null,360647,null,6137,null,22096,null,2128,null,14171,null,1810,null,7925,null,1423,null,20685,null,1841,null,18914,null,1781,null,1771,null,648,null,75287,null,3484,null,68902,null,3313,null,6385,null,1361,null,72251,null,3314,null,66161,null,3110,null,6090,null,1424,null,77809,null,3345,null,73228,null,3425,null,4581,null,1049,null,80529,null,3967,null,68161,null,3662,null,12368,null,1574,null,11990,null,1727,null,9798,null,1548,null,2192,null,777,null,1030526,null,5926,null,0400000US05,Arkansas,05
34952975,null,13314,null,17459837,null,10466,null,5099771,null,20219,null,300687,null,9015,null,163142,null,6462,null,137545,null,5982,null,249781,null,7686,null,219963,null,7274,null,29818,null,2532,null,1019018,null,14193,null,922815,null,14498,null,96203,null,5781,null,1072708,null,14782,null,977119,null,13524,null,95589,null,5033,null,1196032,null,11999,null,1099746,null,12698,null,96286,null,5605,null,1077198,null,17398,null,898918,null,17702,null,178280,null,7876,null,184347,null,6168,null,101171,null,5417,null,83176,null,4310,null,12360066,null,19448,null,17493138,null,10055,null,5228274,null,19750,null,288800,null,6814,null,158544,null,6257,null,130256,null,4891,null,244960,null,7701,null,214621,null,7299,null,30339,null,2764,null,955714,null,13018,null,859995,null,13852,null,95719,null,4912,null,1012174,null,13784,null,920873,null,13635,null,91301,null,4266,null,1138074,null,11314,null,1045640,null,11721,null,92434,null,5538,null,1331267,null,17885,null,1112444,null,17636,null,218823,null,8815,null,257285,null,8425,null,150787,null,6746,null,106498,null,5886,null,12264864,null,19337,null,0400000US06,California,06
4651132,null,4585,null,2342934,null,4488,null,615555,null,7409,null,40755,null,2694,null,23142,null,2411,null,17613,null,1906,null,33633,null,2935,null,29973,null,2720,null,3660,null,1021,null,130063,null,4264,null,120954,null,4095,null,9109,null,1626,null,129425,null,3954,null,119035,null,4022,null,10390,null,1601,null,132671,null,4061,null,121589,null,4114,null,11082,null,1933,null,125013,null,5361,null,102829,null,4881,null,22184,null,2646,null,23995,null,2726,null,14855,null,1953,null,9140,null,1467,null,1727379,null,8556,null,2308198,null,4152,null,631722,null,7312,null,38168,null,3479,null,21143,null,2625,null,17025,null,2073,null,33795,null,2644,null,30119,null,2624,null,3676,null,943,null,122597,null,3822,null,112027,null,4142,null,10570,null,1613,null,122146,null,4841,null,113069,null,4841,null,9077,null,1511,null,129554,null,3436,null,120415,null,3285,null,9139,null,1655,null,148873,null,5584,null,123352,null,5634,null,25521,null,2580,null,36589,null,2869,null,23959,null,2161,null,12630,null,1837,null,1676476,null,7946,null,0400000US08,Colorado,08
3375713,null,3756,null,1639734,null,3569,null,460238,null,6420,null,31507,null,2653,null,16195,null,2306,null,15312,null,1720,null,22249,null,2247,null,19365,null,2148,null,2884,null,749,null,93354,null,3262,null,84959,null,3518,null,8395,null,1614,null,95945,null,3036,null,86709,null,3116,null,9236,null,1359,null,104680,null,2704,null,92330,null,3105,null,12350,null,1555,null,91928,null,4646,null,56723,null,4208,null,35205,null,2681,null,20575,null,2896,null,9834,null,1696,null,10741,null,1989,null,1179496,null,6152,null,1735979,null,3531,null,480132,null,5917,null,30655,null,2508,null,14346,null,1704,null,16309,null,2018,null,19911,null,2420,null,17854,null,2371,null,2057,null,766,null,87935,null,3494,null,79487,null,3248,null,8448,null,1429,null,90389,null,3869,null,80724,null,3845,null,9665,null,1532,null,104001,null,3120,null,92151,null,3356,null,11850,null,1611,null,116628,null,4800,null,68550,null,3879,null,48078,null,3030,null,30613,null,3191,null,14217,null,1640,null,16396,null,2763,null,1255847,null,5419,null,0400000US09,Connecticut,09
829418,null,1958,null,399935,null,1613,null,106724,null,3365,null,6622,null,1294,null,3694,null,1079,null,2928,null,857,null,5614,null,1191,null,4911,null,1130,null,703,null,369,null,20445,null,1476,null,17028,null,1511,null,3417,null,930,null,25543,null,2001,null,21852,null,2016,null,3691,null,853,null,22919,null,1601,null,19653,null,1585,null,3266,null,776,null,20061,null,2396,null,14876,null,2176,null,5185,null,887,null,5520,null,1178,null,3789,null,1057,null,1731,null,610,null,293211,null,3224,null,429483,null,1548,null,114410,null,2645,null,6694,null,1162,null,3061,null,966,null,3633,null,774,null,5078,null,1252,null,3506,null,1048,null,1572,null,736,null,20236,null,2001,null,16272,null,1958,null,3964,null,919,null,22264,null,1777,null,19072,null,1866,null,3192,null,682,null,22907,null,1477,null,19195,null,1533,null,3712,null,779,null,31860,null,2237,null,25870,null,2250,null,5990,null,1328,null,5371,null,1152,null,2948,null,768,null,2423,null,877,null,315073,null,2790,null,0400000US10,Delaware,10
564337,null,1626,null,264781,null,1495,null,70339,null,2905,null,4290,null,1243,null,1955,null,857,null,2335,null,951,null,3451,null,1090,null,2372,null,943,null,1079,null,741,null,10890,null,1640,null,8641,null,1511,null,2249,null,767,null,13007,null,1714,null,10512,null,1501,null,2495,null,909,null,12640,null,1252,null,10295,null,1159,null,2345,null,683,null,17252,null,1811,null,8128,null,1717,null,9124,null,1516,null,8809,null,2183,null,1618,null,644,null,7191,null,2059,null,194442,null,2551,null,299556,null,1403,null,78395,null,3115,null,5066,null,1343,null,2593,null,1012,null,2473,null,908,null,1836,null,680,null,1165,null,557,null,671,null,427,null,12734,null,1474,null,9018,null,1458,null,3716,null,1086,null,11527,null,1442,null,8988,null,1646,null,2539,null,847,null,13188,null,1281,null,9868,null,1154,null,3320,null,1121,null,21618,null,2297,null,9856,null,1909,null,11762,null,1278,null,12426,null,2034,null,3494,null,991,null,8932,null,1727,null,221161,null,3128,null,0400000US11,District of Columbia,11
17564477,null,9132,null,8614476,null,8598,null,2131838,null,15162,null,150899,null,5771,null,71824,null,4582,null,79075,null,4668,null,107563,null,6488,null,91569,null,6053,null,15994,null,2278,null,450217,null,10106,null,394252,null,9434,null,55965,null,3399,null,459809,null,7981,null,396516,null,8075,null,63293,null,4336,null,476926,null,8273,null,428278,null,8522,null,48648,null,3883,null,417846,null,11473,null,317682,null,10451,null,100164,null,5655,null,68578,null,4222,null,42888,null,3306,null,25690,null,2258,null,6482638,null,14599,null,8950001,null,9623,null,2183464,null,13737,null,141974,null,7038,null,64755,null,4657,null,77219,null,4930,null,110437,null,5757,null,92892,null,5315,null,17545,null,2510,null,423282,null,10383,null,371326,null,10765,null,51956,null,3771,null,427434,null,9992,null,372299,null,9747,null,55135,null,4634,null,457045,null,7941,null,408003,null,8319,null,49042,null,4388,null,527483,null,10697,null,406534,null,9578,null,120949,null,6894,null,95809,null,5225,null,57565,null,3922,null,38244,null,2999,null,6766537,null,15419,null,0400000US12,Florida,12
