B11003_001E,B11003_001EA,B11003_001M,B11003_001MA,B11003_002E,B11003_002EA,B11003_002M,B11003_002MA,B11003_003E,B11003_003EA,B11003_003M,B11003_003MA,B11003_004E,B11003_004EA,B11003_004M,B11003_004MA,B11003_005E,B11003_005EA,B11003_005M,B11003_005MA,B11003_006E,B11003_006EA,B11003_006M,B11003_006MA,B11003_007E,B11003_007EA,B11003_007M,B11003_007MA,B11003_008E,B11003_008EA,B11003_008M,B11003_008MA,B11003_009E,B11003_009EA,B11003_009M,B11003_009MA,B11003_010E,B11003_010EA,B11003_010M,B11003_010MA,B11003_011E,B11003_011EA,B11003_011M,B11003_011MA,B11003_012E,B11003_012EA,B11003_012M,B11003_012MA,B11003_013E,B11003_013EA,B11003_013M,B11003_013MA,B11003_014E,B11003_014EA,B11003_014M,B11003_014MA,B11003_015E,B11003_015EA,B11003_015M,B11003_015MA,B11003_016E,B11003_016EA,B11003_016M,B11003_016MA,B11003_017E,B11003_017EA,B11003_017M,B11003_017MA,B11003_018E,B11003_018EA,B11003_018M,B11003_018MA,B11003_019E,B11003_019EA,B11003_019M,B11003_019MA,B11003_020E,B11003_020EA,B11003_020M,B11003_020MA,GEO_ID,NAME,state
1245126,null,10267,null,891473,null,11584,null,349424,null,7740,null,78151,null,4351,null,70290,null,4246,null,200983,null,6382,null,542049,null,8588,null,353653,null,8447,null,83526,null,5128,null,38924,null,3633,null,9007,null,1705,null,5495,null,1487,null,24422,null,2813,null,44602,null,3268,null,270127,null,7429,null,157440,null,6314,null,32540,null,3193,null,26736,null,2794,null,98164,null,4902,null,112687,null,4908,null,0400000US01,Alabama,01
162345,null,3643,null,122261,null,3872,null,57499,null,2919,null,13461,null,1908,null,13593,null,1603,null,30445,null,2098,null,64762,null,2409,null,40084,null,2828,null,13439,null,1750,null,7462,null,1397,null,1841,null,626,null,972,null,363,null,4649,null,1130,null,5977,null,1080,null,26645,null,2139,null,18008,null,2289,null,3807,null,1068,null,3180,null,878,null,11021,null,1529,null,8637,null,1335,null,0400000US02,Alaska,02
1491772,null,13954,null,1114544,null,13387,null,466642,null,10087,null,106088,null,5306,null,117986,null,5405,null,242568,null,7799,null,647902,null,8794,null,377228,null,8461,null,112701,null,5997,null,61909,null,4699,null,16534,null,2559,null,9198,null,1655,null,36177,null,3553,null,50792,null,3419,null,264527,null,6975,null,162620,null,6118,null,27945,null,2864,null,33791,null,3363,null,100884,null,5237,null,101907,null,4355,null,0400000US04,Arizona,04
756113,null,10348,null,570075,null,9284,null,224674,null,6437,null,51365,null,4239,null,48033,null,3118,null,125276,null,4819,null,345401,null,6512,null,186038,null,6627,null,44877,null,3653,null,22410,null,2378,null,7054,null,1790,null,2543,null,868,null,12813,null,1718,null,22467,null,2869,null,141161,null,5896,null,88226,null,5065,null,18458,null,2999,null,17108,null,2456,null,52660,null,3612,null,52935,null,3746,null,0400000US05,Arkansas,05
8330684,null,27121,null,6065746,null,29426,null,2989583,null,23276,null,667094,null,14355,null,695674,null,12579,null,1626815,null,16683,null,3076163,null,18702,null,2264938,null,21266,null,701452,null,13548,null,330602,null,10213,null,83890,null,5224,null,52405,null,4111,null,194307,null,7317,null,370850,null,10904,null,1563486,null,16956,null,889704,null,14765,null,153178,null,8004,null,167333,null,6706,null,569193,null,12803,null,673782,null,12902,null,0400000US06,California,06
1202485,null,10691,null,934426,null,9022,null,416956,null,8538,null,106949,null,4582,null,91619,null,4322,null,218388,null,6569,null,517470,null,8562,null,268059,null,8750,null,87801,null,5324,null,50469,null,4148,null,12989,null,2281,null,7139,null,1675,null,30341,null,3145,null,37332,null,3600,null,180258,null,6784,null,115893,null,5659,null,23902,null,2810,null,18179,null,2271,null,73812,null,4482,null,64365,null,3580,null,0400000US08,Colorado,08
885471,null,7409,null,673742,null,8042,null,301659,null,5270,null,70479,null,3988,null,55324,null,3716,null,175856,null,5619,null,372083,null,6521,null,211729,null,6737,null,51621,null,4033,null,24178,null,2374,null,6441,null,1339,null,2855,null,906,null,14882,null,1589,null,27443,null,3403,null,160108,null,5040,null,94059,null,3858,null,16010,null,1907,null,15532,null,2289,null,62517,null,3543,null,66049,null,3411,null,0400000US09,Connecticut,09
224451,null,4325,null,162982,null,5306,null,63420,null,3222,null,14365,null,1678,null,14187,null,1668,null,34868,null,2349,null,99562,null,3619,null,61469,null,3337,null,16208,null,2235,null,7241,null,1570,null,1408,null,675,null,1163,null,649,null,4670,null,1416,null,8967,null,1487,null,45261,null,2804,null,27436,null,2577,null,7089,null,1428,null,5393,null,1236,null,14954,null,2050,null,17825,null,2121,null,0400000US10,Delaware,10
108181,null,3697,null,55790,null,2892,null,18752,null,2175,null,7487,null,1333,null,3034,null,753,null,8231,null,1429,null,37038,null,2491,null,52391,null,3093,null,9434,null,1574,null,3418,null,1105,null,522,null,335,null,642,null,466,null,2254,null,869,null,6016,null,1221,null,42957,null,2890,null,22919,null,2229,null,3580,null,1062,null,4052,null,1128,null,15287,null,1751,null,20038,null,2019,null,0400000US11,District of Columbia,11
4626215,null,26538,null,3415012,null,26118,null,1248936,null,16252,null,276951,null,7810,null,259851,null,8488,null,712134,null,13614,null,2166076,null,18746,null,1211203,null,19158,null,331314,null,10236,null,154509,null,7137,null,41881,null,4620,null,20025,null,2602,null,92603,null,5183,null,176805,null,7906,null,879889,null,16836,null,508429,null,12342,null,92726,null,5835,null,85303,null,5939,null,330400,null,10832,null,371460,null,10533,null,0400000US12,Florida,12
