B22003_001E,B22003_001EA,B22003_001M,B22003_001MA,B22003_002E,B22003_002EA,B22003_002M,B22003_002MA,B22003_003E,B22003_003EA,B22003_003M,B22003_003MA,B22003_004E,B22003_004EA,B22003_004M,B22003_004MA,B22003_005E,B22003_005EA,B22003_005M,B22003_005MA,B22003_006E,B22003_006EA,B22003_006M,B22003_006MA,B22003_007E,B22003_007EA,B22003_007M,B22003_007MA,GEO_ID,NAME,state
1816313,null,9214,null,177891,null,5673,null,117998,null,5160,null,59893,null,2887,null,1638422,null,10835,null,184800,null,7166,null,1453622,null,11633,null,0400000US01,Alabama,01
236421,null,2731,null,17462,null,1903,null,7035,null,989,null,10427,null,1621,null,218959,null,2847,null,12954,null,1657,null,206005,null,2636,null,0400000US02,Alaska,02
2251546,null,9458,null,155043,null,6571,null,82724,null,5570,null,72319,null,4001,null,2096503,null,11070,null,187828,null,6117,null,1908675,null,12337,null,0400000US04,Arizona,04
1102734,null,8133,null,131688,null,5916,null,82130,null,4556,null,49558,null,3750,null,971046,null,8082,null,112168,null,5621,null,858878,null,8425,null,0400000US05,Arkansas,05
12200672,null,20297,null,525622,null,12422,null,285383,null,9310,null,240239,null,8854,null,11675050,null,21931,null,1058385,null,15612,null,10616665,null,24801,null,0400000US06,California,06
1859965,null,9746,null,91624,null,5510,null,51591,null,4011,null,40033,null,3637,null,1768341,null,10801,null,155186,null,7134,null,1613155,null,10841,null,0400000US08,Colorado,08
1320714,null,5183,null,74637,null,4907,null,40937,null,3366,null,33700,null,3164,null,1246077,null,6962,null,66659,null,4218,null,1179418,null,7188,null,0400000US09,Connecticut,09
328477,null,3041,null,23266,null,2821,null,11230,null,1899,null,12036,null,2001,null,305211,null,3513,null,21753,null,2238,null,283458,null,3907,null,0400000US10,Delaware,10
251039,null,2911,null,23092,null,2442,null,12753,null,2062,null,10339,null,1476,null,227947,null,3498,null,24087,null,2813,null,203860,null,3821,null,0400000US11,District of Columbia,11
7088960,null,21361,null,412606,null,9989,null,212364,null,8422,null,200242,null,7184,null,6676354,null,23148,null,593907,null,10000,null,6082447,null,22858,null,0400000US12,Florida,12
