C16007_001E,C16007_001EA,C16007_001M,C16007_001MA,C16007_002E,C16007_002EA,C16007_002M,C16007_002MA,C16007_003E,C16007_003EA,C16007_003M,C16007_003MA,C16007_004E,C16007_004EA,C16007_004M,C16007_004MA,C16007_005E,C16007_005EA,C16007_005M,C16007_005MA,C16007_006E,C16007_006EA,C16007_006M,C16007_006MA,C16007_007E,C16007_007EA,C16007_007M,C16007_007MA,C16007_008E,C16007_008EA,C16007_008M,C16007_008MA,C16007_009E,C16007_009EA,C16007_009M,C16007_009MA,C16007_010E,C16007_010EA,C16007_010M,C16007_010MA,C16007_011E,C16007_011EA,C16007_011M,C16007_011MA,C16007_012E,C16007_012EA,C16007_012M,C16007_012MA,C16007_013E,C16007_013EA,C16007_013M,C16007_013MA,GEO_ID,NAME,state
4318848,null,3512,null,815647,null,3096,null,779380,null,3412,null,24754,null,2139,null,11513,null,2148,null,2878454,null,3432,null,2742483,null,5470,null,77062,null,4014,null,58909,null,4157,null,624747,null,2202,null,613154,null,2301,null,3496,null,912,null,8097,null,1323,null,0400000US01,Alabama,01
632806,null,1002,null,130447,null,1142,null,111923,null,2175,null,5098,null,1179,null,13426,null,1728,null,455278,null,1321,null,382675,null,4155,null,17995,null,2036,null,54608,null,3569,null,47081,null,1179,null,37700,null,1258,null,645,null,377,null,8736,null,1107,null,0400000US02,Alaska,02
5839788,null,1598,null,1171588,null,1805,null,794567,null,9118,null,322172,null,7643,null,54849,null,4201,null,3849024,null,1700,null,2698002,null,14721,null,884804,null,9969,null,266218,null,9044,null,819176,null,1434,null,684670,null,4725,null,81842,null,2412,null,52664,null,3432,null,0400000US04,Arizona,04
2637847,null,2141,null,504542,null,2229,null,461882,null,3131,null,33688,null,2288,null,8972,null,1943,null,1735369,null,2883,null,1618893,null,4444,null,84975,null,3213,null,31501,null,2334,null,397936,null,2038,null,389110,null,1867,null,2760,null,848,null,6066,null,1342,null,0400000US05,Arkansas,05
33891325,null,3050,null,6721731,null,3273,null,3723020,null,21634,null,2378787,null,19423,null,619924,null,14285,null,23168645,null,3815,null,13046941,null,36606,null,6677625,null,29916,null,3444079,null,26101,null,4000949,null,3352,null,2679713,null,11401,null,607971,null,6667,null,713265,null,8759,null,0400000US06,California,06
4512195,null,1921,null,842819,null,1901,null,689407,null,7981,null,118944,null,6399,null,34468,null,4325,null,3175983,null,2328,null,2637751,null,13555,null,381505,null,11183,null,156727,null,6758,null,493393,null,1635,null,429288,null,3360,null,39061,null,2145,null,25044,null,2634,null,0400000US08,Colorado,08
3290325,null,1348,null,607066,null,1588,null,500819,null,5727,null,64180,null,4973,null,42067,null,3103,null,2211799,null,1635,null,1756243,null,9487,null,223167,null,4641,null,232389,null,8282,null,471460,null,1098,null,393677,null,4273,null,16991,null,1002,null,60792,null,3713,null,0400000US09,Connecticut,09
805602,null,277,null,146470,null,300,null,127657,null,2348,null,11658,null,1689,null,7155,null,1478,null,542051,null,865,null,472135,null,3844,null,34603,null,2952,null,35313,null,2942,null,117081,null,845,null,108881,null,1106,null,1805,null,649,null,6395,null,1031,null,0400000US10,Delaware,10
551980,null,267,null,77262,null,3,null,67367,null,1465,null,7017,null,1219,null,2878,null,1082,null,404454,null,533,null,342034,null,4035,null,31619,null,2738,null,30801,null,3175,null,70264,null,549,null,62384,null,1187,null,2827,null,580,null,5053,null,1100,null,0400000US11,District of Columbia,11
17105241,null,3743,null,2896667,null,3545,null,2146046,null,12752,null,580633,null,7865,null,169988,null,9374,null,11111999,null,4613,null,7991463,null,24848,null,2301149,null,16814,null,819387,null,18991,null,3096575,null,4348,null,2501945,null,9813,null,387310,null,4161,null,207320,null,8605,null,0400000US12,Florida,12
8818349,null,3954,null,1800462,null,4345,null,1580211,null,7987,null,149746,null,4685,null,70505,null,4587,null,6077426,null,4586,null,5288895,null,14241,null,453235,null,8045,null,335296,null,11727,null,940461,null,3778,null,892628,null,3850,null,17830,null,1889,null,30003,null,2465,null,0400000US13,Georgia,13
1195661,null,1581,null,198038,null,1589,null,161863,null,3809,null,2896,null,983,null,33279,null,3537,null,813131,null,802,null,604495,null,8991,null,21938,null,2830,null,186698,null,8780,null,184492,null,803,null,124091,null,3433,null,1527,null,578,null,58874,null,3283,null,0400000US15,Hawaii,15
1382539,null,1251,null,290954,null,1520,null,260976,null,2969,null,25479,null,2385,null,4499,null,1100,null,916684,null,2056,null,819592,null,5190,null,71679,null,3462,null,25413,null,2785,null,174901,null,1278,null,166078,null,1452,null,3829,null,888,null,4994,null,1102,null,0400000US16,Idaho,16
11961769,null,2037,null,2307377,null,2104,null,1776659,null,10863,null,376867,null,6829,null,153851,null,8098,null,8106309,null,2574,null,6248092,null,17584,null,1088498,null,9518,null,769719,null,16108,null,1548083,null,2244,null,1333774,null,5926,null,70978,null,2096,null,143331,null,5732,null,0400000US17,Illinois,17
5903675,null,2065,null,1144696,null,2111,null,1050751,null,5179,null,58441,null,2951,null,35504,null,3165,null,3965823,null,2667,null,3653442,null,8663,null,176442,null,4762,null,135939,null,7279,null,793156,null,1930,null,762048,null,2548,null,9923,null,1216,null,21185,null,2050,null,0400000US18,Indiana,18
2790906,null,1993,null,514543,null,2261,null,471453,null,3404,null,29294,null,2245,null,13796,null,2255,null,1837763,null,2345,null,1709498,null,5671,null,68968,null,3158,null,59297,null,4202,null,438600,null,1487,null,426212,null,1610,null,3654,null,918,null,8734,null,1217,null,0400000US19,Iowa,19
2580638,null,1964,null,501587,null,2656,null,444747,null,3566,null,45765,null,2633,null,11075,null,1721,null,1720176,null,2813,null,1536933,null,5882,null,119040,null,3625,null,64203,null,4079,null,358875,null,2023,null,342849,null,1846,null,6168,null,913,null,9858,null,1247,null,0400000US20,Kansas,20
3963318,null,2304,null,727273,null,2958,null,692796,null,4743,null,17982,null,2243,null,16495,null,2894,null,2690031,null,2976,null,2568960,null,5972,null,62640,null,3564,null,58431,null,4536,null,546014,null,1582,null,537538,null,1767,null,2214,null,665,null,6262,null,1203,null,0400000US21,Kentucky,21
3996750,null,2015,null,782078,null,2352,null,737189,null,3866,null,22839,null,2476,null,22050,null,2836,null,2692491,null,2716,null,2481109,null,7941,null,84361,null,4618,null,127021,null,5919,null,522181,null,2217,null,450411,null,3298,null,10461,null,1070,null,61309,null,2776,null,0400000US22,Louisiana,22
1247427,null,1093,null,209886,null,1414,null,198409,null,2338,null,2714,null,716,null,8763,null,1782,null,842590,null,1316,null,783120,null,3738,null,10760,null,1679,null,48710,null,3210,null,194951,null,865,null,173607,null,1980,null,467,null,342,null,20877,null,1923,null,0400000US23,Maine,23
5243703,null,1360,null,983935,null,1536,null,849599,null,5329,null,71281,null,3195,null,63055,null,4237,null,3598475,null,1829,null,3025896,null,11521,null,218584,null,6234,null,353995,null,10120,null,661293,null,1441,null,592941,null,4007,null,15950,null,1200,null,52402,null,3409,null,0400000US24,Maryland,24
