C20005_001E,C20005_001EA,C20005_001M,C20005_001MA,C20005_002E,C20005_002EA,C20005_002M,C20005_002MA,C20005_003E,C20005_003EA,C20005_003M,C20005_003MA,C20005_004E,C20005_004EA,C20005_004M,C20005_004MA,C20005_005E,C20005_005EA,C20005_005M,C20005_005MA,C20005_006E,C20005_006EA,C20005_006M,C20005_006MA,C20005_007E,C20005_007EA,C20005_007M,C20005_007MA,C20005_008E,C20005_008EA,C20005_008M,C20005_008MA,C20005_009E,C20005_009EA,C20005_009M,C20005_009MA,C20005_010E,C20005_010EA,C20005_010M,C20005_010MA,C20005_011E,C20005_011EA,C20005_011M,C20005_011MA,C20005_012E,C20005_012EA,C20005_012M,C20005_012MA,C20005_013E,C20005_013EA,C20005_013M,C20005_013MA,C20005_014E,C20005_014EA,C20005_014M,C20005_014MA,C20005_015E,C20005_015EA,C20005_015M,C20005_015MA,C20005_016E,C20005_016EA,C20005_016M,C20005_016MA,C20005_017E,C20005_017EA,C20005_017M,C20005_017MA,C20005_018E,C20005_018EA,C20005_018M,C20005_018MA,C20005_019E,C20005_019EA,C20005_019M,C20005_019MA,C20005_020E,C20005_020EA,C20005_020M,C20005_020MA,C20005_021E,C20005_021EA,C20005_021M,C20005_021MA,C20005_022E,C20005_022EA,C20005_022M,C20005_022MA,C20005_023E,C20005_023EA,C20005_023M,C20005_023MA,C20005_024E,C20005_024EA,C20005_024M,C20005_024MA,C20005_025E,C20005_025EA,C20005_025M,C20005_025MA,C20005_026E,C20005_026EA,C20005_026M,C20005_026MA,C20005_027E,C20005_027EA,C20005_027M,C20005_027MA,C20005_028E,C20005_028EA,C20005_028M,C20005_028MA,C20005_029E,C20005_029EA,C20005_029M,C20005_029MA,C20005_030E,C20005_030EA,C20005_030M,C20005_030MA,C20005_031E,C20005_031EA,C20005_031M,C20005_031MA,C20005_032E,C20005_032EA,C20005_032M,C20005_032MA,C20005_033E,C20005_033EA,C20005_033M,C20005_033MA,C20005_034E,C20005_034EA,C20005_034M,C20005_034MA,C20005_035E,C20005_035EA,C20005_035M,C20005_035MA,C20005_036E,C20005_036EA,C20005_036M,C20005_036MA,C20005_037E,C20005_037EA,C20005_037M,C20005_037MA,C20005_038E,C20005_038EA,C20005_038M,C20005_038MA,C20005_039E,C20005_039EA,C20005_039M,C20005_039MA,GEO_ID,NAME,state
3636020,null,4461,null,1735062,null,4769,null,817703,null,11854,null,40,null,69,null,817663,null,11862,null,13939,null,1815,null,91853,null,5308,null,143327,null,5661,null,259602,null,7544,null,167266,null,6376,null,141676,null,5450,null,917359,null,12474,null,492114,null,9087,null,425245,null,9875,null,204862,null,6648,null,86151,null,5071,null,48792,null,3664,null,46237,null,3306,null,20056,null,1871,null,19147,null,1972,null,1900958,null,3248,null,566718,null,8878,null,89,null,106,null,566629,null,8879,null,17667,null,2015,null,128556,null,5857,null,139585,null,5618,null,173981,null,5799,null,76587,null,3750,null,30253,null,2791,null,1334240,null,9300,null,794354,null,9724,null,539886,null,9934,null,281854,null,7646,null,127411,null,5623,null,51311,null,3484,null,55106,null,3494,null,17421,null,1864,null,6783,null,1325,null,0400000US01,Alabama,01
526901,null,1633,null,275311,null,1866,null,116853,null,3959,null,20,null,33,null,116833,null,3961,null,1580,null,546,null,7255,null,1331,null,15839,null,2129,null,30345,null,2380,null,32465,null,2645,null,29349,null,2445,null,158458,null,4305,null,45230,null,2652,null,113228,null,3750,null,37756,null,2673,null,19006,null,1904,null,13153,null,1726,null,19247,null,2000,null,13339,null,1674,null,10727,null,1453,null,251590,null,1690,null,79956,null,3368,null,48,null,62,null,79908,null,3379,null,1823,null,569,null,6575,null,1010,null,15834,null,1819,null,29887,null,2289,null,18903,null,2179,null,6886,null,1322,null,171634,null,3871,null,67514,null,2775,null,104120,null,3876,null,45236,null,2976,null,20837,null,2188,null,14926,null,1923,null,13134,null,1603,null,6902,null,1173,null,3085,null,860,null,0400000US02,Alaska,02
4847562,null,4420,null,2412039,null,3363,null,1164536,null,12094,null,69,null,113,null,1164467,null,12086,null,16144,null,2226,null,143715,null,8618,null,196631,null,9392,null,343662,null,10104,null,242602,null,8217,null,221713,null,6915,null,1247503,null,12637,null,633352,null,9905,null,614151,null,10597,null,237934,null,7547,null,131981,null,6580,null,76603,null,4934,null,80680,null,5387,null,42096,null,3582,null,44857,null,3372,null,2435523,null,3213,null,752358,null,10644,null,66,null,108,null,752292,null,10647,null,18370,null,2331,null,113420,null,7188,null,171275,null,7327,null,257767,null,8451,null,119467,null,5770,null,71993,null,4298,null,1683165,null,10830,null,966888,null,10268,null,716277,null,12136,null,323693,null,9610,null,169488,null,7033,null,87423,null,4991,null,84368,null,4192,null,34211,null,2678,null,17094,null,1977,null,0400000US04,Arizona,04
2212721,null,3749,null,1069902,null,4223,null,479695,null,8524,null,134,null,129,null,479561,null,8523,null,11200,null,1766,null,64870,null,4049,null,98333,null,5040,null,152044,null,6236,null,89624,null,4442,null,63490,null,4055,null,590207,null,8679,null,305945,null,6970,null,284262,null,7433,null,129683,null,5430,null,62272,null,3982,null,33598,null,3095,null,31397,null,3014,null,13472,null,1663,null,13840,null,1780,null,1142819,null,3219,null,347087,null,6258,null,228,null,179,null,346859,null,6261,null,13285,null,1811,null,83799,null,5016,null,99345,null,5407,null,98572,null,4910,null,37135,null,2726,null,14723,null,1579,null,795732,null,6922,null,455393,null,7987,null,340339,null,8620,null,179270,null,6795,null,81020,null,3863,null,32274,null,2736,null,31816,null,2965,null,12002,null,1753,null,3957,null,988,null,0400000US05,Arkansas,05
28275226,null,9025,null,14037396,null,7178,null,6719856,null,27764,null,513,null,250,null,6719343,null,27746,null,102455,null,5465,null,808083,null,17670,null,1002923,null,17856,null,1658217,null,22543,null,1361500,null,20922,null,1786165,null,17505,null,7317540,null,28211,null,3462359,null,27011,null,3855181,null,32781,null,1352191,null,21053,null,806892,null,15500,null,475246,null,13482,null,543167,null,11719,null,324443,null,8150,null,353242,null,9676,null,14237830,null,6946,null,4281970,null,28430,null,487,null,303,null,4281483,null,28447,null,104799,null,5752,null,641575,null,13295,null,740101,null,14345,null,1258125,null,16134,null,826609,null,14271,null,710274,null,13764,null,9955860,null,29603,null,5537422,null,28861,null,4418438,null,30252,null,1878668,null,20260,null,968520,null,16079,null,511476,null,11986,null,523696,null,10874,null,322113,null,9278,null,213965,null,6454,null,0400000US06,California,06
3803581,null,3614,null,1909841,null,3538,null,984172,null,10580,null,219,null,204,null,983953,null,10556,null,19570,null,3007,null,89462,null,6036,null,136499,null,6006,null,288103,null,8840,null,216680,null,6474,null,233639,null,6533,null,925669,null,11194,null,344919,null,8098,null,580750,null,10028,null,225744,null,6872,null,104085,null,6101,null,72706,null,4003,null,89939,null,4413,null,46892,null,3323,null,41384,null,2615,null,1893740,null,3371,null,632077,null,9623,null,180,null,167,null,631897,null,9657,null,15875,null,2239,null,74613,null,5256,null,127296,null,5027,null,221545,null,7877,null,119210,null,4784,null,73358,null,4452,null,1261663,null,9990,null,590592,null,8668,null,671071,null,10038,null,308747,null,8150,null,148792,null,6084,null,84903,null,4725,null,79977,null,4634,null,32830,null,2625,null,15822,null,1727,null,0400000US08,Colorado,08
2786786,null,2953,null,1341100,null,2790,null,676082,null,8775,null,144,null,141,null,675938,null,8781,null,7234,null,1335,null,33063,null,3305,null,72230,null,4450,null,166098,null,5389,null,178260,null,5794,null,219053,null,6848,null,665018,null,9354,null,294840,null,5744,null,370178,null,8628,null,153292,null,4832,null,64951,null,4496,null,41451,null,3095,null,47460,null,3948,null,30492,null,2428,null,32532,null,2388,null,1445686,null,2244,null,480077,null,7891,null,95,null,115,null,479982,null,7906,null,6208,null,1282,null,33955,null,2738,null,86526,null,3799,null,167544,null,5765,null,105742,null,4807,null,80007,null,3555,null,965609,null,8464,null,480699,null,7329,null,484910,null,8859,null,200439,null,5811,null,105395,null,4627,null,60778,null,3875,null,60556,null,3609,null,36543,null,2869,null,21199,null,2296,null,0400000US09,Connecticut,09
682968,null,1488,null,325742,null,1222,null,160544,null,4180,null,0,null,261,null,160544,null,4180,null,1148,null,458,null,11350,null,1553,null,20994,null,2459,null,49677,null,3278,null,40731,null,2655,null,36644,null,2581,null,165198,null,4101,null,79150,null,3175,null,86048,null,3780,null,36670,null,2579,null,17612,null,2398,null,9678,null,1446,null,11829,null,1606,null,5550,null,1005,null,4709,null,922,null,357226,null,1031,null,122133,null,3960,null,67,null,109,null,122066,null,3944,null,2078,null,596,null,11214,null,1818,null,24818,null,2267,null,44682,null,3216,null,26139,null,2593,null,13135,null,1248,null,235093,null,4171,null,127939,null,3767,null,107154,null,3238,null,48917,null,2267,null,23833,null,1899,null,11792,null,1750,null,12039,null,1535,null,7193,null,1018,null,3380,null,939,null,0400000US10,Delaware,10
487471,null,1214,null,226483,null,973,null,108433,null,3852,null,0,null,300,null,108433,null,3852,null,1149,null,564,null,5634,null,1703,null,14634,null,2421,null,27534,null,3269,null,19000,null,2317,null,40482,null,3049,null,118050,null,4094,null,58729,null,3471,null,59321,null,3377,null,23260,null,2222,null,10575,null,1887,null,4022,null,1193,null,7599,null,1418,null,6055,null,1317,null,7810,null,1553,null,260988,null,1010,null,99930,null,4189,null,0,null,300,null,99930,null,4189,null,982,null,541,null,8442,null,1607,null,13344,null,2184,null,27796,null,2724,null,22876,null,2640,null,26490,null,1942,null,161058,null,4136,null,81968,null,3297,null,79090,null,3566,null,31896,null,2603,null,14326,null,1887,null,9003,null,1629,null,12081,null,1699,null,6310,null,1205,null,5474,null,978,null,0400000US11,District of Columbia,11
14686816,null,8439,null,7134249,null,7658,null,3334115,null,20597,null,133,null,133,null,3333982,null,20591,null,47769,null,4717,null,401000,null,12419,null,625850,null,16594,null,1013208,null,16635,null,637891,null,13160,null,608264,null,12393,null,3800134,null,22640,null,2077656,null,17949,null,1722478,null,24086,null,669234,null,15614,null,383453,null,11765,null,223225,null,9958,null,230902,null,7759,null,102873,null,4649,null,112791,null,5924,null,7552567,null,7432,null,2441504,null,18856,null,221,null,190,null,2441283,null,18840,null,55282,null,4101,null,414043,null,11982,null,593788,null,12843,null,812216,null,13530,null,363522,null,9342,null,202432,null,6540,null,5111063,null,19144,null,3059560,null,20835,null,2051503,null,20514,null,920400,null,15414,null,501257,null,12360,null,238795,null,7961,null,253403,null,8351,null,95286,null,4341,null,42362,null,3647,null,0400000US12,Florida,12
