C20005_001E,C20005_001EA,C20005_001M,C20005_001MA,C20005_002E,C20005_002EA,C20005_002M,C20005_002MA,C20005_003E,C20005_003EA,C20005_003M,C20005_003MA,C20005_004E,C20005_004EA,C20005_004M,C20005_004MA,C20005_005E,C20005_005EA,C20005_005M,C20005_005MA,C20005_006E,C20005_006EA,C20005_006M,C20005_006MA,C20005_007E,C20005_007EA,C20005_007M,C20005_007MA,C20005_008E,C20005_008EA,C20005_008M,C20005_008MA,C20005_009E,C20005_009EA,C20005_009M,C20005_009MA,C20005_010E,C20005_010EA,C20005_010M,C20005_010MA,C20005_011E,C20005_011EA,C20005_011M,C20005_011MA,C20005_012E,C20005_012EA,C20005_012M,C20005_012MA,C20005_013E,C20005_013EA,C20005_013M,C20005_013MA,C20005_014E,C20005_014EA,C20005_014M,C20005_014MA,C20005_015E,C20005_015EA,C20005_015M,C20005_015MA,C20005_016E,C20005_016EA,C20005_016M,C20005_016MA,C20005_017E,C20005_017EA,C20005_017M,C20005_017MA,C20005_018E,C20005_018EA,C20005_018M,C20005_018MA,C20005_019E,C20005_019EA,C20005_019M,C20005_019MA,C20005_020E,C20005_020EA,C20005_020M,C20005_020MA,C20005_021E,C20005_021EA,C20005_021M,C20005_021MA,C20005_022E,C20005_022EA,C20005_022M,C20005_022MA,C20005_023E,C20005_023EA,C20005_023M,C20005_023MA,C20005_024E,C20005_024EA,C20005_024M,C20005_024MA,C20005_025E,C20005_025EA,C20005_025M,C20005_025MA,C20005_026E,C20005_026EA,C20005_026M,C20005_026MA,C20005_027E,C20005_027EA,C20005_027M,C20005_027MA,C20005_028E,C20005_028EA,C20005_028M,C20005_028MA,C20005_029E,C20005_029EA,C20005_029M,C20005_029MA,C20005_030E,C20005_030EA,C20005_030M,C20005_030MA,C20005_031E,C20005_031EA,C20005_031M,C20005_031MA,C20005_032E,C20005_032EA,C20005_032M,C20005_032MA,C20005_033E,C20005_033EA,C20005_033M,C20005_033MA,C20005_034E,C20005_034EA,C20005_034M,C20005_034MA,C20005_035E,C20005_035EA,C20005_035M,C20005_035MA,C20005_036E,C20005_036EA,C20005_036M,C20005_036MA,C20005_037E,C20005_037EA,C20005_037M,C20005_037MA,C20005_038E,C20005_038EA,C20005_038M,C20005_038MA,C20005_039E,C20005_039EA,C20005_039M,C20005_039MA,GEO_ID,NAME,state
7296655,null,5230,null,3543287,null,5164,null,1791694,null,14969,null,360,null,264,null,1791334,null,14979,null,30198,null,2955,null,172045,null,8893,null,312460,null,10807,null,560661,null,13637,null,355395,null,9601,null,360575,null,9497,null,1751593,null,14884,null,845715,null,13259,null,905878,null,14260,null,384113,null,11609,null,196191,null,9171,null,113667,null,6995,null,104462,null,5383,null,59778,null,3403,null,47667,null,3357,null,3753368,null,4834,null,1273223,null,13824,null,148,null,141,null,1273075,null,13845,null,26960,null,2809,null,210706,null,8809,null,294483,null,8433,null,419717,null,10620,null,203446,null,7480,null,117763,null,5918,null,2480145,null,14269,null,1362674,null,13126,null,1117471,null,15583,null,524431,null,11162,null,255728,null,8749,null,126525,null,5776,null,125414,null,6012,null,62499,null,3862,null,22874,null,2242,null,0400000US13,Georgia,13
1030247,null,1318,null,513909,null,1154,null,257748,null,5460,null,0,null,271,null,257748,null,5460,null,2107,null,720,null,23306,null,3122,null,42185,null,3306,null,78432,null,4872,null,65981,null,4146,null,45737,null,2354,null,256161,null,5570,null,125062,null,3996,null,131099,null,5022,null,45108,null,3681,null,26532,null,2665,null,17806,null,2166,null,21483,null,1973,null,11767,null,1654,null,8403,null,1341,null,516338,null,1360,null,182497,null,5157,null,61,null,101,null,182436,null,5171,null,2978,null,964,null,19519,null,2186,null,41517,null,3519,null,68938,null,3962,null,32320,null,2568,null,17164,null,1844,null,333841,null,5403,null,184571,null,4650,null,149270,null,5309,null,64610,null,3547,null,31020,null,2591,null,20224,null,2028,null,21875,null,2632,null,7987,null,1538,null,3554,null,938,null,0400000US15,Hawaii,15
1134919,null,2735,null,564948,null,2608,null,273459,null,5161,null,134,null,133,null,273325,null,5143,null,5561,null,1265,null,26864,null,2837,null,53608,null,3160,null,91223,null,4254,null,54424,null,3146,null,41645,null,2542,null,291489,null,5676,null,113062,null,3899,null,178427,null,5039,null,69321,null,3802,null,37522,null,2843,null,24342,null,2398,null,25616,null,2452,null,12139,null,1527,null,9487,null,1485,null,569971,null,2239,null,166511,null,4736,null,69,null,114,null,166442,null,4726,null,8137,null,1474,null,32876,null,2794,null,46156,null,3097,null,49520,null,2967,null,20918,null,2060,null,8835,null,1242,null,403460,null,5336,null,194104,null,4460,null,209356,null,5616,null,105563,null,4303,null,49598,null,3011,null,24759,null,2528,null,19172,null,2109,null,6919,null,1216,null,3345,null,761,null,0400000US16,Idaho,16
10028611,null,5654,null,4885609,null,4615,null,2416728,null,16882,null,198,null,197,null,2416530,null,16878,null,32604,null,2695,null,201651,null,9181,null,334546,null,8501,null,668322,null,12089,null,571269,null,10939,null,608138,null,10301,null,2468881,null,16685,null,1131896,null,13692,null,1336985,null,14106,null,567856,null,9229,null,254032,null,9209,null,147449,null,6406,null,171938,null,6215,null,107669,null,4127,null,88041,null,3987,null,5143002,null,4344,null,1690852,null,17371,null,469,null,283,null,1690383,null,17409,null,35777,null,2478,null,241823,null,8128,null,355353,null,10455,null,553059,null,12187,null,306502,null,8234,null,197869,null,6627,null,3452150,null,17453,null,1823014,null,15132,null,1629136,null,16875,null,781261,null,12215,null,365313,null,10348,null,175410,null,5842,null,177080,null,6620,null,90692,null,4461,null,39380,null,2705,null,0400000US17,Illinois,17
4943927,null,3992,null,2405872,null,3236,null,1191685,null,11549,null,164,null,156,null,1191521,null,11518,null,15161,null,1838,null,87557,null,5399,null,185352,null,6374,null,401944,null,8938,null,292771,null,6646,null,208736,null,5455,null,1214187,null,11801,null,552270,null,7959,null,661917,null,10619,null,299379,null,7929,null,124670,null,5262,null,72974,null,3481,null,87615,null,5155,null,48009,null,2815,null,29270,null,2281,null,2538055,null,3478,null,816132,null,11301,null,275,null,197,null,815857,null,11281,null,16558,null,2000,null,131007,null,5963,null,230913,null,6899,null,280779,null,6644,null,112074,null,5005,null,44526,null,2938,null,1721923,null,11611,null,889305,null,10465,null,832618,null,11985,null,422135,null,8361,null,200762,null,6646,null,83944,null,4151,null,79928,null,3958,null,37153,null,3524,null,8696,null,1300,null,0400000US18,Indiana,18
2364068,null,2622,null,1153397,null,2481,null,589854,null,6660,null,43,null,54,null,589811,null,6662,null,12053,null,1527,null,43432,null,3089,null,98639,null,4257,null,216549,null,5301,null,128425,null,5113,null,90713,null,3574,null,563543,null,6640,null,231646,null,4714,null,331897,null,5779,null,157713,null,4361,null,66714,null,3998,null,35707,null,3050,null,41975,null,2787,null,16688,null,1675,null,13100,null,1445,null,1210671,null,2363,null,407550,null,5979,null,260,null,177,null,407290,null,6017,null,12166,null,1556,null,66125,null,3339,null,113026,null,4077,null,142331,null,4696,null,53189,null,3185,null,20453,null,1966,null,803121,null,6443,null,377389,null,5193,null,425732,null,6587,null,223259,null,5156,null,96600,null,4332,null,44858,null,2528,null,45232,null,2427,null,11981,null,1445,null,3802,null,721,null,0400000US19,Iowa,19
2161001,null,3328,null,1060137,null,3308,null,553577,null,7732,null,106,null,114,null,553471,null,7724,null,12043,null,1458,null,48692,null,3168,null,96715,null,3923,null,174321,null,5795,null,119813,null,4117,null,101887,null,4222,null,506560,null,7710,null,211334,null,5530,null,295226,null,6777,null,145089,null,4953,null,57767,null,4183,null,31323,null,2766,null,32287,null,2087,null,15622,null,1710,null,13138,null,1708,null,1100864,null,3243,null,378585,null,6919,null,335,null,217,null,378250,null,6942,null,11107,null,1636,null,63554,null,4026,null,101094,null,4158,null,124291,null,4085,null,52054,null,2918,null,26150,null,2221,null,722279,null,7413,null,350797,null,5925,null,371482,null,7103,null,189279,null,6026,null,88468,null,4521,null,35630,null,2732,null,38703,null,2202,null,14672,null,1680,null,4730,null,899,null,0400000US20,Kansas,20
3356058,null,3740,null,1621108,null,4351,null,728726,null,9982,null,313,null,368,null,728413,null,9933,null,16460,null,1984,null,79440,null,5438,null,133577,null,5913,null,240684,null,8125,null,147574,null,5355,null,110678,null,5025,null,892382,null,9840,null,460634,null,8945,null,431748,null,8803,null,199055,null,7417,null,87225,null,4596,null,48881,null,3128,null,56162,null,3632,null,24963,null,2667,null,15462,null,1837,null,1734950,null,4028,null,536322,null,8968,null,61,null,89,null,536261,null,8970,null,18623,null,2458,null,108607,null,5016,null,141352,null,4817,null,170666,null,5746,null,67848,null,3625,null,29165,null,2125,null,1198628,null,9725,null,686977,null,8837,null,511651,null,9806,null,269730,null,7219,null,121717,null,5631,null,49457,null,3787,null,48235,null,3441,null,16403,null,1841,null,6109,null,1083,null,0400000US21,Kentucky,21
3342298,null,4109,null,1600679,null,3783,null,729857,null,9860,null,34,null,58,null,729823,null,9856,null,14951,null,2253,null,82916,null,4962,null,116174,null,6338,null,218449,null,6290,null,159620,null,5835,null,137713,null,4541,null,870822,null,10545,null,449742,null,8728,null,421080,null,9045,null,176721,null,6823,null,82548,null,4869,null,42485,null,3189,null,55040,null,3969,null,36082,null,2866,null,28204,null,2420,null,1741619,null,3664,null,521622,null,10486,null,278,null,225,null,521344,null,10495,null,21407,null,2187,null,129251,null,6035,null,129244,null,6290,null,154512,null,6018,null,59814,null,3555,null,27116,null,2129,null,1219997,null,10764,null,708886,null,12427,null,511111,null,9979,null,266846,null,8706,null,118554,null,5243,null,48870,null,3436,null,55458,null,3272,null,14523,null,1695,null,6860,null,1339,null,0400000US22,Louisiana,22
1076115,null,1869,null,518656,null,1660,null,240853,null,4663,null,0,null,226,null,240853,null,4663,null,3547,null,726,null,16144,null,2135,null,42343,null,3381,null,89831,null,4244,null,53461,null,2976,null,35527,null,2703,null,277803,null,4856,null,123886,null,3626,null,153917,null,4983,null,71938,null,3656,null,28975,null,2082,null,21660,null,2535,null,16178,null,1563,null,7746,null,1220,null,7420,null,1145,null,557459,null,1540,null,172237,null,4276,null,0,null,226,null,172237,null,4276,null,3968,null,811,null,24646,null,2096,null,50127,null,2665,null,58085,null,3100,null,26045,null,2226,null,9366,null,1196,null,385222,null,4625,null,191293,null,4236,null,193929,null,4480,null,95850,null,3521,null,48145,null,3019,null,22664,null,2016,null,18963,null,1744,null,6319,null,1054,null,1988,null,659,null,0400000US23,Maine,23
4426344,null,3603,null,2108074,null,3119,null,1119567,null,10498,null,32,null,52,null,1119535,null,10505,null,13914,null,2085,null,56685,null,4627,null,123405,null,5538,null,290089,null,9129,null,280502,null,7741,null,354940,null,6883,null,988507,null,10911,null,452408,null,7249,null,536099,null,9500,null,214914,null,7977,null,103559,null,5805,null,60057,null,4607,null,71250,null,4404,null,41127,null,3287,null,45192,null,3362,null,2318270,null,3187,null,869701,null,12496,null,81,null,95,null,869620,null,12471,null,13511,null,2122,null,71493,null,4282,null,137069,null,6497,null,280862,null,8507,null,204459,null,7694,null,162226,null,5761,null,1448569,null,13330,null,728150,null,9012,null,720419,null,10825,null,300917,null,7591,null,150193,null,6294,null,79827,null,4871,null,98847,null,5348,null,57435,null,3480,null,33200,null,2663,null,0400000US24,Maryland,24
5192522,null,3103,null,2486562,null,3159,null,1227208,null,13053,null,14,null,25,null,1227194,null,13051,null,12856,null,2271,null,60872,null,4819,null,128348,null,6378,null,330325,null,8794,null,314216,null,8817,null,380577,null,8102,null,1259354,null,13376,null,565330,null,9067,null,694024,null,13126,null,283362,null,7351,null,127852,null,5911,null,75523,null,4630,null,88600,null,4675,null,61987,null,4119,null,56700,null,3975,null,2705960,null,3310,null,871661,null,12088,null,16,null,26,null,871645,null,12091,null,11859,null,1834,null,68096,null,4517,null,144178,null,6912,null,305723,null,7023,null,202319,null,7316,null,139470,null,6042,null,1834299,null,12552,null,892312,null,10402,null,941987,null,13115,null,393230,null,9142,null,204444,null,7007,null,116859,null,5103,null,120993,null,5350,null,71873,null,4287,null,34588,null,2609,null,0400000US25,Massachusetts,25
7933124,null,4538,null,3862961,null,3991,null,1651192,null,14598,null,333,null,160,null,1650859,null,14608,null,29633,null,2840,null,133954,null,4934,null,216320,null,8105,null,467252,null,9276,null,412216,null,9999,null,391484,null,7827,null,2211769,null,14496,null,1070389,null,11053,null,1141380,null,12475,null,506706,null,9398,null,214970,null,6762,null,123525,null,5250,null,140071,null,5223,null,83482,null,3521,null,72626,null,3975,null,4070163,null,4107,null,1146600,null,11366,null,142,null,106,null,1146458,null,11353,null,32713,null,2456,null,154502,null,5923,null,259888,null,8257,null,388831,null,8075,null,208995,null,5939,null,101529,null,4355,null,2923563,null,11831,null,1547858,null,13449,null,1375705,null,12760,null,686692,null,10457,null,316390,null,8817,null,148764,null,5428,null,127371,null,4928,null,70503,null,3267,null,25985,null,1979,null,0400000US26,Michigan,26
4090960,null,3853,null,2022220,null,3299,null,1023629,null,8808,null,41,null,41,null,1023588,null,8818,null,15382,null,1619,null,61738,null,3636,null,127718,null,4633,null,330586,null,7782,null,259453,null,6332,null,228711,null,5527,null,998591,null,8828,null,386064,null,5625,null,612527,null,9571,null,253108,null,6842,null,115559,null,5159,null,70170,null,3622,null,92024,null,4387,null,47334,null,2600,null,34332,null,1935,null,2068740,null,2757,null,708317,null,8944,null,313,null,275,null,708004,null,8945,null,16312,null,1573,null,73773,null,3981,null,150793,null,5308,null,262157,null,5989,null,124569,null,4922,null,80400,null,3843,null,1360423,null,9315,null,594804,null,7859,null,765619,null,8400,null,340904,null,5671,null,175843,null,5643,null,93260,null,3913,null,96260,null,3740,null,44265,null,2527,null,15087,null,1350,null,0400000US27,Minnesota,27
2245729,null,3691,null,1068807,null,3440,null,460752,null,9465,null,181,null,267,null,460571,null,9500,null,12228,null,2110,null,61468,null,4552,null,93543,null,5321,null,145976,null,5633,null,79953,null,4634,null,67403,null,4138,null,608055,null,9409,null,330183,null,7486,null,277872,null,7318,null,134118,null,5299,null,57683,null,4120,null,28910,null,2475,null,28026,null,2898,null,17223,null,1836,null,11912,null,1675,null,1176922,null,2147,null,346621,null,9457,null,205,null,277,null,346416,null,9546,null,15168,null,2068,null,86412,null,5890,null,91354,null,4933,null,98995,null,4869,null,38197,null,3080,null,16290,null,1903,null,830301,null,9902,null,492382,null,8193,null,337919,null,8656,null,185088,null,6618,null,76527,null,3907,null,32400,null,3048,null,32085,null,3253,null,8836,null,1337,null,2983,null,775,null,0400000US28,Mississippi,28
4621637,null,3851,null,2226874,null,3584,null,1060914,null,9982,null,92,null,107,null,1060822,null,9992,null,21580,null,2364,null,101388,null,5807,null,181251,null,7050,null,348692,null,9008,null,229640,null,6535,null,178271,null,5219,null,1165960,null,10717,null,550120,null,7383,null,615840,null,10247,null,282877,null,8469,null,124353,null,5654,null,70481,null,4414,null,74246,null,3526,null,37774,null,3068,null,26109,null,2673,null,2394763,null,3738,null,802578,null,10946,null,223,null,165,null,802355,null,10926,null,24429,null,2524,null,141342,null,6324,null,215940,null,6706,null,257040,null,7116,null,111664,null,5321,null,51940,null,2974,null,1592185,null,11795,null,833650,null,11425,null,758535,null,12089,null,390502,null,9702,null,172142,null,5214,null,80663,null,3743,null,77444,null,4119,null,26657,null,2474,null,11127,null,1701,null,0400000US29,Missouri,29
764534,null,2110,null,379559,null,1720,null,169020,null,4565,null,166,null,154,null,168854,null,4565,null,5574,null,1108,null,22658,null,2573,null,29910,null,2573,null,53512,null,2814,null,33573,null,2546,null,23627,null,2156,null,210539,null,4604,null,87681,null,3551,null,122858,null,4774,null,53838,null,3166,null,25710,null,2443,null,14071,null,1777,null,16027,null,1977,null,7003,null,1157,null,6209,null,1116,null,384975,null,1456,null,119099,null,4063,null,188,null,165,null,118911,null,4111,null,5234,null,1072,null,27197,null,2473,null,35619,null,3138,null,33675,null,2552,null,12761,null,1511,null,4425,null,982,null,265876,null,4231,null,124513,null,3345,null,141363,null,4338,null,72910,null,3171,null,35894,null,2904,null,15554,null,1804,null,12063,null,1457,null,3574,null,664,null,1368,null,520,null,0400000US30,Montana,30
1381588,null,2389,null,676856,null,2111,null,373975,null,5439,null,40,null,36,null,373935,null,5440,null,9074,null,1265,null,34276,null,2787,null,73370,null,3932,null,128123,null,5021,null,72135,null,3077,null,56957,null,3028,null,302881,null,5729,null,127264,null,3418,null,175617,null,4935,null,82943,null,4182,null,35489,null,2936,null,21275,null,2092,null,19425,null,1904,null,10750,null,1558,null,5735,null,994,null,704732,null,1776,null,253150,null,5410,null,161,null,150,null,252989,null,5418,null,9898,null,1354,null,43881,null,2688,null,69551,null,4066,null,82578,null,3594,null,32250,null,2724,null,14831,null,1633,null,451582,null,5438,null,209271,null,4629,null,242311,null,5646,null,129438,null,4770,null,56754,null,3335,null,23015,null,2098,null,23591,null,1803,null,7667,null,1183,null,1846,null,581,null,0400000US31,Nebraska,31
