B25099_001E,B25099_001EA,B25099_001M,B25099_001MA,B25099_002E,B25099_002EA,B25099_002M,B25099_002MA,B25099_003E,B25099_003EA,B25099_003M,B25099_003MA,GEO_ID,NAME,state
50768,null,501,null,62007,null,805,null,33749,null,917,null,0400000US01,Alabama,01
80391,null,2455,null,88723,null,2441,null,56852,null,3425,null,0400000US02,Alaska,02
60776,null,640,null,70828,null,788,null,38415,null,1041,null,0400000US04,Arizona,04
48054,null,809,null,57359,null,1132,null,34283,null,969,null,0400000US05,Arkansas,05
79138,null,462,null,89017,null,589,null,46674,null,545,null,0400000US06,California,06
69244,null,916,null,75985,null,816,null,45143,null,1193,null,0400000US08,Colorado,08
83037,null,1014,null,92585,null,1401,null,54636,null,1509,null,0400000US09,Connecticut,09
66426,null,1986,null,76044,null,2151,null,43019,null,3114,null,0400000US10,Delaware,10
91777,null,3858,null,103067,null,5122,null,62472,null,6955,null,0400000US11,District of Columbia,11
56425,null,345,null,65698,null,486,null,38879,null,604,null,0400000US12,Florida,12
61394,null,405,null,70118,null,701,null,38551,null,985,null,0400000US13,Georgia,13
80818,null,1959,null,90364,null,1890,null,61086,null,1476,null,0400000US15,Hawaii,15
54577,null,883,null,61469,null,1050,null,36872,null,1132,null,0400000US16,Idaho,16
67236,null,407,null,76501,null,528,null,45348,null,526,null,0400000US17,Illinois,17
57948,null,623,null,65024,null,517,null,39807,null,669,null,0400000US18,Indiana,18
56824,null,631,null,65425,null,857,null,40161,null,846,null,0400000US19,Iowa,19
59361,null,860,null,69401,null,1187,null,40501,null,982,null,0400000US20,Kansas,20
50425,null,633,null,61709,null,761,null,32365,null,854,null,0400000US21,Kentucky,21
51721,null,629,null,65047,null,1024,null,36118,null,848,null,0400000US22,Louisiana,22
54333,null,786,null,64110,null,1214,null,36389,null,1532,null,0400000US23,Maine,23
84474,null,879,null,93266,null,931,null,52091,null,1403,null,0400000US24,Maryland,24
81797,null,633,null,91915,null,929,null,51368,null,1068,null,0400000US25,Massachusetts,25
58165,null,485,null,67409,null,497,null,37855,null,495,null,0400000US26,Michigan,26
66883,null,578,null,75551,null,758,null,44021,null,741,null,0400000US27,Minnesota,27
44496,null,1074,null,54076,null,1349,null,30695,null,927,null,0400000US28,Mississippi,28
55998,null,489,null,64356,null,751,null,38667,null,783,null,0400000US29,Missouri,29
52116,null,986,null,61127,null,1263,null,39845,null,1757,null,0400000US30,Montana,30
58544,null,911,null,68080,null,1330,null,40825,null,1034,null,0400000US31,Nebraska,31
68729,null,1386,null,75492,null,1293,null,45776,null,1873,null,0400000US32,Nevada,32
73267,null,1628,null,82119,null,1584,null,48550,null,2558,null,0400000US33,New Hampshire,33
85852,null,725,null,96744,null,826,null,55488,null,1150,null,0400000US34,New Jersey,34
50833,null,938,null,61488,null,1182,null,35127,null,1201,null,0400000US35,New Mexico,35
72845,null,560,null,85006,null,589,null,50242,null,590,null,0400000US36,New York,36
55602,null,580,null,65364,null,669,null,35506,null,755,null,0400000US37,North Carolina,37
56109,null,1393,null,67777,null,2168,null,39373,null,1243,null,0400000US38,North Dakota,38
59150,null,435,null,67204,null,402,null,39461,null,494,null,0400000US39,Ohio,39
52009,null,528,null,61861,null,725,null,36884,null,847,null,0400000US40,Oklahoma,40
61690,null,622,null,70403,null,731,null,40316,null,1050,null,0400000US41,Oregon,41
59543,null,457,null,70810,null,449,null,39656,null,479,null,0400000US42,Pennsylvania,42
74190,null,2070,null,81168,null,1591,null,46650,null,3157,null,0400000US44,Rhode Island,44
52960,null,728,null,62701,null,964,null,35326,null,790,null,0400000US45,South Carolina,45
54104,null,1184,null,63478,null,1979,null,39786,null,1481,null,0400000US46,South Dakota,46
52219,null,478,null,60739,null,550,null,36861,null,632,null,0400000US47,Tennessee,47
61346,null,323,null,72734,null,514,null,41551,null,459,null,0400000US48,Texas,48
65181,null,995,null,70799,null,813,null,46645,null,1657,null,0400000US49,Utah,49
59436,null,1407,null,67910,null,2321,null,41481,null,1886,null,0400000US50,Vermont,50
72360,null,528,null,83261,null,703,null,43190,null,842,null,0400000US51,Virginia,51
70427,null,547,null,78624,null,835,null,45569,null,1033,null,0400000US53,Washington,53
44120,null,1085,null,57903,null,1530,null,32251,null,678,null,0400000US54,West Virginia,54
62082,null,412,null,70484,null,602,null,42957,null,760,null,0400000US55,Wisconsin,55
62037,null,1926,null,73557,null,2837,null,42241,null,2934,null,0400000US56,Wyoming,56
21475,null,501,null,34887,null,892,null,14851,null,338,null,0400000US72,Puerto Rico,72
