B25098_001E,B25098_001EA,B25098_001M,B25098_001MA,B25098_002E,B25098_002EA,B25098_002M,B25098_002MA,B25098_003E,B25098_003EA,B25098_003M,B25098_003MA,B25098_004E,B25098_004EA,B25098_004M,B25098_004MA,B25098_005E,B25098_005EA,B25098_005M,B25098_005MA,B25098_006E,B25098_006EA,B25098_006M,B25098_006MA,B25098_007E,B25098_007EA,B25098_007M,B25098_007MA,B25098_008E,B25098_008EA,B25098_008M,B25098_008MA,B25098_009E,B25098_009EA,B25098_009M,B25098_009MA,B25098_010E,B25098_010EA,B25098_010M,B25098_010MA,B25098_011E,B25098_011EA,B25098_011M,B25098_011MA,B25098_012E,B25098_012EA,B25098_012M,B25098_012MA,B25098_013E,B25098_013EA,B25098_013M,B25098_013MA,B25098_014E,B25098_014EA,B25098_014M,B25098_014MA,B25098_015E,B25098_015EA,B25098_015M,B25098_015MA,B25098_016E,B25098_016EA,B25098_016M,B25098_016MA,B25098_017E,B25098_017EA,B25098_017M,B25098_017MA,B25098_018E,B25098_018EA,B25098_018M,B25098_018MA,B25098_019E,B25098_019EA,B25098_019M,B25098_019MA,GEO_ID,NAME,state
1287825,null,11794,null,783099,null,11189,null,25406,null,2549,null,77887,null,4739,null,74218,null,4294,null,120498,null,5169,null,178937,null,5932,null,133430,null,5600,null,117323,null,4680,null,55400,null,3153,null,504726,null,7302,null,49829,null,3161,null,139326,null,5260,null,70145,null,3639,null,75785,null,3529,null,78171,null,4645,null,40750,null,2657,null,28099,null,2476,null,22621,null,2003,null,0400000US01,Alabama,01
149018,null,3290,null,106434,null,3482,null,1941,null,670,null,5245,null,1056,null,4240,null,891,null,9448,null,1369,null,21124,null,2010,null,20147,null,1974,null,28744,null,2333,null,15545,null,1739,null,42584,null,2470,null,2252,null,492,null,6219,null,1159,null,3669,null,843,null,6022,null,953,null,9244,null,1126,null,5284,null,982,null,5882,null,1037,null,4012,null,786,null,0400000US02,Alaska,02
1533145,null,12918,null,1088152,null,14480,null,25732,null,2494,null,78612,null,4391,null,83720,null,4846,null,148366,null,6837,null,245569,null,7770,null,194604,null,6216,null,193298,null,6268,null,118251,null,4769,null,444993,null,8776,null,38283,null,2737,null,102097,null,5198,null,63424,null,3522,null,73232,null,4170,null,75878,null,3750,null,40333,null,3050,null,28269,null,2451,null,23477,null,2149,null,0400000US04,Arizona,04
746839,null,10273,null,444022,null,9086,null,13958,null,1743,null,50577,null,3378,null,43668,null,2768,null,77514,null,4081,null,105275,null,4709,null,65867,null,3774,null,58353,null,3710,null,28810,null,2071,null,302817,null,6609,null,27935,null,2461,null,80193,null,3153,null,45891,null,2960,null,49352,null,2927,null,48726,null,3161,null,23768,null,2130,null,16531,null,2066,null,10421,null,1259,null,0400000US05,Arkansas,05
7076972,null,24937,null,5381874,null,22097,null,92577,null,5488,null,281743,null,6979,null,282466,null,8513,null,515288,null,10927,null,990287,null,14057,null,890615,null,13457,null,1201228,null,17226,null,1127670,null,12770,null,1695098,null,14541,null,98354,null,4625,null,342999,null,7624,null,207445,null,5965,null,249432,null,7034,null,286047,null,7137,null,170258,null,5976,null,177964,null,5692,null,162599,null,4698,null,0400000US06,California,06
1280207,null,11127,null,982672,null,12272,null,18651,null,2388,null,58804,null,3494,null,63417,null,3998,null,121908,null,5255,null,220033,null,7333,null,175982,null,6745,null,196116,null,6195,null,127761,null,4377,null,297535,null,7908,null,20680,null,2338,null,60066,null,4026,null,33994,null,2539,null,48683,null,2945,null,52366,null,3183,null,31399,null,2608,null,26456,null,1860,null,23891,null,2062,null,0400000US08,Colorado,08
924839,null,7954,null,664729,null,8049,null,6451,null,1198,null,24794,null,2331,null,25494,null,2311,null,60911,null,3665,null,125642,null,4196,null,121026,null,4937,null,159909,null,6217,null,140502,null,4185,null,260110,null,5917,null,10020,null,1602,null,43239,null,2618,null,27302,null,2105,null,39328,null,2427,null,46229,null,2958,null,28504,null,2173,null,33743,null,2543,null,31745,null,2273,null,0400000US09,Connecticut,09
238141,null,4151,null,169331,null,3858,null,4320,null,1098,null,9045,null,1514,null,11245,null,1795,null,20694,null,2356,null,37788,null,2690,null,30311,null,2770,null,35354,null,2219,null,20574,null,1837,null,68810,null,2781,null,4848,null,1024,null,15100,null,1439,null,9352,null,1381,null,9432,null,1334,null,12527,null,1620,null,6404,null,846,null,6100,null,1087,null,5047,null,1030,null,0400000US10,Delaware,10
111813,null,2883,null,85774,null,3207,null,2278,null,776,null,3568,null,1006,null,3909,null,962,null,6552,null,1262,null,13970,null,1605,null,11331,null,1486,null,16259,null,1726,null,27907,null,2261,null,26039,null,2124,null,1020,null,417,null,5520,null,1063,null,2063,null,644,null,2903,null,781,null,3790,null,741,null,2985,null,721,null,3750,null,900,null,4008,null,966,null,0400000US11,District of Columbia,11
5005708,null,26411,null,3288932,null,22623,null,95163,null,6033,null,295565,null,7736,null,280473,null,9117,null,479544,null,10260,null,746370,null,12007,null,530769,null,11232,null,525809,null,11032,null,335239,null,8378,null,1716776,null,17430,null,125598,null,5352,null,415873,null,9649,null,238691,null,6428,null,265357,null,6582,null,285090,null,9018,null,145446,null,6418,null,125877,null,5747,null,114844,null,4581,null,0400000US12,Florida,12
2341965,null,17528,null,1700521,null,16385,null,43982,null,3251,null,119867,null,5718,null,127734,null,5899,null,240941,null,7389,null,387724,null,9723,null,287722,null,7523,null,295239,null,7166,null,197312,null,5617,null,641444,null,11434,null,60099,null,4021,null,150802,null,5350,null,84298,null,4007,null,93842,null,4503,null,108995,null,6250,null,57776,null,3488,null,49635,null,3667,null,35997,null,2493,null,0400000US13,Georgia,13
261918,null,5659,null,176777,null,6053,null,2274,null,808,null,8076,null,1413,null,7427,null,1286,null,14964,null,1781,null,36997,null,3123,null,32150,null,2922,null,44162,null,3417,null,30727,null,2655,null,85141,null,4174,null,5071,null,1106,null,10604,null,1465,null,7875,null,1387,null,11312,null,1434,null,17174,null,1923,null,12133,null,1702,null,12302,null,1694,null,8670,null,1369,null,0400000US15,Hawaii,15
403904,null,6149,null,282602,null,5636,null,5971,null,1107,null,21500,null,2265,null,27995,null,2176,null,46088,null,2803,null,75002,null,4083,null,47928,null,3030,null,37405,null,2803,null,20713,null,1950,null,121302,null,4240,null,7958,null,1106,null,30468,null,2332,null,18518,null,1669,null,21399,null,1581,null,19583,null,1788,null,10266,null,1414,null,7253,null,1212,null,5857,null,1066,null,0400000US16,Idaho,16
