B17007_001E,B17007_001EA,B17007_001M,B17007_001MA,B17007_002E,B17007_002EA,B17007_002M,B17007_002MA,B17007_003E,B17007_003EA,B17007_003M,B17007_003MA,B17007_004E,B17007_004EA,B17007_004M,B17007_004MA,B17007_005E,B17007_005EA,B17007_005M,B17007_005MA,B17007_006E,B17007_006EA,B17007_006M,B17007_006MA,B17007_007E,B17007_007EA,B17007_007M,B17007_007MA,B17007_008E,B17007_008EA,B17007_008M,B17007_008MA,B17007_009E,B17007_009EA,B17007_009M,B17007_009MA,B17007_010E,B17007_010EA,B17007_010M,B17007_010MA,B17007_011E,B17007_011EA,B17007_011M,B17007_011MA,B17007_012E,B17007_012EA,B17007_012M,B17007_012MA,B17007_013E,B17007_013EA,B17007_013M,B17007_013MA,B17007_014E,B17007_014EA,B17007_014M,B17007_014MA,B17007_015E,B17007_015EA,B17007_015M,B17007_015MA,B17007_016E,B17007_016EA,B17007_016M,B17007_016MA,B17007_017E,B17007_017EA,B17007_017M,B17007_017MA,B17007_018E,B17007_018EA,B17007_018M,B17007_018MA,B17007_019E,B17007_019EA,B17007_019M,B17007_019MA,B17007_020E,B17007_020EA,B17007_020M,B17007_020MA,B17007_021E,B17007_021EA,B17007_021M,B17007_021MA,B17007_022E,B17007_022EA,B17007_022M,B17007_022MA,B17007_023E,B17007_023EA,B17007_023M,B17007_023MA,B17007_024E,B17007_024EA,B17007_024M,B17007_024MA,B17007_025E,B17007_025EA,B17007_025M,B17007_025MA,B17007_026E,B17007_026EA,B17007_026M,B17007_026MA,B17007_027E,B17007_027EA,B17007_027M,B17007_027MA,B17007_028E,B17007_028EA,B17007_028M,B17007_028MA,B17007_029E,B17007_029EA,B17007_029M,B17007_029MA,B17007_030E,B17007_030EA,B17007_030M,B17007_030MA,B17007_031E,B17007_031EA,B17007_031M,B17007_031MA,B17007_032E,B17007_032EA,B17007_032M,B17007_032MA,B17007_033E,B17007_033EA,B17007_033M,B17007_033MA,B17007_034E,B17007_034EA,B17007_034M,B17007_034MA,B17007_035E,B17007_035EA,B17007_035M,B17007_035MA,B17007_036E,B17007_036EA,B17007_036M,B17007_036MA,B17007_037E,B17007_037EA,B17007_037M,B17007_037MA,B17007_038E,B17007_038EA,B17007_038M,B17007_038MA,B17007_039E,B17007_039EA,B17007_039M,B17007_039MA,B17007_040E,B17007_040EA,B17007_040M,B17007_040MA,B17007_041E,B17007_041EA,B17007_041M,B17007_041MA,B17007_042E,B17007_042EA,B17007_042M,B17007_042MA,B17007_043E,B17007_043EA,B17007_043M,B17007_043MA,GEO_ID,NAME,state
741775,null,14341,null,220929,null,9525,null,94355,null,6526,null,1003,null,559,null,2032,null,897,null,25532,null,3273,null,13392,null,2185,null,12339,null,2016,null,15268,null,2112,null,13350,null,1663,null,6751,null,1299,null,4688,null,954,null,126574,null,6035,null,290,null,273,null,1160,null,462,null,25700,null,2685,null,15189,null,2550,null,9064,null,1517,null,19364,null,2571,null,19249,null,2049,null,14867,null,1570,null,21691,null,2196,null,520846,null,10918,null,257642,null,7584,null,0,null,267,null,14,null,27,null,29330,null,2900,null,58631,null,4017,null,49308,null,4003,null,44706,null,2833,null,35610,null,2356,null,20612,null,2020,null,19431,null,1973,null,263204,null,7189,null,67,null,113,null,0,null,267,null,19640,null,2704,null,31028,null,2826,null,25283,null,2409,null,40270,null,3357,null,44364,null,2691,null,40477,null,2415,null,62075,null,3031,null,0400000US01,Alabama,01
125144,null,5357,null,23429,null,2662,null,13449,null,2111,null,337,null,370,null,620,null,443,null,3614,null,1324,null,2295,null,937,null,1977,null,617,null,1995,null,593,null,1979,null,619,null,135,null,131,null,497,null,358,null,9980,null,1436,null,255,null,166,null,280,null,181,null,3546,null,920,null,1853,null,669,null,849,null,344,null,1711,null,522,null,726,null,370,null,423,null,304,null,337,null,240,null,101715,null,4457,null,60385,null,3567,null,0,null,237,null,0,null,237,null,7060,null,1535,null,14207,null,1870,null,11139,null,1395,null,13119,null,1703,null,9546,null,1290,null,3622,null,665,null,1692,null,505,null,41330,null,3168,null,0,null,237,null,33,null,63,null,4717,null,1162,null,7026,null,1419,null,5850,null,1292,null,10194,null,1354,null,7144,null,1205,null,3904,null,865,null,2462,null,562,null,0400000US02,Alaska,02
1180632,null,21178,null,262400,null,9825,null,124476,null,6917,null,764,null,416,null,3189,null,955,null,35906,null,4378,null,21931,null,2955,null,18217,null,2395,null,20164,null,3106,null,11802,null,1604,null,6200,null,1331,null,6303,null,1297,null,137924,null,6695,null,1256,null,640,null,3111,null,971,null,31008,null,3242,null,23522,null,3040,null,15020,null,2313,null,19472,null,2525,null,16016,null,2109,null,11535,null,1639,null,16984,null,2014,null,918232,null,17163,null,486102,null,12261,null,0,null,292,null,417,null,346,null,60288,null,4270,null,128510,null,6475,null,92288,null,6003,null,79072,null,4115,null,58913,null,3171,null,33847,null,2993,null,32767,null,2666,null,432130,null,9430,null,0,null,292,null,202,null,260,null,39270,null,3340,null,71510,null,4296,null,47180,null,3840,null,70292,null,4351,null,69627,null,3585,null,54620,null,3019,null,79429,null,3806,null,0400000US04,Arizona,04
461376,null,10281,null,140466,null,6248,null,62482,null,4691,null,407,null,275,null,1104,null,652,null,16192,null,2778,null,10142,null,2051,null,8672,null,1434,null,11587,null,1873,null,7109,null,1570,null,4085,null,940,null,3184,null,770,null,77984,null,4349,null,297,null,246,null,1523,null,555,null,15901,null,1988,null,8604,null,1561,null,7370,null,1328,null,10983,null,1825,null,10337,null,1382,null,8257,null,1304,null,14712,null,1648,null,320910,null,9315,null,165673,null,7070,null,0,null,267,null,76,null,108,null,18750,null,2604,null,34876,null,3566,null,29922,null,2791,null,30033,null,2374,null,23003,null,1896,null,15331,null,1913,null,13682,null,1454,null,155237,null,5524,null,0,null,267,null,0,null,267,null,10975,null,2097,null,16385,null,1659,null,15952,null,2229,null,21993,null,2330,null,27162,null,2319,null,24753,null,2050,null,38017,null,2057,null,0400000US05,Arkansas,05
6342098,null,50984,null,1383968,null,25322,null,616187,null,15939,null,7046,null,1516,null,14831,null,1958,null,164215,null,7887,null,122665,null,7927,null,84820,null,5719,null,99500,null,5300,null,70534,null,5140,null,26792,null,2839,null,25784,null,2517,null,767781,null,15682,null,5593,null,1197,null,16868,null,2875,null,193082,null,9111,null,129674,null,7117,null,91237,null,5896,null,99970,null,5472,null,92150,null,4735,null,55457,null,3727,null,83750,null,4488,null,4958130,null,46138,null,2622339,null,27763,null,154,null,160,null,1731,null,725,null,275318,null,11097,null,684225,null,13939,null,550507,null,13410,null,470533,null,10984,null,313564,null,8694,null,172066,null,5255,null,154241,null,5211,null,2335791,null,27549,null,168,null,235,null,889,null,635,null,201700,null,8902,null,416424,null,9591,null,321131,null,10086,null,359996,null,9975,null,348800,null,7222,null,274180,null,6683,null,412503,null,7178,null,0400000US06,California,06
964744,null,16313,null,206822,null,9000,null,93661,null,5692,null,903,null,541,null,2366,null,901,null,30903,null,3724,null,17897,null,2637,null,11456,null,1960,null,13425,null,1944,null,9936,null,1522,null,3932,null,879,null,2843,null,720,null,113161,null,6322,null,947,null,747,null,1984,null,703,null,35204,null,3781,null,15992,null,2439,null,11663,null,1948,null,12841,null,1945,null,12992,null,1879,null,8222,null,1208,null,13316,null,1698,null,757922,null,14650,null,404797,null,10227,null,0,null,275,null,478,null,525,null,43751,null,3497,null,110288,null,5024,null,86726,null,5212,null,73138,null,3947,null,50509,null,2957,null,21543,null,1935,null,18364,null,1633,null,353125,null,9078,null,0,null,275,null,45,null,79,null,31088,null,3389,null,71017,null,4033,null,47319,null,3238,null,63130,null,3987,null,54319,null,2853,null,36011,null,2204,null,50196,null,2550,null,0400000US08,Colorado,08
606497,null,10606,null,103232,null,5756,null,45211,null,3781,null,515,null,339,null,1495,null,659,null,12421,null,2485,null,5751,null,1148,null,7120,null,1535,null,7634,null,1386,null,5471,null,1224,null,3063,null,1008,null,1741,null,596,null,58021,null,4485,null,629,null,385,null,1178,null,625,null,9258,null,1930,null,6427,null,1329,null,5894,null,1311,null,8571,null,1619,null,8552,null,1536,null,6852,null,1146,null,10660,null,1570,null,503265,null,9034,null,240326,null,6566,null,74,null,117,null,0,null,273,null,18195,null,2490,null,56091,null,3986,null,46769,null,3471,null,47865,null,3394,null,33689,null,2421,null,18396,null,2061,null,19247,null,1745,null,262939,null,6346,null,0,null,273,null,0,null,273,null,16404,null,2246,null,39163,null,2639,null,30830,null,2703,null,44315,null,2994,null,43903,null,2666,null,31839,null,2171,null,56485,null,2533,null,0400000US09,Connecticut,09
148488,null,6186,null,33057,null,3427,null,12204,null,2072,null,220,null,288,null,36,null,60,null,2675,null,960,null,2343,null,855,null,1219,null,576,null,2172,null,794,null,2082,null,740,null,893,null,436,null,564,null,413,null,20853,null,2517,null,0,null,261,null,601,null,612,null,5763,null,1180,null,1653,null,624,null,3189,null,1257,null,2715,null,726,null,2351,null,816,null,2090,null,640,null,2491,null,749,null,115431,null,5352,null,57146,null,3253,null,0,null,261,null,0,null,261,null,5441,null,1373,null,12693,null,1622,null,12082,null,1906,null,9356,null,1399,null,8582,null,1352,null,4265,null,787,null,4727,null,823,null,58285,null,3442,null,0,null,261,null,0,null,261,null,3703,null,1039,null,8647,null,1392,null,7017,null,1297,null,9802,null,1687,null,10246,null,1186,null,7397,null,999,null,11473,null,960,null,0400000US10,Delaware,10
199328,null,5700,null,40658,null,3731,null,17326,null,2497,null,0,null,300,null,134,null,190,null,3267,null,1272,null,3339,null,1120,null,2655,null,911,null,3292,null,892,null,2903,null,718,null,1065,null,495,null,671,null,412,null,23332,null,2549,null,0,null,300,null,183,null,216,null,6235,null,1402,null,3182,null,1074,null,1858,null,750,null,4824,null,1056,null,2713,null,813,null,2295,null,811,null,2042,null,594,null,158670,null,5472,null,78491,null,3584,null,0,null,300,null,0,null,300,null,5158,null,1608,null,24993,null,2044,null,17149,null,1746,null,12923,null,1349,null,9513,null,1361,null,4980,null,921,null,3775,null,855,null,80179,null,3896,null,0,null,300,null,0,null,300,null,8121,null,1440,null,25877,null,1602,null,11385,null,1630,null,9683,null,1421,null,10439,null,1309,null,6182,null,1039,null,8492,null,978,null,0400000US11,District of Columbia,11
3592179,null,37214,null,794455,null,19594,null,342385,null,12427,null,3972,null,1406,null,8670,null,1654,null,85315,null,6154,null,50324,null,4829,null,47955,null,4124,null,51856,null,4569,null,45918,null,3551,null,24461,null,3214,null,23914,null,3042,null,452070,null,12714,null,2310,null,894,null,7482,null,1569,null,89018,null,5331,null,54828,null,5181,null,47360,null,4295,null,60973,null,3755,null,63455,null,4694,null,46293,null,3459,null,80351,null,4247,null,2797724,null,32209,null,1449201,null,22806,null,70,null,121,null,688,null,459,null,129482,null,7360,null,324763,null,11340,null,295520,null,8846,null,259996,null,9036,null,191710,null,6538,null,110919,null,5086,null,136053,null,4778,null,1348523,null,19964,null,91,null,105,null,424,null,346,null,97184,null,5935,null,187383,null,8281,null,162669,null,7342,null,197686,null,7877,null,210984,null,6925,null,175893,null,4893,null,316209,null,7194,null,0400000US12,Florida,12
