B09002_001E,B09002_001EA,B09002_001M,B09002_001MA,B09002_002E,B09002_002EA,B09002_002M,B09002_002MA,B09002_003E,B09002_003EA,B09002_003M,B09002_003MA,B09002_004E,B09002_004EA,B09002_004M,B09002_004MA,B09002_005E,B09002_005EA,B09002_005M,B09002_005MA,B09002_006E,B09002_006EA,B09002_006M,B09002_006MA,B09002_007E,B09002_007EA,B09002_007M,B09002_007MA,B09002_008E,B09002_008EA,B09002_008M,B09002_008MA,B09002_009E,B09002_009EA,B09002_009M,B09002_009MA,B09002_010E,B09002_010EA,B09002_010M,B09002_010MA,B09002_011E,B09002_011EA,B09002_011M,B09002_011MA,B09002_012E,B09002_012EA,B09002_012M,B09002_012MA,B09002_013E,B09002_013EA,B09002_013M,B09002_013MA,B09002_014E,B09002_014EA,B09002_014M,B09002_014MA,B09002_015E,B09002_015EA,B09002_015M,B09002_015MA,B09002_016E,B09002_016EA,B09002_016M,B09002_016MA,B09002_017E,B09002_017EA,B09002_017M,B09002_017MA,B09002_018E,B09002_018EA,B09002_018M,B09002_018MA,B09002_019E,B09002_019EA,B09002_019M,B09002_019MA,B09002_020E,B09002_020EA,B09002_020M,B09002_020MA,GEO_ID,NAME,state
969381,null,8546,null,630512,null,12730,null,99288,null,5533,null,72385,null,3777,null,33778,null,2688,null,205954,null,6145,null,219107,null,7384,null,338869,null,11930,null,59984,null,6521,null,9698,null,2103,null,6319,null,1353,null,2576,null,761,null,20151,null,3192,null,21240,null,3091,null,278885,null,11121,null,40314,null,3242,null,30532,null,3436,null,15506,null,2342,null,98041,null,6455,null,94492,null,4835,null,0400000US01,Alabama,01
159999,null,3228,null,116963,null,4913,null,19361,null,1942,null,12983,null,1571,null,8069,null,1308,null,35655,null,2767,null,40895,null,2661,null,43036,null,4053,null,11951,null,2219,null,2130,null,750,null,766,null,296,null,443,null,287,null,3531,null,1050,null,5081,null,1197,null,31085,null,3887,null,5461,null,1450,null,3133,null,829,null,1568,null,616,null,9132,null,1516,null,11791,null,1952,null,0400000US02,Alaska,02
1449769,null,11109,null,1015674,null,15457,null,179004,null,6112,null,126234,null,5306,null,56370,null,3735,null,339806,null,8281,null,314260,null,8531,null,434095,null,14474,null,105617,null,8034,null,20709,null,2779,null,9948,null,1600,null,5895,null,1618,null,34114,null,3989,null,34951,null,3887,null,328478,null,13340,null,46833,null,4609,null,36475,null,3479,null,15371,null,2152,null,110008,null,5981,null,119791,null,6848,null,0400000US04,Arizona,04
608243,null,6212,null,417581,null,8795,null,66823,null,3711,null,49232,null,3659,null,21637,null,2177,null,141946,null,4990,null,137943,null,4968,null,190662,null,8306,null,35124,null,4100,null,8182,null,2056,null,3488,null,1159,null,2098,null,874,null,10179,null,1803,null,11177,null,1970,null,155538,null,8165,null,22824,null,2886,null,16456,null,2293,null,9002,null,1590,null,55050,null,4342,null,52206,null,4123,null,0400000US05,Arkansas,05
8181570,null,25240,null,5949337,null,36799,null,993100,null,12614,null,694038,null,13075,null,317284,null,7928,null,1932557,null,17642,null,2012358,null,20858,null,2232233,null,34963,null,562437,null,17951,null,105535,null,6398,null,61279,null,4517,null,26787,null,3036,null,172757,null,8594,null,196079,null,8678,null,1669796,null,32042,null,233943,null,9524,null,159816,null,7451,null,75650,null,4905,null,534114,null,16503,null,666273,null,15753,null,0400000US06,California,06
1081708,null,7527,null,805089,null,14335,null,148035,null,4705,null,98022,null,4153,null,45409,null,2759,null,261948,null,7205,null,251675,null,6846,null,276619,null,12660,null,79124,null,7634,null,13890,null,2463,null,8067,null,2078,null,3318,null,926,null,26894,null,3565,null,26955,null,3188,null,197495,null,10277,null,25487,null,2743,null,21134,null,2864,null,11752,null,1932,null,67663,null,5382,null,71459,null,5043,null,0400000US08,Colorado,08
751818,null,5408,null,554780,null,8574,null,86043,null,3745,null,60037,null,2881,null,27722,null,2733,null,189664,null,5817,null,191314,null,5665,null,197038,null,8266,null,34799,null,3782,null,5337,null,1402,null,3983,null,936,null,2106,null,907,null,11772,null,1901,null,11601,null,1795,null,162239,null,7726,null,21002,null,2365,null,14930,null,2130,null,7845,null,1366,null,51423,null,3460,null,67039,null,4768,null,0400000US09,Connecticut,09
178644,null,3527,null,123139,null,4426,null,20358,null,2140,null,14374,null,1536,null,6309,null,1125,null,40403,null,2427,null,41695,null,2573,null,55505,null,4541,null,10497,null,2402,null,1734,null,766,null,993,null,785,null,273,null,245,null,3072,null,986,null,4425,null,1582,null,45008,null,4245,null,8135,null,1498,null,5996,null,1534,null,2808,null,1031,null,13102,null,2101,null,14967,null,1783,null,0400000US10,Delaware,10
92748,null,3468,null,40509,null,3945,null,11815,null,2061,null,6156,null,1209,null,2170,null,795,null,11385,null,1501,null,8983,null,1766,null,52239,null,4471,null,5800,null,2007,null,1052,null,628,null,809,null,673,null,92,null,152,null,2149,null,844,null,1698,null,884,null,46439,null,4274,null,6504,null,1522,null,3903,null,1075,null,2620,null,983,null,15795,null,1889,null,17617,null,2402,null,0400000US11,District of Columbia,11
3547352,null,17465,null,2385061,null,29240,null,405534,null,11096,null,275284,null,9032,null,123425,null,5670,null,789639,null,15165,null,791179,null,15093,null,1162291,null,26124,null,243831,null,12968,null,47658,null,5567,null,27476,null,3355,null,8974,null,2007,null,74767,null,5845,null,84956,null,6037,null,918460,null,24561,null,124122,null,7016,null,94846,null,6102,null,47574,null,4975,null,308209,null,12177,null,343709,null,13463,null,0400000US12,Florida,12
