B13008_001E,B13008_001EA,B13008_001M,B13008_001MA,B13008_002E,B13008_002EA,B13008_002M,B13008_002MA,B13008_003E,B13008_003EA,B13008_003M,B13008_003MA,B13008_004E,B13008_004EA,B13008_004M,B13008_004MA,B13008_005E,B13008_005EA,B13008_005M,B13008_005MA,B13008_006E,B13008_006EA,B13008_006M,B13008_006MA,B13008_007E,B13008_007EA,B13008_007M,B13008_007MA,B13008_008E,B13008_008EA,B13008_008M,B13008_008MA,B13008_009E,B13008_009EA,B13008_009M,B13008_009MA,B13008_010E,B13008_010EA,B13008_010M,B13008_010MA,B13008_011E,B13008_011EA,B13008_011M,B13008_011MA,B13008_012E,B13008_012EA,B13008_012M,B13008_012MA,B13008_013E,B13008_013EA,B13008_013M,B13008_013MA,B13008_014E,B13008_014EA,B13008_014M,B13008_014MA,B13008_015E,B13008_015EA,B13008_015M,B13008_015MA,GEO_ID,NAME,state
1156208,null,4367,null,66013,null,4332,null,38804,null,3425,null,35758,null,3346,null,3046,null,831,null,27209,null,2752,null,25047,null,2581,null,2162,null,864,null,1090195,null,6410,null,534321,null,8265,null,510520,null,8453,null,23801,null,2229,null,555874,null,9196,null,543232,null,9212,null,12642,null,1918,null,0400000US01,Alabama,01
176899,null,2006,null,11563,null,1674,null,7460,null,1352,null,6634,null,1312,null,826,null,380,null,4103,null,996,null,3765,null,909,null,338,null,326,null,165336,null,2331,null,83077,null,3398,null,73034,null,3389,null,10043,null,1152,null,82259,null,3637,null,78686,null,3552,null,3573,null,912,null,0400000US02,Alaska,02
1533610,null,3957,null,98302,null,5980,null,60916,null,4621,null,40274,null,3209,null,20642,null,2966,null,37386,null,3310,null,29737,null,3227,null,7649,null,1913,null,1435308,null,7373,null,672079,null,10137,null,488734,null,8980,null,183345,null,6394,null,763229,null,9963,null,662346,null,10402,null,100883,null,6867,null,0400000US04,Arizona,04
688782,null,3370,null,39564,null,3403,null,22992,null,2364,null,19913,null,2288,null,3079,null,821,null,16572,null,2292,null,16006,null,2248,null,566,null,382,null,649218,null,4458,null,342728,null,6807,null,318816,null,6491,null,23912,null,1995,null,306490,null,7557,null,294446,null,7126,null,12044,null,1895,null,0400000US05,Arkansas,05
9423963,null,10083,null,514812,null,12482,null,351695,null,9485,null,189587,null,7263,null,162108,null,6898,null,163117,null,7993,null,112755,null,6810,null,50362,null,4185,null,8909151,null,15388,null,4125222,null,29933,null,2244936,null,21491,null,1880286,null,20594,null,4783929,null,29184,null,3701286,null,25198,null,1082643,null,20088,null,0400000US06,California,06
1242857,null,3759,null,67174,null,4133,null,50657,null,3390,null,40535,null,2994,null,10122,null,1849,null,16517,null,2207,null,14347,null,2143,null,2170,null,808,null,1175683,null,5556,null,588312,null,8220,null,492033,null,7821,null,96279,null,4680,null,587371,null,8092,null,539549,null,8407,null,47822,null,4415,null,0400000US08,Colorado,08
878931,null,2778,null,43504,null,3229,null,30960,null,2691,null,24612,null,2641,null,6348,null,1311,null,12544,null,1899,null,10184,null,1648,null,2360,null,942,null,835427,null,3849,null,392499,null,6835,null,313384,null,6803,null,79115,null,4185,null,442928,null,6408,null,394692,null,5604,null,48236,null,3852,null,0400000US09,Connecticut,09
220015,null,1295,null,8834,null,1528,null,5893,null,1182,null,4489,null,867,null,1404,null,683,null,2941,null,1049,null,2803,null,1050,null,138,null,103,null,211181,null,1853,null,96975,null,4529,null,85247,null,4480,null,11728,null,1668,null,114206,null,4332,null,106350,null,4218,null,7856,null,1609,null,0400000US10,Delaware,10
172814,null,1199,null,7515,null,1547,null,3422,null,937,null,2254,null,727,null,1168,null,590,null,4093,null,1183,null,3970,null,1181,null,123,null,203,null,165299,null,1829,null,39070,null,2826,null,28733,null,2358,null,10337,null,1458,null,126229,null,3141,null,112417,null,3347,null,13812,null,2539,null,0400000US11,District of Columbia,11
4331520,null,8829,null,217991,null,8770,null,139224,null,6403,null,97147,null,5320,null,42077,null,3543,null,78767,null,5627,null,62372,null,5257,null,16395,null,2461,null,4113529,null,12172,null,1923459,null,18883,null,1371380,null,16184,null,552079,null,11589,null,2190070,null,18868,null,1823394,null,19225,null,366676,null,11010,null,0400000US12,Florida,12
