B17020A_001E,B17020A_001EA,B17020A_001M,B17020A_001MA,B17020A_002E,B17020A_002EA,B17020A_002M,B17020A_002MA,B17020A_003E,B17020A_003EA,B17020A_003M,B17020A_003MA,B17020A_004E,B17020A_004EA,B17020A_004M,B17020A_004MA,B17020A_005E,B17020A_005EA,B17020A_005M,B17020A_005MA,B17020A_006E,B17020A_006EA,B17020A_006M,B17020A_006MA,B17020A_007E,B17020A_007EA,B17020A_007M,B17020A_007MA,B17020A_008E,B17020A_008EA,B17020A_008M,B17020A_008MA,B17020A_009E,B17020A_009EA,B17020A_009M,B17020A_009MA,B17020A_010E,B17020A_010EA,B17020A_010M,B17020A_010MA,B17020A_011E,B17020A_011EA,B17020A_011M,B17020A_011MA,B17020A_012E,B17020A_012EA,B17020A_012M,B17020A_012MA,B17020A_013E,B17020A_013EA,B17020A_013M,B17020A_013MA,B17020A_014E,B17020A_014EA,B17020A_014M,B17020A_014MA,B17020A_015E,B17020A_015EA,B17020A_015M,B17020A_015MA,B17020A_016E,B17020A_016EA,B17020A_016M,B17020A_016MA,B17020A_017E,B17020A_017EA,B17020A_017M,B17020A_017MA,GEO_ID,NAME,state
3188357,null,6110,null,367213,null,16457,null,33580,null,3530,null,6521,null,1298,null,34425,null,4067,null,33258,null,3866,null,218518,null,9852,null,18716,null,2005,null,22195,null,2346,null,2821144,null,16657,null,161156,null,3640,null,31382,null,2523,null,199790,null,4738,null,212133,null,5222,null,1775357,null,10416,null,245064,null,2544,null,196262,null,2439,null,0400000US01,Alabama,01
456149,null,2688,null,25875,null,3558,null,2882,null,1072,null,179,null,176,null,1736,null,675,null,2593,null,940,null,17082,null,2259,null,707,null,357,null,696,null,430,null,430274,null,4446,null,25891,null,1395,null,6253,null,1067,null,29504,null,1982,null,37262,null,2113,null,298298,null,2927,null,21262,null,666,null,11804,null,664,null,0400000US02,Alaska,02
4765568,null,22472,null,551872,null,23833,null,63233,null,6005,null,11388,null,1927,null,58425,null,4628,null,52917,null,4896,null,310924,null,13441,null,26208,null,2952,null,28777,null,2806,null,4213696,null,30708,null,265575,null,7525,null,50540,null,3338,null,305178,null,8235,null,319680,null,6921,null,2596974,null,18443,null,344505,null,3343,null,331244,null,2990,null,0400000US04,Arizona,04
2169353,null,6336,null,300190,null,13073,null,27994,null,2838,null,5673,null,1173,null,30129,null,3279,null,26833,null,2697,null,175194,null,7629,null,16261,null,1959,null,18106,null,2170,null,1869163,null,14568,null,108760,null,3314,null,20089,null,2029,null,132060,null,4797,null,139262,null,4960,null,1171121,null,8548,null,163962,null,2206,null,133909,null,2241,null,0400000US05,Arkansas,05
21606420,null,60476,null,2303650,null,49459,null,234337,null,10390,null,41008,null,3360,null,236412,null,10968,null,237161,null,11679,null,1358340,null,27274,null,85521,null,5011,null,110871,null,4872,null,19302770,null,64336,null,1184224,null,13824,null,220332,null,7361,null,1363293,null,15687,null,1539492,null,17414,null,12332343,null,42750,null,1348508,null,7055,null,1314578,null,6946,null,0400000US06,California,06
3983920,null,15307,null,419608,null,18422,null,43446,null,4724,null,7582,null,1716,null,39681,null,4275,null,36039,null,4041,null,259112,null,11242,null,14582,null,1686,null,19166,null,2153,null,3564312,null,20416,null,226110,null,5705,null,41664,null,2802,null,257038,null,6261,null,269403,null,5660,null,2369468,null,12390,null,222777,null,2548,null,177852,null,2469,null,0400000US08,Colorado,08
2705050,null,9887,null,156633,null,9823,null,12016,null,2604,null,2765,null,904,null,13758,null,2143,null,14186,null,2148,null,91422,null,6308,null,9548,null,1472,null,12938,null,1642,null,2548417,null,11306,null,135788,null,2600,null,26423,null,2596,null,185432,null,4676,null,204982,null,4136,null,1617022,null,8180,null,188486,null,2110,null,190284,null,1953,null,0400000US09,Connecticut,09
609138,null,3239,null,48916,null,5240,null,3901,null,1311,null,797,null,430,null,3300,null,1136,null,3975,null,1080,null,30332,null,3338,null,2918,null,819,null,3693,null,934,null,560222,null,5609,null,32672,null,1442,null,6326,null,1234,null,36843,null,2487,null,41919,null,1968,null,353345,null,3479,null,47601,null,1026,null,41516,null,1083,null,0400000US10,Delaware,10
196396,null,3637,null,15157,null,2881,null,210,null,249,null,0,null,300,null,0,null,300,null,364,null,450,null,13154,null,2506,null,450,null,330,null,979,null,579,null,181239,null,4066,null,11425,null,786,null,1331,null,510,null,7938,null,966,null,3835,null,889,null,137595,null,3214,null,10579,null,546,null,8536,null,586,null,0400000US11,District of Columbia,11
13666970,null,25454,null,1322945,null,32503,null,110860,null,6693,null,17889,null,2756,null,94841,null,7035,null,104922,null,7310,null,769768,null,20677,null,98037,null,5555,null,126628,null,5816,null,12344025,null,37596,null,632851,null,8522,null,116732,null,5727,null,772455,null,8210,null,835619,null,12149,null,7508719,null,25040,null,1186273,null,6763,null,1291376,null,7210,null,0400000US12,Florida,12
5786316,null,15120,null,558245,null,19556,null,54234,null,5098,null,10058,null,1987,null,53055,null,4793,null,45219,null,4055,null,331889,null,11332,null,27841,null,2410,null,35949,null,3263,null,5228071,null,21912,null,338736,null,5591,null,67668,null,4318,null,408062,null,9167,null,413739,null,8169,null,3367127,null,14588,null,365767,null,3186,null,266972,null,3680,null,0400000US13,Georgia,13
329175,null,4090,null,28934,null,4432,null,2395,null,1316,null,511,null,405,null,1829,null,889,null,1326,null,608,null,20886,null,2863,null,1263,null,441,null,724,null,435,null,300241,null,4993,null,18264,null,1562,null,2861,null,799,null,15347,null,1469,null,16041,null,1509,null,207325,null,4095,null,21322,null,743,null,19081,null,639,null,0400000US15,Hawaii,15
1355236,null,4914,null,152568,null,8594,null,18690,null,2544,null,2016,null,619,null,16320,null,2351,null,14976,null,2542,null,88023,null,4437,null,4221,null,946,null,8322,null,1440,null,1202668,null,8742,null,84759,null,2332,null,18246,null,2074,null,99259,null,3878,null,104265,null,3799,null,747574,null,4982,null,82815,null,1195,null,65750,null,1656,null,0400000US16,Idaho,16
8848801,null,18796,null,717832,null,22949,null,59721,null,5163,null,9483,null,1606,null,63637,null,5555,null,59746,null,4409,null,445163,null,13227,null,31890,null,2494,null,48192,null,3254,null,8130969,null,26162,null,481961,null,6292,null,91784,null,4290,null,584723,null,8584,null,647535,null,7567,null,5192400,null,16829,null,586859,null,3188,null,545707,null,4258,null,0400000US17,Illinois,17
5275656,null,9979,null,551238,null,14691,null,57354,null,4514,null,8670,null,1516,null,56892,null,3953,null,51504,null,3747,null,326800,null,9133,null,22010,null,2486,null,28008,null,2531,null,4724418,null,18983,null,285338,null,5334,null,56293,null,3640,null,360438,null,7643,null,378790,null,6601,null,3001409,null,10500,null,345399,null,2917,null,296751,null,3169,null,0400000US18,Indiana,18
2672206,null,6619,null,261260,null,12648,null,24482,null,3184,null,4015,null,855,null,20749,null,2869,null,18892,null,2350,null,163141,null,7443,null,10287,null,1276,null,19694,null,1541,null,2410946,null,14039,null,144330,null,3216,null,27158,null,1909,null,177185,null,5019,null,199182,null,3690,null,1493800,null,8450,null,188715,null,1530,null,180576,null,1728,null,0400000US19,Iowa,19
2305241,null,6600,null,216919,null,11409,null,21555,null,2570,null,3712,null,753,null,19028,null,2849,null,19647,null,2289,null,130448,null,6433,null,9018,null,1192,null,13511,null,1473,null,2088322,null,11740,null,131154,null,2524,null,24662,null,1997,null,160392,null,4000,null,170635,null,3622,null,1313455,null,6902,null,148902,null,1525,null,139122,null,1726,null,0400000US20,Kansas,20
