B19013H_001E,B19013H_001EA,B19013H_001M,B19013H_001MA,GEO_ID,NAME,state
47001,null,606,null,0400000US01,Alabama,01
69779,null,2414,null,0400000US02,Alaska,02
54936,null,754,null,0400000US04,Arizona,04
41645,null,674,null,0400000US05,Arkansas,05
68812,null,487,null,0400000US06,California,06
60753,null,619,null,0400000US08,Colorado,08
72296,null,920,null,0400000US09,Connecticut,09
60498,null,1477,null,0400000US10,Delaware,10
98066,null,3836,null,0400000US11,District of Columbia,11
52007,null,339,null,0400000US12,Florida,12
56873,null,576,null,0400000US13,Georgia,13
67165,null,2692,null,0400000US15,Hawaii,15
47805,null,863,null,0400000US16,Idaho,16
59568,null,448,null,0400000US17,Illinois,17
50219,null,340,null,0400000US18,Indiana,18
48306,null,636,null,0400000US19,Iowa,19
50009,null,693,null,0400000US20,Kansas,20
41575,null,487,null,0400000US21,Kentucky,21
49824,null,876,null,0400000US22,Louisiana,22
46583,null,723,null,0400000US23,Maine,23
75737,null,856,null,0400000US24,Maryland,24
67042,null,639,null,0400000US25,Massachusetts,25
51193,null,296,null,0400000US26,Michigan,26
57945,null,618,null,0400000US27,Minnesota,27
46141,null,980,null,0400000US28,Mississippi,28
47740,null,523,null,0400000US29,Missouri,29
44551,null,1037,null,0400000US30,Montana,30
49047,null,821,null,0400000US31,Nebraska,31
60264,null,854,null,0400000US32,Nevada,32
62693,null,1313,null,0400000US33,New Hampshire,33
75400,null,693,null,0400000US34,New Jersey,34
49344,null,1158,null,0400000US35,New Mexico,35
61097,null,353,null,0400000US36,New York,36
50724,null,437,null,0400000US37,North Carolina,37
45375,null,1145,null,0400000US38,North Dakota,38
49949,null,392,null,0400000US39,Ohio,39
44938,null,582,null,0400000US40,Oklahoma,40
50305,null,538,null,0400000US41,Oregon,41
51354,null,237,null,0400000US42,Pennsylvania,42
58559,null,2122,null,0400000US44,Rhode Island,44
51311,null,637,null,0400000US45,South Carolina,45
45240,null,885,null,0400000US46,South Dakota,46
45491,null,442,null,0400000US47,Tennessee,47
59532,null,517,null,0400000US48,Texas,48
57338,null,975,null,0400000US49,Utah,49
50267,null,1140,null,0400000US50,Vermont,50
64295,null,737,null,0400000US51,Virginia,51
58107,null,683,null,0400000US53,Washington,53
37559,null,773,null,0400000US54,West Virginia,54
52499,null,469,null,0400000US55,Wisconsin,55
52827,null,2045,null,0400000US56,Wyoming,56
28543,null,3954,null,0400000US72,Puerto Rico,72
