B24081_001E,B24081_001EA,B24081_001M,B24081_001MA,B24081_002E,B24081_002EA,B24081_002M,B24081_002MA,B24081_003E,B24081_003EA,B24081_003M,B24081_003MA,B24081_004E,B24081_004EA,B24081_004M,B24081_004MA,B24081_005E,B24081_005EA,B24081_005M,B24081_005MA,B24081_006E,B24081_006EA,B24081_006M,B24081_006MA,B24081_007E,B24081_007EA,B24081_007M,B24081_007MA,B24081_008E,B24081_008EA,B24081_008M,B24081_008MA,B24081_009E,B24081_009EA,B24081_009M,B24081_009MA,B24081_010E,B24081_010EA,B24081_010M,B24081_010MA,GEO_ID,NAME,state
31158,null,200,null,30612,null,232,null,29945,null,363,null,50564,null,823,null,31226,null,751,null,34535,null,756,null,34153,null,1302,null,50167,null,1148,null,23946,null,1353,null,9772,null,3352,null,0400000US13,Georgia,13
32408,null,445,null,30901,null,408,null,30488,null,410,null,50351,null,3556,null,33989,null,1715,null,45053,null,5452,null,38407,null,2366,null,50459,null,1622,null,27003,null,3490,null,11158,null,1517,null,0400000US15,Hawaii,15
27166,null,434,null,26463,null,476,null,25801,null,495,null,46461,null,5114,null,27174,null,1781,null,31703,null,879,null,31712,null,1242,null,45218,null,5341,null,22745,null,1675,null,9792,null,5750,null,0400000US16,Idaho,16
32813,null,328,null,32049,null,183,null,31566,null,180,null,51632,null,617,null,32187,null,510,null,40726,null,634,null,40099,null,945,null,50824,null,741,null,25686,null,804,null,12559,null,4071,null,0400000US17,Illinois,17
30709,null,169,null,30785,null,187,null,30453,null,190,null,45366,null,2608,null,28080,null,1211,null,32184,null,783,null,32076,null,966,null,50594,null,1195,null,22664,null,1476,null,8570,null,3205,null,0400000US18,Indiana,18
29310,null,392,null,28766,null,432,null,28196,null,454,null,40517,null,2684,null,26270,null,1108,null,32536,null,910,null,36970,null,1223,null,47565,null,1967,null,22408,null,987,null,11911,null,3365,null,0400000US19,Iowa,19
29344,null,441,null,28946,null,547,null,28266,null,556,null,43670,null,5197,null,29511,null,1294,null,31592,null,742,null,29888,null,1359,null,46475,null,2622,null,21817,null,868,null,7212,null,5942,null,0400000US20,Kansas,20
27644,null,386,null,27112,null,310,null,26698,null,317,null,42563,null,4065,null,29299,null,1496,null,31179,null,912,null,31556,null,1138,null,43544,null,2330,null,20753,null,771,null,6674,null,3579,null,0400000US21,Kentucky,21
27727,null,579,null,27171,null,358,null,26459,null,352,null,49434,null,3066,null,26500,null,1138,null,30839,null,777,null,31680,null,994,null,42827,null,1845,null,22224,null,1529,null,15277,null,7709,null,0400000US22,Louisiana,22
28693,null,605,null,27908,null,777,null,27211,null,435,null,41810,null,2511,null,29163,null,999,null,32150,null,1091,null,34670,null,1878,null,48757,null,2510,null,21540,null,918,null,6271,null,5245,null,0400000US23,Maine,23
40729,null,264,null,36545,null,400,null,35769,null,446,null,55997,null,4287,null,40438,null,1117,null,44853,null,1046,null,41802,null,1074,null,71591,null,1425,null,28552,null,2207,null,13674,null,12732,null,0400000US24,Maryland,24
37909,null,502,null,37094,null,334,null,36545,null,345,null,59971,null,7138,null,37194,null,723,null,44574,null,1203,null,45357,null,1714,null,51328,null,994,null,30467,null,702,null,12319,null,4740,null,0400000US25,Massachusetts,25
31106,null,181,null,30511,null,202,null,30100,null,212,null,45447,null,2465,null,31300,null,675,null,39241,null,1123,null,41641,null,815,null,49195,null,1318,null,19669,null,961,null,7170,null,3576,null,0400000US26,Michigan,26
33422,null,317,null,32990,null,407,null,32287,null,217,null,50212,null,2159,null,32034,null,546,null,38519,null,993,null,40490,null,903,null,50173,null,1120,null,25985,null,774,null,8532,null,2981,null,0400000US27,Minnesota,27
25697,null,397,null,25097,null,493,null,24510,null,566,null,50205,null,5328,null,24709,null,1551,null,25268,null,1239,null,29832,null,1430,null,41594,null,1966,null,23276,null,2004,null,16738,null,21404,null,0400000US28,Mississippi,28
29098,null,414,null,28481,null,524,null,27881,null,509,null,42132,null,1917,null,29215,null,960,null,32912,null,777,null,30997,null,591,null,47392,null,1410,null,20784,null,643,null,6904,null,2245,null,0400000US29,Missouri,29
24853,null,510,null,23761,null,620,null,22995,null,630,null,36892,null,4590,null,22876,null,1916,null,30822,null,2008,null,32116,null,1825,null,40297,null,2576,null,21170,null,1022,null,10380,null,3174,null,0400000US30,Montana,30
28014,null,572,null,27668,null,636,null,27217,null,420,null,40782,null,2273,null,27112,null,1294,null,32729,null,1392,null,31898,null,1140,null,44464,null,4234,null,21473,null,661,null,7134,null,2526,null,0400000US31,Nebraska,31
32365,null,356,null,31378,null,338,null,30918,null,326,null,56866,null,7636,null,32579,null,3010,null,43124,null,1981,null,47359,null,2161,null,45305,null,4048,null,28334,null,3180,null,15635,null,13598,null,0400000US32,Nevada,32
35003,null,545,null,35278,null,602,null,34614,null,760,null,51191,null,2503,null,32058,null,1444,null,35589,null,1892,null,36853,null,2163,null,52121,null,2135,null,30055,null,2987,null,9441,null,4167,null,0400000US33,New Hampshire,33
40574,null,231,null,38784,null,520,null,37498,null,425,null,59185,null,3193,null,38587,null,1718,null,46765,null,785,null,50131,null,932,null,52017,null,687,null,34609,null,2671,null,12080,null,3176,null,0400000US34,New Jersey,34
26488,null,500,null,24648,null,726,null,23854,null,694,null,42132,null,4879,null,26147,null,1879,null,30646,null,1058,null,31073,null,1378,null,45948,null,1875,null,20265,null,1537,null,18048,null,12632,null,0400000US35,New Mexico,35
34540,null,290,null,32165,null,194,null,31600,null,199,null,51921,null,766,null,34603,null,822,null,43584,null,753,null,46443,null,766,null,50621,null,555,null,25372,null,668,null,13446,null,4003,null,0400000US36,New York,36
29615,null,283,null,28139,null,331,null,27378,null,220,null,45753,null,1983,null,31481,null,702,null,32099,null,471,null,33867,null,966,null,47154,null,1582,null,24858,null,1487,null,12955,null,3288,null,0400000US37,North Carolina,37
26771,null,434,null,25941,null,675,null,25405,null,712,null,37392,null,6068,null,26312,null,1247,null,28837,null,1271,null,29807,null,1585,null,42199,null,3517,null,24510,null,2676,null,10389,null,5329,null,0400000US38,North Dakota,38
30788,null,168,null,29952,null,273,null,29357,null,330,null,46249,null,1342,null,30618,null,506,null,38300,null,763,null,39783,null,1325,null,50729,null,751,null,22214,null,586,null,12130,null,4980,null,0400000US39,Ohio,39
26985,null,272,null,26119,null,325,null,25592,null,350,null,46423,null,4327,null,24780,null,1297,null,30896,null,590,null,32072,null,815,null,47810,null,1391,null,21008,null,678,null,13227,null,9651,null,0400000US40,Oklahoma,40
29954,null,386,null,28785,null,589,null,27834,null,576,null,47521,null,2373,null,29374,null,1522,null,37985,null,1336,null,35185,null,1608,null,48495,null,2006,null,23529,null,1493,null,15038,null,7141,null,0400000US41,Oregon,41
31394,null,122,null,30659,null,146,null,30315,null,158,null,46350,null,2448,null,31130,null,438,null,38057,null,1007,null,39046,null,1168,null,50254,null,717,null,25007,null,912,null,10695,null,1269,null,0400000US42,Pennsylvania,42
33479,null,935,null,31080,null,723,null,30508,null,738,null,50927,null,2844,null,33989,null,1663,null,50750,null,2683,null,42932,null,2434,null,53947,null,8403,null,30512,null,3040,null,6373,null,4885,null,0400000US44,Rhode Island,44
29082,null,398,null,27843,null,462,null,27237,null,307,null,48132,null,4227,null,28449,null,2366,null,32749,null,823,null,33240,null,1272,null,44386,null,3351,null,22871,null,2168,null,7917,null,6218,null,0400000US45,South Carolina,45
26031,null,520,null,25072,null,723,null,24563,null,707,null,40509,null,4510,null,27615,null,1187,null,27006,null,1607,null,30270,null,2696,null,38137,null,3516,null,24064,null,2631,null,21619,null,1757,null,0400000US46,South Dakota,46
28292,null,335,null,27213,null,236,null,26862,null,239,null,50755,null,1410,null,29547,null,1305,null,32482,null,822,null,31872,null,978,null,48892,null,1912,null,24446,null,1335,null,5771,null,1862,null,0400000US47,Tennessee,47
29683,null,254,null,28430,null,310,null,27642,null,316,null,50748,null,706,null,28147,null,839,null,35870,null,502,null,32997,null,712,null,49239,null,1075,null,22802,null,792,null,11394,null,1997,null,0400000US48,Texas,48
27664,null,519,null,26612,null,385,null,25928,null,393,null,46732,null,2232,null,28648,null,2747,null,30983,null,893,null,33294,null,1466,null,49966,null,1634,null,20237,null,1177,null,3817,null,3781,null,0400000US49,Utah,49
30194,null,506,null,28742,null,1167,null,27798,null,1074,null,41664,null,4027,null,31429,null,1481,null,34321,null,1825,null,36344,null,3005,null,44095,null,3517,null,24850,null,2147,null,14390,null,12583,null,0400000US50,Vermont,50
35377,null,266,null,32107,null,249,null,31631,null,259,null,51526,null,1868,null,36977,null,988,null,37351,null,675,null,36295,null,979,null,70360,null,1683,null,26149,null,785,null,12128,null,8296,null,0400000US51,Virginia,51
35015,null,358,null,33150,null,487,null,32272,null,240,null,51525,null,885,null,32822,null,1266,null,42510,null,899,null,40027,null,1128,null,51624,null,1250,null,26612,null,1203,null,10116,null,5574,null,0400000US53,Washington,53
26704,null,452,null,25859,null,534,null,25507,null,556,null,45492,null,7013,null,23554,null,1686,null,31301,null,954,null,30282,null,1284,null,50018,null,1970,null,17654,null,2492,null,20056,null,12071,null,0400000US54,West Virginia,54
30976,null,170,null,30508,null,210,null,30194,null,220,null,44254,null,3943,null,30442,null,570,null,38120,null,981,null,38679,null,1429,null,48552,null,2238,null,21683,null,630,null,8637,null,2284,null,0400000US55,Wisconsin,55
29884,null,1038,null,29178,null,1635,null,28168,null,1568,null,41959,null,7365,null,25904,null,2524,null,31960,null,2253,null,36930,null,3277,null,40063,null,6635,null,22138,null,2103,null,22274,null,5510,null,0400000US56,Wyoming,56
15561,null,266,null,13671,null,261,null,13492,null,260,null,19354,null,1864,null,15948,null,1108,null,14393,null,433,null,24151,null,475,null,29303,null,4081,null,11286,null,466,null,9539,null,2928,null,0400000US72,Puerto Rico,72
