B17020H_001E,B17020H_001EA,B17020H_001M,B17020H_001MA,B17020H_002E,B17020H_002EA,B17020H_002M,B17020H_002MA,B17020H_003E,B17020H_003EA,B17020H_003M,B17020H_003MA,B17020H_004E,B17020H_004EA,B17020H_004M,B17020H_004MA,B17020H_005E,B17020H_005EA,B17020H_005M,B17020H_005MA,B17020H_006E,B17020H_006EA,B17020H_006M,B17020H_006MA,B17020H_007E,B17020H_007EA,B17020H_007M,B17020H_007MA,B17020H_008E,B17020H_008EA,B17020H_008M,B17020H_008MA,B17020H_009E,B17020H_009EA,B17020H_009M,B17020H_009MA,B17020H_010E,B17020H_010EA,B17020H_010M,B17020H_010MA,B17020H_011E,B17020H_011EA,B17020H_011M,B17020H_011MA,B17020H_012E,B17020H_012EA,B17020H_012M,B17020H_012MA,B17020H_013E,B17020H_013EA,B17020H_013M,B17020H_013MA,B17020H_014E,B17020H_014EA,B17020H_014M,B17020H_014MA,B17020H_015E,B17020H_015EA,B17020H_015M,B17020H_015MA,B17020H_016E,B17020H_016EA,B17020H_016M,B17020H_016MA,B17020H_017E,B17020H_017EA,B17020H_017M,B17020H_017MA,GEO_ID,NAME,state
3112208,null,3610,null,345008,null,15144,null,28603,null,3096,null,5883,null,1223,null,31974,null,3643,null,31132,null,3830,null,206790,null,9503,null,18453,null,1973,null,22173,null,2344,null,2767200,null,15416,null,153407,null,3141,null,30461,null,2489,null,194884,null,4774,null,207331,null,5079,null,1742598,null,9665,null,243375,null,2421,null,195144,null,2429,null,0400000US01,Alabama,01
442166,null,1243,null,24479,null,3500,null,2613,null,1033,null,51,null,82,null,1568,null,645,null,2455,null,883,null,16389,null,2309,null,707,null,357,null,696,null,430,null,417687,null,3760,null,24894,null,1283,null,6036,null,1042,null,28331,null,1816,null,35811,null,1898,null,290045,null,2481,null,20919,null,631,null,11651,null,582,null,0400000US02,Alaska,02
3673288,null,4008,null,308875,null,15571,null,21759,null,3289,null,3821,null,1332,null,20604,null,2816,null,20643,null,2760,null,198051,null,9932,null,20695,null,2588,null,23302,null,2350,null,3364413,null,16319,null,179271,null,3674,null,34451,null,2701,null,208506,null,5155,null,231381,null,5202,null,2081734,null,10288,null,317949,null,2705,null,311121,null,2463,null,0400000US04,Arizona,04
2096066,null,2755,null,281411,null,12340,null,24613,null,2727,null,4668,null,1070,null,27709,null,3226,null,25094,null,2622,null,164986,null,7227,null,16261,null,1959,null,18080,null,2166,null,1814655,null,12928,null,103217,null,3004,null,19007,null,1953,null,126103,null,4488,null,134159,null,4686,null,1135597,null,7332,null,163009,null,2148,null,133563,null,2138,null,0400000US05,Arkansas,05
15198488,null,10950,null,1154572,null,30482,null,56919,null,4446,null,10531,null,1809,null,68023,null,5817,null,82002,null,5952,null,784783,null,21115,null,60370,null,4100,null,91944,null,4400,null,14043916,null,32998,null,683359,null,5014,null,135787,null,5188,null,811009,null,9758,null,977353,null,10232,null,9109235,null,22675,null,1157854,null,4351,null,1169319,null,4996,null,0400000US06,California,06
3393662,null,3137,null,270086,null,12682,null,18494,null,3247,null,2894,null,995,null,17246,null,2850,null,18859,null,2585,null,183192,null,8202,null,12195,null,1550,null,17206,null,2019,null,3123576,null,12510,null,179797,null,3459,null,34656,null,2486,null,212902,null,5288,null,228948,null,4432,null,2093764,null,8406,null,206453,null,1642,null,167056,null,2174,null,0400000US08,Colorado,08
2515686,null,3951,null,120750,null,7142,null,6983,null,1780,null,2064,null,770,null,7800,null,1635,null,8748,null,1525,null,74514,null,5176,null,8472,null,1435,null,12169,null,1605,null,2394936,null,8418,null,122373,null,1874,null,24112,null,2445,null,171739,null,4145,null,190758,null,3738,null,1514853,null,5969,null,183515,null,1830,null,187586,null,1793,null,0400000US09,Connecticut,09
577077,null,1904,null,38983,null,3633,null,2765,null,1157,null,236,null,186,null,1680,null,729,null,2587,null,812,null,25153,null,2556,null,2869,null,821,null,3693,null,934,null,538094,null,3771,null,29668,null,1199,null,5848,null,1155,null,34112,null,2121,null,40469,null,1950,null,339775,null,2506,null,46964,null,902,null,41258,null,1080,null,0400000US10,Delaware,10
177016,null,1671,null,13082,null,2512,null,109,null,179,null,0,null,300,null,0,null,300,null,230,null,361,null,11520,null,2315,null,450,null,330,null,773,null,473,null,163934,null,2620,null,9716,null,296,null,1094,null,451,null,7068,null,709,null,3060,null,641,null,124777,null,2406,null,9992,null,359,null,8227,null,519,null,0400000US11,District of Columbia,11
10841345,null,8242,null,895726,null,25132,null,60800,null,5771,null,10308,null,2268,null,53382,null,5090,null,64264,null,5309,null,548313,null,17400,null,65027,null,4293,null,93632,null,4876,null,9945619,null,24345,null,455818,null,6229,null,87281,null,4710,null,595572,null,7072,null,657077,null,9203,null,5940509,null,16607,null,1037793,null,4741,null,1171569,null,5690,null,0400000US12,Florida,12
5440614,null,5473,null,484420,null,18047,null,39334,null,4079,null,7311,null,1699,null,41796,null,4022,null,39819,null,3690,null,294263,null,11192,null,26571,null,2442,null,35326,null,3179,null,4956194,null,18586,null,305314,null,4686,null,62822,null,3817,null,378017,null,8183,null,392151,null,7776,null,3194797,null,11220,null,359186,null,2752,null,263907,null,3413,null,0400000US13,Georgia,13
