C20005I_001E,C20005I_001EA,C20005I_001M,C20005I_001MA,C20005I_002E,C20005I_002EA,C20005I_002M,C20005I_002MA,C20005I_003E,C20005I_003EA,C20005I_003M,C20005I_003MA,C20005I_004E,C20005I_004EA,C20005I_004M,C20005I_004MA,C20005I_005E,C20005I_005EA,C20005I_005M,C20005I_005MA,C20005I_006E,C20005I_006EA,C20005I_006M,C20005I_006MA,C20005I_007E,C20005I_007EA,C20005I_007M,C20005I_007MA,C20005I_008E,C20005I_008EA,C20005I_008M,C20005I_008MA,C20005I_009E,C20005I_009EA,C20005I_009M,C20005I_009MA,C20005I_010E,C20005I_010EA,C20005I_010M,C20005I_010MA,C20005I_011E,C20005I_011EA,C20005I_011M,C20005I_011MA,C20005I_012E,C20005I_012EA,C20005I_012M,C20005I_012MA,C20005I_013E,C20005I_013EA,C20005I_013M,C20005I_013MA,C20005I_014E,C20005I_014EA,C20005I_014M,C20005I_014MA,C20005I_015E,C20005I_015EA,C20005I_015M,C20005I_015MA,C20005I_016E,C20005I_016EA,C20005I_016M,C20005I_016MA,C20005I_017E,C20005I_017EA,C20005I_017M,C20005I_017MA,C20005I_018E,C20005I_018EA,C20005I_018M,C20005I_018MA,C20005I_019E,C20005I_019EA,C20005I_019M,C20005I_019MA,C20005I_020E,C20005I_020EA,C20005I_020M,C20005I_020MA,C20005I_021E,C20005I_021EA,C20005I_021M,C20005I_021MA,C20005I_022E,C20005I_022EA,C20005I_022M,C20005I_022MA,C20005I_023E,C20005I_023EA,C20005I_023M,C20005I_023MA,C20005I_024E,C20005I_024EA,C20005I_024M,C20005I_024MA,C20005I_025E,C20005I_025EA,C20005I_025M,C20005I_025MA,C20005I_026E,C20005I_026EA,C20005I_026M,C20005I_026MA,C20005I_027E,C20005I_027EA,C20005I_027M,C20005I_027MA,C20005I_028E,C20005I_028EA,C20005I_028M,C20005I_028MA,C20005I_029E,C20005I_029EA,C20005I_029M,C20005I_029MA,C20005I_030E,C20005I_030EA,C20005I_030M,C20005I_030MA,C20005I_031E,C20005I_031EA,C20005I_031M,C20005I_031MA,C20005I_032E,C20005I_032EA,C20005I_032M,C20005I_032MA,C20005I_033E,C20005I_033EA,C20005I_033M,C20005I_033MA,C20005I_034E,C20005I_034EA,C20005I_034M,C20005I_034MA,C20005I_035E,C20005I_035EA,C20005I_035M,C20005I_035MA,C20005I_036E,C20005I_036EA,C20005I_036M,C20005I_036MA,C20005I_037E,C20005I_037EA,C20005I_037M,C20005I_037MA,C20005I_038E,C20005I_038EA,C20005I_038M,C20005I_038MA,C20005I_039E,C20005I_039EA,C20005I_039M,C20005I_039MA,GEO_ID,NAME,state
480486,null,3555,null,286094,null,3350,null,161907,null,5433,null,0,null,296,null,161907,null,5433,null,2408,null,971,null,45869,null,5099,null,53225,null,5726,null,41758,null,3885,null,9219,null,1804,null,9428,null,1869,null,124187,null,6037,null,29346,null,3790,null,94841,null,5371,null,31860,null,3690,null,32382,null,4140,null,18735,null,3720,null,8854,null,1727,null,1670,null,557,null,1340,null,589,null,194392,null,2511,null,57173,null,3536,null,0,null,296,null,57173,null,3536,null,641,null,473,null,20435,null,2805,null,16483,null,2293,null,11464,null,1862,null,6140,null,1096,null,2010,null,731,null,137219,null,3924,null,82492,null,4529,null,54727,null,3651,null,28956,null,2658,null,15536,null,2394,null,4164,null,952,null,4114,null,1061,null,1363,null,635,null,594,null,464,null,0400000US13,Georgia,13
71131,null,570,null,37034,null,617,null,19859,null,1439,null,0,null,271,null,19859,null,1439,null,75,null,102,null,2429,null,916,null,4359,null,995,null,7118,null,1282,null,3924,null,932,null,1954,null,663,null,17175,null,1576,null,7123,null,1089,null,10052,null,1485,null,3525,null,929,null,1497,null,602,null,2545,null,842,null,1549,null,505,null,738,null,424,null,198,null,171,null,34097,null,439,null,12873,null,1359,null,0,null,271,null,12873,null,1359,null,364,null,359,null,966,null,465,null,3971,null,1143,null,4445,null,1027,null,2517,null,802,null,610,null,391,null,21224,null,1391,null,10263,null,1186,null,10961,null,1206,null,5597,null,1037,null,2006,null,679,null,1787,null,454,null,1311,null,443,null,107,null,123,null,153,null,143,null,0400000US15,Hawaii,15
93045,null,949,null,50240,null,1042,null,26148,null,1919,null,0,null,257,null,26148,null,1919,null,249,null,281,null,4515,null,1343,null,10482,null,1521,null,8002,null,1325,null,1632,null,549,null,1268,null,462,null,24092,null,1996,null,6277,null,1149,null,17815,null,2043,null,7129,null,1360,null,5142,null,1167,null,2387,null,856,null,1515,null,654,null,1124,null,737,null,518,null,336,null,42805,null,1154,null,12449,null,1651,null,0,null,257,null,12449,null,1651,null,1122,null,584,null,4637,null,1001,null,3838,null,1121,null,2364,null,672,null,406,null,261,null,82,null,98,null,30356,null,1846,null,13787,null,1535,null,16569,null,1828,null,9886,null,1316,null,4639,null,1248,null,1311,null,512,null,465,null,301,null,268,null,300,null,0,null,257,null,0400000US16,Idaho,16
1310993,null,3275,null,706132,null,2598,null,401933,null,7543,null,0,null,265,null,401933,null,7543,null,6070,null,1475,null,82150,null,6519,null,107169,null,6331,null,119898,null,5564,null,57843,null,4236,null,28803,null,3695,null,304199,null,7942,null,106708,null,4911,null,197491,null,7327,null,66601,null,4126,null,53196,null,4317,null,31278,null,2997,null,29859,null,2862,null,12930,null,1733,null,3627,null,1091,null,604861,null,2063,null,202200,null,5919,null,0,null,265,null,202200,null,5919,null,3767,null,1066,null,64664,null,4347,null,58535,null,4158,null,49588,null,3705,null,20320,null,2537,null,5326,null,1354,null,402661,null,6206,null,222828,null,6298,null,179833,null,5166,null,91249,null,4423,null,49835,null,3843,null,16109,null,1852,null,15367,null,1988,null,5166,null,1198,null,2107,null,809,null,0400000US17,Illinois,17
207853,null,1940,null,113942,null,1944,null,61279,null,2746,null,0,null,265,null,61279,null,2746,null,496,null,363,null,14213,null,2155,null,17186,null,2303,null,17374,null,2354,null,7822,null,1531,null,4188,null,995,null,52663,null,2923,null,17126,null,2327,null,35537,null,3143,null,15270,null,2431,null,9946,null,1986,null,4670,null,1290,null,3099,null,937,null,1319,null,592,null,1233,null,441,null,93911,null,1763,null,29355,null,2596,null,0,null,265,null,29355,null,2596,null,327,null,304,null,11485,null,1745,null,8428,null,1601,null,6795,null,1408,null,1535,null,554,null,785,null,378,null,64556,null,2836,null,34399,null,2480,null,30157,null,2217,null,17182,null,2015,null,7041,null,1251,null,3140,null,671,null,1851,null,592,null,773,null,432,null,170,null,201,null,0400000US18,Indiana,18
75726,null,1691,null,40651,null,1484,null,21278,null,1984,null,0,null,226,null,21278,null,1984,null,432,null,392,null,4185,null,1150,null,7419,null,1516,null,6572,null,1041,null,2193,null,792,null,477,null,293,null,19373,null,1727,null,5378,null,1103,null,13995,null,1540,null,5670,null,1043,null,3754,null,1078,null,2636,null,928,null,1274,null,462,null,489,null,293,null,172,null,178,null,35075,null,1526,null,10268,null,1248,null,0,null,226,null,10268,null,1248,null,215,null,201,null,2825,null,963,null,3497,null,907,null,2584,null,688,null,1091,null,492,null,56,null,84,null,24807,null,1716,null,11542,null,1607,null,13265,null,1741,null,7352,null,1222,null,3178,null,943,null,1958,null,1043,null,469,null,251,null,308,null,321,null,0,null,226,null,0400000US19,Iowa,19
157719,null,1390,null,84833,null,1633,null,46329,null,2984,null,0,null,242,null,46329,null,2984,null,960,null,584,null,10096,null,1987,null,15078,null,1892,null,12684,null,1957,null,5964,null,1204,null,1547,null,579,null,38504,null,3080,null,10489,null,1552,null,28015,null,2981,null,13217,null,1688,null,6751,null,1555,null,4439,null,1184,null,2354,null,746,null,924,null,538,null,330,null,299,null,72886,null,1667,null,21710,null,2003,null,0,null,242,null,21710,null,2003,null,1711,null,943,null,6544,null,1302,null,7933,null,1166,null,4138,null,979,null,1147,null,458,null,237,null,207,null,51176,null,2182,null,23055,null,2163,null,28121,null,2289,null,15831,null,1758,null,8236,null,1497,null,2100,null,730,null,1298,null,547,null,446,null,329,null,210,null,196,null,0400000US20,Kansas,20
59822,null,2180,null,35906,null,2182,null,21326,null,1984,null,73,null,121,null,21253,null,1984,null,1843,null,805,null,6093,null,1597,null,5181,null,1513,null,5065,null,1307,null,1566,null,693,null,1505,null,643,null,14580,null,1696,null,3910,null,1095,null,10670,null,1522,null,4219,null,946,null,2017,null,556,null,3150,null,1007,null,877,null,439,null,355,null,220,null,52,null,73,null,23916,null,1670,null,6461,null,1132,null,0,null,271,null,6461,null,1132,null,379,null,262,null,1808,null,738,null,1461,null,609,null,2002,null,687,null,674,null,447,null,137,null,198,null,17455,null,1652,null,8241,null,1406,null,9214,null,1396,null,5567,null,1152,null,2123,null,850,null,752,null,451,null,560,null,326,null,132,null,134,null,80,null,113,null,0400000US21,Kentucky,21
101094,null,1759,null,53077,null,1916,null,26093,null,2171,null,0,null,269,null,26093,null,2171,null,593,null,323,null,5119,null,1123,null,6314,null,1213,null,6364,null,1202,null,4567,null,1153,null,3136,null,915,null,26984,null,2219,null,10187,null,1467,null,16797,null,1832,null,7217,null,1467,null,4142,null,1035,null,2346,null,819,null,2249,null,742,null,740,null,391,null,103,null,153,null,48017,null,1827,null,11742,null,1344,null,0,null,269,null,11742,null,1344,null,356,null,314,null,3434,null,981,null,3054,null,665,null,3294,null,781,null,917,null,412,null,687,null,441,null,36275,null,2478,null,19580,null,2096,null,16695,null,2021,null,10121,null,1866,null,3431,null,792,null,1578,null,643,null,757,null,340,null,396,null,252,null,412,null,309,null,0400000US22,Louisiana,22
10288,null,733,null,4919,null,809,null,2314,null,728,null,0,null,226,null,2314,null,728,null,0,null,226,null,367,null,286,null,678,null,408,null,808,null,524,null,342,null,270,null,119,null,173,null,2605,null,614,null,927,null,376,null,1678,null,508,null,1060,null,404,null,68,null,69,null,81,null,68,null,373,null,331,null,43,null,77,null,53,null,58,null,5369,null,855,null,745,null,342,null,0,null,226,null,745,null,342,null,0,null,226,null,343,null,281,null,127,null,113,null,37,null,58,null,126,null,140,null,112,null,113,null,4624,null,842,null,1693,null,623,null,2931,null,761,null,1870,null,733,null,318,null,186,null,462,null,476,null,281,null,213,null,0,null,226,null,0,null,226,null,0400000US23,Maine,23
250017,null,1435,null,133282,null,1546,null,83904,null,2895,null,0,null,281,null,83904,null,2895,null,2272,null,1285,null,10986,null,2006,null,20794,null,2207,null,25799,null,2672,null,13881,null,1675,null,10172,null,1701,null,49378,null,3096,null,14795,null,1780,null,34583,null,2866,null,12543,null,2162,null,9139,null,1682,null,4614,null,1187,null,5306,null,1185,null,2021,null,810,null,960,null,471,null,116735,null,1188,null,44000,null,2942,null,0,null,281,null,44000,null,2942,null,1216,null,548,null,10912,null,1754,null,9969,null,1759,null,13031,null,2035,null,5084,null,1237,null,3788,null,971,null,72735,null,3167,null,34873,null,2787,null,37862,null,2778,null,17561,null,2006,null,11506,null,1823,null,3828,null,920,null,2540,null,686,null,1420,null,565,null,1007,null,413,null,0400000US24,Maryland,24
375127,null,1270,null,185216,null,1154,null,85522,null,4298,null,0,null,281,null,85522,null,4298,null,684,null,446,null,14388,null,2708,null,21823,null,2768,null,28186,null,2950,null,13039,null,2154,null,7402,null,1758,null,99694,null,4488,null,48487,null,3257,null,51207,null,4209,null,23229,null,2950,null,12936,null,2539,null,7420,null,1621,null,4155,null,1255,null,2156,null,817,null,1311,null,585,null,189911,null,992,null,58599,null,3328,null,0,null,281,null,58599,null,3328,null,996,null,712,null,11479,null,2021,null,18067,null,2478,null,17758,null,2263,null,7884,null,1723,null,2415,null,692,null,131312,null,3457,null,69140,null,3770,null,62172,null,3934,null,31796,null,3183,null,16752,null,2569,null,6550,null,1266,null,5056,null,1398,null,1418,null,555,null,600,null,415,null,0400000US25,Massachusetts,25
270467,null,1551,null,145531,null,1623,null,60294,null,3166,null,28,null,51,null,60266,null,3171,null,3535,null,1205,null,13183,null,2246,null,15214,null,2260,null,13911,null,1540,null,7503,null,1494,null,6920,null,1115,null,85237,null,3366,null,31540,null,2779,null,53697,null,3557,null,20780,null,2178,null,15503,null,2550,null,8593,null,1778,null,5270,null,1345,null,2102,null,657,null,1449,null,493,null,124936,null,1610,null,33340,null,2329,null,0,null,237,null,33340,null,2329,null,1812,null,804,null,8433,null,1478,null,7730,null,1372,null,9448,null,1820,null,4018,null,1127,null,1899,null,569,null,91596,null,2825,null,45901,null,3079,null,45695,null,2500,null,23830,null,2113,null,13291,null,1440,null,3382,null,733,null,2919,null,795,null,1963,null,600,null,310,null,270,null,0400000US26,Michigan,26
132835,null,1498,null,74976,null,1606,null,39259,null,1973,null,0,null,211,null,39259,null,1973,null,354,null,243,null,11221,null,1972,null,10488,null,1840,null,9329,null,1505,null,5485,null,1352,null,2382,null,643,null,35717,null,2516,null,8415,null,1376,null,27302,null,2572,null,11908,null,1796,null,7494,null,1907,null,3743,null,1151,null,2616,null,895,null,846,null,437,null,695,null,346,null,57859,null,1369,null,20017,null,1995,null,0,null,211,null,20017,null,1995,null,246,null,224,null,6526,null,1355,null,6642,null,1164,null,4672,null,1069,null,1195,null,469,null,736,null,512,null,37842,null,1995,null,17649,null,1814,null,20193,null,1740,null,10911,null,1417,null,5541,null,1011,null,2088,null,586,null,1213,null,490,null,300,null,198,null,140,null,140,null,0400000US27,Minnesota,27
39465,null,2950,null,23650,null,2497,null,14001,null,2421,null,0,null,289,null,14001,null,2421,null,1527,null,1070,null,5339,null,1733,null,3323,null,976,null,2822,null,868,null,309,null,163,null,681,null,414,null,9649,null,1570,null,1875,null,681,null,7774,null,1453,null,3156,null,950,null,3037,null,981,null,676,null,538,null,732,null,530,null,103,null,136,null,70,null,86,null,15815,null,1481,null,4194,null,1197,null,0,null,289,null,4194,null,1197,null,322,null,332,null,2158,null,852,null,940,null,592,null,292,null,276,null,482,null,398,null,0,null,289,null,11621,null,1697,null,6541,null,1349,null,5080,null,1209,null,2042,null,764,null,1714,null,625,null,685,null,534,null,596,null,437,null,43,null,77,null,0,null,289,null,0400000US28,Mississippi,28
117258,null,1868,null,60673,null,1775,null,32372,null,2482,null,0,null,255,null,32372,null,2482,null,880,null,548,null,9571,null,1866,null,6392,null,1449,null,9223,null,1486,null,3862,null,1072,null,2444,null,702,null,28301,null,2346,null,8773,null,1356,null,19528,null,2322,null,10238,null,1742,null,4174,null,1195,null,2387,null,729,null,1683,null,648,null,655,null,275,null,391,null,322,null,56585,null,1599,null,17676,null,1920,null,0,null,255,null,17676,null,1920,null,977,null,574,null,5256,null,1489,null,3999,null,968,null,5562,null,1178,null,1035,null,573,null,847,null,462,null,38909,null,2245,null,19015,null,1929,null,19894,null,2134,null,10658,null,1393,null,3931,null,911,null,1806,null,670,null,2476,null,736,null,540,null,357,null,483,null,385,null,0400000US29,Missouri,29
16203,null,991,null,8715,null,890,null,3696,null,760,null,0,null,233,null,3696,null,760,null,86,null,146,null,566,null,407,null,1295,null,536,null,995,null,484,null,401,null,238,null,353,null,330,null,5019,null,983,null,2560,null,951,null,2459,null,776,null,1167,null,563,null,574,null,363,null,369,null,279,null,272,null,369,null,77,null,138,null,0,null,233,null,7488,null,886,null,1910,null,658,null,0,null,233,null,1910,null,658,null,233,null,217,null,564,null,286,null,761,null,536,null,308,null,192,null,44,null,51,null,0,null,233,null,5578,null,945,null,1646,null,610,null,3932,null,866,null,2328,null,689,null,1260,null,652,null,250,null,252,null,94,null,189,null,0,null,233,null,0,null,233,null,0400000US30,Montana,30
84230,null,1273,null,45937,null,1265,null,27324,null,1926,null,0,null,218,null,27324,null,1926,null,636,null,649,null,4081,null,1306,null,11424,null,1552,null,7703,null,1348,null,2071,null,761,null,1409,null,616,null,18613,null,1620,null,6859,null,1177,null,11754,null,1501,null,5388,null,1002,null,2547,null,819,null,2627,null,782,null,843,null,348,null,339,null,243,null,10,null,21,null,38293,null,965,null,13169,null,1622,null,0,null,218,null,13169,null,1622,null,748,null,417,null,4337,null,957,null,4439,null,1338,null,3048,null,839,null,583,null,357,null,14,null,25,null,25124,null,1562,null,11886,null,1433,null,13238,null,1450,null,7673,null,1139,null,3533,null,830,null,1040,null,492,null,856,null,510,null,93,null,122,null,43,null,80,null,0400000US31,Nebraska,31
421750,null,2410,null,226039,null,2142,null,138413,null,3992,null,0,null,298,null,138413,null,3992,null,1736,null,669,null,22257,null,2951,null,45140,null,3892,null,41217,null,3608,null,18484,null,2160,null,9579,null,1880,null,87626,null,4521,null,27997,null,3032,null,59629,null,4085,null,21211,null,2975,null,14414,null,2225,null,9061,null,1532,null,10728,null,1898,null,2730,null,783,null,1485,null,715,null,195711,null,1602,null,68950,null,4098,null,0,null,298,null,68950,null,4098,null,1870,null,746,null,17412,null,2234,null,22043,null,2467,null,19571,null,2403,null,5994,null,1337,null,2060,null,758,null,126761,null,4045,null,72240,null,3525,null,54521,null,3780,null,23589,null,2544,null,15733,null,2160,null,7667,null,1481,null,5036,null,1370,null,1634,null,696,null,862,null,466,null,0400000US32,Nevada,32
22622,null,760,null,11318,null,708,null,5969,null,965,null,0,null,253,null,5969,null,965,null,33,null,60,null,232,null,180,null,1766,null,828,null,1858,null,734,null,830,null,589,null,1250,null,548,null,5349,null,1080,null,1776,null,506,null,3573,null,1028,null,1607,null,553,null,799,null,465,null,665,null,688,null,300,null,276,null,145,null,156,null,57,null,87,null,11304,null,657,null,2699,null,743,null,0,null,253,null,2699,null,743,null,136,null,223,null,325,null,394,null,1392,null,703,null,581,null,299,null,0,null,253,null,265,null,291,null,8605,null,920,null,2850,null,711,null,5755,null,1085,null,2809,null,812,null,1427,null,739,null,653,null,392,null,566,null,544,null,277,null,239,null,23,null,38,null,0400000US33,New Hampshire,33
