B25015_001E,B25015_001EA,B25015_001M,B25015_001MA,B25015_002E,B25015_002EA,B25015_002M,B25015_002MA,B25015_003E,B25015_003EA,B25015_003M,B25015_003MA,B25015_004E,B25015_004EA,B25015_004M,B25015_004MA,B25015_005E,B25015_005EA,B25015_005M,B25015_005MA,B25015_006E,B25015_006EA,B25015_006M,B25015_006MA,B25015_007E,B25015_007EA,B25015_007M,B25015_007MA,B25015_008E,B25015_008EA,B25015_008M,B25015_008MA,B25015_009E,B25015_009EA,B25015_009M,B25015_009MA,B25015_010E,B25015_010EA,B25015_010M,B25015_010MA,B25015_011E,B25015_011EA,B25015_011M,B25015_011MA,B25015_012E,B25015_012EA,B25015_012M,B25015_012MA,B25015_013E,B25015_013EA,B25015_013M,B25015_013MA,B25015_014E,B25015_014EA,B25015_014M,B25015_014MA,B25015_015E,B25015_015EA,B25015_015M,B25015_015MA,B25015_016E,B25015_016EA,B25015_016M,B25015_016MA,B25015_017E,B25015_017EA,B25015_017M,B25015_017MA,B25015_018E,B25015_018EA,B25015_018M,B25015_018MA,B25015_019E,B25015_019EA,B25015_019M,B25015_019MA,B25015_020E,B25015_020EA,B25015_020M,B25015_020MA,B25015_021E,B25015_021EA,B25015_021M,B25015_021MA,B25015_022E,B25015_022EA,B25015_022M,B25015_022MA,B25015_023E,B25015_023EA,B25015_023M,B25015_023MA,B25015_024E,B25015_024EA,B25015_024M,B25015_024MA,B25015_025E,B25015_025EA,B25015_025M,B25015_025MA,B25015_026E,B25015_026EA,B25015_026M,B25015_026MA,B25015_027E,B25015_027EA,B25015_027M,B25015_027MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,163175,null,5940,null,159545,null,5923,null,2835,null,854,null,795,null,588,null,788834,null,7863,null,779100,null,7861,null,7819,null,1339,null,1915,null,683,null,335816,null,4745,null,334711,null,4756,null,870,null,363,null,235,null,255,null,528488,null,10257,null,223076,null,6702,null,214538,null,6670,null,7407,null,1512,null,1131,null,495,null,241384,null,7029,null,233162,null,7353,null,6947,null,1502,null,1275,null,641,null,64028,null,3693,null,63781,null,3676,null,191,null,222,null,56,null,92,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,18923,null,2019,null,17808,null,1978,null,735,null,481,null,380,null,148,null,109262,null,2736,null,103825,null,2764,null,3217,null,933,null,2220,null,611,null,20833,null,1349,null,20361,null,1345,null,286,null,154,null,186,null,119,null,87403,null,3597,null,36546,null,2643,null,32510,null,2309,null,3116,null,989,null,920,null,319,null,44007,null,2601,null,39862,null,2635,null,3044,null,762,null,1101,null,416,null,6850,null,1076,null,6797,null,1084,null,37,null,44,null,16,null,26,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,202387,null,6648,null,190059,null,6036,null,9884,null,2155,null,2444,null,814,null,924329,null,10433,null,893883,null,10132,null,23666,null,2297,null,6780,null,1168,null,406429,null,5336,null,403186,null,5361,null,1614,null,523,null,1629,null,425,null,718401,null,12688,null,305856,null,7480,null,275266,null,7158,null,22443,null,3188,null,8147,null,1861,null,333612,null,11345,null,309704,null,11071,null,16925,null,2757,null,6983,null,1352,null,78933,null,3561,null,78006,null,3490,null,673,null,485,null,254,null,253,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,93418,null,4610,null,91205,null,4557,null,2034,null,671,null,179,null,134,null,450731,null,7979,null,442982,null,7951,null,6677,null,1225,null,1072,null,540,null,202690,null,4240,null,201942,null,4238,null,688,null,364,null,60,null,110,null,355895,null,8224,null,145370,null,5799,null,137517,null,5584,null,6814,null,1503,null,1039,null,532,null,164251,null,6121,null,158308,null,6098,null,4539,null,1261,null,1404,null,653,null,46274,null,2876,null,45914,null,2858,null,195,null,189,null,165,null,272,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,720998,null,11995,null,670379,null,12419,null,38596,null,3296,null,12023,null,1967,null,4642687,null,21994,null,4424935,null,21995,null,171973,null,5971,null,45779,null,3172,null,1713287,null,13457,null,1697040,null,13200,null,12853,null,1743,null,3394,null,901,null,5123700,null,28871,null,1812767,null,15072,null,1541068,null,14788,null,180412,null,6814,null,91287,null,5115,null,2728651,null,25676,null,2363187,null,23477,null,249520,null,9871,null,115944,null,6662,null,582282,null,11115,null,567373,null,10671,null,8087,null,1689,null,6822,null,1193,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,181552,null,5729,null,177933,null,5789,null,3498,null,1151,null,121,null,123,null,852793,null,8205,null,841717,null,8061,null,9663,null,1855,null,1413,null,568,null,245862,null,4044,null,245378,null,4052,null,206,null,148,null,278,null,378,null,579758,null,10271,null,254227,null,7315,null,241328,null,6873,null,9376,null,1853,null,3523,null,1201,null,267789,null,7336,null,257440,null,7510,null,7948,null,1570,null,2401,null,961,null,57742,null,3362,null,57498,null,3319,null,172,null,256,null,72,null,122,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,94040,null,4416,null,92960,null,4479,null,880,null,490,null,200,null,236,null,617247,null,6282,null,610534,null,6192,null,6145,null,1304,null,568,null,358,null,213552,null,3789,null,213251,null,3763,null,193,null,190,null,108,null,127,null,395875,null,7185,null,126605,null,4926,null,119859,null,4805,null,4659,null,1256,null,2087,null,754,null,199772,null,6637,null,192454,null,6520,null,5539,null,1071,null,1779,null,768,null,69498,null,3427,null,69030,null,3433,null,339,null,328,null,129,null,208,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,31499,null,2165,null,30787,null,2178,null,712,null,415,null,0,null,261,null,148826,null,3043,null,147498,null,3153,null,1068,null,604,null,260,null,335,null,57816,null,1913,null,57758,null,1903,null,47,null,80,null,11,null,21,null,90336,null,3436,null,32616,null,2401,null,30788,null,2440,null,1736,null,735,null,92,null,120,null,44857,null,2948,null,43594,null,2833,null,1110,null,549,null,153,null,264,null,12863,null,1627,null,12863,null,1627,null,0,null,261,null,0,null,261,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,15231,null,1750,null,15085,null,1729,null,146,null,149,null,0,null,300,null,66997,null,2693,null,66495,null,2743,null,332,null,236,null,170,null,163,null,29585,null,1424,null,29336,null,1419,null,202,null,138,null,47,null,76,null,139226,null,3601,null,55114,null,3045,null,52064,null,3004,null,2014,null,723,null,1036,null,682,null,67047,null,2894,null,64298,null,2995,null,1719,null,677,null,1030,null,510,null,17065,null,1478,null,16880,null,1476,null,45,null,73,null,140,null,151,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,514763,null,10870,null,499425,null,10764,null,13147,null,2161,null,2191,null,819,null,2929535,null,19198,null,2884293,null,19640,null,38414,null,3303,null,6828,null,1363,null,1561410,null,12822,null,1557565,null,12895,null,3141,null,954,null,704,null,384,null,2083252,null,21269,null,776807,null,13663,null,725564,null,12862,null,41427,null,4402,null,9816,null,1754,null,1022923,null,14734,null,970091,null,14136,null,40761,null,3914,null,12071,null,1920,null,283522,null,8255,null,279997,null,8168,null,2260,null,823,null,1265,null,616,null,0400000US12,Florida,12
3417115,null,14784,null,2341965,null,17528,null,322761,null,10199,null,315405,null,10020,null,6572,null,1491,null,784,null,496,null,1553043,null,12389,null,1533527,null,12659,null,17140,null,2139,null,2376,null,890,null,466161,null,6729,null,464336,null,6676,null,1683,null,713,null,142,null,135,null,1075150,null,12173,null,437329,null,11363,null,416416,null,11007,null,17158,null,2678,null,3755,null,1055,null,538992,null,11436,null,518359,null,11455,null,17061,null,2557,null,3572,null,1137,null,98829,null,4654,null,98552,null,4635,null,215,null,228,null,62,null,109,null,0400000US13,Georgia,13
439685,null,3621,null,261918,null,5659,null,22281,null,2545,null,19909,null,2418,null,1877,null,696,null,495,null,363,null,161206,null,4576,null,147881,null,4250,null,10886,null,1562,null,2439,null,798,null,78431,null,2801,null,75605,null,2728,null,1904,null,615,null,922,null,402,null,177767,null,4965,null,59256,null,3016,null,51949,null,2748,null,5163,null,1474,null,2144,null,768,null,94125,null,3860,null,82851,null,3675,null,7107,null,1610,null,4167,null,1090,null,24386,null,2033,null,23359,null,1981,null,737,null,490,null,290,null,210,null,0400000US15,Hawaii,15
