B25045_001E,B25045_001EA,B25045_001M,B25045_001MA,B25045_002E,B25045_002EA,B25045_002M,B25045_002MA,B25045_003E,B25045_003EA,B25045_003M,B25045_003MA,B25045_004E,B25045_004EA,B25045_004M,B25045_004MA,B25045_005E,B25045_005EA,B25045_005M,B25045_005MA,B25045_006E,B25045_006EA,B25045_006M,B25045_006MA,B25045_007E,B25045_007EA,B25045_007M,B25045_007MA,B25045_008E,B25045_008EA,B25045_008M,B25045_008MA,B25045_009E,B25045_009EA,B25045_009M,B25045_009MA,B25045_010E,B25045_010EA,B25045_010M,B25045_010MA,B25045_011E,B25045_011EA,B25045_011M,B25045_011MA,B25045_012E,B25045_012EA,B25045_012M,B25045_012MA,B25045_013E,B25045_013EA,B25045_013M,B25045_013MA,B25045_014E,B25045_014EA,B25045_014M,B25045_014MA,B25045_015E,B25045_015EA,B25045_015M,B25045_015MA,B25045_016E,B25045_016EA,B25045_016M,B25045_016MA,B25045_017E,B25045_017EA,B25045_017M,B25045_017MA,B25045_018E,B25045_018EA,B25045_018M,B25045_018MA,B25045_019E,B25045_019EA,B25045_019M,B25045_019MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,41740,null,2107,null,1980,null,833,null,12983,null,1594,null,26777,null,2127,null,1246085,null,11905,null,161195,null,5879,null,775851,null,7851,null,309039,null,5003,null,528488,null,10257,null,79101,null,4606,null,19945,null,2540,null,37007,null,2937,null,22149,null,2170,null,449387,null,9772,null,203131,null,6195,null,204377,null,6788,null,41879,null,2991,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,8031,null,954,null,832,null,255,null,5183,null,849,null,2016,null,484,null,140987,null,3349,null,18091,null,2017,null,104079,null,2791,null,18817,null,1259,null,87403,null,3597,null,15416,null,1842,null,4604,null,1113,null,7988,null,1177,null,2824,null,718,null,71987,null,3496,null,31942,null,2425,null,36019,null,2506,null,4026,null,775,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,42015,null,2913,null,3106,null,952,null,18989,null,2092,null,19920,null,2011,null,1491130,null,13080,null,199281,null,6604,null,905340,null,10306,null,386509,null,5152,null,718401,null,12688,null,109930,null,6112,null,35501,null,3611,null,46061,null,3937,null,28368,null,2515,null,608471,null,12791,null,270355,null,8212,null,287551,null,10688,null,50565,null,2883,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,19603,null,2029,null,1124,null,536,null,6449,null,1220,null,12030,null,1436,null,727236,null,10270,null,92294,null,4605,null,444282,null,7844,null,190660,null,4176,null,355895,null,8224,null,51044,null,3799,null,13840,null,2089,null,22385,null,2485,null,14819,null,1832,null,304851,null,7246,null,131530,null,5638,null,141866,null,5698,null,31455,null,2470,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,180546,null,6476,null,10188,null,1500,null,58576,null,3426,null,111782,null,4877,null,6896426,null,24696,null,710810,null,11748,null,4584111,null,22111,null,1601505,null,13153,null,5123700,null,28871,null,719535,null,12541,null,176015,null,7050,null,313798,null,10058,null,229722,null,6714,null,4404165,null,29079,null,1636752,null,15006,null,2414853,null,24819,null,352560,null,9073,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,23678,null,2075,null,1491,null,472,null,9388,null,1443,null,12799,null,1490,null,1256529,null,11278,null,180061,null,5662,null,843405,null,8219,null,233063,null,3664,null,579758,null,10271,null,78783,null,4769,null,21031,null,2568,null,37065,null,3719,null,20687,null,2050,null,500975,null,10177,null,233196,null,6911,null,230724,null,6375,null,37055,null,2674,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,20571,null,2105,null,930,null,430,null,5718,null,1079,null,13923,null,1755,null,904268,null,7900,null,93110,null,4358,null,611529,null,6353,null,199629,null,3899,null,395875,null,7185,null,88983,null,4573,null,21148,null,2587,null,40064,null,3281,null,27771,null,2252,null,306892,null,7508,null,105457,null,4806,null,159708,null,6032,null,41727,null,2824,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,5492,null,899,null,388,null,386,null,2435,null,652,null,2669,null,666,null,232649,null,3880,null,31111,null,2176,null,146391,null,2849,null,55147,null,1854,null,90336,null,3436,null,15291,null,2005,null,4101,null,1086,null,6939,null,1510,null,4251,null,934,null,75045,null,3573,null,28515,null,2276,null,37918,null,2840,null,8612,null,1483,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,15646,null,2102,null,1863,null,605,null,7923,null,1523,null,5860,null,1014,null,96167,null,3121,null,13368,null,1748,null,59074,null,2643,null,23725,null,1467,null,139226,null,3601,null,73497,null,3391,null,26814,null,2598,null,35164,null,2728,null,11519,null,1348,null,65729,null,3155,null,28300,null,2485,null,31883,null,2389,null,5546,null,1093,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,154778,null,5638,null,6278,null,1237,null,46981,null,3196,null,101519,null,4376,null,4850930,null,25990,null,508485,null,10835,null,2882554,null,19040,null,1459891,null,12748,null,2083252,null,21269,null,281589,null,10359,null,66928,null,5140,null,116507,null,6653,null,98154,null,4579,null,1801663,null,18089,null,709879,null,13043,null,906416,null,13685,null,185368,null,6728,null,0400000US12,Florida,12
