B24021_001E,B24021_001EA,B24021_001M,B24021_001MA,B24021_002E,B24021_002EA,B24021_002M,B24021_002MA,B24021_003E,B24021_003EA,B24021_003M,B24021_003MA,B24021_004E,B24021_004EA,B24021_004M,B24021_004MA,B24021_005E,B24021_005EA,B24021_005M,B24021_005MA,B24021_006E,B24021_006EA,B24021_006M,B24021_006MA,B24021_007E,B24021_007EA,B24021_007M,B24021_007MA,B24021_008E,B24021_008EA,B24021_008M,B24021_008MA,B24021_009E,B24021_009EA,B24021_009M,B24021_009MA,B24021_010E,B24021_010EA,B24021_010M,B24021_010MA,B24021_011E,B24021_011EA,B24021_011M,B24021_011MA,B24021_012E,B24021_012EA,B24021_012M,B24021_012MA,B24021_013E,B24021_013EA,B24021_013M,B24021_013MA,B24021_014E,B24021_014EA,B24021_014M,B24021_014MA,B24021_015E,B24021_015EA,B24021_015M,B24021_015MA,B24021_016E,B24021_016EA,B24021_016M,B24021_016MA,B24021_017E,B24021_017EA,B24021_017M,B24021_017MA,B24021_018E,B24021_018EA,B24021_018M,B24021_018MA,B24021_019E,B24021_019EA,B24021_019M,B24021_019MA,B24021_020E,B24021_020EA,B24021_020M,B24021_020MA,B24021_021E,B24021_021EA,B24021_021M,B24021_021MA,B24021_022E,B24021_022EA,B24021_022M,B24021_022MA,B24021_023E,B24021_023EA,B24021_023M,B24021_023MA,B24021_024E,B24021_024EA,B24021_024M,B24021_024MA,B24021_025E,B24021_025EA,B24021_025M,B24021_025MA,B24021_026E,B24021_026EA,B24021_026M,B24021_026MA,B24021_027E,B24021_027EA,B24021_027M,B24021_027MA,B24021_028E,B24021_028EA,B24021_028M,B24021_028MA,B24021_029E,B24021_029EA,B24021_029M,B24021_029MA,B24021_030E,B24021_030EA,B24021_030M,B24021_030MA,B24021_031E,B24021_031EA,B24021_031M,B24021_031MA,B24021_032E,B24021_032EA,B24021_032M,B24021_032MA,B24021_033E,B24021_033EA,B24021_033M,B24021_033MA,B24021_034E,B24021_034EA,B24021_034M,B24021_034MA,B24021_035E,B24021_035EA,B24021_035M,B24021_035MA,B24021_036E,B24021_036EA,B24021_036M,B24021_036MA,B24021_037E,B24021_037EA,B24021_037M,B24021_037MA,GEO_ID,NAME,state
35659,null,387,null,49800,null,901,null,53133,null,2030,null,56779,null,2153,null,48683,null,2784,null,47043,null,694,null,62458,null,5080,null,66295,null,3012,null,52126,null,6638,null,37930,null,3532,null,62468,null,12720,null,41507,null,991,null,41150,null,2444,null,47276,null,1481,null,54000,null,2016,null,32454,null,1583,null,22085,null,597,null,21698,null,1078,null,38679,null,2072,null,34074,null,2989,null,41243,null,1651,null,16953,null,801,null,21130,null,1077,null,19446,null,1984,null,30542,null,443,null,34037,null,2374,null,28804,null,786,null,26815,null,3331,null,34988,null,1114,null,31037,null,811,null,39449,null,1974,null,31369,null,430,null,30897,null,575,null,32119,null,851,null,42391,null,8240,null,36307,null,1328,null,27041,null,1113,null,0400000US01,Alabama,01
46584,null,1021,null,57168,null,2960,null,60435,null,3254,null,62332,null,4243,null,49385,null,4676,null,55487,null,2653,null,62379,null,9296,null,74636,null,5758,null,61444,null,8504,null,37230,null,3898,null,52060,null,2746,null,57411,null,6674,null,40738,null,6025,null,61130,null,1246,null,66838,null,12208,null,48535,null,7115,null,30489,null,2555,null,33030,null,3968,null,60781,null,11072,null,51778,null,9191,null,67870,null,9490,null,21841,null,2473,null,24532,null,3340,null,24296,null,2557,null,37280,null,1894,null,37269,null,5002,null,37284,null,2172,null,75053,null,53282,null,51730,null,2246,null,51267,null,9569,null,51940,null,2029,null,46784,null,5091,null,39149,null,5296,null,50945,null,4540,null,68975,null,7518,null,47056,null,11103,null,45219,null,8365,null,0400000US02,Alaska,02
37941,null,638,null,54107,null,1154,null,57070,null,1419,null,61637,null,1200,null,48881,null,1888,null,51786,null,686,null,61394,null,2196,null,71942,null,2261,null,51206,null,3239,null,38691,null,2006,null,70327,null,8729,null,39484,null,1442,null,41634,null,1851,null,56616,null,1629,null,65322,null,2599,null,38002,null,2639,null,23695,null,941,null,26689,null,1065,null,44190,null,2104,null,36127,null,2449,null,50811,null,1872,null,18005,null,1205,null,20471,null,784,null,22934,null,2133,null,34718,null,809,null,41176,null,817,null,31330,null,520,null,23900,null,1534,null,35069,null,1021,null,31686,null,659,null,40330,null,896,null,32021,null,821,null,31760,null,1124,null,32342,null,1575,null,52380,null,6676,null,33849,null,2656,null,26048,null,1419,null,0400000US04,Arizona,04
31836,null,337,null,45465,null,863,null,49027,null,2349,null,50733,null,1491,null,45173,null,3568,null,43019,null,1338,null,51133,null,1917,null,60325,null,4399,null,51237,null,5292,null,34006,null,3223,null,57931,null,11477,null,38490,null,1544,null,36120,null,2751,null,46178,null,1840,null,56133,null,2276,null,32444,null,1927,null,20185,null,691,null,21264,null,620,null,31806,null,931,null,32094,null,7861,null,31760,null,874,null,16104,null,838,null,19413,null,1211,null,16757,null,1175,null,27924,null,1034,null,31583,null,1412,null,26656,null,660,null,25751,null,1656,null,31819,null,660,null,29568,null,1453,null,35297,null,1667,null,29145,null,1044,null,28493,null,1297,null,30098,null,1263,null,54691,null,8805,null,32107,null,1587,null,25567,null,1722,null,0400000US05,Arkansas,05
42497,null,268,null,66856,null,338,null,68840,null,1276,null,75189,null,1049,null,59640,null,1527,null,65801,null,430,null,80969,null,840,null,81012,null,1116,null,66412,null,1613,null,44767,null,1334,null,92512,null,4618,null,51046,null,513,null,53136,null,2078,null,69471,null,2076,null,80962,null,1202,null,42246,null,1228,null,25223,null,259,null,28265,null,1174,null,61441,null,1070,null,41811,null,1234,null,77062,null,2087,null,20693,null,322,null,22458,null,386,null,23678,null,799,null,38123,null,454,null,43232,null,1043,null,35898,null,251,null,20319,null,592,null,39722,null,854,null,37127,null,695,null,41651,null,535,null,30874,null,289,null,29479,null,804,null,32179,null,389,null,47393,null,2686,null,37392,null,877,null,24355,null,717,null,0400000US06,California,06
41854,null,342,null,58538,null,2094,null,60669,null,967,null,63254,null,3208,null,52954,null,2807,null,56702,null,1120,null,71853,null,2400,null,72474,null,5227,null,66216,null,4280,null,39477,null,2992,null,66325,null,5620,null,41854,null,1177,null,46298,null,2875,null,54796,null,2465,null,62321,null,1292,null,33991,null,3658,null,26348,null,882,null,27507,null,1810,null,49474,null,3130,null,45014,null,4957,null,53376,null,3249,null,20783,null,880,null,23706,null,1252,null,25668,null,1581,null,37042,null,508,null,42596,null,1974,null,33948,null,624,null,23082,null,3303,null,37411,null,1072,null,34452,null,1581,null,41788,null,1212,null,33671,null,1075,null,31651,null,1261,null,35853,null,1481,null,47917,null,10349,null,37972,null,1661,null,29037,null,3389,null,0400000US08,Colorado,08
50352,null,304,null,70284,null,738,null,76672,null,1680,null,82138,null,2229,null,68022,null,4870,null,65845,null,1058,null,76589,null,1857,null,72967,null,3075,null,73064,null,7505,null,45069,null,3957,null,84143,null,6380,null,52154,null,1773,null,53581,null,3945,null,70529,null,1719,null,80036,null,3589,null,49104,null,2898,null,30888,null,691,null,31076,null,1522,null,56010,null,2600,null,43931,null,7182,null,66429,null,5103,null,26599,null,1205,null,29222,null,1825,null,29258,null,2234,null,41560,null,525,null,50966,null,1134,null,38675,null,957,null,22834,null,11538,null,47248,null,1782,null,46806,null,2036,null,48531,null,3780,null,39677,null,1874,null,40253,null,1693,null,38618,null,2775,null,57183,null,12100,null,40411,null,2630,null,31690,null,2490,null,0400000US09,Connecticut,09
42938,null,1368,null,57373,null,1808,null,60443,null,1534,null,62349,null,4247,null,54213,null,4275,null,54613,null,2518,null,66367,null,4692,null,68154,null,8636,null,62473,null,7234,null,35828,null,2300,null,73220,null,45436,null,43039,null,5677,null,45476,null,4649,null,59058,null,4849,null,65703,null,5048,null,39727,null,6307,null,28164,null,1802,null,31961,null,2801,null,43058,null,9631,null,32014,null,3048,null,50791,null,3391,null,21353,null,2251,null,27033,null,2394,null,27100,null,2754,null,36235,null,1172,null,40350,null,1652,null,34353,null,2006,null,30672,null,5387,null,40997,null,2506,null,36066,null,1931,null,51320,null,1617,null,40903,null,1159,null,41373,null,2274,null,40596,null,2919,null,48827,null,16474,null,42327,null,5074,null,26054,null,4668,null,0400000US10,Delaware,10
51856,null,1310,null,73488,null,3989,null,80337,null,5573,null,84734,null,7582,null,72037,null,10237,null,70908,null,2096,null,80195,null,5831,null,65519,null,20106,null,79070,null,11916,null,43666,null,18323,null,100001,"100,000+",0,***,53065,null,8003,null,61932,null,7029,null,67741,null,6682,null,67139,null,11668,null,67813,null,7248,null,26845,null,1796,null,30910,null,1985,null,40752,null,2097,null,39261,null,5218,null,60066,null,21692,null,23890,null,2461,null,23438,null,2505,null,26030,null,1945,null,39567,null,2330,null,43183,null,9196,null,38628,null,2355,null,-666666666,-,0,**,32703,null,8410,null,27257,null,4211,null,41220,null,2407,null,31137,null,3641,null,33076,null,16901,null,30868,null,2378,null,32588,null,24420,null,27666,null,5802,null,33169,null,6424,null,0400000US11,District of Columbia,11
36297,null,167,null,51641,null,243,null,55305,null,695,null,60097,null,723,null,47398,null,1285,null,49391,null,778,null,61011,null,1394,null,60878,null,1024,null,51627,null,1937,null,36492,null,1145,null,62078,null,4743,null,39564,null,750,null,40831,null,907,null,52183,null,677,null,61838,null,700,null,36526,null,852,null,24953,null,374,null,24773,null,507,null,40744,null,894,null,35476,null,1390,null,45415,null,1930,null,21585,null,447,null,21411,null,483,null,24381,null,1194,null,32312,null,203,null,38110,null,981,null,30338,null,241,null,17261,null,1015,null,33289,null,944,null,31166,null,363,null,39019,null,1133,null,30306,null,420,null,29529,null,956,null,30766,null,536,null,40684,null,2789,null,33561,null,1455,null,24102,null,887,null,0400000US12,Florida,12
