C01001G_001E,C01001G_001EA,C01001G_001M,C01001G_001MA,C01001G_002E,C01001G_002EA,C01001G_002M,C01001G_002MA,C01001G_003E,C01001G_003EA,C01001G_003M,C01001G_003MA,C01001G_004E,C01001G_004EA,C01001G_004M,C01001G_004MA,C01001G_005E,C01001G_005EA,C01001G_005M,C01001G_005MA,C01001G_006E,C01001G_006EA,C01001G_006M,C01001G_006MA,C01001G_007E,C01001G_007EA,C01001G_007M,C01001G_007MA,C01001G_008E,C01001G_008EA,C01001G_008M,C01001G_008MA,C01001G_009E,C01001G_009EA,C01001G_009M,C01001G_009MA,GEO_ID,NAME,state
60168,null,4763,null,29218,null,2645,null,14207,null,2062,null,13266,null,1745,null,1745,null,749,null,30950,null,3332,null,14094,null,2442,null,14453,null,1782,null,2403,null,693,null,0400000US01,Alabama,01
46920,null,4037,null,25170,null,2636,null,14396,null,1932,null,10182,null,1472,null,592,null,282,null,21750,null,2268,null,10633,null,1683,null,10430,null,1219,null,687,null,286,null,0400000US02,Alaska,02
154375,null,9650,null,75003,null,5814,null,40833,null,3896,null,31843,null,3169,null,2327,null,664,null,79372,null,5615,null,42394,null,3970,null,34286,null,3170,null,2692,null,654,null,0400000US04,Arizona,04
48272,null,4478,null,24057,null,2768,null,11798,null,1899,null,10402,null,1587,null,1857,null,627,null,24215,null,2639,null,10757,null,1874,null,10939,null,1460,null,2519,null,671,null,0400000US05,Arkansas,05
1262386,null,26412,null,645423,null,15936,null,319856,null,10266,null,303642,null,10030,null,21925,null,1860,null,616963,null,15730,null,289410,null,11997,null,298526,null,9331,null,29027,null,2636,null,0400000US06,California,06
126857,null,7050,null,63365,null,4552,null,30869,null,2693,null,30786,null,3445,null,1710,null,625,null,63492,null,4677,null,30139,null,3266,null,30688,null,3138,null,2665,null,678,null,0400000US08,Colorado,08
70806,null,5485,null,35117,null,3354,null,17869,null,2369,null,16535,null,2461,null,713,null,390,null,35689,null,3869,null,16903,null,2605,null,16945,null,2347,null,1841,null,649,null,0400000US09,Connecticut,09
16978,null,3365,null,9010,null,2138,null,5382,null,1588,null,3572,null,1276,null,56,null,73,null,7968,null,1908,null,4615,null,1536,null,3227,null,950,null,126,null,128,null,0400000US10,Delaware,10
9485,null,1674,null,3789,null,1155,null,941,null,464,null,2647,null,1040,null,201,null,307,null,5696,null,1127,null,1890,null,749,null,3652,null,963,null,154,null,154,null,0400000US11,District of Columbia,11
316274,null,13049,null,157574,null,7268,null,70951,null,4591,null,76523,null,4654,null,10100,null,1448,null,158700,null,8347,null,69430,null,5023,null,77207,null,5144,null,12063,null,1637,null,0400000US12,Florida,12
118600,null,7981,null,57621,null,5415,null,32323,null,4081,null,22959,null,3050,null,2339,null,683,null,60979,null,4494,null,29714,null,2848,null,27621,null,2998,null,3644,null,1004,null,0400000US13,Georgia,13
286329,null,11422,null,145536,null,6459,null,58741,null,3136,null,81147,null,4847,null,5648,null,1039,null,140793,null,7242,null,53559,null,3535,null,78822,null,4933,null,8412,null,1354,null,0400000US15,Hawaii,15
32667,null,2771,null,16348,null,1688,null,8891,null,1520,null,6894,null,959,null,563,null,294,null,16319,null,2096,null,7001,null,1391,null,8662,null,1402,null,656,null,296,null,0400000US16,Idaho,16
