C01001G_001E,C01001G_001EA,C01001G_001M,C01001G_001MA,C01001G_002E,C01001G_002EA,C01001G_002M,C01001G_002MA,C01001G_003E,C01001G_003EA,C01001G_003M,C01001G_003MA,C01001G_004E,C01001G_004EA,C01001G_004M,C01001G_004MA,C01001G_005E,C01001G_005EA,C01001G_005M,C01001G_005MA,C01001G_006E,C01001G_006EA,C01001G_006M,C01001G_006MA,C01001G_007E,C01001G_007EA,C01001G_007M,C01001G_007MA,C01001G_008E,C01001G_008EA,C01001G_008M,C01001G_008MA,C01001G_009E,C01001G_009EA,C01001G_009M,C01001G_009MA,GEO_ID,NAME,state
199006,null,11421,null,97440,null,6326,null,52295,null,4200,null,41866,null,4116,null,3279,null,721,null,101566,null,6613,null,51066,null,4730,null,45800,null,3494,null,4700,null,1204,null,0400000US17,Illinois,17
106802,null,6716,null,52293,null,4038,null,29033,null,3413,null,21575,null,1838,null,1685,null,545,null,54509,null,4159,null,27928,null,3178,null,25140,null,2497,null,1441,null,551,null,0400000US18,Indiana,18
41158,null,3771,null,21260,null,2425,null,12993,null,2141,null,7866,null,1328,null,401,null,258,null,19898,null,2398,null,10994,null,1943,null,8220,null,1333,null,684,null,288,null,0400000US19,Iowa,19
72725,null,5270,null,36086,null,2692,null,18720,null,2099,null,16294,null,1800,null,1072,null,424,null,36639,null,3824,null,17878,null,2510,null,17148,null,2319,null,1613,null,505,null,0400000US20,Kansas,20
55320,null,4865,null,27146,null,2646,null,15259,null,2062,null,10444,null,1391,null,1443,null,627,null,28174,null,3444,null,13400,null,2072,null,13022,null,2109,null,1752,null,614,null,0400000US21,Kentucky,21
54912,null,6129,null,26350,null,3099,null,14415,null,2326,null,10655,null,1748,null,1280,null,520,null,28562,null,4314,null,13012,null,2592,null,13474,null,2183,null,2076,null,647,null,0400000US22,Louisiana,22
23686,null,2910,null,10733,null,1865,null,4846,null,1264,null,5471,null,949,null,416,null,360,null,12953,null,1743,null,5820,null,1335,null,6277,null,1185,null,856,null,481,null,0400000US23,Maine,23
115340,null,7441,null,57149,null,4281,null,28905,null,3184,null,26564,null,2519,null,1680,null,540,null,58191,null,4645,null,27667,null,2995,null,28451,null,3020,null,2073,null,628,null,0400000US24,Maryland,24
120698,null,8159,null,59309,null,5014,null,28100,null,3590,null,29801,null,3530,null,1408,null,382,null,61389,null,4846,null,27926,null,3051,null,31482,null,2798,null,1981,null,884,null,0400000US25,Massachusetts,25
190942,null,8082,null,92301,null,4907,null,47868,null,3484,null,41873,null,2780,null,2560,null,624,null,98641,null,5521,null,47015,null,3469,null,46860,null,3644,null,4766,null,906,null,0400000US26,Michigan,26
95959,null,6696,null,48803,null,4136,null,28152,null,2807,null,19747,null,2620,null,904,null,407,null,47156,null,3595,null,27798,null,2828,null,17945,null,1973,null,1413,null,573,null,0400000US27,Minnesota,27
26487,null,4369,null,13062,null,2258,null,6759,null,1803,null,5591,null,1227,null,712,null,403,null,13425,null,2680,null,6652,null,1953,null,6225,null,1408,null,548,null,318,null,0400000US28,Mississippi,28
110931,null,7382,null,54774,null,4548,null,24440,null,3127,null,27561,null,2626,null,2773,null,660,null,56157,null,4238,null,26783,null,3109,null,26308,null,2675,null,3066,null,785,null,0400000US29,Missouri,29
23228,null,2802,null,10989,null,1636,null,5401,null,1041,null,5304,null,1073,null,284,null,209,null,12239,null,1878,null,5964,null,1293,null,5841,null,1212,null,434,null,276,null,0400000US30,Montana,30
35556,null,3686,null,17094,null,2187,null,10287,null,1402,null,6438,null,1468,null,369,null,266,null,18462,null,2244,null,10001,null,1661,null,8166,null,1479,null,295,null,197,null,0400000US31,Nebraska,31
76227,null,6513,null,37662,null,3639,null,18729,null,2633,null,17781,null,2174,null,1152,null,489,null,38565,null,3708,null,19422,null,2717,null,17422,null,1924,null,1721,null,602,null,0400000US32,Nevada,32
16331,null,2106,null,7540,null,1565,null,4504,null,1187,null,2584,null,750,null,452,null,275,null,8791,null,1474,null,4454,null,1025,null,3622,null,753,null,715,null,492,null,0400000US33,New Hampshire,33
141498,null,8328,null,71421,null,5026,null,35220,null,3699,null,33904,null,2921,null,2297,null,751,null,70077,null,5151,null,32218,null,3514,null,34052,null,2941,null,3807,null,1114,null,0400000US34,New Jersey,34
53006,null,4406,null,28859,null,3128,null,13625,null,2314,null,13698,null,1767,null,1536,null,522,null,24147,null,2732,null,12438,null,2199,null,10224,null,1712,null,1485,null,475,null,0400000US35,New Mexico,35
364571,null,15431,null,179987,null,7647,null,81235,null,5147,null,91289,null,5332,null,7463,null,1231,null,184584,null,10200,null,75451,null,6156,null,95603,null,5989,null,13530,null,2052,null,0400000US36,New York,36
141866,null,8838,null,70888,null,5214,null,37893,null,3797,null,31181,null,2860,null,1814,null,663,null,70978,null,5450,null,35704,null,3847,null,32224,null,3063,null,3050,null,877,null,0400000US37,North Carolina,37
10900,null,1814,null,6235,null,1379,null,3982,null,873,null,2011,null,723,null,242,null,170,null,4665,null,1006,null,2658,null,715,null,1890,null,619,null,117,null,109,null,0400000US38,North Dakota,38
187410,null,8199,null,93613,null,5213,null,51056,null,4169,null,38187,null,2963,null,4370,null,850,null,93797,null,5331,null,52909,null,4169,null,36661,null,2941,null,4227,null,714,null,0400000US39,Ohio,39
226559,null,10504,null,114099,null,6291,null,44854,null,4219,null,62638,null,3889,null,6607,null,894,null,112460,null,5956,null,42220,null,3559,null,61251,null,3656,null,8989,null,1118,null,0400000US40,Oklahoma,40
123958,null,7816,null,58310,null,4917,null,27484,null,3333,null,28178,null,2792,null,2648,null,730,null,65648,null,4624,null,29218,null,3088,null,33226,null,2640,null,3204,null,776,null,0400000US41,Oregon,41
168343,null,8222,null,83918,null,5756,null,44834,null,3671,null,36800,null,3753,null,2284,null,817,null,84425,null,5129,null,43570,null,3525,null,37286,null,2917,null,3569,null,961,null,0400000US42,Pennsylvania,42
22408,null,3067,null,10976,null,1782,null,4664,null,1116,null,5666,null,1328,null,646,null,380,null,11432,null,1728,null,4636,null,1049,null,5915,null,1354,null,881,null,433,null,0400000US44,Rhode Island,44
53386,null,5638,null,25292,null,3061,null,12776,null,1916,null,11637,null,1875,null,879,null,345,null,28094,null,3900,null,14714,null,2819,null,11967,null,2005,null,1413,null,588,null,0400000US45,South Carolina,45
14547,null,2384,null,7251,null,1499,null,3823,null,993,null,3119,null,887,null,309,null,221,null,7296,null,1512,null,3546,null,830,null,3659,null,1171,null,91,null,94,null,0400000US46,South Dakota,46
79059,null,6108,null,41155,null,3963,null,21647,null,3019,null,17690,null,2148,null,1818,null,708,null,37904,null,3280,null,17569,null,2416,null,17135,null,2008,null,3200,null,798,null,0400000US47,Tennessee,47
442877,null,16627,null,228055,null,9830,null,111756,null,6453,null,105543,null,6698,null,10756,null,1647,null,214822,null,9461,null,103178,null,6655,null,100254,null,4736,null,11390,null,1650,null,0400000US48,Texas,48
52523,null,4528,null,26814,null,2799,null,16654,null,2221,null,9748,null,1584,null,412,null,296,null,25709,null,2767,null,16423,null,2069,null,8765,null,1443,null,521,null,249,null,0400000US49,Utah,49
9995,null,1288,null,4080,null,769,null,1814,null,584,null,2130,null,620,null,136,null,116,null,5915,null,1080,null,2496,null,861,null,3115,null,748,null,304,null,211,null,0400000US50,Vermont,50
154163,null,8890,null,79859,null,5236,null,42954,null,3532,null,34891,null,3565,null,2014,null,739,null,74304,null,4993,null,34739,null,2965,null,35338,null,3335,null,4227,null,981,null,0400000US51,Virginia,51
234360,null,9711,null,118531,null,5870,null,58410,null,3680,null,57088,null,3883,null,3033,null,820,null,115829,null,6392,null,52563,null,3539,null,59159,null,4245,null,4107,null,912,null,0400000US53,Washington,53
20589,null,2381,null,9026,null,1437,null,4578,null,1160,null,4130,null,832,null,318,null,193,null,11563,null,1723,null,4581,null,1139,null,6406,null,1068,null,576,null,239,null,0400000US54,West Virginia,54
76891,null,5221,null,41114,null,3567,null,23435,null,2980,null,16610,null,1830,null,1069,null,378,null,35777,null,2857,null,20234,null,2127,null,13845,null,1725,null,1698,null,564,null,0400000US55,Wisconsin,55
14679,null,2170,null,7061,null,1328,null,3690,null,1037,null,3240,null,1078,null,131,null,143,null,7618,null,1475,null,3680,null,1075,null,3663,null,864,null,275,null,226,null,0400000US56,Wyoming,56
171754,null,8994,null,84837,null,5052,null,23626,null,2539,null,54014,null,3650,null,7197,null,1137,null,86917,null,5609,null,21762,null,3002,null,55346,null,3706,null,9809,null,1594,null,0400000US72,Puerto Rico,72
