C17010A_001E,C17010A_001EA,C17010A_001M,C17010A_001MA,C17010A_002E,C17010A_002EA,C17010A_002M,C17010A_002MA,C17010A_003E,C17010A_003EA,C17010A_003M,C17010A_003MA,C17010A_004E,C17010A_004EA,C17010A_004M,C17010A_004MA,C17010A_005E,C17010A_005EA,C17010A_005M,C17010A_005MA,C17010A_006E,C17010A_006EA,C17010A_006M,C17010A_006MA,C17010A_007E,C17010A_007EA,C17010A_007M,C17010A_007MA,C17010A_008E,C17010A_008EA,C17010A_008M,C17010A_008MA,C17010A_009E,C17010A_009EA,C17010A_009M,C17010A_009MA,C17010A_010E,C17010A_010EA,C17010A_010M,C17010A_010MA,C17010A_011E,C17010A_011EA,C17010A_011M,C17010A_011MA,C17010A_012E,C17010A_012EA,C17010A_012M,C17010A_012MA,C17010A_013E,C17010A_013EA,C17010A_013M,C17010A_013MA,C17010A_014E,C17010A_014EA,C17010A_014M,C17010A_014MA,C17010A_015E,C17010A_015EA,C17010A_015M,C17010A_015MA,C17010A_016E,C17010A_016EA,C17010A_016M,C17010A_016MA,C17010A_017E,C17010A_017EA,C17010A_017M,C17010A_017MA,GEO_ID,NAME,state
1324172,null,12044,null,68801,null,4740,null,20427,null,2572,null,10441,null,1843,null,48374,null,3839,null,5530,null,1395,null,4470,null,1270,null,42844,null,3526,null,38090,null,3275,null,1255371,null,11523,null,1012681,null,10936,null,446611,null,8115,null,242690,null,8373,null,70089,null,4258,null,35685,null,3540,null,172601,null,6953,null,94001,null,4909,null,0400000US25,Massachusetts,25
2116511,null,11749,null,154281,null,5673,null,62873,null,3546,null,37148,null,2535,null,91408,null,3968,null,16699,null,2159,null,13247,null,1881,null,74709,null,3322,null,64474,null,2998,null,1962230,null,11516,null,1631263,null,12126,null,676326,null,8781,null,330967,null,8141,null,107135,null,5068,null,57074,null,3440,null,223832,null,6181,null,129344,null,5183,null,0400000US26,Michigan,26
1224558,null,8816,null,58514,null,3407,null,21268,null,1807,null,11086,null,1363,null,37246,null,3005,null,6474,null,1184,null,5342,null,1201,null,30772,null,2866,null,28409,null,2769,null,1166044,null,8852,null,981595,null,9013,null,424661,null,6281,null,184449,null,5720,null,65779,null,3100,null,40972,null,2707,null,118670,null,5270,null,73421,null,3657,null,0400000US27,Minnesota,27
483154,null,6848,null,37241,null,3344,null,19395,null,2185,null,11003,null,1932,null,17846,null,2399,null,3412,null,943,null,2515,null,790,null,14434,null,2158,null,11847,null,2121,null,445913,null,6969,null,375011,null,7000,null,151518,null,5554,null,70902,null,3876,null,22086,null,2381,null,10840,null,1701,null,48816,null,3598,null,26070,null,2572,null,0400000US28,Mississippi,28
1319135,null,11120,null,100324,null,4741,null,41858,null,2648,null,24194,null,2329,null,58466,null,3825,null,9532,null,1521,null,7260,null,1319,null,48934,null,3677,null,44561,null,3705,null,1218811,null,10130,null,1013960,null,11530,null,420568,null,9023,null,204851,null,6657,null,68509,null,4246,null,36897,null,2794,null,136342,null,5295,null,80895,null,4309,null,0400000US29,Missouri,29
221266,null,4103,null,17764,null,2140,null,7859,null,1433,null,4393,null,990,null,9905,null,1682,null,1575,null,737,null,1231,null,601,null,8330,null,1433,null,7608,null,1403,null,203502,null,3918,null,175158,null,3903,null,64071,null,2882,null,28344,null,2686,null,11150,null,1811,null,7072,null,1081,null,17194,null,1980,null,10288,null,1430,null,0400000US30,Montana,30
418583,null,5701,null,26330,null,2079,null,10840,null,1346,null,6151,null,1061,null,15490,null,1634,null,2095,null,732,null,1578,null,637,null,13395,null,1567,null,12533,null,1516,null,392253,null,5293,null,331679,null,5565,null,141871,null,4686,null,60574,null,3363,null,20032,null,2045,null,11870,null,1686,null,40542,null,2643,null,26691,null,2482,null,0400000US31,Nebraska,31
483767,null,7453,null,30383,null,2963,null,11993,null,1534,null,7391,null,1421,null,18390,null,2101,null,2806,null,907,null,2091,null,747,null,15584,null,2147,null,13767,null,2006,null,453384,null,6904,null,357558,null,5806,null,155561,null,4723,null,95826,null,4652,null,38814,null,3019,null,21150,null,2525,null,57012,null,3799,null,35193,null,3464,null,0400000US32,Nevada,32
328161,null,5289,null,14007,null,1870,null,4052,null,938,null,1680,null,640,null,9955,null,1724,null,2540,null,804,null,2247,null,791,null,7415,null,1441,null,6979,null,1422,null,314154,null,5650,null,261514,null,5638,null,110891,null,4035,null,52640,null,3401,null,16219,null,2005,null,9067,null,1541,null,36421,null,2813,null,23036,null,2579,null,0400000US33,New Hampshire,33
1573075,null,12707,null,61904,null,4443,null,28639,null,2799,null,15846,null,2060,null,33265,null,3507,null,5563,null,1492,null,4248,null,1268,null,27702,null,3312,null,23541,null,2922,null,1511171,null,11911,null,1235708,null,12766,null,562951,null,10272,null,275463,null,8345,null,83856,null,5072,null,37644,null,3263,null,191607,null,7083,null,95679,null,5397,null,0400000US34,New Jersey,34
349027,null,6013,null,43810,null,3184,null,17577,null,2033,null,11241,null,1556,null,26233,null,2702,null,3504,null,951,null,2448,null,758,null,22729,null,2711,null,21141,null,2602,null,305217,null,6548,null,239991,null,6201,null,92060,null,4638,null,65226,null,3973,null,21847,null,2313,null,13250,null,2065,null,43379,null,3186,null,24388,null,2618,null,0400000US35,New Mexico,35
3175239,null,15851,null,211385,null,6899,null,90677,null,4510,null,53485,null,3620,null,120708,null,4928,null,20778,null,2398,null,15221,null,2107,null,99930,null,4974,null,87219,null,5050,null,2963854,null,15983,null,2399323,null,16776,null,1015662,null,11468,null,564531,null,10693,null,177239,null,6705,null,82118,null,4605,null,387292,null,8100,null,191648,null,5679,null,0400000US36,New York,36
1736901,null,12514,null,121221,null,5340,null,54100,null,4002,null,30390,null,3105,null,67121,null,4752,null,11885,null,1884,null,8490,null,1474,null,55236,null,4529,null,48246,null,4405,null,1615680,null,12558,null,1368665,null,11540,null,553612,null,9835,null,247015,null,7722,null,79511,null,4786,null,42715,null,3797,null,167504,null,5953,null,95847,null,5058,null,0400000US37,North Carolina,37
156452,null,3540,null,8914,null,1221,null,3842,null,745,null,1500,null,433,null,5072,null,939,null,797,null,359,null,575,null,310,null,4275,null,920,null,3798,null,884,null,147538,null,3252,null,126963,null,3732,null,51609,null,2374,null,20575,null,2118,null,8388,null,1575,null,4217,null,839,null,12187,null,1384,null,8364,null,1273,null,0400000US38,North Dakota,38
2550529,null,15534,null,188108,null,6876,null,64416,null,3601,null,37563,null,3208,null,123692,null,5483,null,19718,null,2528,null,16647,null,2292,null,103974,null,5095,null,91625,null,4862,null,2362421,null,15435,null,1946975,null,16229,null,799527,null,12172,null,415446,null,8543,null,135293,null,4927,null,77405,null,4652,null,280153,null,7520,null,165907,null,6401,null,0400000US39,Ohio,39
733300,null,7176,null,69303,null,4539,null,29914,null,2698,null,18411,null,2083,null,39389,null,3520,null,5189,null,1259,null,3479,null,988,null,34200,null,3353,null,30134,null,2966,null,663997,null,6622,null,551291,null,7409,null,219109,null,5661,null,112706,null,4844,null,36069,null,3162,null,20193,null,2303,null,76637,null,3314,null,46384,null,2948,null,0400000US40,Oklahoma,40
834495,null,8760,null,65653,null,4319,null,25118,null,2507,null,13770,null,1820,null,40535,null,3481,null,5570,null,1415,null,4409,null,1233,null,34965,null,3310,null,31190,null,3285,null,768842,null,8583,null,635313,null,9062,null,249394,null,6568,null,133529,null,5176,null,42784,null,3175,null,25315,null,2664,null,90745,null,4087,null,55120,null,3654,null,0400000US41,Oregon,41
2769011,null,14961,null,164184,null,5766,null,64422,null,4022,null,35054,null,3096,null,99762,null,4409,null,15953,null,1804,null,12233,null,1803,null,83809,null,4155,null,73961,null,3893,null,2604827,null,13431,null,2145338,null,14461,null,859789,null,9449,null,459489,null,8980,null,144176,null,5108,null,73565,null,3746,null,315313,null,7158,null,162736,null,5506,null,0400000US42,Pennsylvania,42
216540,null,4659,null,12912,null,2194,null,3861,null,1048,null,1920,null,738,null,9051,null,1781,null,852,null,552,null,753,null,544,null,8199,null,1684,null,7477,null,1644,null,203628,null,5114,null,165472,null,4876,null,68844,null,3649,null,38156,null,3388,null,10257,null,1865,null,4228,null,1060,null,27899,null,2850,null,15652,null,2081,null,0400000US44,Rhode Island,44
810916,null,7830,null,51868,null,2910,null,24088,null,2296,null,14854,null,2127,null,27780,null,2331,null,4257,null,1080,null,2948,null,828,null,23523,null,2210,null,21416,null,2163,null,759048,null,7724,null,639709,null,9193,null,246547,null,6746,null,119339,null,6142,null,37277,null,3508,null,20102,null,2569,null,82062,null,4680,null,46120,null,3790,null,0400000US45,South Carolina,45
186447,null,4017,null,10972,null,1691,null,4613,null,847,null,2121,null,664,null,6359,null,1301,null,1149,null,449,null,1066,null,430,null,5210,null,1191,null,4816,null,1198,null,175475,null,3529,null,150965,null,3370,null,57782,null,2616,null,24510,null,2066,null,8427,null,1214,null,5865,null,1163,null,16083,null,1659,null,10810,null,1335,null,0400000US46,South Dakota,46
1314564,null,10896,null,121951,null,5366,null,55620,null,4285,null,30353,null,3065,null,66331,null,3554,null,12426,null,1993,null,9223,null,1697,null,53905,null,3395,null,46993,null,3250,null,1192613,null,10606,null,990721,null,11877,null,393545,null,9426,null,201892,null,6743,null,66930,null,4822,null,36822,null,3635,null,134962,null,5329,null,77205,null,4831,null,0400000US47,Tennessee,47
4206882,null,21105,null,435772,null,10819,null,205604,null,7832,null,148182,null,6800,null,230168,null,7700,null,32144,null,3136,null,23625,null,2733,null,198024,null,7340,null,177638,null,7152,null,3771110,null,20466,null,3069474,null,20810,null,1412523,null,15314,null,701636,null,12963,null,234377,null,8079,null,126253,null,5811,null,467259,null,10067,null,290797,null,8306,null,0400000US48,Texas,48
581801,null,7048,null,35677,null,2893,null,18310,null,2106,null,12042,null,1783,null,17367,null,1680,null,2087,null,805,null,1679,null,686,null,15280,null,1640,null,13797,null,1520,null,546124,null,6641,null,468958,null,6893,null,249159,null,5793,null,77166,null,3904,null,26305,null,2876,null,14605,null,1964,null,50861,null,3203,null,30864,null,3104,null,0400000US49,Utah,49
159513,null,3620,null,9741,null,1313,null,3033,null,774,null,1644,null,548,null,6708,null,1022,null,1052,null,485,null,885,null,443,null,5656,null,883,null,5512,null,881,null,149772,null,3597,null,120244,null,3376,null,48325,null,2366,null,29528,null,2283,null,11618,null,1637,null,7156,null,1319,null,17910,null,1666,null,11900,null,1522,null,0400000US50,Vermont,50
1442406,null,10233,null,72320,null,4898,null,31683,null,2896,null,17829,null,2539,null,40637,null,3913,null,5477,null,1392,null,4214,null,1243,null,35160,null,3453,null,30221,null,3277,null,1370086,null,10552,null,1150838,null,11750,null,489915,null,7997,null,219248,null,6809,null,67216,null,3385,null,38335,null,2957,null,152032,null,6284,null,89732,null,4420,null,0400000US51,Virginia,51
1358916,null,9955,null,86536,null,4834,null,33445,null,3119,null,19708,null,2482,null,53091,null,3993,null,8522,null,1629,null,7032,null,1490,null,44569,null,3692,null,41517,null,3736,null,1272380,null,9714,null,1050315,null,10674,null,440156,null,7248,null,222065,null,6994,null,76086,null,4508,null,46816,null,3663,null,145979,null,5129,null,95074,null,4766,null,0400000US53,Washington,53
468956,null,7361,null,58262,null,3247,null,27298,null,2569,null,15990,null,1882,null,30964,null,2338,null,5595,null,1102,null,4410,null,1080,null,25369,null,2210,null,21205,null,2144,null,410694,null,7324,null,342016,null,7075,null,128950,null,4768,null,68678,null,3308,null,22340,null,2240,null,9357,null,1517,null,46338,null,2980,null,23267,null,2249,null,0400000US54,West Virginia,54
1319462,null,10380,null,70932,null,3889,null,25172,null,2321,null,13924,null,1779,null,45760,null,3438,null,7687,null,1208,null,6106,null,1090,null,38073,null,3146,null,34518,null,2939,null,1248530,null,10833,null,1054391,null,10634,null,428329,null,6653,null,194139,null,6360,null,68428,null,3107,null,41239,null,2666,null,125711,null,5025,null,76327,null,3716,null,0400000US55,Wisconsin,55
126596,null,3466,null,5937,null,1340,null,2083,null,686,null,1190,null,564,null,3854,null,1077,null,662,null,352,null,662,null,352,null,3192,null,968,null,2877,null,890,null,120659,null,3204,null,99507,null,2955,null,38310,null,2276,null,21152,null,2338,null,8808,null,1408,null,5156,null,1192,null,12344,null,1666,null,8728,null,1502,null,0400000US56,Wyoming,56
681943,null,10084,null,276257,null,6361,null,136417,null,5301,null,63449,null,3643,null,139840,null,4991,null,22156,null,2077,null,11640,null,1577,null,117684,null,4582,null,80294,null,4317,null,405686,null,9104,null,294012,null,8023,null,122459,null,4771,null,111674,null,4254,null,24267,null,2093,null,8679,null,1381,null,87407,null,3613,null,40800,null,2891,null,0400000US72,Puerto Rico,72
