C17010A_001E,C17010A_001EA,C17010A_001M,C17010A_001MA,C17010A_002E,C17010A_002EA,C17010A_002M,C17010A_002MA,C17010A_003E,C17010A_003EA,C17010A_003M,C17010A_003MA,C17010A_004E,C17010A_004EA,C17010A_004M,C17010A_004MA,C17010A_005E,C17010A_005EA,C17010A_005M,C17010A_005MA,C17010A_006E,C17010A_006EA,C17010A_006M,C17010A_006MA,C17010A_007E,C17010A_007EA,C17010A_007M,C17010A_007MA,C17010A_008E,C17010A_008EA,C17010A_008M,C17010A_008MA,C17010A_009E,C17010A_009EA,C17010A_009M,C17010A_009MA,C17010A_010E,C17010A_010EA,C17010A_010M,C17010A_010MA,C17010A_011E,C17010A_011EA,C17010A_011M,C17010A_011MA,C17010A_012E,C17010A_012EA,C17010A_012M,C17010A_012MA,C17010A_013E,C17010A_013EA,C17010A_013M,C17010A_013MA,C17010A_014E,C17010A_014EA,C17010A_014M,C17010A_014MA,C17010A_015E,C17010A_015EA,C17010A_015M,C17010A_015MA,C17010A_016E,C17010A_016EA,C17010A_016M,C17010A_016MA,C17010A_017E,C17010A_017EA,C17010A_017M,C17010A_017MA,GEO_ID,NAME,state
909358,null,7921,null,75151,null,4651,null,34048,null,2631,null,19931,null,2222,null,41103,null,3966,null,6205,null,1420,null,4965,null,1222,null,34898,null,3712,null,30520,null,3594,null,834207,null,8131,null,699973,null,8906,null,278739,null,6692,null,134234,null,5414,null,46144,null,3637,null,25109,null,2528,null,88090,null,4190,null,48772,null,3653,null,0400000US01,Alabama,01
120156,null,2666,null,4826,null,1034,null,1046,null,352,null,531,null,267,null,3780,null,1002,null,691,null,318,null,567,null,290,null,3089,null,969,null,3041,null,960,null,115330,null,2871,null,96333,null,3006,null,43680,null,2327,null,18997,null,1973,null,6678,null,1287,null,4257,null,1086,null,12319,null,1467,null,8533,null,1279,null,0400000US02,Alaska,02
1190573,null,10938,null,91921,null,4844,null,41377,null,3501,null,26240,null,2991,null,50544,null,3816,null,8354,null,1670,null,6269,null,1518,null,42190,null,3505,null,37597,null,3446,null,1098652,null,11610,null,891746,null,11121,null,353035,null,8712,null,206906,null,7322,null,70577,null,4922,null,43485,null,3704,null,136329,null,5612,null,86970,null,5390,null,0400000US04,Arizona,04
614060,null,8366,null,62464,null,4290,null,28852,null,2407,null,18106,null,2129,null,33612,null,3307,null,5341,null,1279,null,4045,null,1095,null,28271,null,2866,null,25069,null,2754,null,551596,null,7864,null,470335,null,7489,null,183567,null,5139,null,81261,null,4121,null,27085,null,2590,null,15626,null,2016,null,54176,null,3774,null,33011,null,2875,null,0400000US05,Arkansas,05
5274646,null,24354,null,390444,null,10858,null,171763,null,6515,null,120424,null,5836,null,218681,null,7792,null,38036,null,3237,null,29481,null,3124,null,180645,null,6969,null,158622,null,6560,null,4884202,null,24454,null,3853803,null,24860,null,1775798,null,18933,null,1030399,null,16625,null,353508,null,9492,null,191773,null,8492,null,676891,null,12694,null,387751,null,9797,null,0400000US06,California,06
1027585,null,9827,null,71406,null,4996,null,33546,null,3376,null,23310,null,2918,null,37860,null,3544,null,6229,null,1448,null,5203,null,1333,null,31631,null,3088,null,28815,null,3051,null,956179,null,8785,null,788044,null,7775,null,347549,null,8053,null,168135,null,6685,null,65043,null,4499,null,39813,null,3525,null,103092,null,5055,null,65476,null,3743,null,0400000US08,Colorado,08
724586,null,6308,null,27294,null,2668,null,8233,null,1427,null,4286,null,997,null,19061,null,2425,null,2535,null,764,null,2056,null,732,null,16526,null,2245,null,15109,null,2095,null,697292,null,6305,null,577930,null,7252,null,258701,null,4719,null,119362,null,5313,null,35025,null,3111,null,17653,null,2092,null,84337,null,3878,null,46264,null,3208,null,0400000US09,Connecticut,09
166281,null,3835,null,8951,null,1779,null,3453,null,877,null,1945,null,716,null,5498,null,1370,null,1112,null,583,null,645,null,375,null,4386,null,1179,null,3950,null,1153,null,157330,null,3786,null,129021,null,4114,null,50567,null,2759,null,28309,null,2818,null,10247,null,1857,null,5692,null,1510,null,18062,null,1849,null,10673,null,1736,null,0400000US10,Delaware,10
34450,null,1987,null,1013,null,654,null,642,null,471,null,0,null,300,null,371,null,411,null,38,null,64,null,0,null,300,null,333,null,404,null,333,null,404,null,33437,null,1886,null,28098,null,1863,null,8491,null,1390,null,5339,null,1053,null,1538,null,514,null,835,null,513,null,3801,null,990,null,2036,null,904,null,0400000US11,District of Columbia,11
3667681,null,21248,null,233157,null,9009,null,108993,null,5551,null,50259,null,4124,null,124164,null,6238,null,21657,null,2689,null,15822,null,2272,null,102507,null,6176,null,89251,null,5501,null,3434524,null,19655,null,2777357,null,19190,null,984888,null,13491,null,657167,null,12985,null,214658,null,7719,null,110689,null,5506,null,442509,null,10835,null,250101,null,8633,null,0400000US12,Florida,12
1542729,null,13841,null,101095,null,5046,null,47236,null,3617,null,27481,null,2675,null,53859,null,4070,null,9629,null,1934,null,7058,null,1833,null,44230,null,3512,null,37985,null,3489,null,1441634,null,13332,null,1212079,null,12759,null,547152,null,8936,null,229555,null,8445,null,75211,null,5269,null,36764,null,3559,null,154344,null,6117,null,90281,null,5389,null,0400000US13,Georgia,13
92089,null,2944,null,4904,null,1136,null,2066,null,612,null,823,null,505,null,2838,null,872,null,338,null,241,null,228,null,155,null,2500,null,876,null,1899,null,765,null,87185,null,2792,null,72339,null,2995,null,30387,null,2488,null,14846,null,1892,null,4994,null,1144,null,2371,null,805,null,9852,null,1435,null,6070,null,1245,null,0400000US15,Hawaii,15
373718,null,5268,null,30642,null,2384,null,15047,null,1757,null,9622,null,1484,null,15595,null,2022,null,2431,null,953,null,2146,null,904,null,13164,null,1866,null,11692,null,1846,null,343076,null,5243,null,291308,null,5357,null,131777,null,5011,null,51768,null,3637,null,20225,null,2130,null,13650,null,1958,null,31543,null,2923,null,21326,null,2501,null,0400000US16,Idaho,16
2352324,null,15032,null,128387,null,5779,null,55128,null,3677,null,32857,null,2809,null,73259,null,4136,null,13033,null,2090,null,9573,null,1823,null,60226,null,4213,null,53838,null,3821,null,2223937,null,15098,null,1844200,null,14158,null,811205,null,11069,null,379737,null,8634,null,121675,null,5915,null,60819,null,4185,null,258062,null,7593,null,143267,null,5923,null,0400000US17,Illinois,17
1464459,null,11648,null,104754,null,3912,null,37278,null,2626,null,23102,null,2107,null,67476,null,3270,null,10933,null,2096,null,8466,null,1804,null,56543,null,3150,null,51476,null,3063,null,1359705,null,11555,null,1127946,null,11226,null,468675,null,10001,null,231759,null,7202,null,76057,null,4317,null,44993,null,3632,null,155702,null,5943,null,95858,null,3970,null,0400000US18,Indiana,18
750339,null,8110,null,47792,null,3254,null,17307,null,2056,null,10130,null,1631,null,30485,null,2371,null,4584,null,1018,null,3663,null,835,null,25901,null,2200,null,23902,null,2172,null,702547,null,8176,null,596378,null,7709,null,239547,null,4972,null,106169,null,4401,null,34931,null,2669,null,21752,null,2274,null,71238,null,3235,null,47013,null,2617,null,0400000US19,Iowa,19
639875,null,6640,null,39925,null,2803,null,17028,null,1930,null,10523,null,1662,null,22897,null,2423,null,3460,null,997,null,2503,null,793,null,19437,null,2296,null,17273,null,2158,null,599950,null,6550,null,504835,null,7430,null,220246,null,5364,null,95115,null,4072,null,32679,null,3043,null,20143,null,2326,null,62436,null,3487,null,40559,null,2854,null,0400000US20,Kansas,20
1016127,null,11894,null,122214,null,5576,null,53922,null,3641,null,31626,null,3278,null,68292,null,4521,null,11327,null,1882,null,8448,null,1676,null,56965,null,4375,null,48970,null,4000,null,893913,null,12454,null,730762,null,11960,null,303339,null,7920,null,163151,null,6928,null,52203,null,3790,null,28337,null,3160,null,110948,null,5300,null,61958,null,4168,null,0400000US21,Kentucky,21
732190,null,7616,null,58213,null,3870,null,25978,null,2730,null,14342,null,1797,null,32235,null,2825,null,5009,null,1061,null,3797,null,921,null,27226,null,2731,null,23793,null,2540,null,673977,null,8276,null,557992,null,7888,null,231555,null,5779,null,115985,null,5178,null,39272,null,3494,null,19380,null,2405,null,76713,null,3881,null,41947,null,3043,null,0400000US22,Louisiana,22
344604,null,6296,null,25477,null,2316,null,10003,null,1186,null,5776,null,1018,null,15474,null,1980,null,1964,null,580,null,1588,null,518,null,13510,null,1868,null,12415,null,1803,null,319127,null,6050,null,266943,null,5666,null,101974,null,3414,null,52184,null,3914,null,17885,null,2108,null,10889,null,1608,null,34299,null,2794,null,21462,null,2215,null,0400000US23,Maine,23
892960,null,8722,null,30604,null,2791,null,11257,null,1671,null,5620,null,1254,null,19347,null,2354,null,1649,null,577,null,1396,null,495,null,17698,null,2271,null,15605,null,2016,null,862356,null,8665,null,713757,null,8705,null,306696,null,7721,null,148599,null,6145,null,51740,null,3909,null,28970,null,2757,null,96859,null,4787,null,54139,null,3886,null,0400000US24,Maryland,24
