B18022_001E,B18022_001EA,B18022_001M,B18022_001MA,B18022_002E,B18022_002EA,B18022_002M,B18022_002MA,B18022_003E,B18022_003EA,B18022_003M,B18022_003MA,B18022_004E,B18022_004EA,B18022_004M,B18022_004MA,B18022_005E,B18022_005EA,B18022_005M,B18022_005MA,B18022_006E,B18022_006EA,B18022_006M,B18022_006MA,B18022_007E,B18022_007EA,B18022_007M,B18022_007MA,B18022_008E,B18022_008EA,B18022_008M,B18022_008MA,B18022_009E,B18022_009EA,B18022_009M,B18022_009MA,B18022_010E,B18022_010EA,B18022_010M,B18022_010MA,B18022_011E,B18022_011EA,B18022_011M,B18022_011MA,B18022_012E,B18022_012EA,B18022_012M,B18022_012MA,B18022_013E,B18022_013EA,B18022_013M,B18022_013MA,B18022_014E,B18022_014EA,B18022_014M,B18022_014MA,B18022_015E,B18022_015EA,B18022_015M,B18022_015MA,B18022_016E,B18022_016EA,B18022_016M,B18022_016MA,B18022_017E,B18022_017EA,B18022_017M,B18022_017MA,B18022_018E,B18022_018EA,B18022_018M,B18022_018MA,B18022_019E,B18022_019EA,B18022_019M,B18022_019MA,B18022_020E,B18022_020EA,B18022_020M,B18022_020MA,B18022_021E,B18022_021EA,B18022_021M,B18022_021MA,B18022_022E,B18022_022EA,B18022_022M,B18022_022MA,B18022_023E,B18022_023EA,B18022_023M,B18022_023MA,B18022_024E,B18022_024EA,B18022_024M,B18022_024MA,B18022_025E,B18022_025EA,B18022_025M,B18022_025MA,B18022_026E,B18022_026EA,B18022_026M,B18022_026MA,B18022_027E,B18022_027EA,B18022_027M,B18022_027MA,B18022_028E,B18022_028EA,B18022_028M,B18022_028MA,B18022_029E,B18022_029EA,B18022_029M,B18022_029MA,B18022_030E,B18022_030EA,B18022_030M,B18022_030MA,B18022_031E,B18022_031EA,B18022_031M,B18022_031MA,GEO_ID,NAME,state
2956627,null,5820,null,342974,null,8946,null,157863,null,6419,null,20786,null,2318,null,7961,null,1800,null,12825,null,2046,null,137077,null,5694,null,36394,null,3187,null,100683,null,4675,null,185111,null,5911,null,22253,null,2520,null,6281,null,1264,null,15972,null,2126,null,162858,null,5626,null,36230,null,3021,null,126628,null,5553,null,2613653,null,11534,null,1272703,null,8408,null,544060,null,6055,null,378071,null,7865,null,165989,null,5549,null,728643,null,5362,null,617461,null,6212,null,111182,null,4280,null,1340950,null,6941,null,563734,null,4834,null,326340,null,7570,null,237394,null,6805,null,777216,null,5985,null,539621,null,8185,null,237595,null,6609,null,0400000US01,Alabama,01
457758,null,2791,null,34960,null,2991,null,16415,null,1969,null,1996,null,744,null,908,null,481,null,1088,null,503,null,14419,null,1945,null,4338,null,859,null,10081,null,1683,null,18545,null,1950,null,2955,null,911,null,1038,null,420,null,1917,null,811,null,15590,null,1692,null,5620,null,1027,null,9970,null,1401,null,422798,null,3659,null,217276,null,3223,null,92676,null,2608,null,63813,null,2886,null,28863,null,2358,null,124600,null,2617,null,104363,null,2598,null,20237,null,1778,null,205522,null,2310,null,85975,null,2019,null,52020,null,2071,null,33955,null,2461,null,119547,null,1906,null,88427,null,2513,null,31120,null,2027,null,0400000US02,Alaska,02
3958827,null,4939,null,269370,null,9730,null,122147,null,5227,null,18332,null,2932,null,6225,null,1678,null,12107,null,2432,null,103815,null,5116,null,33112,null,2942,null,70703,null,4201,null,147223,null,7203,null,20038,null,2370,null,7038,null,1440,null,13000,null,2192,null,127185,null,7040,null,36546,null,3041,null,90639,null,6018,null,3689457,null,11549,null,1863083,null,7014,null,833971,null,5850,null,610552,null,8004,null,223419,null,8070,null,1029112,null,5690,null,858727,null,7443,null,170385,null,6292,null,1826374,null,8048,null,776845,null,4372,null,469554,null,8229,null,307291,null,7977,null,1049529,null,7181,null,711452,null,8062,null,338077,null,8038,null,0400000US04,Arizona,04
1783300,null,4047,null,210673,null,6709,null,101796,null,4908,null,12570,null,2025,null,4584,null,1360,null,7986,null,1506,null,89226,null,4023,null,26596,null,2868,null,62630,null,3406,null,108877,null,4125,null,14384,null,2145,null,3817,null,1198,null,10567,null,1670,null,94493,null,3772,null,23209,null,2301,null,71284,null,3612,null,1572627,null,8023,null,771240,null,6546,null,336075,null,4974,null,231108,null,5929,null,104967,null,4736,null,435165,null,5322,null,365393,null,5820,null,69772,null,4021,null,801387,null,4493,null,337942,null,3792,null,202129,null,4789,null,135813,null,4642,null,463445,null,4564,null,331016,null,6992,null,132429,null,5902,null,0400000US05,Arkansas,05
23813857,null,10948,null,1406063,null,18402,null,647990,null,13222,null,101797,null,6391,null,36184,null,3665,null,65613,null,5298,null,546193,null,11506,null,184867,null,8016,null,361326,null,10901,null,758073,null,13456,null,98283,null,6009,null,32159,null,3541,null,66124,null,4870,null,659790,null,11649,null,195217,null,5785,null,464573,null,11023,null,22407794,null,19694,null,11281495,null,15197,null,4933456,null,11463,null,3398668,null,18084,null,1534788,null,16344,null,6348039,null,13101,null,5358650,null,20995,null,989389,null,18155,null,11126299,null,14065,null,4741890,null,9500,null,2736952,null,18825,null,2004938,null,19992,null,6384409,null,11633,null,4344020,null,20543,null,2040389,null,19510,null,0400000US06,California,06
3244377,null,4392,null,186559,null,7406,null,86148,null,4955,null,12205,null,2089,null,5040,null,1281,null,7165,null,1581,null,73943,null,4803,null,28641,null,2976,null,45302,null,3327,null,100411,null,4893,null,12908,null,1954,null,5199,null,1142,null,7709,null,1446,null,87503,null,4544,null,29651,null,2582,null,57852,null,4083,null,3057818,null,7758,null,1555336,null,5716,null,650500,null,4411,null,492588,null,6400,null,157912,null,6363,null,904836,null,4732,null,791161,null,6447,null,113675,null,5486,null,1502482,null,5950,null,608646,null,4018,null,396110,null,7044,null,212536,null,6372,null,893836,null,5709,null,659911,null,7348,null,233925,null,6070,null,0400000US08,Colorado,08
2280955,null,3659,null,127299,null,5202,null,55972,null,3466,null,7909,null,1509,null,3222,null,928,null,4687,null,1285,null,48063,null,3542,null,17535,null,2142,null,30528,null,2971,null,71327,null,3815,null,7719,null,1199,null,3887,null,947,null,3832,null,810,null,63608,null,3583,null,21708,null,1938,null,41900,null,3276,null,2153656,null,6084,null,1061703,null,4506,null,397656,null,3902,null,276731,null,5785,null,120925,null,4893,null,664047,null,3860,null,585451,null,4393,null,78596,null,4130,null,1091953,null,4434,null,396629,null,2484,null,258524,null,4520,null,138105,null,4550,null,695324,null,3594,null,525505,null,5942,null,169819,null,5186,null,0400000US09,Connecticut,09
557332,null,1905,null,40410,null,3493,null,17322,null,2288,null,2424,null,809,null,475,null,318,null,1949,null,719,null,14898,null,2100,null,5584,null,1162,null,9314,null,1668,null,23088,null,2224,null,2632,null,891,null,1391,null,624,null,1241,null,539,null,20456,null,2056,null,6533,null,1341,null,13923,null,1649,null,516922,null,4038,null,251023,null,2781,null,99585,null,1515,null,71601,null,2256,null,27984,null,2163,null,151438,null,2313,null,127982,null,2748,null,23456,null,1957,null,265899,null,2472,null,105924,null,1390,null,68967,null,2892,null,36957,null,2727,null,159975,null,2132,null,116780,null,2835,null,43195,null,2845,null,0400000US10,Delaware,10
404199,null,1682,null,24642,null,2835,null,9866,null,1836,null,788,null,517,null,444,null,317,null,344,null,346,null,9078,null,1771,null,2606,null,996,null,6472,null,1444,null,14776,null,1960,null,1153,null,588,null,623,null,446,null,530,null,369,null,13623,null,1920,null,3680,null,825,null,9943,null,1656,null,379557,null,2923,null,179066,null,2540,null,85123,null,1642,null,54858,null,2364,null,30265,null,2501,null,93943,null,2193,null,74906,null,2733,null,19037,null,2155,null,200491,null,2186,null,98928,null,1490,null,66575,null,2912,null,32353,null,2584,null,101563,null,1902,null,75556,null,2519,null,26007,null,2416,null,0400000US11,District of Columbia,11
11362681,null,10312,null,816198,null,15317,null,383013,null,9493,null,49978,null,4141,null,19669,null,2652,null,30309,null,3343,null,333035,null,8848,null,110830,null,5219,null,222205,null,8609,null,433185,null,10434,null,49312,null,4957,null,19231,null,2524,null,30081,null,3880,null,383873,null,8072,null,115350,null,5688,null,268523,null,7677,null,10546483,null,17982,null,5195446,null,11215,null,2079649,null,11170,null,1472064,null,12965,null,607585,null,13197,null,3115797,null,10408,null,2621892,null,13378,null,493905,null,10885,null,5351037,null,13840,null,2049970,null,9351,null,1277165,null,12334,null,772805,null,13487,null,3301067,null,9221,null,2337799,null,15175,null,963268,null,13710,null,0400000US12,Florida,12
6197084,null,6330,null,463371,null,11210,null,206943,null,7187,null,28155,null,3561,null,10010,null,1851,null,18145,null,2696,null,178788,null,6583,null,54094,null,4188,null,124694,null,5708,null,256428,null,8254,null,28795,null,3564,null,8080,null,1598,null,20715,null,3076,null,227633,null,7244,null,58653,null,3840,null,168980,null,7059,null,5733713,null,12098,null,2812862,null,9343,null,1190341,null,8411,null,826140,null,8815,null,364201,null,8710,null,1622521,null,8569,null,1385829,null,11073,null,236692,null,7515,null,2920851,null,9562,null,1213875,null,6658,null,728867,null,10052,null,485008,null,10488,null,1706976,null,8304,null,1207889,null,10900,null,499087,null,9834,null,0400000US13,Georgia,13
804033,null,3163,null,44398,null,3785,null,21910,null,2450,null,4049,null,1153,null,1745,null,967,null,2304,null,670,null,17861,null,2190,null,6782,null,1343,null,11079,null,1580,null,22488,null,2677,null,3530,null,1075,null,2020,null,923,null,1510,null,596,null,18958,null,2252,null,7205,null,1282,null,11753,null,1784,null,759635,null,5118,null,376306,null,3963,null,149776,null,3079,null,104632,null,3380,null,45144,null,3055,null,226530,null,2827,null,189629,null,3482,null,36901,null,2433,null,383329,null,3084,null,146371,null,1896,null,89386,null,3322,null,56985,null,3260,null,236958,null,2554,null,176753,null,3596,null,60205,null,3075,null,0400000US15,Hawaii,15
945567,null,3152,null,66256,null,3838,null,32164,null,3102,null,4607,null,1177,null,3199,null,1029,null,1408,null,517,null,27557,null,2877,null,8651,null,1263,null,18906,null,2384,null,34092,null,2255,null,4243,null,1028,null,1497,null,515,null,2746,null,905,null,29849,null,2103,null,9566,null,1237,null,20283,null,1662,null,879311,null,5145,null,442146,null,4257,null,193686,null,2872,null,149521,null,2915,null,44165,null,2912,null,248460,null,3299,null,218127,null,3568,null,30333,null,2474,null,437165,null,3151,null,187524,null,2059,null,118651,null,3569,null,68873,null,3549,null,249641,null,2425,null,180178,null,3350,null,69463,null,3386,null,0400000US16,Idaho,16
8371247,null,6306,null,474061,null,11066,null,220733,null,8015,null,30539,null,3084,null,12528,null,2188,null,18011,null,2430,null,190194,null,6748,null,64616,null,4010,null,125578,null,5488,null,253328,null,6472,null,30186,null,2923,null,11065,null,1655,null,19121,null,2238,null,223142,null,6194,null,70290,null,3630,null,152852,null,5411,null,7897186,null,12482,null,3939118,null,9468,null,1681719,null,6665,null,1166458,null,10020,null,515261,null,8718,null,2257399,null,7868,null,1922331,null,11560,null,335068,null,7431,null,3958068,null,7898,null,1639417,null,4843,null,1032866,null,10326,null,606551,null,10424,null,2318651,null,6815,null,1671373,null,11836,null,647278,null,10493,null,0400000US17,Illinois,17
4096381,null,4067,null,315582,null,8761,null,137640,null,5693,null,19994,null,2565,null,7763,null,1705,null,12231,null,1564,null,117646,null,5026,null,36738,null,2749,null,80908,null,4003,null,177942,null,5557,null,19793,null,2052,null,5351,null,1121,null,14442,null,1961,null,158149,null,5331,null,44324,null,2866,null,113825,null,5025,null,3780799,null,10157,null,1894353,null,6545,null,789024,null,4388,null,559158,null,7746,null,229866,null,7430,null,1105329,null,5540,null,951572,null,6371,null,153757,null,5373,null,1886446,null,7203,null,780743,null,3642,null,485185,null,6783,null,295558,null,6039,null,1105703,null,6295,null,820663,null,8747,null,285040,null,7758,null,0400000US18,Indiana,18
1906124,null,3017,null,123222,null,4874,null,55598,null,3413,null,7394,null,1334,null,2989,null,810,null,4405,null,981,null,48204,null,3047,null,17274,null,1710,null,30930,null,2477,null,67624,null,3158,null,7842,null,1234,null,3443,null,881,null,4399,null,934,null,59782,null,2925,null,23053,null,2320,null,36729,null,2557,null,1782902,null,5593,null,900282,null,4501,null,370253,null,2889,null,286470,null,4796,null,83783,null,4531,null,530029,null,3979,null,470803,null,4528,null,59226,null,2946,null,882620,null,4011,null,361814,null,2733,null,258878,null,3716,null,102936,null,3802,null,520806,null,3812,null,412412,null,4404,null,108394,null,3956,null,0400000US19,Iowa,19
1772004,null,4069,null,119997,null,4756,null,54020,null,3006,null,8555,null,1695,null,3651,null,1105,null,4904,null,1267,null,45465,null,2490,null,15653,null,1615,null,29812,null,2313,null,65977,null,3425,null,7547,null,1275,null,3098,null,862,null,4449,null,1061,null,58430,null,3328,null,19966,null,1916,null,38464,null,2568,null,1652007,null,6209,null,831440,null,4317,null,352549,null,3651,null,261462,null,4854,null,91087,null,4715,null,478891,null,4011,null,425134,null,4668,null,53757,null,3169,null,820567,null,4644,null,341591,null,3540,null,232729,null,5758,null,108862,null,5036,null,478976,null,4104,null,372523,null,4651,null,106453,null,3677,null,0400000US20,Kansas,20
2758808,null,4362,null,334561,null,8398,null,159416,null,6051,null,21269,null,2284,null,6691,null,1686,null,14578,null,1889,null,138147,null,5600,null,35588,null,3300,null,102559,null,4622,null,175145,null,6173,null,22585,null,2574,null,6713,null,1454,null,15872,null,2231,null,152560,null,5512,null,34516,null,2959,null,118044,null,4520,null,2424247,null,8933,null,1190916,null,6777,null,504382,null,4062,null,349232,null,6287,null,155150,null,6521,null,686534,null,6342,null,572288,null,7049,null,114246,null,4333,null,1233331,null,6067,null,511213,null,3732,null,320137,null,6882,null,191076,null,5929,null,722118,null,6177,null,512663,null,7852,null,209455,null,5559,null,0400000US21,Kentucky,21
2748761,null,4585,null,256020,null,8809,null,119985,null,5320,null,17234,null,1887,null,5758,null,1159,null,11476,null,1687,null,102751,null,4742,null,27635,null,2716,null,75116,null,4094,null,136035,null,5605,null,17279,null,2185,null,4852,null,1165,null,12427,null,1865,null,118756,null,4831,null,31152,null,2687,null,87604,null,4047,null,2492741,null,9064,null,1203122,null,6064,null,526635,null,4635,null,359395,null,6895,null,167240,null,6444,null,676487,null,5296,null,566522,null,7200,null,109965,null,5019,null,1289619,null,6133,null,556806,null,4542,null,323903,null,7624,null,232903,null,7516,null,732813,null,5729,null,497956,null,6598,null,234857,null,7211,null,0400000US22,Louisiana,22
873828,null,2046,null,84465,null,4232,null,40874,null,2516,null,4728,null,1142,null,1805,null,753,null,2923,null,823,null,36146,null,2226,null,11098,null,1300,null,25048,null,2108,null,43591,null,3008,null,5548,null,1051,null,1613,null,674,null,3935,null,955,null,38043,null,2675,null,11746,null,1568,null,26297,null,2169,null,789363,null,4444,null,388128,null,2862,null,142543,null,1833,null,101343,null,2917,null,41200,null,2282,null,245585,null,2317,null,211993,null,2810,null,33592,null,2157,null,401235,null,3379,null,143128,null,1678,null,95722,null,2561,null,47406,null,2498,null,258107,null,2806,null,196798,null,3534,null,61309,null,3244,null,0400000US23,Maine,23
3690245,null,4545,null,216164,null,8690,null,96257,null,5611,null,13023,null,2067,null,4941,null,1132,null,8082,null,1658,null,83234,null,4937,null,29954,null,2621,null,53280,null,4539,null,119907,null,5007,null,13937,null,1892,null,6733,null,1325,null,7204,null,1476,null,105970,null,4596,null,38687,null,3243,null,67283,null,4158,null,3474081,null,10179,null,1676335,null,6393,null,668596,null,4352,null,476352,null,6952,null,192244,null,6858,null,1007739,null,5535,null,876289,null,6067,null,131450,null,5726,null,1797746,null,6507,null,694479,null,4245,null,455250,null,6410,null,239229,null,6611,null,1103267,null,5035,null,841279,null,7927,null,261988,null,8039,null,0400000US24,Maryland,24
4294205,null,3939,null,262636,null,9702,null,120669,null,5512,null,18060,null,2182,null,7230,null,1577,null,10830,null,1689,null,102609,null,4736,null,30186,null,2644,null,72423,null,3687,null,141967,null,7194,null,17881,null,2805,null,5299,null,1358,null,12582,null,2366,null,124086,null,6272,null,34875,null,2821,null,89211,null,5608,null,4031569,null,9846,null,1983590,null,5862,null,786473,null,4201,null,541339,null,7917,null,245134,null,8573,null,1197117,null,5469,null,1027247,null,7689,null,169870,null,6635,null,2047979,null,8171,null,793237,null,4467,null,531501,null,7644,null,261736,null,7450,null,1254742,null,6462,null,961634,null,8721,null,293108,null,7456,null,0400000US25,Massachusetts,25
