B24041_001E,B24041_001EA,B24041_001M,B24041_001MA,B24041_002E,B24041_002EA,B24041_002M,B24041_002MA,B24041_003E,B24041_003EA,B24041_003M,B24041_003MA,B24041_004E,B24041_004EA,B24041_004M,B24041_004MA,B24041_005E,B24041_005EA,B24041_005M,B24041_005MA,B24041_006E,B24041_006EA,B24041_006M,B24041_006MA,B24041_007E,B24041_007EA,B24041_007M,B24041_007MA,B24041_008E,B24041_008EA,B24041_008M,B24041_008MA,B24041_009E,B24041_009EA,B24041_009M,B24041_009MA,B24041_010E,B24041_010EA,B24041_010M,B24041_010MA,B24041_011E,B24041_011EA,B24041_011M,B24041_011MA,B24041_012E,B24041_012EA,B24041_012M,B24041_012MA,B24041_013E,B24041_013EA,B24041_013M,B24041_013MA,B24041_014E,B24041_014EA,B24041_014M,B24041_014MA,B24041_015E,B24041_015EA,B24041_015M,B24041_015MA,B24041_016E,B24041_016EA,B24041_016M,B24041_016MA,B24041_017E,B24041_017EA,B24041_017M,B24041_017MA,B24041_018E,B24041_018EA,B24041_018M,B24041_018MA,B24041_019E,B24041_019EA,B24041_019M,B24041_019MA,B24041_020E,B24041_020EA,B24041_020M,B24041_020MA,B24041_021E,B24041_021EA,B24041_021M,B24041_021MA,B24041_022E,B24041_022EA,B24041_022M,B24041_022MA,B24041_023E,B24041_023EA,B24041_023M,B24041_023MA,B24041_024E,B24041_024EA,B24041_024M,B24041_024MA,B24041_025E,B24041_025EA,B24041_025M,B24041_025MA,B24041_026E,B24041_026EA,B24041_026M,B24041_026MA,B24041_027E,B24041_027EA,B24041_027M,B24041_027MA,GEO_ID,NAME,state
35659,null,387,null,31924,null,2646,null,27036,null,3754,null,51550,null,2419,null,32496,null,1282,null,36317,null,828,null,39623,null,2425,null,26894,null,683,null,43317,null,2576,null,40034,null,3678,null,54222,null,3113,null,40951,null,914,null,37671,null,1875,null,39137,null,1976,null,34149,null,2613,null,42665,null,2352,null,55397,null,2871,null,65790,null,6145,null,31184,null,1089,null,36165,null,749,null,40717,null,1046,null,32608,null,1554,null,20996,null,1145,null,27969,null,3340,null,19254,null,1714,null,30092,null,1620,null,44142,null,1207,null,0400000US01,Alabama,01
46584,null,1021,null,71408,null,10218,null,52083,null,10894,null,81309,null,12994,null,51325,null,7421,null,41875,null,6078,null,51903,null,14228,null,32332,null,2234,null,50447,null,2119,null,49129,null,2817,null,66813,null,8232,null,57890,null,6902,null,42895,null,4254,null,40656,null,4782,null,46868,null,10545,null,50067,null,4137,null,60400,null,8355,null,100001,"100,000+",0,***,35972,null,3461,null,45657,null,1833,null,47375,null,4261,null,44236,null,3740,null,24602,null,2268,null,28196,null,8762,null,23791,null,2031,null,41882,null,8468,null,53543,null,4258,null,0400000US02,Alaska,02
37941,null,638,null,34903,null,2938,null,28098,null,3068,null,47504,null,2553,null,35669,null,894,null,46266,null,1623,null,43097,null,2705,null,32616,null,1032,null,47592,null,2130,null,45491,null,2114,null,56193,null,6107,null,48397,null,4105,null,42583,null,1640,null,45006,null,2238,null,40930,null,1238,null,40825,null,1364,null,56988,null,2574,null,50653,null,21092,null,25750,null,1237,null,37479,null,835,null,36968,null,669,null,38154,null,1542,null,24350,null,1307,null,30977,null,1897,null,21883,null,870,null,31747,null,1292,null,45773,null,1228,null,0400000US04,Arizona,04
31836,null,337,null,31987,null,2778,null,29693,null,1530,null,49365,null,8878,null,30022,null,1270,null,31613,null,583,null,36780,null,2967,null,27986,null,1624,null,42113,null,1414,null,41935,null,1805,null,42489,null,2960,null,44562,null,4641,null,35629,null,1826,null,36475,null,2690,null,33369,null,3552,null,35366,null,2469,null,46408,null,3192,null,47443,null,10014,null,22070,null,2281,null,33081,null,1162,null,36934,null,1432,null,29927,null,1591,null,18586,null,1604,null,23690,null,2056,null,17250,null,1079,null,28590,null,2649,null,35430,null,1558,null,0400000US05,Arkansas,05
42497,null,268,null,24838,null,763,null,23472,null,640,null,60190,null,4774,null,41808,null,421,null,44323,null,1183,null,43250,null,1447,null,32831,null,709,null,47252,null,700,null,43764,null,1450,null,70871,null,1057,null,61982,null,903,null,51734,null,470,null,55280,null,920,null,46897,null,1440,null,51883,null,516,null,71008,null,611,null,64943,null,9922,null,29861,null,934,null,44400,null,636,null,49941,null,799,null,41215,null,361,null,25570,null,387,null,35949,null,1344,null,22756,null,525,null,30614,null,382,null,60975,null,494,null,0400000US06,California,06
41854,null,342,null,36518,null,2975,null,28399,null,2691,null,56823,null,9198,null,40062,null,1142,null,47704,null,2374,null,47765,null,2604,null,33561,null,1129,null,46762,null,1260,null,45096,null,1637,null,58112,null,3580,null,55618,null,3273,null,46173,null,1641,null,47777,null,1859,null,41866,null,1824,null,52027,null,1371,null,64098,null,3117,null,49414,null,15160,null,32578,null,1847,null,39297,null,1401,null,41255,null,955,null,37145,null,1182,null,27438,null,1422,null,36177,null,1784,null,24773,null,1284,null,33768,null,1797,null,52973,null,1940,null,0400000US08,Colorado,08
50352,null,304,null,32258,null,16504,null,26339,null,5325,null,57702,null,11543,null,50091,null,1709,null,54087,null,2248,null,52814,null,2363,null,36613,null,1375,null,52059,null,1235,null,50627,null,882,null,71626,null,7872,null,53465,null,2578,null,66145,null,2610,null,70986,null,2289,null,48293,null,5260,null,58175,null,3592,null,71100,null,1980,null,81662,null,17134,null,37721,null,3748,null,46284,null,964,null,51206,null,903,null,42646,null,1402,null,32817,null,1964,null,40295,null,2733,null,28649,null,2590,null,35752,null,1512,null,59977,null,3237,null,0400000US09,Connecticut,09
42938,null,1368,null,33711,null,5369,null,33515,null,4327,null,-666666666,-,0,**,39724,null,3373,null,53328,null,3072,null,43140,null,5773,null,33693,null,2977,null,49340,null,2745,null,46876,null,1662,null,70404,null,14787,null,49436,null,9616,null,50053,null,3371,null,51209,null,3248,null,41593,null,4459,null,50404,null,3709,null,59299,null,4743,null,94003,null,47739,null,31204,null,4705,null,40529,null,1875,null,41788,null,2460,null,39044,null,3279,null,27147,null,1953,null,32289,null,2536,null,25788,null,1520,null,35557,null,2683,null,48128,null,3312,null,0400000US10,Delaware,10
51856,null,1310,null,56009,null,6178,null,56009,null,6178,null,-666666666,-,0,**,33370,null,5939,null,68713,null,26396,null,27130,null,16792,null,36591,null,5021,null,41325,null,4911,null,40708,null,6073,null,100001,"100,000+",0,***,61149,null,6647,null,55118,null,9769,null,77013,null,24146,null,41769,null,16644,null,67886,null,6295,null,81283,null,4452,null,83082,null,79943,null,38413,null,4894,null,43179,null,1954,null,51225,null,1492,null,37223,null,4783,null,32752,null,2815,null,40615,null,5360,null,28257,null,4142,null,55756,null,6622,null,71994,null,5735,null,0400000US11,District of Columbia,11
36297,null,167,null,24103,null,3799,null,21407,null,1660,null,41849,null,2436,null,35497,null,486,null,37348,null,811,null,41294,null,781,null,30291,null,389,null,41354,null,691,null,40448,null,778,null,50352,null,2523,null,46384,null,1296,null,41390,null,540,null,43390,null,1577,null,36945,null,799,null,40422,null,478,null,52483,null,1014,null,56324,null,6670,null,28591,null,1245,null,36727,null,397,null,38800,null,657,null,35644,null,619,null,26357,null,426,null,33649,null,1624,null,24617,null,780,null,28564,null,1239,null,43771,null,989,null,0400000US12,Florida,12
