C01001A_001E,C01001A_001EA,C01001A_001M,C01001A_001MA,C01001A_002E,C01001A_002EA,C01001A_002M,C01001A_002MA,C01001A_003E,C01001A_003EA,C01001A_003M,C01001A_003MA,C01001A_004E,C01001A_004EA,C01001A_004M,C01001A_004MA,C01001A_005E,C01001A_005EA,C01001A_005M,C01001A_005MA,C01001A_006E,C01001A_006EA,C01001A_006M,C01001A_006MA,C01001A_007E,C01001A_007EA,C01001A_007M,C01001A_007MA,C01001A_008E,C01001A_008EA,C01001A_008M,C01001A_008MA,C01001A_009E,C01001A_009EA,C01001A_009M,C01001A_009MA,GEO_ID,NAME,state
3254107,null,5821,null,1593073,null,3063,null,367990,null,2127,null,1014863,null,2700,null,210220,null,958,null,1661034,null,4565,null,354092,null,3700,null,1015703,null,1996,null,291239,null,842,null,0400000US01,Alabama,01
465234,null,2534,null,244917,null,1564,null,56515,null,972,null,171314,null,1117,null,17088,null,216,null,220317,null,1443,null,51448,null,749,null,150682,null,1020,null,18187,null,428,null,0400000US02,Alaska,02
4841990,null,21733,null,2415434,null,13502,null,587737,null,7997,null,1494332,null,8160,null,333365,null,1496,null,2426556,null,11612,null,557190,null,6664,null,1461389,null,6616,null,407977,null,1847,null,0400000US04,Arizona,04
2226758,null,5666,null,1093329,null,3887,null,254181,null,2464,null,688640,null,2707,null,150508,null,554,null,1133429,null,3938,null,245598,null,2587,null,688516,null,2142,null,199315,null,458,null,0400000US05,Arkansas,05
22026736,null,61328,null,11016863,null,35928,null,2627263,null,18560,null,7131465,null,24297,null,1258135,null,4087,null,11009873,null,34087,null,2506667,null,17995,null,6826471,null,21412,null,1676735,null,4586,null,0400000US06,California,06
4061059,null,15114,null,2043271,null,9325,null,478915,null,4984,null,1368781,null,6123,null,195575,null,1252,null,2017788,null,7899,null,454784,null,4396,null,1308461,null,5308,null,254543,null,1457,null,0400000US08,Colorado,08
2786401,null,9488,null,1355785,null,5364,null,309160,null,2885,null,870933,null,4442,null,175692,null,838,null,1430616,null,5467,null,292037,null,2764,null,886859,null,3455,null,251720,null,777,null,0400000US09,Connecticut,09
625354,null,2961,null,303880,null,2116,null,68522,null,1435,null,192050,null,1037,null,43308,null,359,null,321474,null,1565,null,64249,null,1215,null,200932,null,902,null,56293,null,304,null,0400000US10,Delaware,10
210332,null,3230,null,105333,null,2064,null,13717,null,831,null,81822,null,1553,null,9794,null,274,null,104999,null,1757,null,11769,null,736,null,81568,null,1322,null,11662,null,318,null,0400000US11,District of Columbia,11
13921401,null,25282,null,6840479,null,16391,null,1401017,null,7511,null,4211876,null,11598,null,1227586,null,3022,null,7080922,null,13669,null,1328450,null,7130,null,4203678,null,9512,null,1548794,null,3771,null,0400000US12,Florida,12
5918880,null,14822,null,2939748,null,10779,null,725117,null,5771,null,1911556,null,8009,null,303075,null,1327,null,2979132,null,8206,null,683805,null,5474,null,1876482,null,4399,null,418845,null,1183,null,0400000US13,Georgia,13
341779,null,3685,null,184705,null,2293,null,31334,null,1507,null,132497,null,1588,null,20874,null,435,null,157074,null,2187,null,28477,null,1249,null,106299,null,1440,null,22298,null,509,null,0400000US15,Hawaii,15
1386347,null,4538,null,695740,null,3139,null,186887,null,1888,null,432224,null,1808,null,76629,null,495,null,690607,null,2705,null,177111,null,1665,null,420816,null,1738,null,92680,null,628,null,0400000US16,Idaho,16
9057076,null,18787,null,4466534,null,11806,null,1036777,null,5813,null,2902244,null,8335,null,527513,null,1669,null,4590542,null,9285,null,982929,null,5190,null,2852415,null,6615,null,755198,null,2240,null,0400000US17,Illinois,17
5436898,null,8556,null,2675625,null,5216,null,658671,null,3067,null,1712536,null,3641,null,304418,null,572,null,2761273,null,4964,null,624721,null,3157,null,1707495,null,3049,null,429057,null,728,null,0400000US18,Indiana,18
2766081,null,5527,null,1358829,null,3245,null,323807,null,2161,null,856820,null,2166,null,178202,null,511,null,1407252,null,3536,null,305080,null,2301,null,851316,null,1785,null,250856,null,553,null,0400000US19,Iowa,19
2374824,null,6520,null,1170957,null,4228,null,287673,null,2355,null,744122,null,3256,null,139162,null,540,null,1203867,null,3756,null,273136,null,2378,null,734795,null,2166,null,195936,null,732,null,0400000US20,Kansas,20
