B18044_001E,B18044_001EA,B18044_001M,B18044_001MA,B18044_002E,B18044_002EA,B18044_002M,B18044_002MA,B18044_003E,B18044_003EA,B18044_003M,B18044_003MA,B18044_004E,B18044_004EA,B18044_004M,B18044_004MA,B18044_005E,B18044_005EA,B18044_005M,B18044_005MA,B18044_006E,B18044_006EA,B18044_006M,B18044_006MA,B18044_007E,B18044_007EA,B18044_007M,B18044_007MA,GEO_ID,NAME,state
25348,null,281,null,13059,null,2295,null,16967,null,4977,null,11644,null,1943,null,25440,null,282,null,31469,null,317,null,20016,null,308,null,0400000US01,Alabama,01
30865,null,593,null,22910,null,4249,null,22636,null,3652,null,23121,null,7848,null,30933,null,607,null,37710,null,1964,null,25127,null,795,null,0400000US02,Alaska,02
28354,null,465,null,16580,null,2812,null,17797,null,7300,null,15732,null,3784,null,28444,null,459,null,32711,null,580,null,23612,null,491,null,0400000US04,Arizona,04
22764,null,482,null,11761,null,2679,null,13348,null,10150,null,11234,null,2163,null,22897,null,494,null,28343,null,796,null,19091,null,514,null,0400000US05,Arkansas,05
30788,null,92,null,18274,null,1962,null,21463,null,2473,null,14696,null,2511,null,30840,null,92,null,35766,null,165,null,25416,null,162,null,0400000US06,California,06
30610,null,244,null,16375,null,4103,null,22938,null,3871,null,9577,null,2355,null,30676,null,246,null,36243,null,404,null,24324,null,381,null,0400000US08,Colorado,08
35490,null,366,null,19362,null,4619,null,22225,null,8139,null,15773,null,4367,null,35589,null,365,null,43700,null,1082,null,29137,null,638,null,0400000US09,Connecticut,09
31835,null,540,null,25364,null,6852,null,32675,null,4746,null,15297,null,7353,null,31884,null,547,null,36976,null,863,null,27380,null,836,null,0400000US10,Delaware,10
39182,null,1887,null,14889,null,14886,null,22257,null,46574,null,13928,null,8781,null,39301,null,1834,null,42298,null,2008,null,35391,null,1683,null,0400000US11,District of Columbia,11
27417,null,143,null,16311,null,1757,null,22131,null,2447,null,11958,null,1817,null,27483,null,199,null,31796,null,178,null,23791,null,246,null,0400000US12,Florida,12
28331,null,370,null,17451,null,3088,null,19848,null,3937,null,15278,null,3059,null,28444,null,367,null,33113,null,429,null,23690,null,396,null,0400000US13,Georgia,13
31012,null,360,null,27223,null,9217,null,29364,null,17412,null,21310,null,15355,null,31022,null,363,null,35807,null,835,null,27032,null,653,null,0400000US15,Hawaii,15
24914,null,484,null,10202,null,4582,null,12743,null,5640,null,8250,null,5059,null,25008,null,461,null,31093,null,491,null,18894,null,670,null,0400000US16,Idaho,16
30415,null,151,null,17167,null,2111,null,20917,null,3038,null,15026,null,2591,null,30473,null,152,null,37095,null,258,null,23921,null,262,null,0400000US17,Illinois,17
27431,null,216,null,15187,null,2941,null,20167,null,3966,null,12042,null,2999,null,27524,null,270,null,34875,null,372,null,21475,null,237,null,0400000US18,Indiana,18
26335,null,241,null,9466,null,2179,null,10355,null,2680,null,8827,null,2550,null,26462,null,242,null,32324,null,256,null,20955,null,262,null,0400000US19,Iowa,19
26276,null,290,null,16161,null,3192,null,15608,null,8787,null,16571,null,3566,null,26369,null,288,null,32338,null,421,null,21164,null,283,null,0400000US20,Kansas,20
25234,null,234,null,15104,null,4326,null,12106,null,12941,null,15392,null,3393,null,25300,null,232,null,30886,null,328,null,20300,null,271,null,0400000US21,Kentucky,21
